"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Drew T. Anderson","Brewers (AA)","25","108","402","452","117","83","24","4","6","60","43","39","3","80","5","2","4","7","17","8",".291","5578"
"Troy Tulowitzki","Rockies (AA)","21","104","423","485","123","74","34","2","13","75","61","46","3","71","10","5","1","8","6","5",".291","3531"
"Alberto Gonzalez","Diamondbacks (AA)","23","129","434","494","126","97","20","3","6","67","50","37","6","42","8","2","13","11","5","1",".290","4906"
"Tony Abreu","Dodgers (AA)","21","118","457","509","131","98","24","3","6","66","55","33","2","69","9","6","4","14","8","4",".287","5053"
"Bobby Wilson","Angels (AA)","23","103","374","418","107","72","26","0","9","45","53","33","2","47","5","2","4","7","1","6",".286","6564"
"Ricardo Nanita","White Sox (AA)","25","106","364","432","104","79","14","3","8","48","42","51","6","56","2","5","10","10","11","6",".286","sa225794"
"Denard Span","Twins (AA)","22","134","536","597","153","129","16","6","2","80","45","40","0","78","5","1","15","11","24","11",".285","8347"
"Brandon Moss","Red Sox (AA)","22","133","508","573","145","94","36","3","12","76","83","56","5","108","3","4","2","13","8","5",".285","4467"
"Brant Colamarino","Athletics (AA)","25","126","495","568","141","81","35","8","17","69","91","60","3","109","6","7","0","13","2","2",".285","sa201549"
"Aaron Peel","Angels (AA)","23","123","495","548","141","84","37","4","16","67","66","28","1","105","18","3","4","8","13","11",".285","sa202106"
"Noochie Varner","Reds (AA)","25","133","460","513","131","86","33","2","10","63","73","33","2","90","8","11","1","15","2","0",".285","sa199997"
"Kurt Suzuki","Athletics (AA)","22","99","376","444","107","73","26","1","7","64","55","58","1","50","9","1","0","15","5","3",".285","8259"
"Joe Koshansky","Rockies (AA)","24","132","500","573","142","83","28","0","31","84","109","64","5","134","6","2","1","12","3","2",".284","7547"
"Randy Ruiz","- - -","28","125","491","555","139","74","36","1","28","75","90","47","6","140","15","2","0","12","2","0",".283","2761"
"Hunter Pence","Astros (AA)","23","136","523","592","148","81","31","8","28","97","95","60","6","109","3","5","1","11","17","4",".283","8252"
"Chris Lubanski","Royals (AA)","21","137","524","613","148","88","34","11","15","93","70","72","1","112","3","5","9","6","11","7",".282","sa243989"
"Angel Sanchez","Royals (AA)","22","133","542","612","153","124","24","1","4","105","57","44","0","63","7","8","11","12","8","9",".282","3492"
"Doug Deeds","Twins (AA)","25","132","440","522","124","72","35","3","14","71","72","70","5","107","5","4","2","5","4","3",".282","sa202246"
"Carlos Gomez","Mets (AA)","20","120","430","486","121","82","24","8","7","53","48","27","0","97","20","3","6","6","41","9",".281","4881"
"Elliot Johnson","Devil Rays (AA)","22","122","494","542","139","93","21","10","15","69","50","39","1","122","2","3","4","6","20","18",".281","4751"
"Justin Ruggiano","- - -","24","120","400","476","112","61","32","6","13","76","72","65","3","103","7","3","1","9","14","9",".280","7620"
"Kevin Melillo","Athletics (AA)","24","136","500","581","140","94","31","3","12","73","73","68","3","98","4","6","3","11","14","7",".280","8278"
"Kevin Randel","Marlins (AA)","25","123","325","389","91","51","26","2","12","54","57","47","2","87","6","5","6","7","3","3",".280","sa201935"
"Jason Bourgeois","Mariners (AA)","24","107","411","460","114","81","22","7","4","65","38","37","0","66","3","5","4","6","23","7",".277","2225"
"Manny Mayorson","Blue Jays (AA)","23","125","477","517","132","110","19","1","2","48","55","21","1","44","5","3","11","20","12","11",".277","sa199056"
"Cody Haerther","Cardinals (AA)","22","120","412","452","114","73","27","3","11","56","52","37","1","59","1","2","0","15","3","4",".277","sa202878"
"Scott Moore","Cubs (AA)","22","132","463","533","128","78","28","0","22","52","75","55","7","126","8","5","1","7","12","7",".276","4390"
"Justin Christian","Yankees (AA)","26","129","467","516","129","95","19","9","6","76","43","43","1","73","3","0","3","7","68","13",".276","8297"
"Noah Hall","Orioles (AA)","29","122","431","499","119","76","25","6","12","67","58","51","0","64","15","1","1","6","18","8",".276","sa211343"
"Luis Jimenez","Red Sox (AA)","24","115","395","464","109","68","22","2","17","74","70","58","4","90","5","6","0","12","9","2",".276","2602"
"Brandon Wood","Angels (AA)","21","118","453","522","125","54","42","4","25","74","83","54","1","149","6","8","1","10","19","3",".276","6592"
"Jeff Fiorentino","Orioles (AA)","23","104","385","450","106","79","14","0","13","63","62","53","1","58","3","3","6","7","9","3",".275","8024"
"Vince Sinisi","- - -","24","120","447","517","123","79","35","2","7","61","57","56","3","82","1","7","3","12","9","4",".275","sa227568"
"Jordan Czarniecki","Rockies (AA)","25","117","408","468","112","70","27","4","11","61","57","46","0","86","6","3","5","13","20","4",".275","sa225969"
"Eider Torres","Indians (AA)","23","104","428","475","117","101","12","2","2","49","42","32","0","54","2","2","11","12","41","12",".273","2905"
"Kory Casto","Nationals (AA)","24","140","489","590","133","83","24","6","20","84","80","81","4","104","8","8","4","13","6","5",".272","6597"
"Christian Colonel","Rockies (AA)","24","115","387","435","105","71","24","0","10","47","43","35","0","64","5","6","2","13","11","5",".271","sa225671"
"Nate Schierholtz","Giants (AA)","22","125","470","510","127","81","25","7","14","55","54","27","8","81","12","1","0","11","8","3",".270","6201"
"Felix Molina","Twins (AA)","23","116","385","433","104","75","16","4","9","39","50","28","0","65","1","3","16","9","9","9",".270","sa200157"
"Brad Snyder","Indians (AA)","24","135","523","594","141","90","28","5","18","86","72","62","1","158","5","3","1","12","20","2",".270","6052"
"Jackson Melian","Tigers (AA)","26","103","364","401","98","56","23","4","15","52","60","24","1","69","7","4","2","9","4","1",".269","sa75569"
"Jerry Gil","Diamondbacks (AA)","23","112","446","481","120","61","27","6","26","71","86","18","3","111","5","4","8","7","6","6",".269","2207"
"Jeremy West","Red Sox (AA)","24","124","450","506","121","75","32","1","13","64","66","41","3","64","11","4","0","15","1","3",".269","sa225696"
"Luis Hernandez","Braves (AA)","22","104","380","414","102","85","12","4","1","39","29","20","1","46","3","3","7","8","4","4",".268","3206"
"Ian Stewart","Rockies (AA)","21","120","462","528","124","66","41","7","10","75","71","50","2","103","11","4","1","13","3","8",".268","5950"
"Javier Guzman","Pirates (AA)","24","129","485","524","130","95","23","5","7","57","40","25","3","64","4","4","6","19","12","8",".268","sa202137"
"Ryan Mulhern","Indians (AA)","25","121","452","501","121","77","26","3","15","65","69","40","0","123","7","2","0","9","1","0",".268","sa225999"
"Ron Acuna","Brewers (AA)","27","113","400","439","107","85","18","3","1","47","51","27","2","79","5","5","2","10","3","6",".268","sa211707"
"Kevin Mahar","Rangers (AA)","25","127","505","558","135","75","38","2","20","82","82","33","1","110","8","5","7","12","13","7",".267","7164"
"Callix Crabbe","Brewers (AA)","23","129","472","571","126","101","18","2","5","59","46","71","2","62","7","5","16","2","32","13",".267","4448"
"Joey Hammond","Phillies (AA)","28","129","469","539","125","99","15","3","8","57","55","57","2","71","3","5","5","14","3","4",".267","sa205611"
"Peter Bergeron","Phillies (AA)","28","90","342","391","91","65","16","3","7","51","34","44","2","64","1","0","4","4","10","11",".266","763"
"Jake Blalock","Rangers (AA)","22","110","376","423","100","74","19","0","7","37","41","40","0","85","3","3","1","8","8","3",".266","sa202744"
"Gabriel Martinez","Devil Rays (AA)","23","126","425","503","113","77","25","1","10","59","46","65","2","126","4","7","2","8","5","1",".266","sa201781"
"Miguel Negron","- - -","23","119","395","437","105","74","24","4","3","36","36","34","2","68","0","2","6","10","11","10",".266","sa199057"
"Matthew Allegra","Athletics (AA)","24","96","355","408","94","51","27","1","15","52","62","38","1","117","5","7","3","7","4","3",".265","sa199045"
"Yunel Escobar","Braves (AA)","23","121","428","501","113","86","21","4","2","55","45","59","1","77","8","4","2","20","7","9",".264","4191"
"Josh Whitesell","Nationals (AA)","24","127","402","467","106","76","11","0","19","47","56","53","3","125","4","2","6","16","2","6",".264","6713"
"Michael Myers","White Sox (AA)","26","129","414","485","109","80","23","2","4","53","23","51","1","78","6","1","13","8","20","10",".263","sa202680"
"Gabriel Lopez","Yankees (AA)","26","127","479","566","126","95","24","3","4","67","47","72","0","60","3","4","8","11","2","1",".263","sa201918"
"Eric Patterson","Cubs (AA)","23","121","441","503","116","77","22","9","8","66","48","46","2","89","1","6","7","2","38","12",".263","9072"
"Josh Bonifay","Astros (AA)","27","113","394","440","103","57","25","2","19","61","75","37","2","97","0","9","0","14","5","4",".261","sa198019"
"Luis Alfonso Cruz","Padres (AA)","22","130","499","539","130","80","35","3","12","65","65","29","1","62","2","4","5","11","8","4",".261","3188"
"Vince Faison","Yankees (AA)","25","120","408","468","106","62","22","8","14","69","66","50","3","91","3","4","3","8","1","5",".260","sa198295"
"Rayner Bautista","Orioles (AA)","27","122","424","446","110","77","25","1","7","46","38","6","0","112","1","1","14","11","4","3",".259","sa207057"
"Brian Buscher","Giants (AA)","25","130","467","524","121","88","23","3","7","43","49","39","3","75","6","5","7","12","5","4",".259","6234"
"Frank Diaz","Nationals (AA)","22","107","402","428","104","77","17","1","9","44","50","19","4","59","3","2","2","13","5","5",".259","sa200361"
"Melvin Dorta","Nationals (AA)","24","107","404","442","104","81","15","3","5","54","30","30","1","34","0","3","5","6","33","10",".257","2562"
"Jesus Guzman","Mariners (AA)","22","115","408","471","105","75","18","3","9","57","55","46","0","74","4","4","9","12","7","3",".257","3118"
"Shelley Duncan","Yankees (AA)","26","92","351","394","90","47","24","0","19","47","61","34","3","77","5","4","0","9","3","1",".256","3620"
"Chris Getz","White Sox (AA)","22","130","508","573","130","107","15","6","2","67","36","52","3","47","2","2","9","10","19","6",".256","3388"
"Drew Macias","Padres (AA)","23","134","430","486","110","80","20","3","7","43","46","44","3","94","8","3","1","5","4","12",".256","5451"
"Kevin Howard","Yankees (AA)","25","102","376","407","96","65","19","4","8","44","42","26","0","67","3","0","2","11","1","6",".255","sa202822"
"Chin-lung Hu","Dodgers (AA)","22","125","488","556","124","97","20","2","5","71","34","49","1","63","4","2","13","10","11","5",".254","5198"
"Lee Mitchell","Marlins (AA)","24","131","462","520","117","68","37","1","11","56","56","46","2","139","8","3","1","5","2","6",".253","sa225991"
"Shaun Larkin","Indians (AA)","26","110","391","428","99","70","23","0","6","39","47","33","2","47","2","2","0","10","1","4",".253","sa201560"
"David Smith","Blue Jays (AA)","25","130","483","533","122","69","33","1","19","67","74","40","4","118","7","3","0","13","7","4",".253","sa201597"
"Richard Lewis","Cubs (AA)","26","115","345","385","87","65","18","2","2","42","30","29","1","64","4","2","5","5","17","5",".252","sa201061"
"Daniel Matienzo","Twins (AA)","25","125","472","509","119","77","24","1","17","58","76","25","3","117","6","5","1","19","2","2",".252","sa202063"
"Reid Gorecki","Cardinals (AA)","25","85","327","381","82","43","21","2","16","56","51","42","3","80","3","2","7","9","17","9",".251","4603"
"Ivan Ochoa","Indians (AA)","23","104","335","389","84","71","10","2","1","53","28","37","0","63","8","3","6","6","20","4",".251","2199"
"Pat Osborn","Indians (AA)","25","114","408","448","102","85","14","2","1","47","37","33","2","63","2","5","0","11","14","10",".250","sa202345"
"Simon Pond","Pirates (AA)","29","128","461","526","115","67","32","3","13","64","78","59","7","121","2","4","0","4","3","3",".249","1898"
"Jarrett Hoffpauir","Cardinals (AA)","23","119","393","460","98","70","20","1","7","55","46","54","4","41","5","3","5","10","8","6",".249","7554"
"Mike McCoy","Cardinals (AA)","25","129","474","559","118","99","14","2","3","64","37","62","0","98","7","0","16","7","30","9",".249","4583"
"Matt Moses","Twins (AA)","21","125","474","516","118","85","16","2","15","47","72","35","6","113","3","3","1","11","2","2",".249","sa244353"
"Donnie Murphy","Royals (AA)","23","94","366","395","91","51","25","1","14","57","45","19","2","65","8","0","2","16","6","3",".249","4704"
"Chip Cannon","Blue Jays (AA)","24","135","475","539","118","65","25","1","27","78","69","51","6","158","11","1","1","5","0","2",".248","sa253753"
"Sebastien Boucher","Mariners (AA)","24","110","416","494","103","87","9","6","1","60","29","65","2","91","2","2","9","11","26","9",".248","sa254033"
"Craig Brazell","Dodgers (AA)","26","117","421","448","104","56","26","1","21","56","91","19","1","94","4","4","0","19","1","0",".247","2081"
"Chris Durbin","Red Sox (AA)","24","97","341","392","84","51","28","1","4","53","34","39","3","65","7","3","2","5","3","5",".246","sa225997"
"Ronnie Merrill","Athletics (AA)","27","118","446","503","109","72","30","2","5","47","45","40","2","95","7","4","5","9","9","12",".244","sa199752"
"John Raglani","Dodgers (AA)","23","105","336","386","82","48","25","0","9","49","40","44","3","88","4","0","2","5","6","2",".244","sa254351"
"Jim Fasano","Rangers (AA)","22","96","365","403","89","54","27","0","8","48","55","31","2","93","4","2","1","6","2","0",".244","sa253935"
"Ryan Bear","Marlins (AA)","25","133","477","544","116","87","21","1","7","36","59","60","3","89","4","3","0","15","4","5",".243","sa226050"
"Steve Moss","Brewers (AA)","22","131","484","564","117","82","27","1","7","68","43","71","0","136","3","2","4","4","7","12",".242","sa202653"
"Chris Dickerson","Reds (AA)","24","115","389","465","94","54","21","7","12","65","48","65","4","129","5","3","3","2","21","6",".242","7095"
"Wilson Batista","Mets (AA)","25","119","468","523","113","81","19","2","11","63","41","42","0","84","4","1","8","7","6","8",".241","sa244385"
"Miguel Perez","Reds (AA)","22","111","394","434","95","76","16","0","3","33","33","19","1","88","10","5","6","9","5","1",".241","3262"
"Lou Palmisano","Brewers (AA)","23","99","332","393","80","58","17","1","4","39","37","48","0","65","2","3","8","9","2","0",".241","sa225655"
"Michael Coleman","Devil Rays (AA)","30","121","435","485","104","59","25","3","17","51","61","41","5","93","7","2","0","9","5","0",".239","1002429"
"Corey Smith","White Sox (AA)","24","120","425","496","101","68","19","2","12","46","52","62","4","112","4","5","0","8","5","1",".238","sa3000030"
"Anderson Machado","Reds (AA)","25","129","396","467","94","65","20","2","7","48","39","53","6","104","3","4","11","8","5","6",".237","1853"
"Kurt Airoso","Tigers (AA)","31","126","430","521","102","67","18","1","16","64","63","81","4","123","5","1","0","8","1","2",".237","sa206991"
"Jeremy Owens","Devil Rays (AA)","29","125","414","458","98","65","15","4","14","60","41","32","0","142","5","0","7","2","24","6",".237","sa184229"
"Matthew Maniscalco","Devil Rays (AA)","25","103","332","391","78","64","10","4","0","27","30","42","0","64","6","4","7","7","9","6",".235","sa225887"
"Agustin Murillo","Diamondbacks (AA)","24","118","362","420","85","68","9","0","8","44","38","36","0","58","12","3","7","4","3","1",".235","sa244092"
"Dan DeMent","Nationals (AA)","28","113","397","458","93","56","16","3","18","61","52","45","1","114","7","2","7","7","6","7",".234","sa199531"
"Jesus Cota","Diamondbacks (AA)","24","126","446","482","104","70","19","0","15","48","54","30","5","76","2","3","1","14","2","1",".233","sa200342"
"Leo Daigle","Orioles (AA)","26","126","421","485","98","63","18","2","15","53","63","46","2","122","8","9","1","9","2","5",".233","sa207088"
"Vincent Blue","Tigers (AA)","23","124","409","467","95","80","14","1","0","47","21","50","1","107","1","3","4","6","24","14",".232","sa200558"
"Rex Rundgren","Marlins (AA)","25","113","371","420","86","76","10","0","0","33","28","33","1","81","3","1","12","12","1","4",".232","sa200419"
"Jay Caligiuri","Mets (AA)","26","126","410","491","95","60","16","1","18","51","64","59","1","90","15","5","2","10","1","1",".232","sa200986"
"Jason Pridie","Devil Rays (AA)","22","132","460","503","106","86","11","4","5","39","34","31","5","93","3","5","4","5","16","5",".230","4611"
"Brent Clevlen","Tigers (AA)","22","109","395","451","91","63","17","0","11","47","45","47","3","138","3","5","1","9","6","2",".230","4863"
"Jarrod Saltalamacchia","Braves (AA)","21","92","313","377","72","44","18","1","9","30","39","55","4","71","6","3","0","8","0","1",".230","5557"
"Wladimir Balentien","Mariners (AA)","21","121","444","522","102","56","23","1","22","76","82","70","5","140","4","4","0","10","14","7",".230","3131"
"David Bacani","Red Sox (AA)","26","121","406","491","93","67","19","2","5","60","45","52","1","67","20","9","4","9","11","5",".229","sa201101"
"Brandon Chaves","Pirates (AA)","26","120","377","452","86","63","15","3","5","41","52","50","0","76","11","7","7","8","9","1",".228","sa198974"
"Kelly Hunt","Tigers (AA)","25","107","382","396","87","48","16","1","22","38","52","9","0","123","1","3","1","9","0","1",".228","sa226043"
"Eric Von Schell","Giants (AA)","26","116","369","397","84","51","23","1","9","34","35","24","1","101","1","1","2","8","0","1",".228","sa200380"
"Gustavo Molina","White Sox (AA)","24","103","344","382","78","57","14","0","7","26","34","25","0","65","4","1","8","8","5","6",".227","2861"
"Derin McMains","Giants (AA)","26","106","358","420","80","62","13","2","3","45","20","48","1","37","9","2","3","11","18","6",".223","sa200376"
"Juan Ciriaco","Padres (AA)","22","122","442","487","98","72","20","3","3","46","31","32","2","97","3","3","7","8","9","3",".222","sa226165"
"Travis Metcalf","Rangers (AA)","23","121","425","477","94","68","16","2","8","51","37","45","2","112","3","4","0","9","9","7",".221","7364"
"Micah Schnurstein","White Sox (AA)","21","131","480","518","105","69","25","2","9","48","46","24","1","100","6","1","7","14","8","6",".219","sa201545"
"Kody Kirkland","Tigers (AA)","23","119","428","478","93","41","25","5","22","61","65","26","0","157","19","3","2","3","9","10",".217","sa202138"
"Dwaine Bacon","Angels (AA)","27","93","339","389","73","49","15","4","5","42","28","37","0","81","3","2","8","1","35","11",".215","sa200304"
"Javier Colina","Reds (AA)","27","120","358","397","77","45","23","2","7","42","42","32","4","81","1","6","0","3","5","2",".215","sa203149"
"Adam Greenberg","- - -","25","107","303","385","65","50","11","3","1","45","18","60","3","97","8","2","10","2","12","5",".215","4647"
"Thomas Collaro","White Sox (AA)","23","108","389","417","83","53","17","2","11","36","51","20","1","128","3","3","2","12","1","4",".213","sa202677"
"Carlos R Rojas","Cubs (AA)","22","114","353","395","72","64","8","0","0","27","16","28","4","54","1","1","12","7","3","0",".204","sa244227"
"Corey Ragsdale","Mets (AA)","23","129","437","487","89","57","19","3","10","47","37","40","0","182","3","2","5","5","12","9",".204","sa201326"
"Jake Wald","Giants (AA)","25","134","435","486","88","62","19","3","4","42","30","35","2","112","10","0","6","3","7","7",".202","sa201574"
"Kila Ka'aihue","Royals (AA)","22","103","327","395","65","44","15","0","6","40","45","49","0","73","4","10","5","5","0","1",".199","4707"
