"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Sean Henry","Reds (AA)","24","121","406","446","121","90","23","3","5","50","56","27","0","64","8","1","4","14","15","8",".298","sa254577"
"Ray Chang","Red Sox (AA)","26","116","440","508","131","90","30","2","9","57","55","51","0","64","12","2","2","16","0","1",".298","sa295642"
"Justin Christian","Yankees (AA)","30","87","343","394","102","66","21","6","9","65","51","40","0","47","5","5","1","11","20","5",".297","8297"
"Charlie Blackmon","Rockies (AA)","23","86","337","381","100","63","22","4","11","53","55","32","2","43","4","5","3","4","19","7",".297","7859"
"Matt Hague","Pirates (AA)","24","135","509","581","150","105","30","0","15","90","86","61","5","62","7","4","0","11","3","6",".295","7772"
"Jim Gallagher","White Sox (AA)","24","136","503","590","148","102","35","1","10","71","53","74","3","89","9","3","1","16","4","3",".294","sa389255"
"Nick Evans","Mets (AA)","24","88","347","391","102","55","30","0","17","62","55","40","2","65","1","3","0","12","0","1",".294","7595"
"Chris Marrero","Nationals (AA)","21","141","524","578","154","108","28","0","18","73","82","43","2","102","5","5","0","16","1","3",".294","2852"
"Renny Osuna","Rangers (AA)","25","119","450","498","132","102","21","5","4","59","49","28","0","77","5","2","13","10","20","10",".293","sa330039"
"Matt Lawson","- - -","24","118","458","527","134","92","26","7","9","75","56","48","3","95","12","3","6","9","6","4",".293","sa388392"
"Thomas Neal","Giants (AA)","22","136","525","585","153","100","40","1","12","69","69","46","3","94","11","3","0","19","11","5",".291","9461"
"Brandon Laird","Yankees (AA)","22","107","409","454","119","72","22","2","23","73","90","38","3","84","4","3","0","14","2","2",".291","5476"
"Andrew Brown","Cardinals (AA)","25","98","361","407","105","65","17","1","22","65","63","41","3","98","5","0","0","11","1","2",".291","3837"
"Clay Timpner","Giants (AA)","27","123","417","462","121","97","18","2","4","40","51","35","0","63","3","5","2","12","6","4",".290","7333"
"Kirk Nieuwenhuis","Mets (AA)","22","94","394","433","114","61","35","2","16","81","60","30","0","93","1","5","3","5","13","7",".289","6400"
"Brandon Tripp","Marlins (AA)","25","118","394","450","114","69","35","2","8","52","46","34","6","111","18","4","0","5","5","3",".289","sa327660"
"Eric Thames","Blue Jays (AA)","23","130","496","573","143","85","25","6","27","95","104","50","2","121","18","7","2","10","8","5",".288","3711"
"Russ Canzler","Cubs (AA)","24","112","355","411","102","49","28","4","21","68","66","46","1","95","5","5","0","5","5","4",".287","8265"
"Conor Gillaspie","Giants (AA)","22","132","491","540","141","100","25","8","8","57","67","37","4","67","2","8","2","6","0","4",".287","9009"
"Evan Frey","Diamondbacks (AA)","24","131","517","600","148","119","23","5","1","87","49","67","4","89","8","6","2","3","34","13",".286","sa390638"
"Derrick Robinson","Royals (AA)","22","127","511","570","146","110","26","8","2","74","48","45","1","86","4","5","5","6","50","17",".286","2784"
"Josh Horton","Athletics (AA)","24","108","420","470","120","96","18","3","3","60","51","41","1","50","5","4","0","11","4","3",".286","sa390360"
"Lee Haydel","Brewers (AA)","22","127","452","497","129","104","18","7","0","61","36","35","2","97","2","3","5","1","22","6",".285","sa328074"
"Brett Lawrie","Brewers (AA)","20","135","554","609","158","98","36","16","8","90","63","47","3","118","5","1","2","6","30","13",".285","5247"
"Collin Cowgill","Diamondbacks (AA)","24","131","502","577","143","89","34","4","16","89","83","57","1","73","8","10","0","23","25","9",".285","7250"
"Marcos Vechionacci","Yankees (AA)","23","114","406","451","115","84","17","3","11","56","55","40","0","111","2","1","2","13","6","2",".283","sa248180"
"Matt McBride","Indians (AA)","25","96","361","408","102","59","25","1","17","54","64","30","3","62","8","5","0","6","0","2",".283","9373"
"Jordy Mercer","Pirates (AA)","23","126","485","538","137","101","31","2","3","67","65","31","1","69","7","9","6","10","7","1",".282","6547"
"Luis Martinez","Padres (AA)","25","106","358","410","101","82","16","1","2","48","31","49","1","59","1","2","0","8","3","2",".282","2481"
"Andrew Romine","Angels (AA)","24","106","383","454","108","86","15","4","3","55","34","50","1","66","5","2","13","4","21","9",".282","1159"
"Alex Liddi","Mariners (AA)","21","134","502","565","141","81","37","8","15","78","92","50","4","145","7","2","4","17","5","7",".281","5411"
"Mauro Gomez","Braves (AA)","25","133","495","559","139","79","42","2","16","67","80","46","3","122","10","8","0","12","1","2",".281","5342"
"Jaime Pedroza","Dodgers (AA)","23","130","411","487","115","83","21","4","7","53","37","62","2","101","4","2","8","11","11","8",".280","sa389397"
"Steven Hill","Cardinals (AA)","25","93","361","406","101","51","27","1","22","60","86","38","3","90","4","3","0","11","1","0",".280","8211"
"Bryan Byrne","Diamondbacks (AA)","26","118","387","481","108","80","23","0","5","55","47","81","2","94","7","5","0","10","8","6",".279","sa291107"
"Joel Guzman","Orioles (AA)","25","130","509","563","142","87","21","1","33","87","98","45","6","121","6","1","2","15","4","4",".279","3728"
"Tyler Kuhn","White Sox (AA)","23","109","384","435","107","79","17","6","5","52","50","36","0","75","4","2","9","6","6","5",".279","sa455308"
"Andy Dirks","Tigers (AA)","24","98","388","434","108","75","20","2","11","64","46","35","2","59","5","5","1","7","19","4",".278","6453"
"Jake Elmore","Diamondbacks (AA)","23","124","388","462","108","88","16","2","2","64","31","58","1","56","4","5","7","19","25","13",".278","7290"
"Lonnie Chisenhall","Indians (AA)","21","117","460","524","128","86","22","3","17","81","84","46","1","77","10","8","0","12","3","0",".278","7571"
"Tyler Henson","Orioles (AA)","22","124","486","533","135","83","37","3","12","69","60","38","1","156","1","4","4","9","7","5",".278","sa326736"
"Dee Gordon","Dodgers (AA)","22","133","555","614","154","125","17","10","2","86","39","40","1","89","7","3","9","3","53","20",".277","8203"
"Joey Butler","Rangers (AA)","24","132","516","573","143","101","26","6","10","67","58","47","3","120","5","5","0","21","8","6",".277","7799"
"Tony Thomas","Cubs (AA)","23","116","402","450","111","60","29","11","11","67","73","33","3","100","7","5","2","7","15","2",".276","sa389692"
"Corey Smith","Dodgers (AA)","28","115","403","455","111","62","34","2","13","58","86","38","1","74","7","7","0","9","6","2",".275","sa3000030"
"Che-Hsuan Lin","Red Sox (AA)","21","119","458","543","126","103","17","4","2","88","34","72","0","63","11","1","1","10","26","12",".275","3734"
"Zelous Wheeler","Brewers (AA)","23","135","480","569","132","98","21","2","11","76","65","70","3","77","15","3","1","14","8","4",".275","8822"
"Matthew Sulentic","Athletics (AA)","22","123","440","497","121","99","18","3","1","55","45","49","1","109","2","3","3","11","11","5",".275","sa326687"
"Chris Parmelee","Twins (AA)","22","111","411","463","113","80","25","2","6","51","44","43","2","70","2","7","0","12","3","2",".275","2554"
"Tim Torres","Marlins (AA)","26","109","335","399","92","57","16","5","14","55","46","57","5","88","1","1","5","9","12","2",".275","sa328090"
"Tim Fedroff","Indians (AA)","23","118","445","501","122","94","19","5","4","65","36","48","1","90","4","2","2","7","7","5",".274","sa454958"
"Jesus Valdez","Nationals (AA)","25","139","527","569","144","100","31","4","9","61","65","28","1","83","8","5","1","15","2","2",".273","sa244229"
"Nate Spears","Red Sox (AA)","25","136","514","620","140","86","30","4","20","104","82","84","2","93","11","10","1","7","13","1",".272","6026"
"Kristopher Negron","Reds (AA)","24","120","470","547","128","92","19","6","11","79","41","51","0","97","16","3","7","5","34","9",".272","5306"
"Caleb Gindl","Brewers (AA)","21","128","463","534","126","83","33","1","9","61","60","55","0","78","5","5","6","3","10","5",".272","5002"
"Marcus Lemon","Rangers (AA)","22","111","468","516","127","98","22","4","3","55","40","36","0","82","3","4","5","10","7","7",".271","sa326707"
"Jason Van Kooten","Rockies (AA)","25","112","398","447","108","56","31","4","17","70","58","35","2","102","7","2","5","6","11","7",".271","sa262052"
"Eduardo Perez","Dodgers (AA)","25","130","432","476","117","80","33","0","4","47","58","36","4","93","2","4","2","4","12","2",".271","sa295202"
"Christian Marrero","White Sox (AA)","23","137","488","576","132","94","28","3","7","55","67","72","3","85","4","9","3","9","12","5",".270","sa326115"
"Dan Brewer","Yankees (AA)","22","136","508","580","137","90","34","3","10","83","84","53","0","117","10","7","2","13","29","10",".270","sa454991"
"Aaron Luna","Cardinals (AA)","23","103","319","409","86","55","13","3","15","60","54","63","2","73","25","1","0","4","5","1",".270","sa454788"
"James Tomlin","Rangers (AA)","27","107","397","444","107","81","20","1","5","46","35","35","1","67","2","6","3","10","10","0",".270","sa199272"
"John Matulia","Rays (AA)","23","132","475","524","128","88","23","8","9","54","59","34","1","119","7","6","2","9","4","4",".269","sa291104"
"Matt Clark","Padres (AA)","23","129","499","558","134","83","22","1","28","62","97","47","2","146","8","4","0","14","0","0",".269","8793"
"Austin Romine","Yankees (AA)","21","115","455","497","122","81","31","0","10","61","69","37","1","94","2","3","0","13","2","0",".268","5491"
"Matthew Spencer","Cubs (AA)","24","112","377","420","101","67","15","2","17","62","65","35","5","86","4","4","0","7","10","2",".268","sa390327"
"Efren Navarro","Angels (AA)","24","128","453","495","121","89","24","2","6","46","50","31","2","47","3","3","4","10","6","4",".267","9854"
"Steve Singleton","Twins (AA)","24","138","502","564","134","80","43","4","7","68","50","39","3","57","9","10","4","4","2","5",".267","sa327160"
"Eric Duncan","Braves (AA)","25","119","439","483","117","81","23","5","8","56","64","35","5","108","4","5","0","8","6","4",".267","sa243993"
"Gorkys Hernandez","Pirates (AA)","22","92","368","415","98","81","11","4","2","45","26","33","0","95","5","2","6","10","17","3",".266","4146"
"Guilder Rodriguez","Rangers (AA)","26","96","323","376","86","79","4","3","0","44","23","31","0","42","4","3","14","6","15","5",".266","3412"
"James Darnell","Padres (AA)","23","101","373","426","99","67","21","1","10","46","50","44","0","64","5","3","1","11","2","0",".265","9060"
"Shane Peterson","Athletics (AA)","22","128","460","536","122","89","24","4","5","61","59","57","1","108","11","8","0","9","11","2",".265","7423"
"Anthony Rizzo","Red Sox (AA)","20","107","414","467","109","59","30","0","20","66","80","45","3","100","2","6","0","6","7","1",".263","3473"
"Shawn Bowman","Blue Jays (AA)","25","106","411","455","108","61","25","0","22","66","69","37","1","96","5","2","0","16","2","2",".263","sa226157"
"Dale Mollenhauer","White Sox (AA)","24","101","343","388","90","71","17","1","1","33","27","31","0","55","2","4","8","7","17","4",".262","sa390184"
"Alex Valdez","Athletics (AA)","25","134","526","574","138","88","29","8","13","82","74","39","4","123","5","3","1","10","10","1",".262","sa254456"
"Emeel Salem","Rays (AA)","25","128","519","586","136","103","22","7","4","72","42","49","0","65","8","1","9","9","23","11",".262","sa327108"
"Danny Espinosa","Nationals (AA)","23","99","386","435","101","63","16","4","18","66","54","33","0","94","10","2","3","9","20","8",".262","9219"
"Kevin Mahar","Phillies (AA)","29","116","364","415","95","64","16","2","13","50","53","43","0","90","3","2","3","16","6","4",".261","7164"
"Chih-Hsien Chiang","Red Sox (AA)","22","121","438","478","114","67","35","1","11","54","65","31","1","64","4","4","1","16","2","0",".260","sa328920"
"Luis Exposito","Red Sox (AA)","23","125","473","544","123","72","39","1","11","65","94","55","1","92","6","8","0","22","1","2",".260","4398"
"Taylor Green","Brewers (AA)","23","113","393","451","102","59","29","1","13","51","81","45","6","67","4","8","1","10","0","2",".260","9147"
"Drew M. Anderson","Rays (AA)","27","107","374","419","97","67","12","11","7","61","37","38","2","56","1","3","3","3","5","3",".259","sa253942"
"Mark Dolenc","Twins (AA)","25","117","382","416","99","72","17","3","7","45","50","28","0","129","2","2","2","4","15","5",".259","sa327853"
"Miles Durham","Pirates (AA)","27","136","483","546","125","82","27","6","10","64","69","52","0","139","6","5","0","8","9","9",".259","sa328151"
"Taylor Harbin","Diamondbacks (AA)","24","118","433","474","112","76","27","3","6","48","45","24","3","78","8","6","3","10","10","8",".259","sa388380"
"Scott Beerer","Rockies (AA)","27","112","391","425","101","87","10","0","4","40","40","20","0","63","2","4","7","9","5","4",".258","sa226486"
"Carlos Triunfel","Mariners (AA)","20","129","470","498","121","101","12","1","7","51","42","13","1","54","7","3","5","18","2","8",".257","193"
"Jake Kahaulelio","Reds (AA)","25","113","408","463","105","65","26","1","13","61","52","43","1","77","7","1","4","8","5","3",".257","sa389243"
"David Cooper","Blue Jays (AA)","23","132","498","553","128","77","30","1","20","59","78","52","1","74","1","2","0","9","0","0",".257","7752"
"Michael Bertram","Tigers (AA)","26","94","363","392","93","57","24","2","10","44","50","25","1","97","4","0","0","9","3","1",".256","sa326953"
"Nevin Ashley","Rays (AA)","25","92","341","391","87","63","14","3","7","49","45","34","2","76","9","6","1","7","4","2",".255","3274"
"Carlos Peguero","Mariners (AA)","23","130","488","553","124","73","23","5","23","86","73","56","3","178","8","1","0","7","7","9",".254","8760"
"Jose Coronado","Mets (AA)","24","122","414","469","105","74","24","1","6","66","50","40","0","80","5","4","6","3","2","4",".254","sa295207"
"Michael Martinez","Nationals (AA)","27","100","359","387","91","63","14","6","8","41","37","20","0","54","3","1","4","4","15","9",".253","7358"
"Rashad Eldridge","Rays (AA)","28","84","316","381","80","66","12","1","1","42","32","55","4","50","2","5","3","8","10","5",".253","sa199160"
"Logan Forsythe","Padres (AA)","23","107","392","472","99","73","22","1","3","66","38","75","2","95","4","1","0","2","17","5",".253","7185"
"Matt Dominguez","Marlins (AA)","20","138","504","577","127","77","34","2","14","61","81","56","3","96","9","7","1","13","0","2",".252","4903"
"Joe Benson","Twins (AA)","22","102","374","423","94","44","20","7","23","65","49","39","1","115","9","1","0","4","14","9",".251","2845"
"Anthony Jackson","Rockies (AA)","26","122","434","515","109","88","12","7","2","67","40","60","2","73","9","4","8","4","33","12",".251","sa327792"
"Ryan Curry","Marlins (AA)","25","118","387","426","97","69","21","1","6","45","37","17","1","36","5","4","12","9","5","4",".251","sa389866"
"Darren Ford","Giants (AA)","24","113","463","516","116","82","20","9","5","64","40","39","0","106","5","1","8","6","37","15",".251","109"
"Brad Coon","Nationals (AA)","27","108","368","414","92","70","12","4","6","49","37","37","1","80","1","2","5","5","10","7",".250","sa291705"
"John Shelby","White Sox (AA)","24","111","398","440","99","63","18","7","11","63","43","24","2","111","3","5","10","5","15","9",".249","sa326756"
"Archie Gilbert","Athletics (AA)","26","116","445","509","110","67","31","1","11","65","54","51","0","69","8","4","1","11","28","11",".247","sa295116"
"Chase d'Arnaud","Pirates (AA)","23","132","530","607","131","83","33","9","6","91","48","56","0","102","12","4","5","5","33","7",".247","6652"
"Marshall Hubbard","Mets (AA)","28","104","332","385","82","54","19","0","9","53","51","43","1","62","6","4","0","11","1","0",".247","sa254467"
"Andy Parrino","Padres (AA)","24","125","410","492","101","58","28","4","11","70","49","68","8","115","8","2","4","9","4","2",".246","3972"
"Adam Loewen","Blue Jays (AA)","26","129","459","537","113","66","31","3","13","70","70","66","1","142","9","2","1","10","17","6",".246","2134"
"Jon Gaston","Astros (AA)","23","132","461","520","113","76","16","8","13","64","51","47","1","105","6","4","2","2","13","5",".245","sa454776"
"Daryl Jones","Cardinals (AA)","23","121","451","518","110","79","17","6","8","67","48","52","0","95","11","3","1","9","15","9",".244","sa291097"
"Chris Nowak","- - -","27","113","404","473","98","67","17","2","12","60","61","59","2","99","4","6","0","12","12","2",".243","sa253288"
"Pete Kozma","Cardinals (AA)","22","132","503","570","122","79","28","2","13","69","72","56","2","111","1","3","7","9","13","2",".243","2539"
"Brandon Waring","Orioles (AA)","24","129","472","546","114","58","32","2","22","70","70","59","1","179","11","2","2","9","0","1",".242","sa389878"
"Beau Mills","Indians (AA)","23","113","427","477","103","66","26","1","10","55","72","42","4","71","4","4","0","13","2","1",".241","sa388399"
"Koby Clemens","Astros (AA)","23","127","452","535","109","58","22","3","26","75","85","69","3","143","9","5","0","8","9","3",".241","sa294917"
"Luis Nunez","Yankees (AA)","23","131","449","492","108","71","24","5","8","60","44","25","1","70","4","5","9","10","7","10",".241","sa295125"
"Salvador Sanchez","White Sox (AA)","24","109","391","425","94","60","19","4","11","47","53","24","1","99","3","1","3","16","9","2",".240","sa291439"
"Sawyer Carroll","Padres (AA)","24","128","458","522","110","79","21","3","7","50","55","56","6","123","3","5","0","10","1","7",".240","sa390596"
"Donell Linares","Braves (AA)","26","109","417","447","100","69","19","1","11","48","47","14","1","41","10","3","3","15","2","1",".240","sa496271"
"Andy Jenkins","Rangers (AA)","26","97","360","401","86","55","21","0","10","41","50","33","1","76","3","3","2","11","3","4",".239","sa294515"
"Nick Noonan","Giants (AA)","21","101","372","406","88","71","12","2","3","43","26","22","2","74","2","4","6","3","7","3",".237","6880"
"Caleb Joseph","Orioles (AA)","24","106","378","420","89","62","15","1","11","43","51","33","0","63","4","3","2","8","1","6",".235","7087"
"Jose Castro","Reds (AA)","23","113","357","393","84","71","13","0","0","24","32","14","1","39","7","4","11","7","1","0",".235","sa294093"
"Freddy Galvis","Phillies (AA)","20","138","502","545","117","92","16","4","5","58","48","30","2","89","1","4","8","8","15","4",".233","6609"
"Carlos Rivero","Indians (AA)","22","110","406","444","94","70","16","2","6","39","43","28","0","81","1","7","2","15","0","3",".232","1136"
"Chris McConnell","Royals (AA)","24","122","359","430","83","56","19","5","3","44","39","49","0","76","8","4","10","4","11","7",".231","sa254471"
"Jonathan Diaz","Blue Jays (AA)","25","99","312","385","72","51","20","1","0","48","33","53","0","48","9","3","8","7","4","2",".231","4142"
"Austin Krum","Yankees (AA)","24","120","459","533","105","82","17","1","5","77","44","64","2","86","4","0","6","9","16","7",".229","sa390262"
"Denis Phipps","Reds (AA)","24","104","372","411","85","56","22","3","4","44","35","32","2","86","4","2","1","7","8","9",".228","6968"
"Juan Portes","Twins (AA)","24","127","441","496","94","64","17","4","9","48","55","43","1","96","5","5","2","13","0","1",".213","sa253551"
"Cale Iorg","Tigers (AA)","24","110","427","454","90","57","22","1","10","50","33","17","0","139","4","0","6","16","12","5",".211","sa389445"
"Quintin Berry","- - -","25","99","348","409","73","56","11","3","3","46","33","43","0","78","6","2","10","7","27","8",".210","9414"
