"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Jorge Velandia","White Sox (AAA)","31","122","475","516","138","102","25","1","10","69","56","28","2","85","1","1","11","10","15","2",".291","900"
"Robby Hammock","Diamondbacks (AAA)","29","103","369","405","107","65","21","1","20","57","65","24","2","59","7","4","1","11","2","2",".290","1686"
"Carlos Quentin","Diamondbacks (AAA)","23","85","318","396","92","50","30","3","9","66","52","45","1","46","31","2","0","13","5","0",".289","6274"
"Jeff Mathis","Angels (AAA)","23","99","384","417","111","70","33","3","5","62","45","26","1","75","2","5","0","6","3","1",".289","3448"
"Larry Broadway","Nationals (AAA)","25","123","444","499","128","86","25","2","15","60","78","45","4","116","2","5","3","15","5","1",".288","sa201812"
"Ronald Calloway","Red Sox (AAA)","29","114","406","457","117","83","27","3","4","49","49","40","3","77","4","5","2","17","9","6",".288","1649"
"Jason Wood","Marlins (AAA)","36","123","441","494","127","90","23","3","11","64","77","42","1","92","2","8","1","22","1","1",".288","1999"
"Doug Clark","Athletics (AAA)","30","122","494","574","142","103","22","2","15","93","67","57","0","104","8","7","8","10","25","8",".287","2457"
"Brent Abernathy","Brewers (AAA)","28","123","439","492","126","105","16","0","5","63","42","40","0","58","1","4","8","12","18","10",".287","1192"
"Adam Jones","Mariners (AAA)","20","96","380","416","109","70","19","4","16","69","62","28","1","78","6","1","1","12","13","4",".287","6368"
"Chris Heintz","Twins (AAA)","31","100","374","406","107","82","22","0","3","46","39","23","0","63","0","5","4","5","0","4",".286","2307"
"Rajai Davis","Pirates (AAA)","25","100","385","417","109","89","17","1","2","53","21","27","0","59","3","0","2","3","45","13",".283","3708"
"T.J. Bohn","Mariners (AAA)","26","97","378","419","107","77","20","1","9","53","43","33","2","81","4","2","2","10","15","3",".283","4592"
"Carlos Maldonado","Pirates (AAA)","27","103","336","384","95","71","18","0","6","37","47","36","3","67","3","4","5","11","2","0",".283","2034"
"Jon Weber","- - -","28","128","428","481","121","77","36","1","7","65","58","42","1","62","4","4","3","6","10","4",".283","sa198828"
"Felix Pie","Cubs (AAA)","21","141","559","623","158","102","33","8","15","78","57","46","3","126","5","3","10","11","17","11",".283","3751"
"Nick Gorneault","Angels (AAA)","27","107","407","452","115","66","25","9","15","66","78","38","0","106","2","5","0","8","6","4",".283","3528"
"Buck Coats","Cubs (AAA)","24","124","450","498","127","99","21","0","7","60","51","38","1","87","4","2","4","9","17","4",".282","2945"
"Jesse Gutierrez","Reds (AAA)","28","119","397","455","112","73","27","2","10","46","61","49","2","74","7","2","0","23","0","0",".282","sa200183"
"Ray Olmedo","Reds (AAA)","25","100","383","430","108","82","20","3","3","47","29","34","1","71","3","2","8","11","17","6",".282","1718"
"Jack Hannahan","Tigers (AAA)","26","119","415","494","117","81","27","0","9","59","62","61","4","114","8","7","3","5","9","6",".282","3692"
"Joe Thurston","Phillies (AAA)","26","127","479","544","135","88","29","9","9","74","55","43","2","65","7","1","14","3","20","10",".282","673"
"Jon Knott","Padres (AAA)","27","136","479","544","134","64","32","6","32","80","113","52","0","103","6","7","0","22","3","3",".280","3942"
"Casey McGehee","Cubs (AAA)","23","135","497","546","139","99","28","1","11","56","68","41","0","70","3","4","1","17","0","3",".280","6086"
"Casey Smith","Angels (AAA)","27","110","397","434","111","76","27","4","4","62","55","21","1","57","4","4","8","6","4","8",".280","sa200213"
"Keith Reed","Orioles (AAA)","27","115","426","453","119","72","35","2","10","57","66","19","0","63","6","0","2","14","14","11",".279","2695"
"Freddy Guzman","- - -","25","99","376","432","105","82","16","4","3","60","28","50","1","55","2","1","3","7","42","12",".279","2162"
"William Bergolla","Reds (AAA)","23","114","416","455","116","91","21","2","2","46","33","22","2","47","2","2","13","16","14","8",".279","2152"
"Justin Huber","Royals (AAA)","23","100","352","399","98","59","22","2","15","47","44","40","2","94","4","1","1","11","2","2",".278","3147"
"Jamie Burke","Rangers (AAA)","34","102","370","399","103","71","21","1","10","46","49","22","0","41","3","1","3","15","0","0",".278","6"
"Franklin Gutierrez","Indians (AAA)","23","90","349","413","97","61","27","0","9","63","38","49","4","84","5","2","8","2","13","8",".278","3255"
"Ben Francisco","Indians (AAA)","24","134","515","579","143","90","32","4","17","80","59","45","0","72","10","4","5","9","25","5",".278","4677"
"Carlos Pena","- - -","28","116","418","506","116","73","20","0","23","72","74","68","4","94","10","10","0","3","4","0",".278","934"
"Andy Cannizaro","Yankees (AAA)","27","116","416","487","115","79","32","1","3","69","32","51","0","59","10","3","7","7","6","5",".276","7068"
"John Hattig","Blue Jays (AAA)","26","103","373","413","103","68","30","1","4","48","36","35","3","108","2","0","3","9","0","0",".276","2563"
"Chris Young","Diamondbacks (AAA)","22","100","402","466","111","54","32","4","21","78","77","52","2","71","6","5","1","6","17","5",".276","3882"
"Josh Labandeira","Nationals (AAA)","27","120","395","456","109","87","17","2","3","49","44","37","3","52","10","3","11","14","11","13",".276","2191"
"Luis Figueroa","Blue Jays (AAA)","32","93","377","417","104","73","22","3","6","39","38","24","1","35","2","6","8","9","11","9",".276","776"
"Kevin Hooper","Tigers (AAA)","29","121","504","549","139","119","15","4","1","66","29","23","0","71","3","4","15","4","24","12",".276","1942"
"Fred Lewis","Giants (AAA)","25","120","439","517","121","78","20","11","12","85","56","68","2","105","4","4","2","13","18","8",".276","4693"
"Mike Rodriguez","Astros (AAA)","25","113","439","502","121","92","16","7","6","70","38","51","2","55","2","2","7","7","28","6",".276","sa201247"
"Jeff Bailey","Red Sox (AAA)","27","134","458","548","126","77","22","5","22","64","82","74","3","116","10","6","0","11","1","2",".275","2394"
"Ryan Raburn","Tigers (AAA)","25","118","451","512","124","71","29","4","20","68","79","51","1","120","5","4","1","9","16","4",".275","2218"
"Kevin Barker","Blue Jays (AAA)","30","130","473","559","130","71","39","2","18","72","76","80","7","119","2","4","0","10","5","3",".275","1019"
"Jason Dubois","Indians (AAA)","27","121","455","512","125","71","31","1","22","65","87","45","3","131","5","6","1","11","4","1",".275","1941"
"Russ Johnson","Yankees (AAA)","33","106","375","450","103","69","18","2","14","58","40","65","2","53","2","5","2","11","2","3",".275","1216"
"Nate Espy","Athletics (AAA)","28","99","357","420","98","63","25","0","10","44","48","51","1","81","6","4","1","14","2","0",".275","sa212191"
"Charles Thomas","Athletics (AAA)","27","114","383","434","105","86","8","2","9","58","43","38","1","77","7","0","6","8","8","9",".274","2962"
"Joel Guzman","- - -","21","110","405","444","111","73","21","2","15","51","64","30","1","95","4","4","1","16","9","5",".274","3728"
"Ryan Roberts","Blue Jays (AAA)","25","98","362","403","99","60","28","1","10","44","49","30","0","86","2","3","6","5","5","3",".273","5653"
"Yurendell de Caster","Pirates (AAA)","26","119","421","462","115","79","22","3","11","47","51","35","3","100","2","3","1","16","7","7",".273","2329"
"Delwyn Young","Dodgers (AAA)","24","140","532","583","145","84","42","1","18","76","98","42","5","104","3","5","1","11","3","4",".273","4563"
"Casey Rogowski","White Sox (AAA)","25","127","459","525","125","78","32","2","13","69","76","53","2","97","5","4","4","10","26","9",".272","sa198415"
"Geovany Soto","Cubs (AAA)","23","108","342","391","93","66","21","0","6","34","38","41","2","74","3","2","3","10","0","1",".272","3707"
"Andy Gonzalez","White Sox (AAA)","24","116","402","462","109","76","27","0","6","48","51","46","2","77","7","2","5","9","16","8",".271","3669"
"Adam Hyzdu","Rangers (AAA)","34","128","439","524","119","71","25","4","19","64","80","74","1","102","1","10","0","8","7","4",".271","1543"
"Melvin Upton Jr.","Devil Rays (AAA)","21","106","398","470","107","77","18","4","8","72","41","65","0","89","4","3","0","8","46","17",".269","5015"
"Brent Butler","Devil Rays (AAA)","28","120","439","473","118","87","26","3","2","39","38","23","3","45","1","1","7","9","3","5",".269","423"
"Brandon Larson","Nationals (AAA)","30","117","380","422","102","64","17","1","20","58","76","38","2","101","2","2","0","12","4","3",".268","336"
"Keith Ginter","Athletics (AAA)","30","114","422","506","113","71","29","0","13","71","68","58","0","74","15","7","4","6","3","0",".268","1500"
"Joaquin Arias","Rangers (AAA)","21","124","493","525","132","104","14","10","4","56","49","19","2","64","4","7","2","6","26","10",".268","3817"
"Brooks Conrad","Astros (AAA)","26","138","532","599","142","63","40","15","24","100","94","54","2","135","4","8","1","5","15","6",".267","3664"
"Chris Basak","Mets (AAA)","27","119","371","417","99","66","22","3","8","53","36","39","0","76","5","0","2","3","17","3",".267","3048"
"Ryan Ludwick","Tigers (AAA)","27","134","508","573","135","71","34","2","28","81","80","48","1","167","12","2","1","7","2","6",".266","1260"
"Kevin Thompson","Yankees (AAA)","26","91","362","416","96","60","22","5","9","69","44","44","1","63","2","4","4","3","17","7",".265","7044"
"Manny Alexander","Padres (AAA)","35","102","430","472","114","86","21","0","7","78","37","35","1","58","3","3","1","13","14","4",".265","1954"
"Ruben Gotay","- - -","23","129","491","543","130","87","28","3","12","64","64","36","0","96","6","3","7","15","11","6",".265","3417"
"Chad Mottola","Blue Jays (AAA)","34","110","431","464","114","69","27","2","16","48","65","30","1","103","2","1","0","9","8","0",".265","1315"
"Mike Aviles","Royals (AAA)","25","129","469","502","124","92","21","3","8","52","47","28","1","48","2","3","0","14","14","5",".264","5986"
"Raul Gonzalez","Pirates (AAA)","32","112","399","458","105","73","23","2","7","49","56","54","2","59","2","3","0","18","4","5",".263","1553"
"Wayne Lydon","Blue Jays (AAA)","25","132","513","580","135","98","16","12","9","80","46","53","1","120","3","1","10","7","26","10",".263","sa198276"
"Juan Melo","- - -","29","115","384","418","101","79","12","2","8","43","50","24","1","70","2","5","3","15","2","2",".263","1008752"
"Hunter Brown","Mariners (AAA)","26","107","385","447","101","62","30","2","7","64","48","55","1","89","3","2","2","8","12","5",".262","sa201661"
"Jerry Owens","White Sox (AAA)","25","112","439","493","115","91","15","5","4","75","48","45","2","61","1","3","5","5","40","12",".262","6002"
"Brennan King","Phillies (AAA)","25","97","364","392","95","56","25","2","12","40","48","20","1","69","3","4","1","16","5","0",".261","sa198210"
"Andy Marte","Indians (AAA)","22","96","357","394","93","55","23","0","15","49","46","34","1","81","0","3","0","11","1","0",".261","3203"
"Justin Leone","Padres (AAA)","29","124","453","524","118","78","20","0","20","66","73","61","2","106","6","4","0","18","4","4",".260","2157"
"Alejandro Machado","Red Sox (AAA)","24","116","373","438","97","77","12","4","4","46","32","52","0","51","5","3","4","10","21","6",".260","2082"
"Mike Rouse","Athletics (AAA)","26","99","345","402","89","61","21","1","6","59","47","42","0","67","6","2","7","8","4","1",".258","1893"
"Adam Stern","Red Sox (AAA)","26","93","392","421","101","69","21","3","8","59","34","23","1","78","1","1","4","5","23","7",".258","3568"
"Eddy Garabito","Orioles (AAA)","29","128","474","531","122","92","24","1","5","55","46","47","0","54","1","0","9","11","19","8",".257","7022"
"Earl Snyder","Reds (AAA)","30","127","463","518","119","75","25","2","17","58","77","43","1","99","3","9","0","15","1","0",".257","1481"
"Glenn Williams","Twins (AAA)","28","113","370","414","95","64","20","4","7","37","36","36","2","84","3","2","3","8","3","1",".257","1991"
"Jason Alfaro","- - -","28","101","374","408","96","60","24","1","11","40","56","25","2","51","2","5","2","5","2","4",".257","2388"
"Robert Andino","Marlins (AAA)","22","120","498","549","127","95","18","6","8","70","46","33","0","100","4","6","8","13","13","11",".255","4900"
"Henry Mateo","Nationals (AAA)","29","113","433","490","110","81","21","6","2","55","35","38","1","78","4","3","12","10","33","11",".254","1461"
"Scott McClain","Athletics (AAA)","34","140","547","605","138","77","33","0","28","84","107","48","1","117","3","6","1","11","7","4",".252","8951"
"Rob Cosby","Blue Jays (AAA)","25","123","453","487","114","71","24","1","18","54","66","21","1","97","6","1","5","13","1","3",".252","sa198044"
"Jayson Nix","Rockies (AAA)","23","103","358","397","90","73","14","1","2","39","26","32","0","61","3","1","3","4","15","3",".251","3790"
"Asdrubal Cabrera","- - -","20","112","393","444","98","69","23","2","4","53","36","32","1","90","6","8","5","8","12","9",".249","4962"
"Anderson Hernandez","Mets (AAA)","23","102","414","444","103","88","11","4","0","44","23","21","0","70","0","0","9","4","15","5",".249","3366"
"Tyrell Godwin","Nationals (AAA)","26","126","411","453","102","66","22","7","7","59","45","32","0","68","4","2","4","10","19","6",".248","3725"
"Jason Hart","- - -","28","118","387","424","96","54","23","1","18","51","53","28","3","88","5","2","2","13","1","2",".248","1253"
"Kenny Kelly","Nationals (AAA)","27","110","351","409","87","71","13","2","1","47","34","43","1","75","2","1","12","8","19","8",".248","1084"
"Cody Ransom","Astros (AAA)","30","122","380","442","94","49","23","1","21","64","62","54","6","103","4","2","2","8","2","1",".247","1126"
"Ryan Garko","Indians (AAA)","25","103","364","437","90","57","18","0","15","43","59","45","3","67","19","9","0","9","4","5",".247","6319"
"Charlton Jimerson","Astros (AAA)","26","123","470","501","116","65","27","6","18","56","45","23","3","183","4","1","3","2","28","8",".247","2171"
"Jed Hansen","Giants (AAA)","33","111","365","408","90","61","17","2","10","47","44","32","0","72","7","3","1","6","10","3",".247","1005327"
"Chris Richard","Pirates (AAA)","32","106","337","405","82","45","16","4","17","53","67","58","4","81","5","4","0","5","6","5",".243","163"
"Michael Ryan","Braves (AAA)","28","110","363","398","88","63","18","1","6","35","39","30","1","75","1","0","4","8","2","3",".242","1643"
"Danny Garcia","Yankees (AAA)","26","123","392","451","95","65","25","2","3","46","39","35","2","66","16","4","4","12","21","7",".242","1819"
"Jamal Strong","- - -","27","111","357","416","86","69","14","2","1","43","26","42","2","70","7","2","8","14","17","2",".241","1820"
"Cesar Crespo","Braves (AAA)","27","116","423","488","101","79","15","2","5","52","29","55","2","85","1","2","5","10","15","6",".239","1024"
"Jose Offerman","Mets (AAA)","37","97","344","403","82","61","12","1","8","42","43","54","2","60","0","5","0","11","9","0",".238","205"
"Garrett Jones","Twins (AAA)","25","140","525","582","125","69","32","3","21","72","92","49","3","121","2","6","0","8","3","4",".238","2714"
"Andy Tracy","Orioles (AAA)","32","132","455","534","108","58","29","1","20","64","73","69","6","107","3","7","0","12","7","6",".237","2024"
"Andres Torres","Twins (AAA)","28","116","348","415","82","54","17","9","2","46","30","49","2","87","3","2","12","5","19","7",".236","1488"
"Jermaine Clark","Brewers (AAA)","29","121","375","429","88","68","13","2","5","57","37","48","2","72","1","5","0","14","33","6",".235","1664"
"Fernando Cortez","- - -","24","127","461","491","108","92","12","4","0","50","20","23","0","67","2","0","5","15","13","9",".234","3634"
"Mitch Jones","Yankees (AAA)","28","121","441","503","103","53","27","2","21","56","78","51","1","145","6","5","0","11","4","3",".234","3006"
"Trent Durrington","Red Sox (AAA)","30","112","391","440","91","71","14","3","3","49","30","33","1","88","5","3","8","8","32","7",".233","1805"
"Josh Kroeger","Phillies (AAA)","23","119","441","469","102","63","26","4","9","41","41","23","2","104","1","2","2","7","6","3",".231","2205"
"Dave Krynzel","Brewers (AAA)","24","116","359","417","83","55","17","4","7","49","40","42","2","107","2","2","11","7","23","4",".231","8216"
"Mike Rose","- - -","29","102","338","389","78","41","20","0","17","42","41","45","2","104","2","1","3","7","2","1",".231","2278"
"Victor Diaz","- - -","24","106","392","426","90","66","16","0","8","31","40","26","2","105","3","3","2","13","5","5",".230","3424"
"Jason Cooper","Indians (AAA)","25","116","412","462","94","54","23","4","13","56","61","41","0","126","5","4","0","13","5","2",".228","sa202626"
"Drew Meyer","Rangers (AAA)","24","95","364","403","83","63","14","4","2","37","28","27","0","91","0","4","8","10","9","11",".228","4738"
"Shawn Garrett","- - -","27","114","385","414","85","52","20","7","6","40","50","20","4","93","3","5","1","7","2","1",".221","sa213149"
"John Nelson","Cardinals (AAA)","27","125","423","476","91","52","16","2","21","55","48","42","0","153","5","4","1","4","12","2",".215","3640"
"Sergio Santos","Blue Jays (AAA)","22","128","481","509","103","73","24","1","5","48","38","24","1","96","2","0","2","18","1","3",".214","4734"
"J.J. Furmaniak","Pirates (AAA)","26","114","371","403","79","58","12","3","6","43","27","25","2","85","2","1","4","11","15","5",".213","3054"
"Ricky Bell","Royals (AAA)","27","102","364","389","77","59","12","2","4","28","32","17","0","67","2","4","2","15","2","1",".212","sa211044"
"Jonathan Schuerholz","Braves (AAA)","26","116","375","425","69","53","12","2","2","33","25","32","0","94","4","5","9","8","5","2",".184","sa201751"
"Mike Hessman","Tigers (AAA)","28","101","345","394","57","22","11","0","24","45","49","45","1","129","4","0","0","5","3","1",".165","1808"
