"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Brian Myrow","Padres (AAA)","30","107","347","414","123","75","31","4","13","61","73","56","1","74","3","8","0","6","1","0",".354","3702"
"Geovany Soto","Cubs (AAA)","24","110","385","449","136","76","31","3","26","75","109","53","0","94","1","9","1","12","0","0",".353","3707"
"Wilson Valdez","Dodgers (AAA)","29","90","361","411","124","100","19","1","4","81","29","43","1","34","1","2","4","3","14","6",".343","1863"
"Delwyn Young","Dodgers (AAA)","25","121","490","537","165","89","54","5","17","107","97","38","3","105","3","6","0","13","4","3",".337","4563"
"Nate Schierholtz","Giants (AAA)","23","109","411","439","137","83","31","7","16","67","68","17","3","58","6","4","1","8","10","4",".333","6201"
"Jason Botts","Rangers (AAA)","26","102","369","460","118","65","36","4","13","69","78","81","6","102","1","8","0","10","0","1",".320","2907"
"Omar Quintanilla","Rockies (AAA)","25","98","348","393","111","74","30","4","3","54","43","31","0","65","5","3","6","8","3","1",".319","6335"
"Ben Francisco","Indians (AAA)","25","95","377","425","120","79","27","2","12","60","51","36","2","66","4","2","6","11","22","8",".318","4677"
"Seth Smith","Rockies (AAA)","24","129","451","506","143","88","32","6","17","68","82","39","0","73","10","4","1","10","7","3",".317","7331"
"Martin Prado","Braves (AAA)","23","103","395","443","125","95","23","3","4","61","41","34","1","41","4","3","7","9","5","4",".316","3312"
"Chris Carter","- - -","24","138","550","613","174","112","40","3","19","80","88","54","4","75","3","6","0","20","2","0",".316","7707"
"Terry Evans","Angels (AAA)","25","120","475","507","150","91","40","4","15","70","75","26","1","119","2","2","2","6","24","9",".316","4295"
"Adam Jones","Mariners (AAA)","21","101","420","469","132","74","27","6","25","75","84","36","1","106","11","2","0","7","8","7",".314","6368"
"Brandon Watson","Nationals (AAA)","25","103","399","440","125","106","11","6","2","47","29","21","1","51","2","4","14","2","17","8",".313","2146"
"Nick Green","- - -","28","92","387","419","121","73","21","6","21","61","66","23","0","95","3","2","4","9","5","5",".313","1502"
"Jose Morales","Twins (AAA)","24","108","376","411","117","89","25","1","2","42","37","30","5","44","3","1","1","12","1","4",".311","3726"
"Alex Romero","Diamondbacks (AAA)","23","131","535","584","166","123","32","6","5","82","66","37","2","53","1","3","8","20","12","10",".310","3129"
"Justin Ruggiano","Devil Rays (AAA)","25","127","482","546","149","98","29","2","20","78","73","53","2","151","8","1","2","5","26","11",".309","7620"
"Timo Perez","Tigers (AAA)","32","122","489","540","151","98","39","1","13","76","69","35","4","47","4","5","7","15","13","6",".309","891"
"Jamie D'Antona","Diamondbacks (AAA)","25","128","483","533","149","88","43","5","13","79","86","40","3","57","4","6","0","22","3","2",".308","5851"
"Edgar Gonzalez","Cardinals (AAA)","29","126","461","519","142","97","34","3","8","64","53","50","1","69","2","2","4","13","15","4",".308","2963"
"Buck Coats","- - -","25","127","471","525","145","108","23","3","11","82","63","45","4","79","2","6","1","11","20","2",".308","2945"
"Craig Brazell","Royals (AAA)","27","105","433","455","133","68","33","0","32","68","76","20","2","83","0","1","1","12","0","1",".307","2081"
"William Bergolla","Giants (AAA)","24","99","356","397","109","79","22","1","7","63","37","31","0","47","3","4","3","6","12","3",".306","2152"
"Danny Richar","- - -","24","98","400","444","122","76","25","8","13","61","61","37","3","71","2","2","3","6","8","5",".305","3767"
"Mike Eylward","Angels (AAA)","27","130","479","540","146","104","31","0","11","72","79","46","1","64","5","9","0","16","1","5",".305","sa200210"
"Ian Stewart","Rockies (AAA)","22","112","414","474","126","86","23","2","15","72","65","49","6","92","3","4","4","10","11","2",".304","5950"
"Luis Figueroa","Giants (AAA)","33","117","443","492","134","104","22","4","4","68","53","28","0","34","5","3","13","11","7","9",".302","776"
"Anderson Hernandez","Mets (AAA)","24","128","554","597","167","129","28","5","5","84","42","31","0","82","3","5","4","8","16","9",".301","3366"
"Clay Timpner","Giants (AAA)","24","109","392","437","118","97","11","4","6","51","39","37","0","68","2","1","5","7","9","11",".301","7333"
"Joe Thurston","Phillies (AAA)","27","129","496","572","149","106","29","9","5","70","59","44","3","55","11","5","16","9","16","14",".300","673"
"John Gall","Marlins (AAA)","29","113","413","457","124","80","28","3","13","75","58","38","1","49","3","2","0","17","10","4",".300","2142"
"Scott Seabol","Marlins (AAA)","32","139","503","573","151","83","29","7","32","100","105","56","1","95","2","10","2","15","6","2",".300","846"
"Jeremy Reed","Mariners (AAA)","26","135","564","630","169","114","37","5","13","92","64","47","1","73","3","5","9","11","14","9",".300","4730"
"Clint Barmes","Rockies (AAA)","28","108","428","477","128","91","20","6","11","68","44","22","0","52","22","1","4","5","8","6",".299","1830"
"Jeff Salazar","Diamondbacks (AAA)","26","108","402","472","120","70","31","9","10","76","68","56","1","56","5","7","2","5","18","5",".299","4507"
"J.R. House","Orioles (AAA)","27","110","419","471","125","80","32","2","11","52","66","43","4","59","4","5","0","11","1","5",".298","992"
"Jacoby Ellsbury","Red Sox (AAA)","23","87","363","401","108","87","14","5","2","66","28","32","2","47","4","1","1","5","33","6",".298","4727"
"Darnell McDonald","- - -","28","134","491","556","146","104","29","6","7","71","73","50","5","99","5","9","1","9","33","7",".297","1867"
"Eric Patterson","Cubs (AAA)","24","128","516","582","153","105","28","6","14","94","65","54","2","85","2","6","4","3","24","9",".297","9072"
"Mike Aviles","Royals (AAA)","26","133","538","581","159","109","27","6","17","78","77","30","0","59","2","6","5","24","5","5",".296","5986"
"Joe Koshansky","Rockies (AAA)","25","136","498","569","147","94","30","2","21","79","99","67","4","128","2","2","0","14","4","3",".295","7547"
"Shelley Duncan","Yankees (AAA)","27","91","336","387","99","55","18","1","25","58","79","45","3","82","3","3","0","4","2","2",".295","3620"
"Jack Hannahan","Tigers (AAA)","27","101","336","417","99","65","20","1","13","56","63","76","1","92","1","4","0","7","5","5",".295","3692"
"Joey Votto","Reds (AAA)","23","133","496","580","146","101","21","2","22","74","92","70","5","110","5","9","0","7","17","10",".294","4314"
"Bobby Scales","Red Sox (AAA)","29","122","432","499","127","80","28","8","11","64","57","50","4","94","8","6","3","5","14","3",".294","2673"
"Danny Klassen","Astros (AAA)","31","105","379","425","111","79","21","3","8","53","43","31","1","104","8","6","1","10","4","3",".293","1455"
