"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Matt Duffy","Giants (AA)","23","97","367","417","122","91","24","4","3","53","62","42","2","66","2","6","0","8","20","4",".332","13836"
"Odubel Herrera","Rangers (AA)","22","96","368","408","118","96","16","4","2","47","48","29","1","70","3","2","6","4","12","7",".321","11476"
"Niuman Romero","Orioles (AA)","29","130","482","581","154","118","30","1","5","86","48","84","1","63","2","8","5","20","7","2",".320","5063"
"Jake Lamb","Diamondbacks (AA)","23","103","374","439","119","65","35","5","14","60","79","50","3","99","6","9","0","7","0","0",".318","13329"
"Michael A. Taylor","Nationals (AA)","23","98","384","441","120","79","17","2","22","74","61","50","2","130","4","1","2","3","34","8",".313","11489"
"Dean Green","Tigers (AA)","25","113","409","447","127","90","26","1","10","51","65","28","1","80","8","2","0","6","0","1",".311","sa526876"
"Rangel Ravelo","White Sox (AA)","22","133","476","551","147","95","37","4","11","72","66","56","1","77","9","8","2","6","10","6",".309","sa548335"
"Brian Hernandez","Angels (AA)","25","119","458","508","141","109","25","0","7","53","60","39","4","85","6","5","0","15","5","5",".308","sa503330"
"Tom Belza","Diamondbacks (AA)","24","123","413","478","126","99","21","5","1","56","31","50","2","89","7","3","5","5","9","3",".305","sa526826"
"Corey Jones","Tigers (AA)","26","113","415","453","126","88","31","2","5","42","42","24","0","73","6","4","4","7","5","7",".304","sa546893"
"Ryan Brett","Rays (AA)","22","107","422","459","128","89","25","6","8","64","38","24","1","74","5","3","5","8","27","7",".303","12138"
"Ketel Marte","Mariners (AA)","20","109","443","472","134","99","27","6","2","63","46","19","1","65","1","5","4","6","23","10",".302","13613"
"Daniel Mayora","Dodgers (AA)","28","131","493","552","149","109","27","4","9","69","75","43","0","63","4","10","2","19","6","4",".302","sa291160"
"Christian Walker","Orioles (AA)","23","95","366","411","110","73","15","2","20","58","77","38","0","83","3","4","0","6","2","1",".301","13419"
"Patrick Kivlehan","Mariners (AA)","24","104","377","431","113","72","23","7","11","60","68","44","1","78","4","5","0","7","9","4",".300","13910"
"J.T. Realmuto","Marlins (AA)","23","97","375","423","112","73","25","6","8","66","62","41","2","59","3","4","0","11","18","5",".299","11739"
"Devon Travis","Tigers (AA)","23","100","396","441","118","81","20","7","10","68","52","37","1","60","2","4","2","16","16","5",".298","13862"
"Sean Jamieson","Diamondbacks (AA)","25","91","329","374","98","70","18","5","5","56","33","31","1","61","4","3","7","9","6","7",".298","sa598483"
