"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Anthony Aliotti","Athletics (AA)","25","91","340","409","119","78","29","0","12","49","51","66","7","83","0","3","0","8","3","2",".350","sa501732"
"Mike O'Neill","Cardinals (AA)","25","98","359","434","115","98","13","2","2","66","35","71","1","26","0","2","2","8","18","4",".320","sa546800"
"Rey Fuentes","Padres (AA)","22","93","345","403","109","80","21","2","6","56","35","41","2","71","6","2","9","2","29","10",".316","10329"
"Mark Minicozzi","Giants (AA)","30","128","443","518","137","97","30","0","10","74","66","62","2","123","8","5","0","10","3","1",".309","sa293084"
"Josmil Pinto","Twins (AA)","24","107","386","453","119","81","23","1","14","59","68","64","1","71","3","0","0","8","0","2",".308","6806"
"Justin Greene","Diamondbacks (AA)","27","117","380","430","117","88","19","9","1","75","30","42","2","74","2","3","3","7","31","12",".308","sa455434"
"Kevin Kiermaier","Rays (AA)","23","97","371","417","114","86","14","9","5","65","28","31","3","61","8","3","4","3","14","11",".307","11038"
"Hernan Perez","Tigers (AA)","22","87","362","384","109","75","28","2","4","45","35","12","0","48","2","3","5","13","24","7",".301","5751"
"Caleb Joseph","Orioles (AA)","27","135","518","570","155","100","31","2","22","74","97","39","2","92","3","10","0","11","4","2",".299","7087"
"Danny Santana","Twins (AA)","22","131","539","588","160","126","22","10","2","66","45","24","1","94","8","5","11","8","30","13",".297","10322"
"Javier Herrera","Giants (AA)","28","131","480","557","142","86","37","3","16","70","74","57","0","117","7","4","4","10","23","8",".296","sa244221"
"Kyle Hudson","Orioles (AA)","26","103","353","421","103","95","7","1","0","66","33","55","0","56","2","4","7","8","26","8",".292","3658"
"Marcus Semien","White Sox (AA)","22","105","393","484","114","73","21","5","15","90","49","84","3","66","4","0","2","7","20","5",".290","12533"
"Dan Black","White Sox (AA)","25","133","449","551","130","84","28","1","17","70","83","91","8","98","4","4","3","10","7","2",".290","sa501741"
"Christian Vazquez","Red Sox (AA)","22","96","342","399","99","74","19","1","5","48","48","47","0","44","3","4","3","9","7","5",".289","9774"
"Brett Nicholas","Rangers (AA)","24","136","506","575","146","97","25","3","21","71","91","46","7","123","13","10","0","8","2","1",".289","11192"
"Alex Dickerson","Pirates (AA)","23","126","451","491","130","74","36","3","17","61","68","27","4","89","8","3","2","13","10","7",".288","12649"
"Kyle Parker","Rockies (AA)","23","123","480","528","138","89","23","3","23","70","74","40","1","99","4","4","0","14","6","6",".288","11763"
"Jose Martinez","Braves (AA)","24","123","431","475","123","98","19","0","6","46","39","37","1","63","1","2","4","12","6","9",".285","7996"
"D'Arby Myers","Athletics (AA)","24","118","485","522","138","101","29","3","5","75","51","16","1","70","10","2","9","10","20","10",".285","sa326716"
"Daniel Fields","Tigers (AA)","22","118","457","515","130","87","27","6","10","71","58","45","2","130","8","4","1","8","24","7",".284","10390"
