"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Scott Van Slyke","Dodgers (AA)","24","130","457","529","159","90","45","4","20","81","92","65","7","100","2","5","0","5","6","5",".348","4365"
"Tyler Kuhn","White Sox (AA)","24","107","414","470","141","102","28","10","1","61","55","39","3","64","6","5","6","6","16","5",".341","sa455308"
"Starling Marte","Pirates (AA)","22","129","536","572","178","120","38","8","12","91","50","22","3","100","11","2","1","9","24","12",".332","9241"
"Yangervis Solarte","Twins (AA)","23","121","459","497","151","105","36","3","7","64","49","24","2","38","5","2","7","18","5","4",".329","5352"
"Michael Spidale","Phillies (AA)","29","133","494","541","161","137","16","3","5","65","35","28","2","51","12","2","5","13","20","10",".326","sa199288"
"Mike Trout","Angels (AA)","19","91","353","412","115","73","18","13","11","82","38","45","1","76","9","1","4","2","33","10",".326","10155"
"Josh Satin","Mets (AA)","26","94","338","404","110","62","35","2","11","60","60","57","0","91","4","5","0","6","2","2",".325","6788"
"Alex Castellanos","- - -","24","125","475","534","152","86","35","8","23","102","85","39","4","118","15","5","0","10","14","2",".320","7223"
"Travis d'Arnaud","Blue Jays (AA)","22","114","424","466","132","77","33","1","21","72","78","33","1","100","8","1","0","5","4","2",".311","7739"
"Rebel Ridling","Cubs (AA)","25","125","433","485","134","85","29","0","20","79","80","43","2","89","3","5","1","12","5","2",".309","sa454798"
"Justin Henry","Tigers (AA)","26","113","376","447","116","86","24","6","0","52","46","62","5","52","4","2","3","4","21","8",".309","sa390269"
"Brandon Wikoff","Astros (AA)","23","103","331","386","102","93","6","0","3","40","26","47","1","33","3","1","4","7","5","3",".308","sa501476"
"A.J. Pollock","Diamondbacks (AA)","23","133","550","608","169","115","41","5","8","103","73","44","2","86","4","9","1","11","36","7",".307","9256"
"Jimmy Van Ostrand","Astros (AA)","26","104","346","393","106","71","22","2","11","41","48","43","1","52","1","3","0","8","3","3",".306","sa327047"
"Paul Goldschmidt","Diamondbacks (AA)","23","103","366","457","112","58","21","3","30","84","94","82","12","92","5","4","0","5","9","3",".306","9218"
"Alfredo Silverio","Dodgers (AA)","24","132","533","572","163","87","42","18","16","90","85","30","3","91","1","6","2","7","11","12",".306","sa392355"
"L.J. Hoes","Orioles (AA)","21","95","344","393","105","81","17","1","6","47","54","43","0","56","0","3","3","15","16","7",".305","6656"
"Jim Negrych","Marlins (AA)","26","121","398","458","121","93","22","1","5","60","46","45","1","52","1","7","7","10","11","7",".304","sa326763"
"Alex Romero","Marlins (AA)","27","104","353","404","107","76","21","3","7","53","50","33","2","38","11","4","3","9","8","3",".303","3129"
"Will Middlebrooks","Red Sox (AA)","22","96","371","397","112","68","25","1","18","54","80","21","0","95","4","1","0","12","6","0",".302","7002"
"Chih-Hsien Chiang","- - -","23","120","451","499","136","70","44","4","18","79","86","31","1","91","13","4","0","15","7","4",".302","sa328920"
"Stephen Vogt","Rays (AA)","26","97","386","427","116","76","21","6","13","52","85","30","3","51","1","10","0","9","4","2",".301","5000"
"Matt Adams","Cardinals (AA)","22","115","463","513","139","82","23","2","32","80","101","40","7","90","4","6","0","12","0","1",".300","9393"
"Tyler Pastornicky","Braves (AA)","21","90","355","395","106","82","13","5","6","50","36","24","1","34","2","2","12","4","20","8",".299","6777"
"Sean Halton","Brewers (AA)","24","116","439","482","131","84","39","1","7","49","65","32","2","83","4","7","0","10","6","1",".298","9853"
"Jordany Valdespin","Mets (AA)","23","107","404","441","120","78","24","3","15","62","51","21","2","68","7","2","7","5","33","14",".297","5098"
"Quintin Berry","Reds (AA)","26","93","320","378","95","72","16","1","6","64","41","52","1","83","3","1","2","4","40","7",".297","9414"
"Ernesto Mejia","Braves (AA)","25","137","499","573","148","84","37","1","26","82","99","58","6","156","9","7","0","10","4","3",".297","sa295188"
"Ben Lasater","Marlins (AA)","27","102","348","392","103","64","25","2","12","43","60","31","1","89","8","4","1","14","0","5",".296","sa389264"
"Chris Swauger","Cardinals (AA)","24","114","362","392","107","80","13","2","12","52","56","24","1","67","3","2","1","12","3","4",".296","sa455020"
"Matt Rizzotti","Phillies (AA)","25","139","499","587","147","88","34","1","24","73","84","79","7","125","4","5","0","9","4","1",".295","sa389429"
"Renny Osuna","Rangers (AA)","26","123","520","572","153","118","23","2","10","72","64","39","1","63","1","6","6","8","20","9",".294","sa330039"
"Ryan Wheeler","Diamondbacks (AA)","22","131","480","531","141","93","30","2","16","69","89","45","7","102","4","2","0","14","3","4",".294","9312"
"Christian Marrero","White Sox (AA)","24","115","420","495","123","78","25","8","12","70","59","61","4","69","5","5","3","9","10","4",".293","sa326115"
"Zack Cox","Cardinals (AA)","22","93","352","389","103","74","19","0","10","54","48","29","1","69","6","2","0","10","0","1",".293","sa455436"
"Jonathan Greene","Rangers (AA)","25","130","487","540","142","95","29","0","18","73","75","30","0","161","19","4","0","4","5","2",".292","sa389860"
"Raul Reyes","Mets (AA)","24","106","367","400","107","71","20","4","12","47","50","23","1","93","4","1","5","7","6","4",".292","sa328741"
"Alex Hassan","Red Sox (AA)","23","126","454","545","132","84","34","1","13","75","64","76","4","79","12","3","0","13","8","2",".291","9959"
"Grant Green","Athletics (AA)","23","127","530","587","154","111","33","1","9","76","62","39","2","119","6","6","6","14","6","8",".291","10053"
"Raymond Kruml","Yankees (AA)","25","114","452","488","131","105","13","8","5","70","35","31","1","107","0","1","4","5","37","11",".290","sa454860"
"Luis Jimenez","Angels (AA)","23","125","490","542","142","83","40","1","18","62","94","27","2","72","11","9","4","13","15","6",".290","6341"
"Francisco Martinez","- - -","20","124","477","509","138","100","21","7","10","83","69","23","0","104","1","4","4","6","10","10",".289","sa503297"
"Brock Holt","Pirates (AA)","23","132","511","579","147","107","30","9","1","62","40","50","1","85","7","5","6","8","18","10",".288","9345"
"Jake Shaffer","Mariners (AA)","23","120","442","485","127","87","22","7","11","57","47","30","3","83","2","4","7","4","8","8",".287","sa455231"
"Tim Wheeler","Rockies (AA)","23","138","561","637","161","94","28","6","33","105","86","59","6","142","12","3","2","7","21","12",".287","sa500746"
"Chris Parmelee","Twins (AA)","23","142","530","610","152","104","30","5","13","76","83","68","4","94","3","9","0","6","0","1",".287","2554"
"Blake Lalli","Cubs (AA)","28","108","349","393","100","68","22","1","9","40","52","39","3","59","2","3","0","14","0","0",".287","9246"
"Stephen Parker","Athletics (AA)","23","132","504","576","144","102","30","2","10","72","74","69","7","107","2","1","0","12","1","1",".286","sa501459"
"Blake Tekotte","Padres (AA)","24","106","414","498","118","70","27","2","19","77","67","67","0","108","8","2","7","1","36","12",".285","8810"
