"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Drew Locke","Astros (AA)","26","129","503","558","170","116","31","3","20","81","109","46","3","84","1","8","0","20","2","2",".338","sa293188"
"Ezequiel Carrera","Mariners (AA)","22","91","329","405","111","93","12","4","2","68","38","59","1","62","4","3","10","4","27","13",".337","9048"
"Chris Carter","Athletics (AA)","22","125","490","593","165","98","41","2","24","108","101","82","2","119","11","10","0","11","13","5",".337","9911"
"Brock Bond","Giants (AA)","23","122","450","531","150","123","21","5","1","93","33","67","5","69","9","1","4","9","13","15",".333","sa390639"
"Josh Thole","Mets (AA)","22","103","384","442","126","94","29","2","1","48","46","42","3","34","6","9","1","14","8","4",".328","9689"
"Eduardo Nunez","Yankees (AA)","22","123","497","528","160","124","26","1","9","70","55","22","3","63","1","4","4","19","19","7",".322","6848"
"Neil Sellers","Phillies (AA)","27","139","518","586","164","112","33","2","17","71","86","48","4","71","12","7","1","17","5","5",".317","sa253773"
"Desmond Jennings","Rays (AA)","22","100","383","442","121","80","25","8","8","69","45","48","2","52","5","4","0","4","37","5",".316","1965"
"James Tomlin","Dodgers (AA)","26","108","387","450","122","93","23","4","2","55","34","54","0","73","3","2","4","5","12","10",".315","sa199272"
"Kevin Mahar","Phillies (AA)","28","117","407","437","128","96","18","2","12","59","54","25","1","81","3","1","1","11","7","3",".314","7164"
"Blake Lalli","Cubs (AA)","26","118","373","412","117","87","25","0","5","49","52","32","6","50","4","2","1","12","0","2",".314","9246"
"Craig Cooper","Padres (AA)","24","131","503","586","157","110","35","1","11","69","94","73","4","85","7","2","1","14","9","5",".312","sa326841"
"Nate Sutton","Angels (AA)","26","104","371","431","113","88","20","3","2","54","40","48","2","55","4","3","5","9","21","8",".305","sa254157"
"Craig Gentry","Rangers (AA)","25","127","512","588","155","119","21","7","8","100","53","49","1","64","16","5","6","4","49","6",".303","9571"
"Tyler Henley","Cardinals (AA)","24","123","423","481","128","81","31","3","13","62","63","40","4","64","5","4","1","7","9","4",".303","sa389904"
"Drew T. Anderson","Brewers (AA)","28","108","389","443","117","80","25","2","10","56","57","45","6","77","4","4","1","8","9","5",".301","5578"
"Jim Adduci","Cubs (AA)","24","131","467","534","140","111","21","4","4","63","51","58","2","76","0","0","9","8","35","12",".300","6448"
"Brett Pill","Giants (AA)","24","139","527","581","157","100","37","1","19","71","109","37","7","72","8","9","0","13","6","3",".298","5834"
"C.J. Retherford","White Sox (AA)","23","128","478","526","142","82","46","4","10","70","76","30","0","70","5","8","5","17","3","3",".297","sa393409"
"Bryan Petersen","Marlins (AA)","23","121","431","494","128","99","15","7","7","64","49","50","3","66","4","9","0","4","13","12",".297","2567"
"Johan Limonta","Mariners (AA)","25","126","438","498","130","86","30","8","6","57","53","54","5","74","3","3","0","14","7","6",".297","sa328092"
"Pedro Ciriaco","Diamondbacks (AA)","23","121","469","497","139","117","15","3","4","56","54","16","2","71","2","5","5","10","38","10",".296","5278"
"Brian Dinkelman","Twins (AA)","25","129","459","544","136","88","38","2","8","62","65","55","1","73","13","5","10","11","5","6",".296","3814"
"D.J. Wabick","Mets (AA)","25","120","426","454","126","90","31","1","4","41","55","19","1","78","1","5","2","12","5","3",".296","sa293569"
"Josh Bell","- - -","22","127","448","519","132","75","35","2","20","65","76","61","2","98","2","7","0","11","3","5",".295","2510"
"Brad Boyer","Giants (AA)","25","106","367","413","108","73","22","10","3","49","41","29","4","69","5","4","8","8","10","5",".294","sa327733"
"Hank Conger","Angels (AA)","21","123","459","525","135","101","20","3","11","61","68","55","5","68","2","6","3","19","3","2",".294","2505"
"Shawn Bowman","Mets (AA)","24","91","347","379","102","66","24","3","9","42","44","25","2","101","4","3","0","8","0","0",".294","sa226157"
"Matthew Spencer","Athletics (AA)","23","93","371","410","109","68","29","3","9","59","62","26","1","75","7","5","0","3","2","3",".294","sa390327"
"Eric Sogard","Padres (AA)","23","117","457","530","134","100","25","3","6","79","51","58","1","47","2","7","6","12","10","6",".293","7927"
"Eddy Martinez-Esteve","Giants (AA)","25","127","436","491","127","85","31","3","8","58","65","47","1","62","3","4","1","21","2","3",".291","sa262156"
"Drew Meyer","Astros (AA)","27","120","443","502","129","94","29","1","5","70","51","50","1","74","1","3","5","9","2","0",".291","4738"
"Mark Trumbo","Angels (AA)","23","137","533","581","155","102","35","3","15","54","88","37","2","100","1","8","2","22","6","3",".291","6876"
"Todd Frazier","Reds (AA)","23","119","451","500","131","75","40","2","14","59","68","42","1","67","2","5","0","9","7","8",".290","785"
"Miguel Abreu","Orioles (AA)","24","130","489","510","142","106","31","1","4","55","45","12","1","53","3","1","5","10","25","8",".290","sa293711"
"Ed Lucas","Royals (AA)","27","103","355","424","103","69","22","2","10","61","58","53","1","75","7","5","4","6","18","2",".290","7532"
"Carlos Santana","Indians (AA)","23","130","428","535","124","69","30","2","23","91","97","90","7","83","7","10","0","10","2","2",".290","2396"
"Ty Wright","Cubs (AA)","24","128","442","497","128","94","23","2","9","66","58","35","2","60","8","5","7","11","5","3",".290","sa388992"
"Jorge Jimenez","Red Sox (AA)","24","133","498","566","144","106","23","2","13","63","87","52","3","70","11","5","0","10","3","2",".289","sa327863"
"Matt Young","Braves (AA)","26","130","460","571","133","97","22","10","4","81","33","94","8","59","12","2","3","7","42","16",".289","8989"
"Lance Zawadzki","Padres (AA)","24","92","346","392","100","71","19","5","5","59","43","44","4","74","2","0","0","9","14","1",".289","2369"
"Ruben Tejada","Mets (AA)","19","134","488","553","141","109","24","3","5","59","46","37","1","59","11","2","15","11","19","3",".289","5519"
"Mike Paulk","Rockies (AA)","25","124","413","483","119","90","19","2","8","63","60","63","2","69","1","4","2","10","7","6",".288","sa291803"
"Matthew Sulentic","Athletics (AA)","21","113","413","459","119","86","21","5","7","60","52","35","1","103","4","6","1","11","21","9",".288","sa326687"
"Cole Garner","Rockies (AA)","24","112","396","440","114","69","25","4","16","65","64","23","2","78","12","5","4","11","13","5",".288","616"
"Brandon Roberts","Twins (AA)","24","103","397","447","114","91","18","2","3","65","37","29","2","60","12","2","7","6","21","7",".287","sa291146"
"Daniel Mayora","Rockies (AA)","23","122","441","496","126","95","23","1","7","60","49","40","1","80","3","3","9","13","20","8",".286","sa291160"
"Stefan Gartrell","White Sox (AA)","25","101","361","412","103","60","20","4","19","72","70","46","1","99","4","1","0","5","6","0",".285","sa326944"
"Jimmy Van Ostrand","Astros (AA)","24","113","367","418","104","69","18","1","16","44","71","43","0","67","5","3","0","13","0","0",".283","sa327047"
"Erik Lis","Twins (AA)","25","128","459","519","130","83","29","1","17","66","69","45","1","101","8","6","1","2","1","1",".283","sa290214"
"Rashad Eldridge","Rays (AA)","27","98","364","419","103","79","20","2","2","51","45","47","1","66","3","2","3","8","20","7",".283","sa199160"
"Archie Gilbert","Athletics (AA)","25","119","449","527","127","103","16","5","3","81","39","61","0","52","13","1","1","12","29","15",".283","sa295116"
"Gorkys Hernandez","- - -","21","138","556","602","157","125","25","4","3","78","50","39","0","130","2","2","3","12","19","16",".282","4146"
"Steven Hill","Cardinals (AA)","24","120","464","508","131","84","26","2","19","62","64","36","6","106","2","6","0","11","1","2",".282","8211"
"Jose Constanza","Indians (AA)","25","130","486","575","137","115","15","7","0","98","46","75","1","65","1","2","11","3","49","14",".282","6003"
"Peter Bourjos","Angels (AA)","22","110","437","504","123","87","16","14","6","72","51","49","1","77","3","5","10","7","32","12",".281","2578"
"Juan Francisco","Reds (AA)","22","109","437","464","123","73","26","2","22","64","74","20","4","91","4","3","0","7","6","2",".281","6978"
"Lucas Duda","Mets (AA)","23","110","395","467","111","72","29","1","9","49","53","61","4","91","5","5","1","10","2","2",".281","2502"
"Luis Durango","Padres (AA)","23","129","456","561","128","117","9","2","0","78","25","81","2","70","2","2","19","7","44","17",".281","6533"
"Leonard Davis","Nationals (AA)","25","112","392","434","110","72","19","5","14","47","51","32","3","95","4","1","5","13","14","2",".281","sa253271"
"Joel Guzman","Nationals (AA)","24","108","385","429","108","69","26","1","12","53","57","34","1","72","9","1","0","5","1","0",".281","3728"
"Marquez Smith","Cubs (AA)","24","113","410","450","115","70","34","1","10","56","49","33","1","82","4","2","1","13","4","0",".280","sa388379"
"Chris Rahl","Diamondbacks (AA)","25","124","435","477","122","86","22","9","5","72","48","34","1","104","3","5","0","15","20","7",".280","sa291400"
"Justin Sellers","Dodgers (AA)","23","116","393","464","110","80","27","1","2","44","33","50","1","70","10","5","6","12","10","8",".280","4006"
"Dayan Viciedo","White Sox (AA)","20","130","504","540","141","109","20","0","12","72","78","23","4","89","7","6","0","12","5","2",".280","3917"
"Adam Stern","Brewers (AA)","29","104","404","457","113","87","17","6","3","64","32","41","0","51","4","3","5","6","28","10",".280","3568"
"Michael McKenry","Rockies (AA)","24","102","358","417","100","62","25","1","12","52","50","54","2","69","2","1","2","12","2","2",".279","9628"
"Brian Stavisky","Phillies (AA)","28","118","394","467","110","65","32","2","11","54","66","62","4","84","4","7","0","7","3","2",".279","sa202098"
"Chris Malec","Yankees (AA)","26","117","430","485","120","87","23","2","8","42","56","42","1","63","8","4","0","5","0","1",".279","sa292721"
"Chad Tracy","Rangers (AA)","23","136","535","594","149","90","32","1","26","70","107","46","2","103","3","10","0","17","5","2",".279","sa326677"
"Whitney Robbins","Twins (AA)","24","117","425","475","118","84","23","2","9","53","49","43","3","75","4","2","1","11","0","3",".278","sa326708"
"Shane Justis","Brewers (AA)","26","127","473","537","131","94","28","4","5","71","50","34","0","65","18","4","8","11","10","5",".277","sa293207"
"Jonel Pacheco","Pirates (AA)","26","122","432","469","119","79","24","2","14","58","58","27","0","89","5","4","1","12","15","12",".275","sa293568"
"Brennan Boesch","Tigers (AA)","24","131","527","571","145","84","26","7","28","89","93","33","6","127","3","7","1","10","11","2",".275","914"
"Willie Cabrera","Braves (AA)","22","107","371","415","102","73","19","2","8","44","53","33","2","51","3","7","1","11","3","7",".275","sa326105"
"Kurt Mertins","Royals (AA)","23","126","495","552","136","103","23","8","2","64","57","41","1","107","4","5","7","9","11","10",".275","sa327723"
"Wladimir Sutil","Astros (AA)","24","125","472","536","129","107","21","0","1","77","37","44","0","42","12","3","5","9","19","13",".273","sa254761"
"Matt Mangini","Mariners (AA)","23","124","422","469","115","80","18","5","12","48","67","38","1","92","6","3","0","13","10","2",".273","8051"
"Jose Coronado","Mets (AA)","23","99","361","406","98","80","16","1","1","37","40","27","1","66","2","5","11","16","11","4",".271","sa295207"
"Sean Henry","Reds (AA)","23","121","420","469","114","80","22","1","11","66","38","40","3","66","5","1","3","9","23","9",".271","sa254577"
"Darin Holcomb","Rockies (AA)","23","128","479","548","130","90","26","1","13","67","52","54","2","50","4","4","6","15","3","1",".271","sa389283"
"Jason Delaney","Pirates (AA)","26","125","435","497","118","81","25","5","7","49","65","57","3","90","2","2","1","17","1","3",".271","sa291783"
"Ryan Kalish","Red Sox (AA)","21","103","391","437","106","70","19","4","13","63","56","42","0","87","1","3","0","9","14","3",".271","6962"
"Marshall Hubbard","Mariners (AA)","27","129","447","539","121","77","29","1","14","73","70","72","5","110","12","8","0","9","2","3",".271","sa254467"
"Rene Tosoni","Twins (AA)","22","122","425","490","115","71","25","4","15","64","71","45","1","98","16","3","1","8","8","8",".271","7099"
"Josh Donaldson","Athletics (AA)","23","124","455","541","123","76","37","1","9","67","91","80","2","92","1","2","3","17","7","2",".270","5038"
"Beau Mills","Indians (AA)","22","134","516","564","138","90","33","1","14","59","83","31","4","95","4","11","2","12","1","2",".267","sa388399"
"Jonathan Lucroy","Brewers (AA)","23","125","419","506","112","69","32","2","9","61","66","78","1","66","2","6","1","14","1","1",".267","7870"
"Cody Strait","- - -","26","120","431","484","115","80","28","2","5","74","59","39","0","94","1","6","5","9","19","5",".267","sa253306"
"Evan Frey","Diamondbacks (AA)","23","134","506","577","135","107","21","6","1","62","52","58","2","78","7","3","3","6","31","14",".267","sa390638"
"Cyle Hankerd","Diamondbacks (AA)","24","132","440","510","117","76","33","1","7","57","67","41","1","80","17","11","1","19","1","5",".266","sa326676"
"Jhon Florentino","Astros (AA)","25","112","399","436","106","80","15","6","5","43","43","30","4","70","2","3","2","14","6","1",".266","sa291748"
"Quintin Berry","Phillies (AA)","24","135","516","598","137","113","17","2","5","89","28","63","2","118","9","0","10","10","48","14",".266","9414"
"Brian Friday","Pirates (AA)","23","110","407","476","108","76","22","3","7","48","46","51","1","69","11","2","5","8","7","5",".265","sa389902"
"Jonny Tucker","Orioles (AA)","25","120","430","498","114","84","24","5","1","71","36","49","1","55","7","5","7","6","31","12",".265","sa254902"
"Jeff Kindel","Rockies (AA)","26","128","464","543","123","89","26","2","6","62","64","68","7","87","6","5","0","16","7","5",".265","sa327780"
"Lorenzo Scott","Marlins (AA)","27","123","400","468","106","80","13","4","9","65","46","61","1","124","0","6","1","5","20","13",".265","sa225832"
"Alex Avila","Tigers (AA)","22","93","329","387","87","51","23","1","12","52","55","52","2","77","1","2","3","4","2","1",".264","7476"
"David Cook","White Sox (AA)","27","117","421","496","111","59","24","3","25","87","84","64","3","84","8","3","0","8","9","7",".264","sa225722"
"Scott Cousins","Marlins (AA)","24","130","482","533","127","73","31","11","12","60","74","42","1","107","3","5","1","6","27","9",".263","173"
"Concepcion Rodriguez","Braves (AA)","22","116","395","436","104","81","19","1","3","43","32","29","0","69","1","5","6","10","9","9",".263","sa328605"
"Mitch Canham","Padres (AA)","24","111","407","461","107","78","20","3","6","48","53","46","1","68","3","4","1","8","5","4",".263","sa389920"
"Josh Horton","Athletics (AA)","23","125","510","585","134","102","21","6","5","80","62","65","0","65","1","7","2","12","9","3",".263","sa390360"
"Mark Ori","Astros (AA)","25","125","423","473","111","82","28","0","1","52","45","41","2","88","6","3","0","10","0","1",".262","sa291745"
"Coby Smith","Angels (AA)","28","116","450","508","118","89","18","3","8","68","47","37","0","55","6","2","13","6","41","12",".262","sa381974"
"Zack Cozart","Reds (AA)","23","131","462","541","121","80","29","2","10","72","59","63","2","87","10","4","2","8","10","2",".262","2616"
"Marcus Lemon","Rangers (AA)","21","126","451","510","118","93","19","5","1","56","41","42","2","70","2","2","13","12","7","4",".262","sa326707"
"Vinny Rottino","- - -","29","129","414","484","108","86","18","0","4","64","55","62","1","53","2","6","0","15","14","2",".261","5202"
"Cedric Hunter","Padres (AA)","21","131","541","577","141","113","20","6","2","71","54","25","1","43","3","6","2","8","13","3",".261","2833"
"Ricardo Sosa","Diamondbacks (AA)","25","123","443","495","115","78","25","0","12","61","71","38","1","81","9","4","1","8","3","1",".260","sa245445"
"Ozzie Chavez","Phillies (AA)","25","112","363","404","94","76","17","0","1","37","34","30","1","58","1","0","10","12","7","1",".259","sa200296"
