"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Adam Eaton","Diamondbacks (AAA)","23","119","488","562","186","128","46","5","7","119","45","53","3","68","15","1","5","9","38","10",".381","11205"
"Ryan Wheeler","Diamondbacks (AAA)","23","93","362","399","127","81","27","4","15","56","90","26","2","67","2","9","0","9","3","1",".351","9312"
"Matt McBride","Rockies (AAA)","27","108","439","469","151","93","42","6","10","73","87","19","0","47","1","10","0","4","0","1",".344","9373"
"Jake Elmore","Diamondbacks (AAA)","25","108","419","511","144","104","30","9","1","95","73","74","1","54","5","6","7","12","32","8",".344","7290"
"Mike Cervenak","Marlins (AAA)","35","101","371","422","126","91","22","0","13","61","57","43","4","49","3","5","0","15","1","2",".340","3133"
"Brock Bond","Giants (AAA)","26","106","337","395","112","94","15","2","1","59","31","48","0","41","6","2","2","11","3","2",".332","sa390639"
"Irving Falu","Royals (AAA)","29","88","365","406","120","88","22","3","7","69","50","28","1","41","0","2","11","11","21","6",".329","6165"
"Alex Castellanos","Dodgers (AAA)","25","94","344","407","113","64","25","7","17","74","52","46","2","85","11","4","2","3","16","8",".328","7223"
"Jedd Gyorko","Padres (AAA)","23","92","369","408","121","73","24","0","24","62","83","34","0","68","0","5","0","10","4","3",".328","10816"
"Scott Van Slyke","Dodgers (AAA)","25","95","358","411","117","64","34","1","18","68","67","46","1","64","3","4","0","9","5","3",".327","4365"
"Johnny Giavotella","Royals (AAA)","24","89","362","418","117","85","20","2","10","67","71","46","2","40","6","4","0","12","7","1",".323","6740"
"Josh Fields","Dodgers (AAA)","29","133","490","561","158","108","32","5","13","96","71","59","5","116","2","7","3","7","9","4",".322","7490"
"Tony Abreu","Royals (AAA)","27","103","429","453","138","88","36","5","9","60","73","14","2","69","4","2","4","7","7","2",".322","5053"
"Angel Sanchez","Astros (AAA)","28","107","344","398","110","91","13","1","5","48","45","40","1","25","2","4","8","4","7","3",".320","3492"
"Adron Chambers","Cardinals (AAA)","25","96","357","419","114","92","17","2","3","60","44","51","4","80","4","5","2","7","13","4",".319","7995"
"A.J. Pollock","Diamondbacks (AAA)","24","106","428","471","136","105","25","3","3","65","52","32","0","52","5","4","2","5","21","8",".318","9256"
"Jimmy Paredes","Astros (AAA)","23","124","507","536","161","113","28","7","13","92","59","22","1","101","3","2","2","10","37","10",".318","5481"
"Brendan Harris","Rockies (AAA)","31","106","357","424","113","67","33","4","9","73","63","52","0","44","7","7","1","12","2","3",".317","2178"
"Jose Constanza","Braves (AAA)","28","88","344","392","108","93","10","4","1","54","27","36","3","43","2","2","8","5","14","6",".314","6003"
"Gil Velazquez","Marlins (AAA)","32","110","398","461","124","104","15","1","4","52","42","49","3","50","4","2","8","9","6","8",".312","2070"
"Adeiny Hechavarria","Blue Jays (AAA)","23","102","443","490","138","106","20","6","6","78","63","38","0","86","1","5","3","14","8","2",".312","10459"
"Mauro Gomez","Red Sox (AAA)","27","100","387","426","120","61","34","1","24","65","74","35","3","88","3","1","0","10","1","0",".310","5342"
"Luis Jimenez","Mariners (AAA)","30","125","471","536","146","92","32","2","20","64","81","64","2","97","1","0","0","14","3","0",".310","2602"
"Luis Jimenez","Angels (AAA)","24","122","485","517","150","94","38","2","16","78","85","19","1","70","2","6","5","10","17","7",".309","6341"
"Leslie Anderson","Rays (AAA)","30","116","444","482","137","102","21","0","14","63","56","26","5","56","8","4","0","16","0","3",".309","sa541190"
"Cole Gillespie","Diamondbacks (AAA)","28","126","441","510","136","84","35","4","13","85","66","59","1","80","4","6","0","7","11","8",".308","5888"
"Andrew Brown","Rockies (AAA)","27","100","390","438","120","59","33","4","24","81","98","37","3","100","2","8","1","10","3","1",".308","3837"
"Taylor Harbin","Diamondbacks (AAA)","26","127","478","513","147","96","43","3","5","73","70","21","2","52","6","5","3","11","18","1",".308","sa388380"
"Wil Myers","Royals (AAA)","21","99","388","439","118","74","15","5","24","66","79","45","2","98","3","3","0","7","2","2",".304","10047"
"Julio Borbon","Rangers (AAA)","26","126","533","585","162","121","23","8","10","78","56","37","1","69","3","5","6","7","20","8",".304","3209"
"Brad Snyder","Astros (AAA)","30","122","362","408","110","64","23","3","20","65","66","40","3","108","3","3","0","5","16","10",".304","6052"
"Josh Vitters","Cubs (AAA)","22","110","415","452","126","75","32","2","17","54","68","30","4","77","5","2","0","8","6","3",".304","4623"
"Tim Wheeler","Rockies (AAA)","24","92","379","415","115","82","27","4","2","67","37","29","0","69","3","1","3","5","7","7",".303","sa500746"
"Carlos Rivero","Nationals (AAA)","24","126","455","498","138","99","28","1","10","57","64","33","1","87","1","6","3","15","6","5",".303","1136"
"Matt Angle","Dodgers (AAA)","26","115","393","447","119","91","18","5","5","62","47","41","2","82","6","2","5","9","13","3",".303","8136"
"Daniel Robertson","Padres (AAA)","26","129","490","553","148","114","28","4","2","70","38","48","0","58","6","1","8","13","18","8",".302","6266"
"Hernan Iribarren","Rockies (AAA)","28","111","381","436","115","92","18","4","1","62","40","42","4","59","1","5","7","6","20","3",".302","4177"
"Kevin Frandsen","Phillies (AAA)","30","99","391","418","118","83","34","0","1","38","33","14","2","31","8","3","2","14","2","4",".302","7528"
"Felix Perez","Reds (AAA)","27","116","392","428","118","88","25","1","4","46","35","23","0","63","6","1","6","5","5","5",".301","sa547904"
"Justin Henry","Tigers (AAA)","27","131","476","543","143","123","14","5","1","72","38","54","2","65","3","5","5","9","22","12",".300","sa390269"
"Max Ramirez","Royals (AAA)","27","110","387","445","116","83","16","0","17","59","77","47","1","82","3","7","1","19","0","0",".300","5039"
"Anthony Seratelli","Royals (AAA)","29","115","384","439","115","78","17","3","17","64","66","44","2","92","4","4","3","3","15","4",".299","sa378376"
"Kole Calhoun","Angels (AAA)","24","105","410","463","122","71","30","7","14","79","73","44","0","88","5","4","0","9","12","3",".298","11200"
"Vinny Rottino","- - -","32","96","374","420","111","72","28","2","9","60","66","34","5","53","4","8","0","5","14","6",".297","5202"
"Jerry Sands","Dodgers (AAA)","24","119","452","522","134","87","17","4","26","84","107","59","1","106","3","8","0","11","1","0",".296","4016"
"Luis Antonio Rodriguez","Mariners (AAA)","32","102","361","422","107","76","18","1","12","49","51","50","1","41","6","2","3","4","5","3",".296","2364"
"Nick Noonan","Giants (AAA)","23","129","490","541","145","107","26","3","9","65","62","40","2","84","1","5","5","10","7","3",".296","6880"
"Grant Green","Athletics (AAA)","24","125","524","562","155","106","28","6","15","73","75","33","1","75","2","3","0","13","13","9",".296","10053"
"Ernesto Mejia","Braves (AAA)","26","133","514","559","152","95","32","1","24","73","92","34","2","132","8","3","0","14","10","4",".296","sa295188"
"Ezequiel Carrera","Indians (AAA)","25","97","394","438","116","85","19","6","6","65","42","29","0","60","3","3","9","3","26","7",".294","9048"
