"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Charlie Tilson","Cardinals (AA)","22","594","7.7 %","12.1 %","0.64",".295",".351",".388",".739",".093","7.7",".333","0.9","74","5.0",".338","107","12983"
"Alberth Martinez","Padres (AA)","24","531","8.3 %","16.0 %","0.52",".276",".341",".397",".738",".121","3.8",".313","-0.9","66","4.4",".338","107","sa550588"
"Josh Whitaker","Athletics (AA)","26","387","7.0 %","22.0 %","0.32",".256",".312",".437",".748",".180","4.9",".305","-0.1","48","3.1",".338","107","sa549594"
"Albert Almora","Cubs (AA)","21","452","7.1 %","10.4 %","0.68",".272",".327",".400",".727",".128","5.9",".291","-0.1","53","2.3",".336","105","14109"
"Emerson Landoni","Braves (AA)","26","443","5.4 %","9.7 %","0.56",".297",".339",".380",".718",".083","4.3",".328","-2.5","51","2.1",".336","104","sa455907"
"Jason Krizan","Tigers (AA)","26","475","10.7 %","9.1 %","1.19",".266",".343",".386",".729",".121","4.6",".277","0.6","58","6.3",".336","112","sa546842"
"Jio Mier","Astros (AA)","24","443","11.5 %","17.4 %","0.66",".258",".350",".372",".722",".114","4.9",".303","0.4","54","2.6",".335","105","sa500732"
"Jaycob Brugman","Athletics (AA)","23","566","11.0 %","15.7 %","0.70",".260",".343",".382",".725",".122","5.5",".305","-1.1","69","3.3",".335","105","14936"
"Ricky Oropesa","Giants (AA)","25","499","7.6 %","25.7 %","0.30",".254",".311",".424",".734",".170","1.7",".312","-0.3","60","5.5",".333","110","sa526884"
"Jack Reinheimer","- - -","22","547","9.3 %","17.0 %","0.55",".270",".342",".363",".705",".093","5.5",".322","1.6","62","1.3",".333","102","14938"
"Viosergy Rosa","Marlins (AA)","25","470","16.4 %","19.8 %","0.83",".217",".349",".339",".687",".121","1.3",".258","-0.2","54","1.1",".333","102","sa549558"
"Jorge Flores","Blue Jays (AA)","23","461","10.2 %","13.7 %","0.75",".276",".360",".347",".707",".071","3.5",".322","-2.3","55","5.0",".332","110","sa550275"
"Hunter Renfroe","Padres (AA)","23","463","7.1 %","24.2 %","0.29",".259",".313",".425",".738",".166","4.2",".316","0.1","55","1.6",".332","103","15464"
"Conrad Gregor","Astros (AA)","23","510","12.7 %","20.0 %","0.64",".239",".338",".384",".722",".145","4.2",".286","0.2","61","1.8",".332","103","sa550116"
"Matt Juengel","Marlins (AA)","25","474","6.3 %","13.9 %","0.45",".245",".293",".428",".721",".183","4.4",".251","0.1","53","0.5",".331","101","sa658579"
"Dwight Smith Jr.","Blue Jays (AA)","22","512","9.2 %","12.5 %","0.73",".265",".335",".376",".711",".111","4.1",".294","-0.5","60","4.2",".329","108","13473"
"Thomas Coyle","Rays (AA)","24","416","13.7 %","26.4 %","0.52",".229",".337",".347",".684",".119","6.1",".314","0.3","46","-0.5",".328","99","sa578983"
"Carlos Asuaje","Red Sox (AA)","23","570","9.8 %","15.4 %","0.64",".251",".334",".374",".708",".123","5.2",".289","-0.6","67","4.2",".328","107","15197"
"Rudy Flores","Diamondbacks (AA)","24","490","6.5 %","28.2 %","0.23",".241",".309",".391",".700",".150","2.0",".315","-0.7","54","-0.8",".327","99","sa621607"
"Devin Harris","Giants (AA)","27","442","7.7 %","24.9 %","0.31",".240",".301",".418",".719",".178","3.9",".294","0.3","51","2.9",".327","106","sa501556"
"Jorge Bonifacio","Royals (AA)","22","536","7.8 %","23.5 %","0.33",".240",".305",".416",".721",".176","3.6",".287","-0.6","62","-0.5",".326","99","12174"
"Cameron Perkins","Phillies (AA)","24","418","6.0 %","12.7 %","0.47",".252",".307",".411",".718",".159","4.8",".264","0.9","48","2.4",".326","105","13444"
"Wade Hinkle","Angels (AA)","25","405","10.9 %","23.0 %","0.47",".248",".337",".369",".706",".121","2.0",".308","-0.4","46","-0.8",".325","98","sa658642"
"Corban Joseph","- - -","26","399","5.8 %","9.0 %","0.64",".276",".322",".379",".701",".103","2.8",".293","-1.8","45","0.8",".324","102","5503"
"Elliot Soto","- - -","25","497","13.9 %","16.5 %","0.84",".256",".366",".292",".658",".036","4.1",".318","-0.8","54","-1.8",".324","97","sa390666"
"Shawn Pleffner","Nationals (AA)","25","440","9.3 %","15.0 %","0.62",".269",".342",".355",".697",".086","2.6",".316","-1.2","50","1.5",".323","103","sa599272"
"Jordan Smith","Indians (AA)","24","536","9.7 %","17.5 %","0.55",".257",".333",".360",".693",".103","5.9",".309","1.2","60","1.7",".322","103","sa579297"
"Jordy Lara","Mariners (AA)","24","494","7.5 %","17.2 %","0.44",".242",".308",".377",".685",".135","3.4",".281","-0.2","52","-3.5",".320","94","sa506241"
"Stephen Bruno","Cubs (AA)","24","388","6.7 %","16.5 %","0.41",".263",".335",".336",".671",".073","4.8",".314","0.5","40","-2.9",".319","93","sa502917"
"Kevin Ahrens","Braves (AA)","26","463","10.2 %","17.1 %","0.59",".238",".315",".361",".676",".123","4.1",".271","1.4","48","-3.9",".318","92","sa389281"
"Tony Renda","- - -","24","532","8.1 %","7.3 %","1.10",".269",".330",".358",".689",".090","6.0",".285","2.2","58","0.1",".318","100","13443"
"Peter Lavin","Dodgers (AA)","27","485","8.2 %","15.1 %","0.55",".248",".308",".393",".701",".145","5.1",".277","-1.0","53","-3.7",".318","93","sa598644"
"Glynn Davis","Orioles (AA)","23","408","8.3 %","19.4 %","0.43",".268",".333",".348",".681",".079","5.1",".337","0.1","45","-0.1",".317","100","sa598601"
"Mike Yastrzemski","Orioles (AA)","24","536","8.0 %","18.7 %","0.43",".246",".316",".372",".688",".126","5.5",".294","-1.2","58","-0.6",".316","99","sa503161"
"Rio Ruiz","Braves (AA)","21","489","12.9 %","19.2 %","0.67",".233",".333",".324",".657",".090","2.5",".288","-0.6","50","-4.8",".316","91","14103"
"Patrick Wisdom","Cardinals (AA)","23","456","7.7 %","23.5 %","0.33",".237",".294",".406",".699",".169","5.9",".283","0.7","49","-4.1",".316","92","sa657868"
"Jacob May","White Sox (AA)","23","432","6.7 %","16.9 %","0.40",".275",".329",".334",".663",".059","5.7",".332","0.6","43","-4.8",".315","90","14876"
"Todd Hankins","Indians (AA)","24","486","6.4 %","21.6 %","0.30",".261",".313",".369",".682",".108","6.3",".327","-0.5","52","-1.5",".314","97","sa598325"
"Carlos Lopez","Marlins (AA)","25","502","6.8 %","13.1 %","0.52",".259",".308",".363",".671",".104","3.4",".289","-0.6","50","-5.9",".314","89","sa550060"
"Jake Cave","Yankees (AA)","22","563","7.6 %","17.4 %","0.44",".269",".330",".345",".674",".075","6.2",".327","2.1","60","-2.0",".313","97","sa597983"
"Aderlin Rodriguez","- - -","23","401","5.2 %","20.0 %","0.26",".234",".277",".409",".685",".175","2.9",".261","-0.7","41","-3.4",".312","93","sa511026"
"Cal Towey","Angels (AA)","25","385","14.5 %","28.6 %","0.51",".215",".340",".304",".644",".089","5.8",".314","0.6","39","-6.0",".307","86","sa579778"
"Stetson Allie","Pirates (AA)","24","469","10.0 %","28.8 %","0.35",".205",".293",".372",".665",".166","2.9",".256","0.0","47","-3.9",".307","92","sa548192"
"Rando Moreno","Giants (AA)","23","484","6.4 %","12.8 %","0.50",".275",".324",".340",".664",".065","5.2",".318","-1.2","49","-4.2",".306","92","sa597695"
"Tyrone Taylor","Brewers (AA)","21","504","6.2 %","10.9 %","0.56",".260",".312",".337",".649",".077","4.5",".288","-0.5","47","-8.8",".306","84","sa657979"
"Stuart Turner","Twins (AA)","23","379","11.9 %","18.2 %","0.65",".223",".322",".306",".628",".083","4.1",".268","0.1","35","-7.1",".304","83","15207"
"Jacob Hannemann","Cubs (AA)","24","485","6.6 %","23.3 %","0.28",".233",".291",".362",".652",".129","8.2",".298","2.9","45","-9.2",".304","83","15644"
"Noel Cuevas","Rockies (AA)","23","444","3.8 %","19.6 %","0.20",".264",".305",".355",".660",".091","6.4",".325","1.5","44","-5.0",".303","90","sa549566"
"Sherman Johnson","Angels (AA)","24","591","15.1 %","17.3 %","0.87",".204",".325",".314",".639",".110","5.7",".240","2.3","57","-11.3",".303","84","sa658344"
"Yadir Drake","Dodgers (AA)","25","399","7.0 %","10.3 %","0.68",".269",".323",".335",".658",".066","2.1",".291","-1.2","38","-8.1",".301","83","sa869674"
"Keury De La Cruz","Red Sox (AA)","23","433","5.3 %","21.9 %","0.24",".240",".282",".375",".658",".136","3.5",".290","-1.8","42","-5.7",".300","88","sa506223"
"Joey DeMichele","White Sox (AA)","24","541","7.4 %","22.0 %","0.34",".246",".307",".328",".635",".082","6.3",".320","1.2","48","-11.8",".300","80","sa621612"
"D.J. Peterson","Mariners (AA)","23","393","7.9 %","22.9 %","0.34",".223",".290",".346",".636",".123","4.8",".279","0.9","35","-8.6",".300","80","sa549926"
"Myles Schroder","Giants (AA)","27","406","5.2 %","20.7 %","0.25",".252",".303",".347",".650",".095","5.4",".304","0.4","39","-5.5",".300","88","sa392193"
"K.C. Hobson","Blue Jays (AA)","24","540","6.3 %","19.6 %","0.32",".240",".288",".367",".654",".126","2.1",".276","0.1","51","-7.9",".298","87","sa501541"
"Mitch Delfino","Giants (AA)","24","494","8.3 %","14.6 %","0.57",".256",".316",".319",".636",".063","3.1",".295","-0.1","46","-7.8",".297","85","sa579278"
"Brian Hernandez","Angels (AA)","26","569","7.2 %","17.2 %","0.42",".250",".302",".349",".651",".099","2.0",".288","-0.6","52","-13.7",".296","79","sa503330"
"Luis Domoromo","Padres (AA)","23","438","4.8 %","21.0 %","0.23",".262",".300",".346",".646",".083","5.6",".328","0.6","40","-10.5",".296","79","sa507248"
"Bruce Maxwell","Athletics (AA)","24","381","10.2 %","14.2 %","0.72",".243",".321",".308",".629",".065","1.3",".282","-0.7","35","-9.2",".296","79","13866"
"Heiker Meneses","Twins (AA)","23","386","6.2 %","18.7 %","0.33",".259",".317",".300",".617",".041","5.5",".324","-1.1","33","-9.7",".296","77","sa506229"
"Ian Miller","Mariners (AA)","23","384","7.6 %","13.8 %","0.55",".254",".310",".320",".630",".066","7.2",".295","0.6","33","-9.7",".296","77","sa738894"
"Trever Adams","Rangers (AA)","26","380","7.6 %","28.9 %","0.26",".230",".290",".349",".639",".119","4.9",".312","0.1","34","-10.0",".294","77","sa546549"
"Oscar Tejeda","Red Sox (AA)","25","421","6.2 %","18.3 %","0.34",".247",".295",".339",".634",".092","3.8",".297","-1.2","38","-8.0",".293","83","sa392406"
"Kevin Nolan","Blue Jays (AA)","27","446","6.3 %","10.5 %","0.60",".246",".294",".346",".641",".101","4.7",".262","0.0","40","-8.6",".292","82","sa502042"
"Pat Valaika","Rockies (AA)","22","512","5.9 %","22.9 %","0.26",".235",".281",".361",".642",".126","6.6",".292","1.0","46","-10.0",".292","82","14885"
"Preston Beck","Rangers (AA)","24","386","10.1 %","15.5 %","0.65",".224",".303",".327",".630",".102","5.6",".256","0.5","34","-10.7",".291","76","sa621361"
"Teoscar Hernandez","Astros (AA)","22","514","6.4 %","24.5 %","0.26",".219",".275",".362",".637",".143","7.6",".261","3.4","45","-14.7",".290","75","13066"
"Brian Goodwin","Nationals (AA)","24","472","8.1 %","19.7 %","0.41",".226",".290",".340",".631",".114","6.1",".269","0.2","42","-9.7",".290","81","12858"
"Hunter Dozier","Royals (AA)","23","523","8.6 %","28.9 %","0.30",".213",".281",".349",".631",".137","4.4",".283","0.0","45","-15.4",".290","75","15117"
"Drew Maggi","Angels (AA)","26","483","9.3 %","17.0 %","0.55",".242",".322",".284",".606",".043","4.9",".298","0.5","41","-14.6",".288","74","sa549144"
"Garabez Rosa","Orioles (AA)","25","398","4.0 %","18.1 %","0.22",".253",".290",".334",".624",".082","3.3",".301","-2.6","34","-9.0",".287","79","sa455978"
"Justin O'Conner","Rays (AA)","23","444","2.9 %","29.1 %","0.10",".231",".255",".371",".625",".140","6.1",".308","1.1","36","-13.9",".287","72","sa548314"
"Luis Mendez","Rangers (AA)","22","378","7.7 %","19.0 %","0.40",".239",".304",".310",".614",".072","5.1",".294","-1.8","32","-11.8",".287","73","sa548109"
"Ozzie Martinez","Orioles (AA)","27","477","7.5 %","13.6 %","0.55",".252",".310",".303",".613",".051","4.1",".290","0.2","41","-11.1",".287","79","3900"
"Connor Harrell","Tigers (AA)","24","482","6.0 %","25.9 %","0.23",".222",".286",".328",".614",".106","4.8",".293","-0.8","41","-11.5",".286","78","sa658840"
"Diego Goris","Padres (AA)","24","402","3.0 %","13.7 %","0.22",".253",".278",".349",".626",".096","2.8",".282","-1.1","33","-13.6",".284","71","sa507199"
"Shane Opitz","Blue Jays (AA)","23","391","5.6 %","12.5 %","0.45",".240",".283",".335",".618",".095","5.2",".269","-0.2","33","-10.3",".283","76","sa549070"
"Breyvic Valera","Cardinals (AA)","23","401","8.5 %","6.7 %","1.26",".236",".301",".297",".598",".061","3.1",".246","-1.6","32","-14.4",".281","69","12758"
"James Robbins","Tigers (AA)","24","406","3.7 %","22.7 %","0.16",".236",".272",".338",".609",".101","4.0",".298","0.1","33","-11.6",".280","74","sa502680"
"Gabriel Guerrero","- - -","21","488","4.7 %","22.1 %","0.21",".222",".258",".343",".602",".122","6.4",".272","1.3","36","-18.5",".279","66","sa596948"
"Matt Lipka","Braves (AA)","23","432","3.7 %","14.8 %","0.25",".246",".279",".311",".590",".065","6.2",".285","1.1","31","-16.9",".277","65","sa548175"
"Wade Gaynor","Tigers (AA)","27","393","6.9 %","25.7 %","0.27",".193",".247",".333",".581",".140","5.0",".233","0.4","28","-15.2",".266","65","sa501211"
"Jared King","Mets (AA)","23","455","6.2 %","16.7 %","0.37",".214",".262",".286",".548",".071","3.3",".249","-1.8","28","-21.4",".255","57","sa621638"
"Cito Culver","Yankees (AA)","22","390","5.6 %","23.6 %","0.24",".199",".249",".279",".528",".080","5.9",".258","0.8","22","-20.8",".247","51","sa548315"
