"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Byron Wiley","Reds (A)","22","466","16.3 %","24.5 %","0.67",".275",".395",".461",".856",".186","5.4",".356","-0.8","80","24.2",".395","143","sa454947"
"Alexi Amarista","Angels (A)","20","557","9.0 %","11.0 %","0.82",".319",".390",".468",".857",".149","7.8",".356","-0.9","95","28.4",".394","142","9063"
"Nate Recknagel","Indians (A)","23","399","12.3 %","18.3 %","0.67",".280",".379",".482",".862",".202","3.8",".318","-1.4","67","20.5",".390","144","sa454575"
"Brian Van Kirk","Blue Jays (A)","23","440","13.6 %","21.6 %","0.63",".278",".389",".451",".840",".173","4.3",".341","0.9","74","21.0",".389","140","sa262432"
"Ramon Santana","Twins (A)","23","434","11.5 %","21.7 %","0.53",".296",".384",".453",".837",".156","4.0",".370","-2.3","72","19.7",".386","138","sa396254"
"Jeremy Synan","Marlins (A)","22","417","7.9 %","20.1 %","0.39",".291",".353",".483",".835",".192","3.1",".340","-1.8","67","18.1",".380","137","sa456099"
"Tony Delmonico","Dodgers (A)","22","428","10.7 %","20.1 %","0.53",".285",".383",".430",".813",".145","4.6",".349","0.9","69","17.2",".380","133","sa454730"
"Anthony Hatch","Dodgers (A)","25","537","9.5 %","13.0 %","0.73",".294",".363",".463",".827",".169","5.4",".325","0.2","86","21.1",".378","133","sa290365"
"Bryan Pounds","Tigers (A)","23","417","13.7 %","20.9 %","0.66",".284",".399",".402",".801",".117","3.5",".366","-0.5","66","16.2",".378","132","sa455338"
"Ben Lasater","Marlins (A)","25","537","7.3 %","22.2 %","0.33",".290",".352",".468",".820",".178","4.0",".351","0.1","84","21.2",".374","134","sa389264"
"Josh Satin","Mets (A)","24","520","14.0 %","19.8 %","0.71",".284",".385",".418",".803",".134","1.7",".352","-1.5","81","20.2",".374","133","6788"
"Rebel Ridling","Cubs (A)","23","586","6.8 %","16.2 %","0.42",".310",".357",".466",".823",".157","2.8",".347","-0.1","91","20.8",".373","130","sa454798"
"Scott Savastano","Mariners (A)","23","481","11.6 %","15.4 %","0.76",".300",".390",".404",".795",".104","6.2",".351","1.9","75","16.6",".372","129","sa389423"
"Johermyn Chavez","Blue Jays (A)","20","569","7.0 %","24.1 %","0.29",".283",".346",".474",".821",".191","6.0",".344","-0.6","88","19.6",".372","129","sa328855"
"Allan Dykstra","Padres (A)","22","537","19.4 %","19.2 %","1.01",".226",".397",".375",".771",".148","3.1",".271","-0.8","83","18.2",".371","128","9113"
"Ryan Flaherty","Cubs (A)","22","543","9.2 %","18.0 %","0.51",".276",".344",".470",".814",".194","5.1",".307","-1.2","83","18.1",".371","128","7888"
"Corban Joseph","Yankees (A)","20","436","11.2 %","14.0 %","0.80",".300",".381",".418",".799",".118","5.2",".345","-0.7","67","15.8",".370","131","5503"
"Tyler Moore","Nationals (A)","22","477","8.4 %","23.3 %","0.36",".297",".363",".447",".809",".150","2.7",".375","-0.7","73","17.2",".370","131","7244"
"Andy D'Alessio","Giants (A)","24","382","8.9 %","22.5 %","0.40",".300",".361",".443",".804",".143","3.1",".378","-0.8","58","13.6",".369","130","sa327106"
"Ronnie Welty","Orioles (A)","21","491","9.4 %","24.4 %","0.38",".290",".373",".425",".797",".135","4.9",".380","0.3","75","17.4",".369","130","sa455432"
"Jaime Pedroza","Dodgers (A)","22","609","12.8 %","26.6 %","0.48",".260",".361",".433",".793",".173","7.5",".347","1.2","92","19.0",".368","126","sa389397"
"Jordan Lennerton","Tigers (A)","23","505","12.7 %","25.1 %","0.50",".282",".370",".434",".804",".152","1.5",".365","-0.8","76","15.3",".367","125","sa455610"
"Josh Mazzola","Giants (A)","23","548","6.8 %","22.6 %","0.30",".284",".347",".455",".802",".171","4.7",".345","0.3","82","18.3",".367","129","sa455891"
"Brock Kjeldgaard","Brewers (A)","23","549","10.6 %","31.3 %","0.34",".250",".342",".458",".800",".208","5.3",".341","-0.2","82","16.2",".366","124","sa326252"
"Daniel Robertson","Padres (A)","23","503","9.9 %","10.1 %","0.98",".296",".380",".398",".778",".102","5.8",".322","-0.3","75","14.7",".365","124","6266"
"Brett Lawrie","Brewers (A)","19","423","9.7 %","16.5 %","0.59",".274",".348",".454",".802",".180","6.0",".302","-0.9","63","12.3",".365","124","5247"
"Mike McDade","Blue Jays (A)","20","447","7.2 %","24.4 %","0.29",".277",".336",".466",".801",".189","1.7",".340","-0.1","67","12.9",".365","124","sa389194"
"Calvin Anderson","Pirates (A)","22","423","7.8 %","26.0 %","0.30",".274",".347",".446",".793",".172","4.3",".353","-0.4","62","13.2",".364","127","sa455189"
"Nate Tenbrink","Mariners (A)","22","527","8.9 %","19.7 %","0.45",".282",".357",".431",".788",".149","6.9",".340","1.0","78","14.2",".362","122","sa454946"
"Gustavo Nunez","Tigers (A)","21","514","4.9 %","12.1 %","0.40",".315",".360",".425",".785",".110","8.4",".351","-1.6","76","13.7",".362","122","sa446859"
"Ben Guez","Tigers (A)","22","438","4.1 %","21.7 %","0.19",".275",".320",".483",".802",".208","7.5",".330","0.4","64","11.6",".362","122","sa454544"
"Roberto Lopez","Angels (A)","23","420","9.5 %","12.4 %","0.77",".271",".365",".415",".780",".144","3.2",".284","-2.0","62","11.1",".362","122","sa454598"
"Corey Kemp","Brewers (A)","23","434","12.4 %","16.8 %","0.74",".282",".376",".397",".772",".115","2.4",".338","-1.2","64","11.4",".361","122","sa454588"
"Steve Lombardozzi","Nationals (A)","20","576","10.8 %","13.9 %","0.78",".296",".375",".395",".771",".099","6.5",".343","0.0","83","16.3",".360","124","5422"
"Mark Thompson","Indians (A)","24","375","10.4 %","19.5 %","0.53",".257",".358",".408",".766",".151","5.0",".299","-0.1","54","10.2",".358","123","sa388400"
"Angel Morales","Twins (A)","19","418","7.2 %","24.9 %","0.29",".266",".329",".455",".784",".189","7.7",".332","1.2","60","9.7",".357","119","sa390382"
"Nick Francis","Royals (A)","23","447","6.3 %","27.3 %","0.23",".275",".320",".467",".787",".193","6.0",".350","0.0","64","9.8",".356","118","sa327819"
"Cody Puckett","Reds (A)","22","538","7.2 %","25.7 %","0.28",".263",".325",".459",".783",".195","5.9",".327","3.3","76","11.4",".355","118","sa454975"
"Donnie Webb","Indians (A)","23","525","7.6 %","21.0 %","0.36",".289",".351",".420",".771",".132","7.9",".362","3.0","74","12.7",".354","121","sa454797"
"Beau Brooks","Angels (A)","21","399","16.8 %","21.6 %","0.78",".248",".378",".366",".744",".118","5.5",".318","0.5","56","8.0",".353","117","sa455344"
"Scott Robinson","Rockies (A)","20","541","3.7 %","20.5 %","0.18",".309",".349",".415",".764",".106","8.1",".390","3.6","75","12.3",".352","119","sa328459"
"Harold Garcia","Phillies (A)","22","502","5.8 %","19.9 %","0.29",".291",".350",".414",".765",".124","7.5",".352","3.2","70","11.2",".352","119","sa455748"
"Dusty Coleman","Athletics (A)","22","394","10.2 %","29.2 %","0.35",".254",".345",".410",".756",".156","7.0",".359","0.2","55","7.3",".351","115","8979"
"Brandon Short","White Sox (A)","20","390","6.9 %","20.0 %","0.35",".284",".342",".417",".759",".133","6.8",".346","1.8","54","8.2",".350","118","sa455526"
"Dee Gordon","Dodgers (A)","21","601","7.2 %","15.0 %","0.48",".301",".362",".394",".756",".093","8.9",".355","3.9","83","10.6",".350","115","8203"
"Will Middlebrooks","Red Sox (A)","20","427","11.2 %","28.8 %","0.39",".265",".349",".404",".753",".139","4.9",".372","-0.5","59","8.9",".350","118","7002"
"Alfredo Silverio","Dodgers (A)","22","523","5.0 %","19.9 %","0.25",".284",".320",".457",".777",".173","4.8",".334","-1.8","72","8.8",".349","114","sa392355"
"Robbie Grossman","Pirates (A)","19","535","14.0 %","30.7 %","0.46",".266",".373",".355",".728",".089","6.4",".408","1.8","72","9.8",".347","116","5254"
"Carlos Mendez","Reds (A)","22","496","5.8 %","10.1 %","0.58",".308",".345",".407",".752",".099","5.1",".330","0.3","67","6.9",".345","112","sa392408"
"Ryan Dent","Red Sox (A)","20","411","11.9 %","27.3 %","0.44",".252",".350",".391",".741",".139","6.9",".351","1.2","55","7.2",".345","115","sa389941"
"Justin McClanahan","Blue Jays (A)","23","437","5.7 %","25.9 %","0.22",".261",".328",".420",".748",".159","5.0",".331","-0.8","58","5.8",".345","111","sa454918"
"Jimmy Cesario","Rockies (A)","23","536","5.8 %","14.2 %","0.41",".285",".333",".418",".751",".133","5.2",".314","-1.2","71","8.8",".344","114","sa462937"
"Sean Ratliff","Mets (A)","22","509","6.1 %","25.7 %","0.24",".265",".312",".451",".763",".186","6.2",".332","-0.5","68","8.4",".344","114","sa454533"
"Raul Reyes","Mets (A)","22","425","9.9 %","22.8 %","0.43",".253",".333",".415",".748",".162","4.7",".318","-1.2","56","6.9",".344","114","sa328741"
"Blake Tekotte","Padres (A)","22","610","11.1 %","15.9 %","0.70",".258",".345",".396",".741",".138","6.3",".292","0.8","81","7.8",".344","111","8810"
"Jose Pirela","Yankees (A)","19","447","8.3 %","14.5 %","0.57",".295",".354",".381",".736",".087","5.8",".350","-1.7","59","7.1",".343","114","5485"
"Jake Elmore","Diamondbacks (A)","22","457","13.3 %","12.0 %","1.11",".258",".365",".351",".716",".093","5.4",".293","-0.5","60","5.4",".343","110","7290"
"Kevin Mattison","Marlins (A)","23","408","7.8 %","19.9 %","0.40",".250",".323",".422",".746",".172","7.2",".280","5.6","54","6.2",".343","113","6635"
"Isaias Velasquez","Rays (A)","21","478","7.5 %","15.5 %","0.49",".278",".342",".390",".733",".112","6.5",".331","0.9","62","6.6",".341","112","sa392362"
"Karexon Sanchez","Indians (A)","21","542","12.9 %","25.1 %","0.51",".234",".350",".375",".725",".141","6.5",".309","0.6","71","7.4",".340","112","sa392360"
"Jeremy Barfield","Athletics (A)","20","460","10.4 %","21.3 %","0.49",".262",".343",".389",".732",".126","2.9",".325","-2.0","60","4.6",".340","108","sa327073"
"Gabe Jacobo","Angels (A)","22","489","6.3 %","17.2 %","0.37",".257",".317",".427",".744",".170","5.7",".292","-2.3","63","4.5",".339","108","sa454609"
"Jason Christian","Athletics (A)","22","378","10.8 %","18.3 %","0.59",".261",".341",".385",".726",".124","7.6",".307","4.3","49","3.5",".339","108","sa454572"
"Yoel Campusano","Braves (A)","22","421","6.7 %","12.4 %","0.54",".288",".343",".387",".730",".099","5.9",".319","0.3","54","5.3",".339","111","sa455599"
"Jake Shaffer","Mariners (A)","21","381","4.5 %","16.5 %","0.27",".285",".318",".420",".738",".135","4.5",".329","-1.2","49","3.1",".338","107","sa455231"
"Joe Mahoney","Orioles (A)","22","433","6.9 %","21.5 %","0.32",".278",".331",".408",".739",".129","8.7",".344","5.2","56","5.1",".338","110","8179"
"Justin Parker","Diamondbacks (A)","22","379","12.9 %","20.3 %","0.64",".252",".349",".373",".722",".121","3.2",".313","-0.9","49","2.9",".337","106","sa454617"
"David Christensen","Rockies (A)","21","473","5.5 %","35.1 %","0.16",".234",".293",".452",".745",".218","8.4",".332","1.6","60","5.2",".337","109","sa326520"
"Travis d'Arnaud","Phillies (A)","20","540","7.6 %","13.9 %","0.55",".255",".319",".419",".738",".164","4.4",".273","-0.3","69","5.9",".337","109","7739"
"Adam Abraham","Indians (A)","22","388","9.3 %","15.2 %","0.61",".257",".334",".389",".724",".133","3.5",".292","-1.0","49","4.2",".337","109","sa454574"
"Abraham Almonte","Yankees (A)","20","484","7.2 %","16.7 %","0.43",".280",".333",".391",".724",".111","8.4",".331","4.9","61","4.5",".335","108","5486"
"Brent Wyatt","Tigers (A)","24","577","11.6 %","12.3 %","0.94",".242",".360",".335",".694",".093","7.0",".276","0.7","72","2.9",".334","104","sa455039"
"Eric Campbell","Mets (A)","22","395","12.2 %","14.4 %","0.84",".248",".347",".360",".707",".112","3.0",".282","-0.6","49","3.4",".334","107","6938"
"Melky Mesa","Yankees (A)","22","570","8.9 %","29.5 %","0.30",".225",".309",".423",".731",".197","7.4",".293","0.9","71","4.7",".333","107","447"
"David Wood","Royals (A)","24","445","6.5 %","15.7 %","0.41",".270",".318",".406",".724",".136","4.9",".307","-0.4","55","1.8",".333","103","sa389434"
"Peter Hissey","Red Sox (A)","19","425","9.2 %","20.7 %","0.44",".279",".356",".347",".702",".068","7.0",".361","0.5","53","3.2",".332","106","sa454542"
"Robert Jacobsen","Nationals (A)","24","417","5.8 %","23.0 %","0.25",".285",".332",".386",".718",".102","4.9",".373","-0.6","52","2.9",".332","106","sa328156"
"Tim Beckham","Rays (A)","19","537","6.3 %","21.6 %","0.29",".275",".328",".389",".717",".114","5.1",".347","-1.7","66","3.7",".331","106","7949"
"Tyler Kolodny","Orioles (A)","21","429","9.8 %","22.6 %","0.43",".226",".332",".372",".704",".146","5.8",".281","0.2","53","2.8",".331","106","sa392074"
"Darwin Perez","Angels (A)","19","417","11.8 %","20.1 %","0.58",".261",".352",".341",".693",".080","5.7",".338","-0.8","51","0.8",".330","102","sa392746"
"Albert Cartwright","Astros (A)","21","404","8.9 %","22.8 %","0.39",".236",".330",".368",".698",".132","8.1",".299","1.1","49","2.0",".329","104","sa397967"
"Paul Gran","Marlins (A)","23","515","9.7 %","17.7 %","0.55",".261",".344",".350",".694",".089","5.2",".315","0.9","62","2.3",".328","104","sa454768"
"Matthew Crawford","Angels (A)","23","533","7.5 %","14.3 %","0.53",".285",".345",".352",".698",".068","5.3",".334","-2.1","64","0.2",".328","100","sa455345"
"Kyle Hudson","Orioles (A)","22","458","10.7 %","18.6 %","0.58",".284",".365",".314",".679",".030","5.9",".361","-0.6","55","1.7",".327","103","3658"
"Tyson Auer","Angels (A)","23","552","8.2 %","21.2 %","0.38",".277",".344",".346",".691",".069","7.6",".357","0.9","66","-0.5",".326","99","sa462418"
"Angel Castillo","Angels (A)","20","453","6.4 %","24.5 %","0.26",".242",".315",".389",".704",".148","5.8",".297","2.3","54","-0.8",".325","98","sa328819"
"Kevin Coddington","Reds (A)","21","399","6.0 %","15.3 %","0.39",".278",".329",".369",".698",".091","5.2",".327","1.3","47","-0.9",".325","98","sa456348"
"Mitch Dening","Red Sox (A)","20","437","8.9 %","21.7 %","0.41",".261",".333",".361",".693",".100","6.5",".336","1.7","52","0.6",".324","101","sa392404"
"Ozzie Lewis","Twins (A)","23","437","5.5 %","20.8 %","0.26",".272",".317",".384",".701",".112","3.7",".330","-0.4","51","-1.4",".323","97","sa389668"
"Quincy Latimore","Pirates (A)","20","513","4.5 %","22.6 %","0.20",".251",".295",".411",".706",".161","5.5",".308","-0.8","60","0.0",".323","100","sa389676"
"Jake Jefferies","Rays (A)","21","490","7.6 %","7.1 %","1.06",".261",".326",".359",".686",".098","4.0",".268","0.3","57","-0.3",".322","99","sa454447"
"Tyler Pastornicky","Blue Jays (A)","19","459","8.5 %","10.9 %","0.78",".269",".336",".346",".682",".077","8.7",".303","3.8","53","-2.0",".322","96","6777"
"Matt West","Rangers (A)","20","554","9.7 %","24.5 %","0.40",".234",".336",".335",".671",".102","5.1",".312","0.5","63","-1.1",".320","98","7980"
"Delta Cleary Jr.","Rockies (A)","19","446","7.0 %","19.5 %","0.36",".256",".315",".376",".691",".120","7.3",".308","1.7","51","-1.2",".319","98","sa463884"
"Jon Gilmore","White Sox (A)","20","547","6.2 %","15.2 %","0.41",".274",".322",".361",".683",".087","3.3",".317","-0.7","62","-2.0",".318","97","sa389913"
"Delvi Cid","Indians (A)","19","407","7.6 %","26.8 %","0.28",".271",".338",".334",".673",".064","7.0",".382","-0.2","46","-1.6",".317","97","sa455960"
"Luis Sumoza","Braves (A)","20","494","5.7 %","20.2 %","0.28",".271",".316",".364",".681",".093","3.6",".338","-2.3","55","-2.1",".317","96","sa328488"
"Rossmel Perez","Diamondbacks (A)","19","395","7.6 %","7.8 %","0.97",".272",".343",".317",".660",".045","1.8",".296","0.1","44","-3.3",".317","93","sa455612"
"Nate Hanson","Twins (A)","22","411","7.5 %","15.8 %","0.48",".253",".322",".353",".675",".100","5.0",".296","-0.1","46","-3.5",".316","93","sa455200"
"Matt Wallach","Dodgers (A)","23","397","9.6 %","17.4 %","0.55",".251",".327",".348",".674",".097","2.7",".299","-0.1","44","-3.5",".316","93","sa389937"
"Jay Austin","Astros (A)","18","435","7.1 %","17.9 %","0.40",".267",".320",".360",".680",".093","6.7",".330","-0.9","49","-2.1",".316","96","sa454430"
"Troy Hanzawa","Phillies (A)","23","472","5.1 %","21.2 %","0.24",".267",".325",".350",".675",".083","4.6",".340","-2.9","53","-2.4",".316","96","sa454580"
"Anthony Gose","Phillies (A)","18","573","6.1 %","19.2 %","0.32",".259",".323",".353",".676",".094","8.9",".324","6.7","64","-3.0",".316","96","5097"
"Nick Buss","Dodgers (A)","22","452","4.6 %","16.6 %","0.28",".260",".298",".392",".689",".132","6.6",".291","1.5","50","-4.2",".315","92","6835"
"James Beresford","Twins (A)","20","505","6.7 %","13.9 %","0.49",".289",".342",".313",".656",".024","3.6",".341","-1.8","55","-5.5",".313","91","4626"
"Miguel Rojas","Reds (A)","20","527","6.6 %","8.3 %","0.80",".273",".326",".339",".665",".066","4.6",".293","-0.7","58","-5.8",".313","91","7802"
"Ehire Adrianza","Giants (A)","19","448","9.4 %","14.7 %","0.64",".258",".333",".327",".660",".070","5.4",".300","0.7","49","-3.4",".312","93","8418"
"Drew Garcia","White Sox (A)","23","499","4.2 %","15.6 %","0.27",".269",".307",".371",".678",".103","4.4",".308","-1.3","54","-4.0",".312","93","sa455332"
"Mark Sobolewski","Blue Jays (A)","22","374","8.0 %","20.6 %","0.39",".249",".311",".355",".666",".106","5.0",".310","1.1","41","-4.5",".312","90","sa328117"
"Denny Almonte","Mariners (A)","20","445","5.6 %","33.3 %","0.17",".232",".277",".408",".685",".176","7.3",".328","0.2","48","-5.4",".312","90","sa390314"
"Wendell Fairley","Giants (A)","21","390","9.2 %","26.4 %","0.35",".243",".323",".333",".656",".090","3.4",".338","-1.4","42","-3.2",".312","93","sa389910"
"Travis Mattair","Phillies (A)","20","521","10.4 %","25.1 %","0.41",".236",".326",".333",".659",".098","5.8",".320","1.3","56","-4.9",".310","92","sa389235"
"Osvaldo Morales","Cardinals (A)","21","405","8.6 %","29.4 %","0.29",".216",".289",".385",".674",".169","2.1",".272","0.1","43","-5.5",".310","89","sa396228"
"Daniel Pertusati","Marlins (A)","19","492","6.9 %","15.7 %","0.44",".251",".316",".341",".656",".090","5.1",".296","-0.9","52","-4.9",".309","91","sa455260"
"Petey Paramore","Athletics (A)","22","389","14.1 %","14.1 %","1.00",".230",".344",".294",".638",".064","1.4",".263","-0.7","41","-5.4",".309","88","sa454459"
"Chris Nash","Indians (A)","22","463","6.3 %","21.4 %","0.29",".250",".314",".347",".661",".097","3.8",".310","-0.4","49","-4.6",".309","91","sa328237"
"Nelson Perez","Cubs (A)","21","458","4.6 %","28.4 %","0.16",".251",".288",".391",".679",".141","4.5",".329","0.3","48","-6.8",".308","88","sa392846"
"Anthony Scelfo","Rays (A)","22","540","7.6 %","19.6 %","0.39",".244",".307",".351",".659",".107","5.3",".293","-2.4","57","-6.2",".307","90","sa454967"
"Steven Souza Jr.","Nationals (A)","20","514","10.5 %","22.6 %","0.47",".237",".325",".318",".643",".081","5.7",".306","0.6","54","-6.2",".307","90","5667"
"Alfredo Marte","Diamondbacks (A)","20","506","4.9 %","15.4 %","0.32",".251",".294",".364",".658",".114","4.1",".287","0.1","52","-8.8",".305","86","5212"
"Juan Perez","Giants (A)","22","484","4.8 %","20.9 %","0.23",".244",".283",".383",".665",".139","6.5",".291","1.8","50","-6.9",".304","88","5371"
"Michael Sheridan","Rays (A)","21","486","5.3 %","7.8 %","0.68",".238",".278",".391",".670",".154","4.5",".229","-0.2","50","-6.9",".304","88","sa454543"
"Balbino Fuenmayor","Blue Jays (A)","19","435","2.1 %","27.4 %","0.08",".263",".279",".384",".663",".122","3.4",".345","-1.1","44","-8.6",".302","83","sa356978"
"Xavier Avery","Orioles (A)","19","509","5.3 %","21.8 %","0.24",".262",".306",".340",".647",".078","7.4",".337","1.7","51","-8.1",".302","86","8471"
"Rey Navarro","Diamondbacks (A)","19","493","5.5 %","17.2 %","0.32",".262",".308",".339",".647",".078","6.2",".319","0.6","49","-9.9",".301","83","6008"
"Luis Nunez","Mariners (A)","22","465","4.3 %","15.1 %","0.29",".284",".317",".324",".641",".040","4.5",".335","-2.4","47","-9.4",".301","83","sa381342"
"Juan Sanchez","Brewers (A)","22","423","5.4 %","18.0 %","0.30",".253",".310",".324",".634",".071","4.6",".310","-1.4","42","-9.0",".300","82","sa455758"
"Oscar Tejeda","Red Sox (A)","19","412","7.3 %","21.6 %","0.34",".257",".311",".332",".643",".076","4.3",".321","-1.7","41","-7.3",".299","85","sa392406"
"Jon Waltenbury","Twins (A)","21","444","9.2 %","20.5 %","0.45",".236",".306",".326",".632",".090","3.9",".293","0.1","44","-9.9",".298","81","sa326844"
"Wilmer Flores","Mets (A)","17","528","4.2 %","13.6 %","0.31",".264",".305",".332",".637",".068","3.0",".301","-0.9","51","-10.4",".296","83","5827"
"Taylor Grote","Yankees (A)","20","470","10.2 %","29.6 %","0.35",".232",".311",".313",".624",".081","3.8",".335","0.1","45","-9.4",".296","83","sa390629"
"Michael Hollander","Rangers (A)","23","410","7.1 %","16.6 %","0.43",".242",".307",".315",".623",".073","3.9",".286","-1.0","39","-8.7",".294","82","sa455004"
"Junior Lake","Cubs (A)","19","491","3.7 %","28.1 %","0.13",".248",".277",".365",".642",".117","7.0",".335","-1.0","46","-12.7",".294","79","4672"
"Kenny Wilson","Blue Jays (A)","19","373","9.4 %","26.5 %","0.35",".212",".306",".305",".612",".093","8.2",".287","2.3","35","-9.7",".294","78","sa454437"
"Michael Harrington","Twins (A)","23","406","7.4 %","24.1 %","0.31",".228",".286",".349",".635",".121","3.8",".298","0.1","38","-10.6",".294","78","sa454602"
"Eduardo Escobar","White Sox (A)","20","514","5.6 %","17.7 %","0.32",".256",".300",".328",".627",".071","7.4",".311","1.3","48","-11.9",".292","80","6153"
"Raymond Kruml","Yankees (A)","23","415","6.3 %","24.1 %","0.26",".246",".297",".322",".619",".076","7.5",".325","2.4","38","-10.2",".290","79","sa454860"
"Samuel Sime","Braves (A)","22","396","5.8 %","19.9 %","0.29",".242",".289",".329",".618",".087","6.4",".302","-0.4","36","-10.2",".289","78","sa390694"
"Charlie Culberson","Giants (A)","20","558","5.9 %","19.7 %","0.30",".246",".303",".306",".610",".061","6.0",".308","1.1","51","-14.4",".288","78","3298"
"L.J. Hoes","Orioles (A)","19","465","4.9 %","17.2 %","0.29",".260",".299",".318",".617",".058","4.6",".312","1.7","42","-12.1",".288","78","6656"
"Jared Bolden","Rangers (A)","22","416","9.1 %","21.4 %","0.43",".238",".308",".293",".601",".054","6.9",".307","1.0","37","-11.6",".286","76","sa454964"
"Jefry Marte","Mets (A)","18","526","4.8 %","22.2 %","0.21",".233",".279",".338",".617",".105","5.3",".291","-1.3","46","-15.0",".285","76","5107"
"Alberto Diaz","Diamondbacks (A)","20","473","5.9 %","23.0 %","0.26",".232",".288",".321",".609",".089","2.7",".291","0.1","41","-15.6",".285","73","sa455608"
"Frederick Parejo","Cardinals (A)","18","379","9.2 %","14.5 %","0.64",".221",".294",".307",".600",".086","3.9",".256","-1.8","33","-12.8",".284","72","sa396229"
"Franklin Hernandez","Athletics (A)","22","485","4.7 %","23.7 %","0.20",".225",".269",".344",".612",".119","5.4",".287","-0.1","41","-17.0",".282","71","sa392779"
"Elvin Polanco","Orioles (A)","22","492","4.7 %","22.8 %","0.21",".246",".282",".329",".611",".083","1.4",".309","-1.2","42","-15.1",".282","74","sa396241"
"Jose Bonilla","Royals (A)","20","387","7.5 %","23.8 %","0.32",".217",".281",".311",".591",".094","5.2",".277","-0.6","32","-14.4",".279","69","sa394062"
"Patrick Norris","Royals (A)","23","430","7.2 %","18.6 %","0.39",".244",".304",".272",".576",".028","7.9",".306","5.1","35","-16.5",".278","68","sa388981"
"Greg Miclat","Orioles (A)","21","454","9.3 %","17.4 %","0.53",".228",".299",".273",".571",".045","6.3",".281","2.3","36","-16.8",".274","68","sa454552"
"Braeden Schlehuber","Braves (A)","21","388","4.6 %","15.2 %","0.31",".199",".265",".308",".573",".108","4.5",".225","0.4","30","-15.3",".271","66","sa454529"
"Chris Curran","Nationals (A)","21","464","5.4 %","22.4 %","0.24",".213",".269",".277",".546",".064","6.9",".277","0.3","32","-22.5",".259","58","sa455157"
"Dominic De La Osa","Twins (A)","23","411","8.0 %","20.9 %","0.38",".205",".283",".251",".534",".046","5.0",".264","-0.6","28","-21.8",".259","56","sa388364"
"Tyler Massey","Rockies (A)","19","436","5.3 %","22.9 %","0.23",".220",".261",".290",".551",".069","4.9",".283","-2.3","29","-22.0",".256","57","sa455277"
"Ryan Barba","Braves (A)","24","424","6.1 %","17.5 %","0.35",".201",".260",".270",".530",".069","4.0",".243","0.6","27","-22.5",".253","55","sa329490"
