"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Austin Barnes","Dodgers (AAA)","26","385","11.2 %","13.8 %","0.81",".295",".380",".443",".824",".149","7.3",".335","2.2","60","11.3",".370","123","12158"
"Casey McGehee","Tigers (AAA)","33","480","7.9 %","15.2 %","0.52",".317",".373",".443",".816",".126","3.0",".368","-0.2","69","18.0",".367","135","6086"
"Brock Stassi","Phillies (AAA)","26","442","13.6 %","17.2 %","0.79",".267",".369",".437",".806",".171","2.0",".302","-0.8","63","16.0",".365","134","12244"
"Drew Robinson","Rangers (AAA)","24","539","12.2 %","27.5 %","0.45",".257",".350",".480",".830",".223","6.9",".332","1.0","81","13.5",".365","120","11761"
"Mike Freeman","- - -","28","503","10.1 %","18.7 %","0.54",".314",".385",".419",".805",".105","6.5",".389","1.8","75","11.7",".363","118","11241"
"Gorkys Hernandez","Giants (AAA)","28","503","10.3 %","15.3 %","0.68",".302",".382",".421",".803",".119","5.5",".349","-1.9","75","11.3",".362","118","4146"
"Jorge Bonifacio","Royals (AAA)","23","558","9.1 %","23.3 %","0.39",".277",".351",".461",".812",".184","5.6",".339","0.2","82","11.4",".359","116","12174"
"Steven Moya","Tigers (AAA)","24","426","3.5 %","22.5 %","0.16",".284",".310",".501",".811",".218","4.8",".327","0.4","59","13.5",".359","130","11854"
"Brett Nicholas","Rangers (AAA)","27","447","8.5 %","19.7 %","0.43",".288",".351",".458",".809",".170","2.8",".338","-0.6","65","8.5",".357","115","11192"
"Jaff Decker","Rays (AAA)","26","417","14.1 %","18.9 %","0.75",".255",".366",".421",".787",".166","5.4",".295","0.7","57","12.7",".357","129","7945"
"Kennys Vargas","Twins (AAA)","25","402","16.4 %","22.1 %","0.74",".233",".361",".424",".785",".191","2.4",".270","0.0","55","12.1",".357","128","12101"
"Jesse Winker","Reds (AAA)","22","448","13.2 %","13.2 %","1.00",".303",".397",".384",".782",".082","0.8",".347","-0.3","61","13.2",".356","128","13590"
"Jon Kemmer","Astros (AAA)","25","452","8.4 %","28.3 %","0.30",".265",".334",".477",".811",".211","4.6",".342","-2.9","65","7.9",".356","114","sa738208"
"Jesus Montero","Blue Jays (AAA)","26","518","4.4 %","15.1 %","0.29",".317",".349",".438",".787",".121","2.0",".357","-0.1","70","14.7",".355","127","5514"
"Brian Goodwin","Nationals (AAA)","25","492","9.3 %","21.5 %","0.43",".280",".349",".438",".787",".158","4.4",".336","1.6","66","13.9",".354","127","12858"
"Hernan Iribarren","Reds (AAA)","32","410","8.0 %","14.6 %","0.55",".327",".380",".410",".790",".083","2.5",".381","-1.5","55","11.6",".354","127","4177"
"Jared Hoying","Rangers (AAA)","27","435","8.5 %","17.9 %","0.47",".269",".336",".474",".810",".205","7.3",".297","1.7","62","6.9",".354","113","10882"
"Ben Gamel","Yankees (AAA)","24","533","8.1 %","17.6 %","0.46",".308",".365",".420",".785",".112","6.4",".370","0.5","71","14.6",".353","126","12160"
"Johnny Monell","Mets (AAA)","30","461","8.0 %","16.5 %","0.49",".276",".336",".470",".806",".194","3.6",".294","0.3","65","7.1",".353","112","2783"
"Jesus Aguilar","Indians (AAA)","26","578","9.2 %","19.0 %","0.48",".247",".319",".472",".791",".225","0.9",".255","-0.3","77","15.6",".353","125","11342"
"Todd Cunningham","Angels (AAA)","27","417","12.2 %","13.4 %","0.91",".278",".378",".387",".765",".109","6.5",".314","2.3","58","5.8",".351","111","10822"
"Trey Mancini","Orioles (AAA)","24","536","9.0 %","22.9 %","0.39",".280",".349",".427",".775",".147","3.7",".351","-0.7","71","13.8",".351","124","15149"
"Donovan Solano","Yankees (AAA)","28","546","4.6 %","14.5 %","0.32",".319",".349",".436",".785",".117","3.4",".361","-0.3","72","14.0",".351","124","8623"
"John Andreoli","Cubs (AAA)","26","617","15.2 %","26.3 %","0.58",".256",".374",".396",".770",".140","7.8",".347","3.1","86","8.3",".351","111","sa577764"
"Matt Skole","Nationals (AAA)","26","573","11.5 %","20.8 %","0.55",".244",".337",".437",".774",".192","2.7",".273","0.1","75","13.9",".349","123","sa526563"
"Dilson Herrera","- - -","22","469","8.1 %","18.6 %","0.44",".274",".335",".456",".791",".182","4.9",".312","-2.6","64","6.5",".349","112","14335"
"Corey Brown","Dodgers (AAA)","30","469","8.7 %","33.0 %","0.26",".249",".314",".493",".807",".244","6.5",".333","-0.5","65","5.4",".348","109","2650"
"Jaycob Brugman","Athletics (AAA)","24","433","8.3 %","20.3 %","0.41",".295",".352",".438",".790",".142","4.7",".358","-0.4","59","4.7",".348","109","14936"
"Kaleb Cowart","Angels (AAA)","24","458","8.1 %","21.8 %","0.37",".280",".340",".452",".792",".171","6.8",".347","1.7","63","5.0",".348","109","11494"
"Erik Gonzalez","Indians (AAA)","24","460","4.1 %","19.1 %","0.22",".296",".329",".450",".779",".154","4.5",".349","-1.6","60","10.6",".348","122","13369"
"Adam Brett Walker","Twins (AAA)","24","531","8.3 %","38.0 %","0.22",".243",".305",".479",".784",".236","5.2",".348","-0.3","69","11.9",".347","121","sa621791"
"Carlos Rivero","Diamondbacks (AAA)","28","446","5.8 %","18.8 %","0.31",".277",".316",".484",".800",".207","2.7",".303","-0.1","61","4.3",".346","108","1136"
"Manuel Margot","Padres (AAA)","21","566","6.4 %","11.3 %","0.56",".304",".351",".426",".777",".122","8.2",".335","1.0","77","5.4",".346","108","14712"
"Daniel Robertson","Mariners (AAA)","30","460","9.1 %","8.9 %","1.02",".287",".357",".412",".768",".125","6.4",".305","1.6","62","4.2",".346","107","6266"
"Reid Brignac","Braves (AAA)","30","424","12.3 %","21.5 %","0.57",".264",".361",".394",".755",".129","3.9",".331","-0.2","54","9.1",".345","120","8380"
"Peter O'Brien","Diamondbacks (AAA)","25","434","5.3 %","33.9 %","0.16",".254",".295",".505",".800",".251","5.6",".332","0.3","58","3.1",".343","106","13288"
"Arismendy Alcantara","- - -","24","433","6.7 %","27.3 %","0.25",".276",".325",".457",".782",".181","8.4",".364","3.6","57","2.8",".342","105","10711"
"Rio Ruiz","Braves (AAA)","22","533","11.4 %","21.8 %","0.53",".271",".355",".400",".755",".129","2.8",".337","-1.6","67","10.2",".342","118","14103"
"Doug Bernier","Rangers (AAA)","36","473","9.5 %","20.5 %","0.46",".275",".350",".411",".760",".135","4.7",".335","-1.4","63","2.9",".342","105","4518"
"Nate Orf","Brewers (AAA)","26","381","8.4 %","12.3 %","0.68",".288",".366",".383",".749",".095","5.3",".327","-0.2","50","2.0",".341","104","sa579765"
"Zach Borenstein","Diamondbacks (AAA)","25","395","8.6 %","29.4 %","0.29",".272",".337",".440",".776",".168","7.7",".376","2.5","52","1.8",".340","104","sa599252"
"Christian Walker","Orioles (AAA)","25","552","7.2 %","25.0 %","0.29",".264",".321",".437",".757",".173","2.6",".327","-1.2","68","9.6",".340","116","13419"
"Joey Wendle","Athletics (AAA)","26","526","4.9 %","21.3 %","0.23",".279",".324",".452",".776",".173","7.6",".340","0.9","69","2.3",".340","103","13853"
"Ronnier Mustelier","Braves (AAA)","31","469","8.3 %","10.4 %","0.80",".291",".353",".394",".747",".103","4.8",".319","0.5","58","7.9",".339","116","sa601536"
"Michael Reed","Brewers (AAA)","23","492","15.0 %","25.2 %","0.60",".248",".366",".365",".731",".117","5.5",".333","0.3","63","1.3",".338","102","13228"
"Cameron Perkins","Phillies (AAA)","25","433","4.8 %","13.6 %","0.36",".292",".329",".419",".748",".127","5.3",".325","0.5","53","6.6",".337","114","13444"
"Matt Olson","Athletics (AAA)","22","540","13.1 %","24.4 %","0.54",".235",".335",".422",".757",".188","2.7",".289","0.1","69","1.1",".337","102","14344"
"Charlie Tilson","Cardinals (AAA)","23","395","8.4 %","12.9 %","0.65",".282",".345",".407",".753",".125","7.5",".317","1.6","51","0.7",".337","102","12983"
"James Ramsey","- - -","26","394","9.1 %","28.7 %","0.32",".265",".342",".416",".758",".151","4.8",".367","-1.3","50","0.6",".337","101","sa599239"
"Max Moroff","Pirates (AAA)","23","520","17.3 %","24.8 %","0.70",".230",".367",".349",".716",".119","4.7",".311","-1.2","63","7.5",".336","113","14556"
"Jose Martinez","- - -","27","489","8.0 %","15.1 %","0.53",".278",".336",".421",".757",".143","4.5",".309","1.6","62","-0.1",".335","100","7996"
"Jack Reinheimer","Diamondbacks (AAA)","23","560","8.6 %","16.6 %","0.52",".288",".353",".384",".737",".096","6.0",".347","-1.0","70","-0.4",".334","99","14938"
"Matt Juengel","Marlins (AAA)","26","431","7.4 %","17.6 %","0.42",".263",".325",".431",".756",".168","3.6",".300","-0.1","54","-0.5",".333","99","sa658579"
"Taylor Featherston","Phillies (AAA)","26","439","5.7 %","22.3 %","0.26",".254",".311",".428",".738",".174","5.5",".304","-0.1","52","5.0",".332","111","12590"
"Matt Dominguez","Blue Jays (AAA)","26","514","5.6 %","13.6 %","0.41",".269",".315",".421",".736",".152","1.6",".281","-0.1","61","5.8",".332","111","4903"
"Daniel Robertson","Rays (AAA)","22","511","11.4 %","19.6 %","0.58",".259",".358",".356",".713",".096","3.4",".322","-0.3","60","5.6",".331","110","14145"
"Robert Andino","Marlins (AAA)","32","453","6.6 %","24.5 %","0.27",".267",".319",".427",".746",".160","4.9",".334","1.0","56","-1.6",".330","97","4900"
"Emilio Bonifacio","Braves (AAA)","31","471","8.3 %","14.9 %","0.56",".298",".356",".369",".725",".071","7.1",".349","3.7","55","4.6",".330","109","4054"
"Destin Hood","Marlins (AAA)","26","522","7.1 %","21.6 %","0.33",".267",".316",".435",".751",".168","4.9",".315","-0.6","64","-2.2",".330","97","9887"
"Jon Singleton","Astros (AAA)","24","501","16.6 %","24.8 %","0.67",".202",".337",".390",".728",".188","1.3",".232","-0.1","60","-2.7",".328","96","10441"
"Juan Perez","Cubs (AAA)","29","415","4.8 %","20.5 %","0.24",".276",".310",".444",".753",".168","6.9",".327","0.5","50","-2.3",".328","96","5371"
"Andrew Knapp","Phillies (AAA)","24","443","8.4 %","24.2 %","0.35",".266",".330",".390",".719",".124","3.0",".343","-0.6","51","3.4",".327","107","14942"
"Dixon Machado","Tigers (AAA)","24","569","10.2 %","13.2 %","0.77",".266",".349",".356",".705",".089","4.8",".305","1.2","64","3.8",".326","106","11472"
"Travis Ishikawa","- - -","32","483","8.9 %","28.0 %","0.32",".237",".320",".405",".725",".168","1.6",".299","-0.5","57","-0.9",".325","97","4793"
"Chad Pinder","Athletics (AAA)","24","465","5.4 %","23.2 %","0.23",".258",".310",".425",".735",".167","5.7",".312","0.4","55","-3.8",".325","93","15191"
"Rangel Ravelo","Athletics (AAA)","24","416","8.2 %","15.1 %","0.54",".262",".334",".395",".729",".134","3.3",".293","-0.4","49","-3.5",".325","93","sa548335"
"Jason Rogers","Pirates (AAA)","28","420","10.2 %","18.6 %","0.55",".263",".338",".371",".709",".108","2.8",".315","-0.1","47","2.2",".324","105","11773"
"Jason Bourgeois","- - -","34","483","5.8 %","9.3 %","0.62",".292",".333",".385",".718",".094","5.6",".317","1.6","55","1.4",".324","102","2225"
"Balbino Fuenmayor","Royals (AAA)","26","381","4.5 %","20.2 %","0.22",".291",".325",".405",".730",".115","0.7",".353","-0.1","44","-3.6",".323","93","sa356978"
"Mike Tauchman","Rockies (AAA)","25","527","7.6 %","14.6 %","0.52",".286",".342",".373",".714",".086","6.9",".337","0.0","61","-5.6",".322","92","15274"
"Richie Shaffer","Rays (AAA)","25","496","13.1 %","27.2 %","0.48",".227",".329",".367",".695",".140","2.7",".303","0.2","55","1.7",".321","103","13271"
"Matt Williams","Cardinals (AAA)","26","395","12.4 %","17.0 %","0.73",".263",".355",".346",".701",".083","5.2",".321","-1.0","45","-4.5",".321","91","sa577691"
"Orlando Arcia","Brewers (AAA)","21","440","6.6 %","17.5 %","0.38",".267",".320",".403",".723",".136","6.6",".312","-0.6","50","-5.2",".320","91","13185"
"Efren Navarro","- - -","30","514","8.4 %","16.3 %","0.51",".275",".337",".368",".704",".092","3.1",".320","-0.2","59","-6.3",".320","90","9854"
"Alen Hanson","Pirates (AAA)","23","478","6.7 %","16.3 %","0.41",".266",".318",".389",".707",".123","7.6",".307","1.3","52","1.1",".320","102","12926"
"Dariel Alvarez","Orioles (AAA)","27","560","5.0 %","14.3 %","0.35",".288",".324",".384",".708",".095","3.2",".331","0.4","60","0.6",".318","101","15580"
"Patrick Kivlehan","- - -","26","399","6.0 %","27.1 %","0.22",".254",".302",".416",".718",".162","4.6",".327","-0.9","45","-5.5",".318","89","13910"
"Nick Williams","Phillies (AAA)","22","527","3.6 %","25.8 %","0.14",".258",".287",".427",".714",".169","6.2",".325","-0.5","56","0.0",".317","100","14330"
"Colin Moran","Astros (AAA)","23","511","9.2 %","24.3 %","0.38",".259",".329",".368",".697",".109","2.7",".332","-0.4","56","-7.9",".316","88","16909"
"Garin Cecchini","Brewers (AAA)","25","469","7.0 %","13.6 %","0.52",".271",".325",".380",".705",".108","5.8",".305","0.3","52","-7.3",".316","88","11608"
"Kristopher Negron","Cubs (AAA)","30","419","4.8 %","21.5 %","0.22",".256",".308",".403",".711",".147","7.2",".309","1.9","46","-6.7",".315","87","5306"
"Jantzen Witte","Red Sox (AAA)","26","395","7.8 %","14.7 %","0.53",".258",".327",".361",".688",".104","3.7",".302","-0.7","42","-0.6",".315","99","sa738324"
"Sherman Johnson","Angels (AAA)","25","467","12.8 %","18.2 %","0.71",".226",".332",".345",".677",".119","5.8",".265","1.7","50","-8.6",".313","85","sa658344"
"Ronny Rodriguez","Indians (AAA)","24","488","4.5 %","18.0 %","0.25",".258",".293",".400",".693",".142","4.8",".298","-0.9","49","-2.5",".310","95","sa595953"
"Caleb Ramsey","Nationals (AAA)","27","468","7.7 %","18.2 %","0.42",".265",".320",".361",".681",".096","4.4",".321","0.7","47","-2.6",".309","95","sa526470"
"Rafael Ynoa","Rockies (AAA)","28","532","8.5 %","16.2 %","0.52",".262",".326",".356",".682",".094","4.5",".312","-0.5","56","-11.3",".309","83","2832"
"Isaac Galloway","Marlins (AAA)","26","486","6.8 %","23.0 %","0.29",".254",".312",".374",".686",".120","6.5",".318","1.7","51","-10.7",".308","83","sa454974"
"Micah Johnson","Dodgers (AAA)","25","516","7.9 %","20.3 %","0.39",".261",".321",".356",".677",".095","6.5",".327","0.2","54","-11.4",".308","82","13809"
"Carlos Triunfel","Reds (AAA)","26","394","0.8 %","17.8 %","0.04",".278",".296",".392",".687",".114","2.6",".331","-0.4","39","-2.6",".308","94","193"
"Austin Nola","Marlins (AAA)","26","407","5.9 %","13.8 %","0.43",".261",".308",".376",".685",".116","3.3",".293","0.3","42","-9.6",".306","81","sa577789"
"Quintin Berry","- - -","31","418","9.6 %","20.6 %","0.47",".261",".341",".313",".655",".052","6.5",".336","2.5","43","-9.4",".306","81","9414"
"Dayron Varona","Rays (AAA)","28","463","3.9 %","21.2 %","0.18",".232",".274",".407",".681",".175","5.0",".268","0.7","46","-3.7",".306","92","sa872082"
"Michael Almanzar","Orioles (AAA)","25","450","6.9 %","23.6 %","0.29",".241",".297",".380",".677",".139","2.7",".299","-0.8","44","-4.0",".305","92","sa455994"
"Matt Duffy","- - -","27","444","6.8 %","27.9 %","0.24",".229",".297",".387",".684",".157","3.4",".293","-0.4","45","-11.0",".305","80","12181"
"Joey Butler","Indians (AAA)","30","465","9.7 %","22.8 %","0.42",".240",".318",".344",".662",".104","4.3",".303","0.2","45","-4.2",".305","91","7799"
"Danny Ortiz","Pirates (AAA)","26","470","5.3 %","19.4 %","0.27",".236",".275",".415",".690",".179","3.8",".257","-2.0","46","-4.5",".304","91","10317"
"Ed Lucas","- - -","34","394","8.1 %","21.3 %","0.38",".243",".307",".366",".673",".123","4.3",".303","0.1","39","-10.2",".303","79","7532"
"Giovanny Urshela","Indians (AAA)","24","491","3.1 %","11.8 %","0.26",".274",".294",".380",".674",".107","2.1",".294","-0.2","47","-5.3",".302","90","10681"
"Renato Nunez","Athletics (AAA)","22","550","5.6 %","21.6 %","0.26",".228",".278",".412",".690",".184","3.4",".249","0.3","54","-15.1",".301","78","14503"
"Rusney Castillo","Red Sox (AAA)","28","429","5.6 %","15.9 %","0.35",".263",".309",".354",".664",".091","6.3",".310","0.4","41","-4.9",".301","89","17016"
"L.J. Hoes","Orioles (AAA)","26","443","9.7 %","13.1 %","0.74",".242",".318",".331",".649",".088","3.9",".269","-1.7","42","-5.3",".301","89","6656"
"Juan Perez","Reds (AAA)","24","407","7.4 %","21.6 %","0.34",".248",".308",".349",".656",".101","5.7",".308","0.7","38","-5.5",".299","87","sa599306"
"Tyler Smith","Mariners (AAA)","24","421","4.8 %","16.2 %","0.29",".268",".309",".357",".666",".089","3.5",".312","0.2","40","-12.7",".298","76","12490"
"James Beresford","Twins (AAA)","27","516","8.3 %","15.1 %","0.55",".269",".330",".312",".642",".043","3.8",".321","-0.3","48","-7.3",".298","87","4626"
"Ryan Lollis","Giants (AAA)","29","425","9.9 %","13.2 %","0.75",".253",".328",".320",".648",".067","4.9",".286","0.6","41","-13.0",".298","76","6623"
"Willy Garcia","Pirates (AAA)","23","499","6.2 %","26.3 %","0.24",".245",".293",".366",".659",".121","4.3",".326","-2.6","46","-7.1",".298","87","12956"
"Jason Martinson","Nationals (AAA)","27","507","6.7 %","35.3 %","0.19",".218",".284",".369",".654",".152","6.4",".325","1.2","47","-7.5",".297","86","sa548330"
"Kyle Kubitza","- - -","25","462","12.8 %","26.6 %","0.48",".212",".317",".336",".653",".124","6.6",".289","1.1","44","-13.2",".297","76","12148"
"Darnell Sweeney","Phillies (AAA)","25","447","8.5 %","22.4 %","0.38",".233",".299",".345",".644",".113","5.7",".293","-2.0","40","-7.4",".295","84","13284"
"Collin Cowgill","Indians (AAA)","30","407","8.4 %","20.9 %","0.40",".234",".311",".320",".631",".086","4.6",".294","0.4","36","-7.1",".294","84","7250"
"Domonic Brown","Blue Jays (AAA)","28","509","7.5 %","19.4 %","0.38",".239",".303",".336",".639",".097","2.3",".289","-0.4","45","-8.9",".294","84","3154"
"Andy Burns","Blue Jays (AAA)","25","454","7.3 %","18.1 %","0.40",".230",".285",".352",".636",".122","4.5",".267","0.5","39","-9.1",".290","81","12779"
"Wilfredo Tovar","Twins (AAA)","24","494","6.5 %","11.9 %","0.54",".249",".301",".327",".627",".078","6.4",".282","2.2","42","-11.0",".287","79","10416"
"Andrew Aplin","Astros (AAA)","25","447","9.4 %","21.9 %","0.43",".223",".300",".318",".619",".095","7.1",".284","0.1","38","-18.7",".284","67","sa502787"
"Matt den Dekker","Nationals (AAA)","28","421","9.5 %","26.1 %","0.36",".207",".292",".315",".607",".108","5.6",".268","1.9","34","-10.7",".283","76","11385"
"Seth Mejias-Brean","Reds (AAA)","25","480","6.5 %","19.0 %","0.34",".228",".290",".315",".605",".087","3.3",".274","-0.4","38","-13.3",".280","74","sa580437"
"Pete Kozma","Yankees (AAA)","28","488","6.4 %","18.6 %","0.34",".209",".268",".265",".533",".056","4.3",".256","0.5","27","-24.7",".249","52","2539"
"Nolan Fontana","Astros (AAA)","25","407","7.9 %","26.5 %","0.30",".195",".268",".262",".529",".067","3.0",".266","-0.6","22","-29.3",".248","43","13267"
"Deven Marrero","Red Sox (AAA)","25","388","5.7 %","23.2 %","0.24",".198",".245",".242",".487",".044","4.7",".259","0.7","15","-26.1",".227","37","13325"
