"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Wilson Valdez","Dodgers (AAA)","29","411","10.5 %","8.3 %","1.26",".343",".413",".435",".848",".091","5.4",".369","0.1","68","13.4",".382","125","1863"
"Chris Carter","- - -","24","613","8.8 %","12.2 %","0.72",".316",".377",".504",".880",".187","3.4",".335","0.5","101","20.5",".381","125","7707"
"Joe Koshansky","Rockies (AAA)","25","569","11.8 %","22.5 %","0.52",".295",".380",".490",".870",".195","3.3",".359","-0.5","93","17.1",".379","123","7547"
"Danny Richar","- - -","24","444","8.3 %","16.0 %","0.52",".305",".365",".505",".870",".200","6.0",".343","-0.7","70","13.9",".378","126","3767"
"Matthew Brown","Angels (AAA)","24","442","10.2 %","24.0 %","0.42",".276",".358",".509",".867",".233","4.0",".335","-3.1","71","12.2",".376","121","6384"
"Bobby Scales","Red Sox (AAA)","29","499","10.0 %","18.8 %","0.53",".294",".373",".472",".845",".178","6.8",".348","1.4","76","18.0",".375","131","2673"
"Chip Ambres","Mets (AAA)","27","504","14.1 %","21.2 %","0.66",".274",".379",".475",".854",".201","4.1",".318","1.5","80","13.5",".375","120","2042"
"Jeff Clement","Mariners (AAA)","23","530","11.5 %","16.6 %","0.69",".275",".370",".497",".867",".222","2.9",".299","0.1","84","14.1",".375","120","4652"
"Andy Tracy","Mets (AAA)","33","574","15.5 %","19.2 %","0.81",".271",".387",".472",".859",".201","2.7",".303","-0.9","91","14.8",".374","119","2024"
"Wladimir Balentien","Mariners (AAA)","22","544","9.9 %","19.3 %","0.51",".291",".362",".509",".871",".218","5.6",".323","1.2","86","13.7",".373","119","3131"
"Jason Perry","- - -","26","391","12.5 %","26.9 %","0.47",".255",".359",".498",".857",".243","5.0",".310","0.8","61","10.5",".373","120","4710"
"Brandon Moss","Red Sox (AAA)","23","559","10.9 %","26.5 %","0.41",".282",".363",".471",".834",".189","2.9",".372","-1.6","84","18.9",".373","129","4467"
"Terry Evans","Angels (AAA)","25","507","5.1 %","23.5 %","0.22",".316",".352",".512",".864",".196","6.3",".394","0.7","80","12.3",".372","118","4295"
"Gary Burnham","Phillies (AAA)","32","581","12.0 %","12.6 %","0.96",".292",".391",".436",".827",".144","1.1",".320","-0.6","87","19.5",".372","129","sa212121"
"Ian Stewart","Rockies (AAA)","22","474","10.3 %","19.4 %","0.53",".304",".379",".478",".857",".174","5.3",".357","1.3","74","11.4",".372","118","5950"
"Scott McClain","Giants (AAA)","35","533","11.1 %","18.4 %","0.60",".267",".349",".517",".866",".250","1.5",".274","-0.7","83","12.6",".371","118","8951"
"Mark Bellhorn","Reds (AAA)","32","399","15.8 %","23.3 %","0.68",".255",".382",".436",".817",".181","0.7",".317","-0.1","59","13.0",".371","128","264"
"Jamie D'Antona","Diamondbacks (AAA)","25","533","7.5 %","10.7 %","0.70",".308",".362",".499",".861",".190","4.4",".325","-0.3","83","12.3",".371","117","5851"
"Daric Barton","Athletics (AAA)","21","604","12.9 %","11.4 %","1.13",".293",".389",".438",".827",".145","3.9",".321","-1.2","94","13.8",".370","117","5928"
"Omar Quintanilla","Rockies (AAA)","25","393","7.9 %","16.5 %","0.48",".319",".380",".454",".834",".135","5.0",".382","0.2","61","8.6",".369","116","6335"
"Nate Gold","Rangers (AAA)","27","522","7.7 %","19.9 %","0.38",".292",".347",".516",".863",".224","2.0",".319","0.1","81","11.2",".369","116","sa202232"
"J.R. House","Orioles (AAA)","27","471","9.1 %","12.5 %","0.73",".298",".365",".463",".828",".165","2.5",".322","-2.0","69","14.4",".368","126","992"
"Michael Restovich","Nationals (AAA)","28","393","8.4 %","27.5 %","0.31",".270",".332",".503",".834",".233","3.3",".330","-0.3","58","12.0",".368","126","751"
"Timo Perez","Tigers (AAA)","32","540","6.5 %","8.7 %","0.74",".309",".356",".472",".829",".164","4.6",".318","0.0","79","16.1",".367","126","891"
"Ryan Mulhern","Indians (AAA)","26","528","7.6 %","25.2 %","0.30",".290",".350",".475",".825",".185","3.0",".369","-1.2","77","15.5",".367","125","sa225999"
"Fernando Tatis","Mets (AAA)","32","572","10.8 %","18.0 %","0.60",".276",".359",".485",".844",".209","5.3",".306","-1.1","87","11.0",".366","115","798"
"John Gall","Marlins (AAA)","29","457","8.3 %","10.7 %","0.78",".300",".362",".477",".839",".177","5.6",".314","0.2","69","8.7",".366","114","2142"
"Jason Cooper","Indians (AAA)","26","395","12.9 %","20.5 %","0.63",".260",".357",".472",".829",".212","7.0",".311","0.9","57","11.2",".366","125","sa202626"
"Edgar Gonzalez","Cardinals (AAA)","29","519","9.6 %","13.3 %","0.72",".308",".377",".447",".824",".139","5.1",".347","1.2","78","9.5",".365","114","2963"
"Jeremy Brown","Athletics (AAA)","27","390","12.1 %","19.0 %","0.64",".276",".364",".469",".833",".194","1.8",".315","0.0","59","6.9",".365","113","4512"
"J.J. Furmaniak","Athletics (AAA)","27","490","10.0 %","21.4 %","0.47",".292",".373",".450",".824",".158","5.6",".354","0.6","74","8.6",".365","113","3054"
"Rick Ankiel","Cardinals (AAA)","27","423","5.9 %","21.3 %","0.28",".267",".314",".568",".883",".301","4.4",".265","-0.6","64","7.4",".364","113","1142"
"Chris Shelton","Tigers (AAA)","27","594","14.0 %","23.7 %","0.59",".269",".381",".420",".801",".151","3.1",".347","-0.2","85","16.2",".364","124","1891"
"Tagg Bozied","Cardinals (AAA)","27","516","10.3 %","18.6 %","0.55",".264",".349",".490",".839",".226","3.9",".284","0.7","77","8.8",".364","113","sa201378"
"Dee Brown","- - -","29","422","8.8 %","18.0 %","0.49",".293",".355",".476",".832",".184","3.6",".324","0.2","63","6.5",".362","112","sa3001095"
"Yurendell de Caster","Pirates (AAA)","27","477","12.2 %","19.9 %","0.61",".280",".380",".413",".793",".133","3.9",".344","-0.8","67","12.1",".362","122","2329"
"Clint Barmes","Rockies (AAA)","28","477","4.6 %","10.9 %","0.42",".299",".364",".451",".815",".152","5.8",".320","-1.1","70","7.0",".361","111","1830"
"John-Ford Griffin","Blue Jays (AAA)","27","551","10.7 %","26.1 %","0.41",".252",".330",".488",".818",".236","4.5",".299","0.7","77","13.6",".361","121","2182"
"Doug Clark","Braves (AAA)","31","520","11.3 %","17.5 %","0.65",".275",".359",".443",".803",".169","6.2",".311","1.8","73","12.7",".361","121","2457"
"Callix Crabbe","Brewers (AAA)","24","541","12.4 %","12.9 %","0.96",".287",".377",".435",".813",".149","6.6",".318","-3.0","79","7.6",".360","111","4448"
"Martin Prado","Braves (AAA)","23","443","7.7 %","9.3 %","0.83",".316",".374",".420",".794",".104","4.4",".343","-0.8","62","10.7",".360","121","3312"
"Craig Stansberry","Padres (AAA)","25","548","12.8 %","17.3 %","0.74",".273",".370",".446",".817",".174","4.7",".311","-2.6","80","7.5",".360","110","6256"
"Brandon Wood","Angels (AAA)","22","488","9.2 %","24.6 %","0.38",".272",".338",".497",".835",".224","4.9",".321","1.6","71","6.3",".359","110","6592"
"Chris Dickerson","Reds (AAA)","25","416","12.5 %","31.5 %","0.40",".260",".361",".435",".796",".175","7.6",".373","2.4","57","9.3",".358","119","7095"
"Vinny Rottino","Brewers (AAA)","27","430","8.6 %","13.5 %","0.64",".289",".363",".446",".809",".156","5.4",".312","-1.1","62","5.1",".358","109","5202"
"Eric Patterson","Cubs (AAA)","24","582","9.3 %","14.6 %","0.64",".297",".362",".455",".817",".159","6.7",".329","0.7","84","6.8",".358","109","9072"
"Larry Broadway","Nationals (AAA)","26","404","14.9 %","21.3 %","0.70",".249",".359",".441",".800",".192","3.1",".291","0.1","56","8.9",".358","119","sa201812"
"Joe Thurston","Phillies (AAA)","27","572","7.7 %","9.6 %","0.80",".300",".367",".425",".792",".125","6.0",".327","-2.7","79","12.4",".357","119","673"
"Cody Ransom","Astros (AAA)","31","563","9.2 %","23.3 %","0.40",".260",".333",".497",".830",".237","4.6",".297","1.9","80","5.7",".356","108","1126"
"Mike Eylward","Angels (AAA)","27","540","8.5 %","11.9 %","0.72",".305",".365",".438",".804",".134","2.2",".327","-2.0","77","4.9",".355","107","sa200210"
"Keith Ginter","Indians (AAA)","31","449","14.0 %","15.1 %","0.93",".247",".364",".415",".778",".168","2.6",".259","-0.8","61","8.8",".354","117","1500"
"Buck Coats","- - -","25","525","8.6 %","15.0 %","0.57",".308",".366",".439",".806",".132","6.2",".346","3.1","74","4.6",".354","107","2945"
"Jeff Bailey","Red Sox (AAA)","28","478","12.3 %","20.7 %","0.60",".245",".358",".416",".774",".171","4.0",".288","-0.8","65","9.2",".354","117","2394"
"Jeremy Reed","Mariners (AAA)","26","630","7.5 %","11.6 %","0.64",".300",".354",".452",".806",".152","5.2",".323","-1.3","89","5.0",".353","106","4730"
"Garrett Jones","Twins (AAA)","26","446","7.2 %","18.6 %","0.39",".280",".334",".473",".807",".193","3.8",".316","-0.5","60","8.3",".353","116","2714"
"Kevin Barker","Blue Jays (AAA)","31","553","13.4 %","21.5 %","0.62",".260",".358",".426",".784",".166","2.9",".306","0.2","74","10.2",".353","116","1019"
"William Bergolla","Giants (AAA)","24","397","7.8 %","11.8 %","0.66",".306",".363",".433",".796",".126","5.4",".333","1.1","56","3.0",".353","106","2152"
"Aaron Herr","Reds (AAA)","26","555","7.0 %","25.9 %","0.27",".274",".328",".467",".795",".193","5.5",".344","0.0","74","10.1",".353","116","sa199615"
"Abraham M. Nunez","Nationals (AAA)","30","455","7.3 %","24.2 %","0.30",".278",".333",".461",".794",".184","1.7",".337","-1.5","61","8.3",".353","116","531"
"Kevin Melillo","Athletics (AAA)","25","443","12.2 %","22.6 %","0.54",".262",".355",".442",".798",".181","5.8",".330","-1.6","62","3.1",".352","105","8278"
"Brian Bixler","Pirates (AAA)","24","556","9.7 %","23.6 %","0.41",".274",".368",".396",".764",".122","8.1",".369","3.8","74","9.6",".352","115","8055"
"Darnell McDonald","- - -","28","556","9.0 %","17.8 %","0.51",".297",".362",".424",".786",".126","6.9",".353","3.6","74","9.6",".351","115","1867"
"Matt Tolbert","Twins (AAA)","25","477","7.8 %","11.7 %","0.66",".293",".353",".427",".780",".134","6.7",".321","0.9","63","8.1",".351","115","7365"
"Chad Mottola","Blue Jays (AAA)","35","444","7.4 %","17.6 %","0.42",".267",".324",".467",".791",".200","5.7",".291","0.7","59","7.2",".350","114","1315"
"Ryan Roberts","Blue Jays (AAA)","26","399","13.8 %","21.3 %","0.65",".249",".355",".409",".765",".160","2.4",".296","-0.7","53","6.4",".350","114","5653"
"Jayson Nix","Rockies (AAA)","24","483","6.4 %","16.4 %","0.39",".292",".342",".451",".793",".159","6.4",".333","1.1","65","1.2",".347","102","3790"
"Mark Saccomanno","Astros (AAA)","27","511","6.5 %","22.3 %","0.29",".277",".323",".487",".810",".211","3.6",".318","-0.7","69","1.0",".346","101","5938"
"Nick Gorneault","Angels (AAA)","28","533","10.9 %","20.3 %","0.54",".261",".346",".437",".783",".176","5.0",".302","-0.2","72","0.9",".346","101","3528"
"Jose Morales","Twins (AAA)","24","411","7.3 %","10.7 %","0.68",".311",".366",".399",".765",".088","2.3",".347","-1.5","53","5.1",".345","111","3726"
"David Murphy","- - -","25","451","9.1 %","15.7 %","0.58",".280",".346",".420",".766",".140","5.3",".319","0.6","58","5.4",".345","110","6035"
"Danny Klassen","Astros (AAA)","31","425","7.3 %","24.5 %","0.30",".293",".354",".427",".781",".135","4.4",".377","-0.5","57","0.3",".345","100","1455"
"Angel Chavez","Yankees (AAA)","25","464","5.8 %","17.2 %","0.34",".291",".336",".433",".769",".142","4.0",".333","-0.1","59","5.6",".345","110","2224"
"Mike Aviles","Royals (AAA)","26","581","5.2 %","10.2 %","0.51",".296",".332",".463",".794",".167","4.4",".303","-1.3","77","0.0",".344","100","5986"
"John Hattig","Blue Jays (AAA)","27","391","10.0 %","27.4 %","0.36",".268",".341",".421",".762",".153","2.0",".353","-0.9","50","4.4",".344","110","2563"
"Tug Hulett","Rangers (AAA)","24","595","10.8 %","19.2 %","0.56",".275",".359",".406",".765",".132","5.9",".329","2.2","78","-0.5",".343","99","7451"
"Chad Hermansen","- - -","29","439","8.7 %","25.5 %","0.34",".281",".347",".429",".776",".148","5.6",".363","0.9","58","-0.5",".343","99","991"
"Tommy Watkins","Twins (AAA)","27","402","9.7 %","15.7 %","0.62",".272",".349",".404",".753",".132","4.1",".310","-0.6","51","4.2",".343","109","2465"
"Alex Romero","Diamondbacks (AAA)","23","584","6.3 %","9.1 %","0.70",".310",".354",".421",".775",".110","5.2",".335","-2.2","77","-0.8",".343","99","3129"
"Clay Timpner","Giants (AAA)","24","437","8.5 %","15.6 %","0.54",".301",".363",".395",".759",".094","4.4",".351","-3.2","57","-0.7",".342","99","7333"
"Gregor Blanco","Braves (AAA)","23","545","11.6 %","15.6 %","0.74",".282",".369",".362",".731",".080","6.2",".339","-2.9","68","4.5",".340","107","3123"
"Ryan Sweeney","White Sox (AAA)","22","450","10.7 %","15.8 %","0.68",".270",".348",".398",".746",".128","4.1",".305","-0.6","56","3.5",".340","107","6352"
"Royce Huffman","Padres (AAA)","30","560","13.0 %","13.6 %","0.96",".264",".370",".370",".740",".107","3.2",".302","0.3","72","-2.4",".339","97","sa198113"
"Brad Nelson","Brewers (AAA)","24","445","7.0 %","22.0 %","0.32",".263",".317",".470",".786",".207","3.9",".299","-0.9","57","-2.0",".339","97","3821"
"Michael Ryan","Pirates (AAA)","29","418","6.9 %","21.3 %","0.33",".259",".309",".472",".782",".214","4.4",".292","-1.3","52","3.2",".339","107","1643"
"Tomas De La Rosa","Giants (AAA)","29","501","6.8 %","13.0 %","0.52",".288",".337",".434",".770",".146","5.7",".314","1.0","64","-2.3",".339","96","7227"
"Jacoby Ellsbury","Red Sox (AAA)","23","401","8.0 %","11.7 %","0.68",".298",".360",".380",".740",".083","8.3",".337","4.0","49","2.7",".338","106","4727"
"Luis Rivas","Indians (AAA)","27","465","9.0 %","14.8 %","0.61",".263",".341",".400",".741",".137","5.2",".292","-0.4","57","2.8",".337","105","753"
"Casey Rogowski","White Sox (AAA)","26","525","11.6 %","20.8 %","0.56",".245",".340",".400",".740",".155","4.2",".291","1.2","64","2.9",".336","105","sa198415"
"JD Closser","- - -","27","399","14.8 %","19.3 %","0.77",".231",".343",".413",".756",".183","3.9",".258","-0.7","50","-3.3",".335","94","2108"
"Bryan LaHair","Mariners (AAA)","24","606","8.1 %","20.8 %","0.39",".275",".332",".431",".763",".156","2.6",".335","-0.4","75","-5.0",".335","94","5462"
"Russ Adams","Blue Jays (AAA)","26","484","8.5 %","11.8 %","0.72",".262",".333",".401",".734",".139","3.5",".280","-0.7","58","1.8",".334","103","4519"
"Choo Freeman","Dodgers (AAA)","27","459","11.1 %","20.0 %","0.55",".270",".355",".395",".750",".125","4.7",".329","0.4","57","-4.1",".334","93","1872"
"Luis Figueroa","Giants (AAA)","33","492","5.7 %","6.9 %","0.82",".302",".349",".397",".746",".095","4.6",".319","-2.7","61","-4.5",".334","93","776"
"Brandon Watson","Nationals (AAA)","25","440","4.8 %","11.6 %","0.41",".313",".347",".386",".733",".073","6.1",".351","0.0","52","0.8",".332","102","2146"
"Mike Cervenak","Orioles (AAA)","30","589","3.7 %","13.6 %","0.28",".283",".316",".424",".740",".141","3.9",".305","0.3","68","0.0",".330","100","3133"
"Kory Casto","Nationals (AAA)","25","472","11.4 %","22.5 %","0.51",".246",".334",".384",".718",".139","3.6",".303","-1.0","55","-0.1",".329","100","6597"
"Robert Andino","Marlins (AAA)","23","644","6.2 %","20.0 %","0.31",".278",".322",".428",".751",".151","6.8",".333","-1.8","76","-9.3",".328","89","4900"
"Anderson Hernandez","Mets (AAA)","24","597","5.2 %","13.7 %","0.38",".301",".339",".397",".736",".096","5.8",".343","-0.9","71","-8.8",".327","89","3366"
"Hector Luna","- - -","27","429","7.0 %","14.5 %","0.48",".267",".324",".397",".721",".131","3.5",".296","-0.9","49","-1.0",".327","98","1874"
"Jason Jaramillo","Phillies (AAA)","24","496","10.1 %","15.9 %","0.63",".271",".350",".361",".711",".090","2.9",".316","-0.6","56","-1.2",".327","98","8358"
"Brennan King","Phillies (AAA)","26","512","7.6 %","14.6 %","0.52",".277",".336",".387",".723",".110","2.7",".310","0.1","58","-1.2",".327","98","sa198210"
"Mitch Maier","Royals (AAA)","25","596","5.5 %","14.9 %","0.37",".279",".320",".428",".749",".149","5.1",".307","0.5","70","-9.3",".326","88","5588"
"Casey Smith","Angels (AAA)","28","433","6.5 %","12.5 %","0.52",".290",".338",".392",".730",".102","6.2",".329","1.3","50","-7.0",".326","88","sa200213"
"Eric Duncan","Yankees (AAA)","22","467","10.3 %","17.3 %","0.59",".241",".323",".389",".712",".148","2.5",".273","-0.5","52","-2.4",".323","95","sa243993"
"Freddy Guzman","Rangers (AAA)","26","610","10.2 %","14.4 %","0.70",".269",".348",".363",".711",".093","8.2",".312","4.8","70","-11.4",".323","86","2162"
"Kevin Reese","Yankees (AAA)","29","513","10.5 %","14.4 %","0.73",".249",".338",".365",".703",".115","4.5",".275","-1.2","56","-2.9",".322","95","2977"
"Jason Dubois","Orioles (AAA)","28","412","6.8 %","23.3 %","0.29",".251",".303",".415",".719",".164","1.1",".300","-0.1","45","-2.7",".321","94","1941"
"Chris Barnwell","Brewers (AAA)","28","504","6.7 %","14.1 %","0.48",".268",".331",".386",".717",".118","5.7",".301","0.8","57","-10.4",".321","84","3499"
"Bernie Castro","Nationals (AAA)","27","481","7.7 %","13.3 %","0.58",".280",".335",".362",".698",".082","7.7",".323","3.4","52","-4.1",".319","93","2096"
"Drew T. Anderson","Brewers (AAA)","26","415","6.7 %","21.4 %","0.31",".273",".324",".395",".720",".122","6.7",".345","0.9","46","-9.4",".318","83","5578"
"Rob Johnson","Mariners (AAA)","24","465","8.4 %","13.3 %","0.63",".268",".331",".372",".703",".104","3.2",".302","-1.8","50","-11.6",".316","81","8029"
"Wes Timmons","Braves (AAA)","28","407","6.1 %","7.1 %","0.86",".256",".333",".349",".683",".093","3.9",".263","-0.5","43","-4.5",".316","90","sa201757"
"Joe Inglett","Indians (AAA)","29","455","8.8 %","13.6 %","0.65",".253",".327",".367",".695",".115","5.3",".285","-3.6","47","-5.4",".315","90","7254"
"Brooks Conrad","Astros (AAA)","27","605","10.4 %","23.8 %","0.44",".218",".305",".420",".725",".203","5.8",".254","1.1","65","-15.7",".314","80","3664"
"Joe McEwing","Red Sox (AAA)","34","520","5.4 %","20.0 %","0.27",".268",".316",".375",".692",".107","3.2",".328","-2.6","54","-6.5",".314","89","887"
"Brian Barden","- - -","26","406","8.9 %","17.0 %","0.52",".263",".342",".342",".683",".079","3.2",".313","-0.9","43","-10.9",".313","80","4429"
"Bronson Sardinha","Yankees (AAA)","24","439","10.5 %","17.5 %","0.60",".222",".306",".387",".693",".165","6.0",".248","0.7","45","-5.8",".313","89","3585"
"Terry Tiffee","Orioles (AAA)","28","505","4.8 %","10.5 %","0.45",".272",".307",".394",".701",".122","1.7",".286","-0.5","52","-6.6",".313","89","2160"
"Luis Matos","- - -","28","438","5.5 %","14.6 %","0.38",".250",".323",".352",".675",".102","4.5",".288","-1.4","44","-7.4",".311","86","152"
"Denard Span","Twins (AAA)","23","548","7.3 %","16.4 %","0.44",".267",".323",".355",".678",".088","6.4",".322","-0.8","55","-8.4",".310","87","8347"
"Wes Bankston","Devil Rays (AAA)","23","426","5.9 %","20.7 %","0.28",".238",".282",".418",".700",".179","3.3",".264","0.3","42","-7.1",".309","86","4661"
"Brent Abernathy","- - -","29","401","8.7 %","9.2 %","0.95",".266",".331",".336",".667",".070","4.5",".290","0.4","40","-6.9",".308","85","1192"
"Wayne Lydon","Blue Jays (AAA)","26","558","9.0 %","18.3 %","0.49",".254",".322",".347",".669",".093","6.9",".309","1.8","55","-9.9",".307","85","sa198276"
"Ramon Santiago","Tigers (AAA)","27","402","4.0 %","15.2 %","0.26",".263",".309",".362",".671",".099","5.1",".308","-2.2","39","-7.4",".306","84","1417"
"Jim Rushford","Phillies (AAA)","33","457","6.6 %","6.8 %","0.97",".266",".324",".339",".663",".073","1.4",".281","0.1","44","-8.9",".305","83","1623"
"Joel Guzman","Devil Rays (AAA)","22","445","5.2 %","26.3 %","0.20",".242",".281",".408",".689",".167","4.7",".293","0.9","43","-8.7",".305","83","3728"
"Kevin Mahar","Rangers (AAA)","26","410","3.4 %","23.9 %","0.14",".276",".303",".389",".692",".113","4.8",".353","0.4","40","-14.1",".305","74","7164"
"Nick Stavinoha","Cardinals (AAA)","25","539","5.8 %","15.0 %","0.38",".261",".309",".373",".682",".112","3.2",".289","1.0","53","-18.9",".304","74","3909"
"Lou Merloni","Athletics (AAA)","36","446","9.0 %","11.4 %","0.78",".254",".324",".341",".665",".087","3.1",".282","-1.6","43","-16.1",".303","73","201"
"Chris Roberson","Phillies (AAA)","27","509","6.1 %","11.2 %","0.54",".266",".313",".350",".663",".084","5.7",".292","0.0","48","-11.2",".302","81","3577"
"Josh Anderson","Astros (AAA)","24","564","5.7 %","13.3 %","0.43",".273",".325",".341",".666",".068","7.4",".316","4.4","54","-21.0",".302","72","6032"
"Ernie Young","White Sox (AAA)","37","421","9.0 %","23.5 %","0.38",".214",".302",".350",".652",".136","1.4",".256","-0.1","39","-9.4",".301","81","79"
"Alberto Gonzalez","Yankees (AAA)","24","426","5.6 %","11.5 %","0.49",".247",".300",".362",".662",".115","6.8",".279","0.1","39","-10.7",".298","78","4906"
"Gookie Dawkins","- - -","28","460","6.5 %","18.7 %","0.35",".257",".308",".347",".654",".090","5.0",".310","0.2","41","-17.6",".296","71","316"
"Jorge Velandia","Devil Rays (AAA)","32","477","5.9 %","19.9 %","0.29",".249",".296",".358",".654",".109","4.3",".304","-1.3","43","-12.6",".296","77","900"
"Cesar Crespo","Orioles (AAA)","28","391","9.7 %","17.4 %","0.56",".244",".318",".318",".636",".074","3.8",".295","-0.8","35","-10.4",".296","77","1024"
"Eider Torres","Orioles (AAA)","24","436","5.5 %","12.8 %","0.43",".267",".307",".338",".646",".071","4.2",".299","-0.2","39","-11.8",".295","77","2905"
"Earl Snyder","- - -","31","449","8.2 %","21.2 %","0.39",".215",".283",".364",".647",".149","2.0",".246","-0.5","39","-13.1",".293","75","1481"
"Glenn Williams","Twins (AAA)","29","443","6.5 %","21.2 %","0.31",".235",".287",".358",".645",".123","2.9",".280","-0.7","38","-12.9",".293","75","1991"
"Oswaldo Navarro","Mariners (AAA)","22","493","6.7 %","17.4 %","0.38",".249",".309",".323",".632",".074","2.9",".299","-0.5","42","-23.6",".289","64","3868"
"Tomas Perez","- - -","33","520","6.0 %","15.2 %","0.39",".254",".298",".340",".639",".086","3.4",".290","0.3","43","-19.9",".288","69","965"
"Elliot Johnson","Devil Rays (AAA)","23","524","8.2 %","26.5 %","0.31",".207",".285",".341",".627",".134","6.8",".271","0.6","43","-17.7",".287","71","4751"
"Ed Rogers","Red Sox (AAA)","28","440","4.5 %","15.0 %","0.30",".249",".290",".333",".624",".084","3.5",".282","-0.3","35","-16.1",".283","68","1621"
"David Espinosa","Tigers (AAA)","25","419","8.1 %","22.2 %","0.37",".204",".268",".317",".585",".113","6.8",".255","1.5","28","-20.3",".268","58","sa75328"
"Dane Sardinha","Tigers (AAA)","28","421","5.9 %","23.3 %","0.26",".202",".255",".325",".580",".123","3.3",".240","0.3","27","-21.9",".264","55","353"
