"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Carlos Rivera","Rockies (AAA)","28","451","4.0 %","11.3 %","0.35",".325",".358",".454",".811",".128","3.1",".350","-0.2","65","7.8",".360","114","1749"
"Cody Ransom","Astros (AAA)","30","442","12.2 %","23.3 %","0.52",".247",".345",".479",".824",".232","3.4",".283","0.0","63","7.4",".359","113","1126"
"Doug Clark","Athletics (AAA)","30","574","9.9 %","18.1 %","0.55",".287",".366",".431",".797",".144","5.9",".332","1.5","82","9.4",".359","113","2457"
"Ben Francisco","Indians (AAA)","24","579","7.8 %","12.4 %","0.63",".278",".345",".454",".799",".177","6.4",".293","2.8","80","15.7",".358","124","4677"
"Jack Hannahan","Tigers (AAA)","26","494","12.3 %","23.1 %","0.54",".282",".379",".412",".791",".130","3.1",".361","-0.8","68","13.3",".358","124","3692"
"Brandon Larson","Nationals (AAA)","30","422","9.0 %","23.9 %","0.38",".268",".336",".476",".813",".208","3.4",".314","-0.5","59","6.1",".357","112","336"
"Larry Broadway","Nationals (AAA)","25","499","9.0 %","23.2 %","0.39",".288",".353",".455",".808",".167","4.1",".355","0.6","70","7.0",".356","111","sa201812"
"Ryan Sweeney","White Sox (AAA)","21","492","7.1 %","14.8 %","0.48",".296",".350",".452",".802",".156","4.3",".329","-1.6","67","12.5",".356","123","6352"
"Justin Leone","Padres (AAA)","29","524","11.6 %","20.2 %","0.58",".260",".353",".437",".790",".177","2.4",".296","-0.9","72","6.3",".354","109","2157"
"Melvin Upton Jr.","Devil Rays (AAA)","21","470","13.8 %","18.9 %","0.73",".269",".374",".394",".769",".126","7.5",".326","2.3","63","11.0",".354","121","5015"
"Casey Rogowski","White Sox (AAA)","25","525","10.1 %","18.5 %","0.55",".272",".351",".436",".787",".163","5.6",".317","1.4","71","12.3",".353","121","sa198415"
"Darnell McDonald","Devil Rays (AAA)","27","596","7.9 %","19.3 %","0.41",".292",".351",".435",".786",".143","5.3",".347","1.0","80","13.6",".353","120","1867"
"Joe Thurston","Phillies (AAA)","26","544","7.9 %","11.9 %","0.66",".282",".349",".436",".785",".154","6.9",".310","-0.2","73","12.2",".352","120","673"
"Joe McEwing","Astros (AAA)","33","460","5.0 %","14.1 %","0.35",".315",".351",".441",".792",".126","5.0",".349","0.2","63","4.9",".352","108","887"
"Kerry Robinson","Royals (AAA)","32","437","7.6 %","8.2 %","0.92",".311",".370",".402",".771",".091","5.7",".338","-2.7","60","4.5",".352","108","1179"
"Shawn Riggans","Devil Rays (AAA)","25","453","6.0 %","19.4 %","0.31",".293",".341",".444",".785",".151","2.8",".347","-0.6","60","9.9",".351","120","3393"
"Norris Hopper","Reds (AAA)","27","410","4.9 %","6.1 %","0.80",".347",".378",".392",".769",".044","5.9",".369","2.0","54","8.4",".350","118","2450"
"Chris Barnwell","Brewers (AAA)","27","440","8.6 %","13.6 %","0.63",".300",".375",".389",".764",".089","5.0",".344","0.6","59","3.9",".350","107","3499"
"Felix Pie","Cubs (AAA)","21","623","7.4 %","20.2 %","0.37",".283",".341",".451",".792",".168","6.1",".340","-1.4","84","5.4",".350","107","3751"
"Josh Rabe","Twins (AAA)","27","398","8.8 %","9.3 %","0.95",".299",".362",".411",".773",".113","3.9",".315","-0.4","52","8.0",".349","118","3007"
"Ryan Garko","Indians (AAA)","25","437","10.3 %","15.3 %","0.67",".247",".352",".420",".773",".173","2.1",".258","-1.4","57","8.4",".348","117","6319"
"Kevin Thompson","Yankees (AAA)","26","416","10.6 %","15.1 %","0.70",".265",".345",".428",".773",".163","7.3",".296","0.5","54","7.6",".347","116","7044"
"Eric Reed","Marlins (AAA)","25","420","5.7 %","22.4 %","0.26",".303",".344",".438",".782",".136","7.9",".384","0.1","56","2.6",".347","105","4439"
"Hunter Brown","Mariners (AAA)","26","447","12.3 %","19.9 %","0.62",".262",".357",".405",".762",".143","5.3",".323","0.2","59","2.6",".346","105","sa201661"
"Jon Weber","- - -","28","481","8.7 %","12.9 %","0.68",".283",".349",".421",".770",".138","4.6",".314","0.3","63","2.4",".345","104","sa198828"
"Jason Wood","Marlins (AAA)","36","494","8.5 %","18.6 %","0.46",".288",".347",".429",".775",".141","3.4",".335","-0.2","65","2.5",".345","104","1999"
"Jeff Keppinger","- - -","26","509","7.9 %","5.9 %","1.33",".316",".368",".389",".757",".073","2.3",".329","-1.7","66","7.2",".345","111","3856"
"Andy Marte","Indians (AAA)","22","394","8.6 %","20.6 %","0.42",".261",".322",".451",".773",".190","2.3",".295","0.0","50","6.4",".344","115","3203"
"Ryan Roberts","Blue Jays (AAA)","25","403","7.4 %","21.3 %","0.35",".273",".330",".439",".769",".166","3.5",".331","-0.3","52","6.6",".344","115","5653"
"Andy Tracy","Orioles (AAA)","32","534","12.9 %","20.0 %","0.64",".237",".337",".437",".774",".200","3.3",".263","-1.2","68","8.6",".344","114","2024"
"Andy Cannizaro","Yankees (AAA)","27","487","10.5 %","12.1 %","0.86",".276",".367",".380",".746",".103","4.0",".314","-1.0","62","7.8",".344","114","7068"
"Tony Gwynn Jr.","Brewers (AAA)","23","494","8.5 %","17.0 %","0.50",".300",".360",".396",".756",".096","7.0",".359","1.2","64","1.6",".343","103","6141"
"Joel Guzman","- - -","21","444","6.8 %","21.4 %","0.32",".274",".327",".447",".774",".173","4.4",".321","-0.4","58","2.8",".343","104","3728"
"Wilson Valdez","Dodgers (AAA)","28","599","9.3 %","8.7 %","1.08",".297",".366",".381",".746",".083","4.9",".321","-2.2","77","1.7",".343","102","1863"
"Chris Basak","Mets (AAA)","27","417","9.4 %","18.2 %","0.51",".267",".345",".407",".752",".140","6.2",".317","2.0","53","6.1",".342","113","3048"
"Delwyn Young","Dodgers (AAA)","24","583","7.2 %","17.8 %","0.40",".273",".326",".457",".783",".184","3.0",".306","-1.1","75","1.4",".342","102","4563"
"Mitch Jones","Yankees (AAA)","28","503","10.1 %","28.8 %","0.35",".234",".318",".447",".765",".213","3.5",".293","-0.6","63","7.0",".341","112","3006"
"Scott McClain","Athletics (AAA)","34","605","7.9 %","19.3 %","0.41",".252",".313",".466",".779",".214","3.4",".270","-0.3","77","0.7",".341","101","8951"
"Keith Reed","Orioles (AAA)","27","453","4.2 %","13.9 %","0.30",".279",".319",".441",".761",".162","5.0",".309","-1.7","57","6.0",".340","112","2695"
"T.J. Bohn","Mariners (AAA)","26","419","7.9 %","19.3 %","0.41",".283",".345",".413",".758",".130","5.2",".338","1.7","53","0.3",".340","101","4592"
"Chad Mottola","Blue Jays (AAA)","34","464","6.5 %","22.2 %","0.29",".265",".315",".448",".762",".183","4.8",".313","1.4","58","5.9",".340","111","1315"
"Ronald Calloway","Red Sox (AAA)","29","457","8.8 %","16.8 %","0.52",".288",".354",".399",".753",".111","4.5",".342","-0.8","57","5.6",".339","111","1649"
"Mike Rose","- - -","29","389","11.6 %","26.7 %","0.43",".231",".324",".441",".765",".210","2.1",".280","0.0","50","1.7",".339","101","2278"
"Freddy Guzman","- - -","25","432","11.6 %","12.7 %","0.91",".279",".366",".367",".733",".088","7.2",".320","3.2","54","-0.3",".338","100","2162"
"Jeff Mathis","Angels (AAA)","23","417","6.2 %","18.0 %","0.35",".289",".333",".430",".763",".141","4.9",".343","0.2","52","-0.5",".338","99","3448"
"Andy Gonzalez","White Sox (AAA)","24","462","10.0 %","16.7 %","0.60",".271",".354",".383",".738",".112","3.8",".321","-0.2","57","5.0",".337","110","3669"
"Geovany Soto","Cubs (AAA)","23","391","10.5 %","18.9 %","0.55",".272",".353",".386",".739",".114","1.1",".330","-0.4","48","-1.0",".336","98","3707"
"Carlos Maldonado","Pirates (AAA)","27","384","9.4 %","17.4 %","0.54",".283",".354",".390",".743",".107","2.4",".333","0.2","47","3.8",".336","109","2034"
"Raul Gonzalez","Pirates (AAA)","32","458","11.8 %","12.9 %","0.92",".263",".352",".383",".735",".120","3.2",".292","-1.4","55","4.3",".335","108","1553"
"Mike Rodriguez","Astros (AAA)","25","502","10.2 %","11.0 %","0.93",".276",".352",".385",".737",".109","7.4",".303","3.0","62","-1.7",".335","97","sa201247"
"Yurendell de Caster","Pirates (AAA)","26","462","7.6 %","21.6 %","0.35",".273",".330",".418",".748",".145","3.9",".332","-1.5","55","3.9",".334","108","2329"
"Casey McGehee","Cubs (AAA)","23","546","7.5 %","12.8 %","0.59",".280",".336",".406",".742",".127","2.1",".305","-1.3","66","-2.4",".334","96","6086"
"Charles Thomas","Athletics (AAA)","27","434","8.8 %","17.7 %","0.49",".274",".350",".376",".726",".102","4.3",".323","-2.3","53","-2.1",".333","96","2962"
"Earl Snyder","Reds (AAA)","30","518","8.3 %","19.1 %","0.43",".257",".319",".430",".748",".173","2.8",".287","0.0","62","4.0",".333","107","1481"
"Jorge Velandia","White Sox (AAA)","31","516","5.4 %","16.5 %","0.33",".291",".331",".411",".741",".120","5.3",".336","2.0","61","3.8",".333","107","900"
"Jamie Burke","Rangers (AAA)","34","399","5.5 %","10.3 %","0.54",".278",".323",".422",".745",".143","2.0",".291","0.0","48","-2.2",".332","96","6"
"Mike Rouse","Athletics (AAA)","26","402","10.4 %","16.7 %","0.63",".258",".347",".377",".724",".119","4.4",".303","0.4","48","-2.3",".332","95","1893"
"John Hattig","Blue Jays (AAA)","26","413","8.5 %","26.2 %","0.32",".276",".341",".394",".736",".118","2.1",".379","-0.2","49","2.8",".332","106","2563"
"Jason Hart","- - -","28","424","6.6 %","20.8 %","0.32",".248",".306",".452",".758",".204","2.5",".276","-0.6","51","-1.4",".332","97","1253"
"Skip Schumaker","Cardinals (AAA)","26","403","5.7 %","11.9 %","0.48",".306",".348",".382",".730",".076","5.3",".342","0.5","48","-2.9",".330","94","3704"
"Wayne Lydon","Blue Jays (AAA)","25","580","9.1 %","20.7 %","0.44",".263",".335",".394",".729",".131","7.5",".327","1.0","68","3.2",".330","105","sa198276"
"Brennan King","Phillies (AAA)","25","392","5.1 %","17.6 %","0.29",".261",".302",".440",".741",".179","4.6",".289","0.9","45","1.5",".328","103","sa198210"
"Buck Coats","Cubs (AAA)","24","498","7.6 %","17.5 %","0.44",".282",".342",".376",".718",".093","4.5",".335","1.7","58","-5.0",".327","92","2945"
"Ruben Gotay","- - -","23","543","6.6 %","17.7 %","0.38",".265",".321",".407",".728",".143","4.8",".306","-0.2","63","-3.3",".327","95","3417"
"Ray Olmedo","Reds (AAA)","25","430","7.9 %","16.5 %","0.48",".282",".344",".373",".717",".091","5.6",".338","0.8","49","1.2",".327","102","1718"
"Alejandro Machado","Red Sox (AAA)","24","438","11.9 %","11.6 %","1.02",".260",".356",".346",".702",".086","5.9",".290","1.6","50","1.1",".326","102","2082"
"Garrett Jones","Twins (AAA)","25","582","8.4 %","20.8 %","0.40",".238",".302",".430",".733",".192","3.5",".267","-1.2","66","0.8",".325","101","2714"
"Glenn Williams","Twins (AAA)","28","414","8.7 %","20.3 %","0.43",".257",".326",".389",".715",".132","4.2",".313","0.0","46","-0.1",".323","100","1991"
"Brent Abernathy","Brewers (AAA)","28","492","8.1 %","11.8 %","0.69",".287",".345",".358",".703",".071","4.2",".318","-0.8","55","-6.7",".323","89","1192"
"Josh Labandeira","Nationals (AAA)","27","456","8.1 %","11.4 %","0.71",".276",".351",".352",".702",".076","4.2",".309","-3.5","51","-6.3",".323","89","2191"
"Rob Cosby","Blue Jays (AAA)","25","487","4.3 %","19.9 %","0.22",".252",".293",".428",".721",".177","2.5",".283","-1.1","54","-0.6",".322","99","sa198044"
"Luis Figueroa","Blue Jays (AAA)","32","417","5.8 %","8.4 %","0.69",".276",".318",".398",".716",".122","4.6",".287","-1.5","45","-1.1",".320","98","776"
"Casey Smith","Angels (AAA)","27","434","4.8 %","13.1 %","0.37",".280",".319",".398",".717",".118","5.0",".315","-2.7","48","-7.1",".320","87","sa200213"
"Jason Alfaro","- - -","28","408","6.1 %","12.5 %","0.49",".257",".303",".414",".717",".158","2.5",".268","-1.3","44","-1.4",".318","97","2388"
"Jed Hansen","Giants (AAA)","33","408","7.8 %","17.6 %","0.44",".247",".317",".386",".703",".140","5.2",".280","0.7","44","-7.3",".318","86","1005327"
"Charlton Jimerson","Astros (AAA)","26","501","4.6 %","36.5 %","0.13",".247",".287",".445",".732",".198","7.8",".363","2.1","54","-9.0",".318","86","2171"
"Jason Cooper","Indians (AAA)","25","462","8.9 %","27.3 %","0.33",".228",".303",".398",".701",".170","5.2",".292","0.0","49","-2.5",".316","95","sa202626"
"Jose Offerman","Mets (AAA)","37","403","13.4 %","14.9 %","0.90",".238",".337",".349",".686",".110","4.6",".263","1.6","43","-2.3",".316","95","205"
"Andres Torres","Twins (AAA)","28","415","11.8 %","21.0 %","0.56",".236",".333",".353",".687",".118","7.2",".307","0.9","44","-2.8",".315","94","1488"
"Rajai Davis","Pirates (AAA)","25","417","6.5 %","14.1 %","0.46",".283",".335",".348",".683",".065","6.5",".330","3.7","44","-3.0",".314","94","3708"
"Chris Heintz","Twins (AAA)","31","406","5.7 %","15.5 %","0.37",".286",".323",".369",".692",".083","2.2",".332","-1.8","42","-3.2",".313","93","2307"
"John Nelson","Cardinals (AAA)","27","476","8.8 %","32.1 %","0.27",".215",".291",".411",".702",".196","5.6",".277","1.6","49","-10.9",".312","82","3640"
"Tyrell Godwin","Nationals (AAA)","26","453","7.1 %","15.0 %","0.47",".248",".307",".387",".694",".139","7.5",".281","1.2","47","-10.4",".312","82","3725"
"Manny Alexander","Padres (AAA)","35","472","7.4 %","12.3 %","0.60",".265",".323",".363",".686",".098","5.4",".291","1.1","49","-10.9",".312","82","1954"
"Jerry Owens","White Sox (AAA)","25","493","9.1 %","12.4 %","0.74",".262",".330",".346",".676",".084","7.9",".294","3.1","50","-5.3",".309","90","6002"
"Eddy Garabito","Orioles (AAA)","29","531","8.9 %","10.2 %","0.87",".257",".326",".344",".670",".086","4.6",".282","0.4","53","-5.9",".309","90","7022"
"Adam Stern","Red Sox (AAA)","26","421","5.5 %","18.5 %","0.29",".258",".300",".388",".688",".130","7.0",".303","1.7","42","-4.7",".309","90","3568"
"Danny Garcia","Yankees (AAA)","26","451","7.8 %","14.6 %","0.53",".242",".327",".339",".666",".097","5.9",".281","1.3","45","-5.7",".307","89","1819"
"Dave Krynzel","Brewers (AAA)","24","417","10.1 %","25.7 %","0.39",".231",".314",".359",".673",".128","7.4",".308","2.9","41","-11.8",".305","78","8216"
"Mike Aviles","Royals (AAA)","25","502","5.6 %","9.6 %","0.58",".264",".307",".373",".680",".109","5.0",".279","0.6","49","-14.3",".305","77","5986"
"Mike Hessman","Tigers (AAA)","28","394","11.4 %","32.7 %","0.35",".165",".269",".406",".675",".241","2.8",".172","0.1","38","-5.7",".305","87","1808"
"William Bergolla","Reds (AAA)","23","455","4.8 %","10.3 %","0.47",".279",".317",".353",".670",".075","4.7",".309","-0.5","44","-7.1",".303","86","2152"
"Henry Mateo","Nationals (AAA)","29","490","7.8 %","15.9 %","0.49",".254",".318",".344",".662",".090","7.4",".303","1.8","47","-15.0",".302","76","1461"
"Juan Melo","- - -","29","418","5.7 %","16.7 %","0.34",".263",".306",".367",".673",".104","3.3",".299","-0.4","40","-13.0",".302","75","1008752"
"Robert Andino","Marlins (AAA)","22","549","6.0 %","18.2 %","0.33",".255",".303",".363",".667",".108","5.8",".301","-2.2","51","-17.8",".300","74","4900"
"Cesar Crespo","Braves (AAA)","27","488","11.3 %","17.4 %","0.65",".239",".326",".319",".646",".080","5.0",".287","0.4","46","-8.8",".300","84","1024"
"Kenny Kelly","Nationals (AAA)","27","409","10.5 %","18.3 %","0.57",".248",".332",".305",".637",".057","5.7",".312","0.3","38","-13.5",".300","74","1084"
"Asdrubal Cabrera","- - -","20","444","7.2 %","20.3 %","0.36",".249",".310",".349",".658",".099","5.1",".306","-1.4","41","-11.8",".298","77","4962"
"Brent Butler","Devil Rays (AAA)","28","473","4.9 %","9.5 %","0.51",".269",".306",".355",".661",".087","3.0",".295","-1.6","43","-9.5",".297","82","423"
"Michael Ryan","Braves (AAA)","28","398","7.5 %","18.8 %","0.40",".242",".302",".347",".649",".105","2.4",".291","-0.9","36","-8.3",".296","81","1643"
"Jamal Strong","- - -","27","416","10.1 %","16.8 %","0.60",".241",".331",".300",".631",".059","5.9",".295","2.4","37","-9.6",".296","81","1820"
"Jermaine Clark","Brewers (AAA)","29","429","11.2 %","16.8 %","0.67",".235",".319",".320",".639",".085","6.9",".274","4.0","39","-15.6",".295","71","1664"
"Jayson Nix","Rockies (AAA)","23","397","8.1 %","15.4 %","0.52",".251",".317",".313",".630",".061","5.0",".297","1.7","35","-15.1",".294","70","3790"
"Joaquin Arias","Rangers (AAA)","21","525","3.6 %","12.2 %","0.30",".268",".296",".361",".657",".093","7.4",".296","0.8","46","-20.5",".292","69","3817"
"Kevin Hooper","Tigers (AAA)","29","549","4.2 %","12.9 %","0.32",".276",".309",".327",".636",".052","6.1",".317","-0.2","47","-14.0",".290","77","1942"
"Josh Kroeger","Phillies (AAA)","23","469","4.9 %","22.2 %","0.22",".231",".270",".370",".639",".138","4.6",".282","-0.1","38","-13.9",".285","73","2205"
"Trent Durrington","Red Sox (AAA)","30","440","7.5 %","20.0 %","0.38",".233",".299",".307",".606",".074","7.1",".290","3.5","34","-14.8",".280","70","1805"
"Victor Diaz","- - -","24","426","6.1 %","24.6 %","0.25",".230",".281",".332",".612",".102","2.3",".291","-1.1","33","-15.2",".278","68","3424"
"Shawn Garrett","- - -","27","414","4.8 %","22.5 %","0.22",".221",".262",".356",".617",".135","5.3",".271","-0.1","29","-19.2",".271","60","sa213149"
"Drew Meyer","Rangers (AAA)","24","403","6.7 %","22.6 %","0.30",".228",".278",".305",".583",".077","5.1",".295","-3.0","27","-24.3",".267","52","4738"
"Anderson Hernandez","Mets (AAA)","23","444","4.7 %","15.8 %","0.30",".249",".285",".295",".580",".046","6.0",".299","0.8","30","-19.6",".266","61","3366"
"J.J. Furmaniak","Pirates (AAA)","26","403","6.2 %","21.1 %","0.29",".213",".266",".310",".576",".097","6.4",".260","0.9","26","-19.2",".262","57","3054"
"Fernando Cortez","- - -","24","491","4.7 %","13.6 %","0.34",".234",".274",".278",".551",".043","5.4",".274","-1.3","28","-30.6",".255","48","3634"
"Sergio Santos","Blue Jays (AAA)","22","509","4.7 %","18.9 %","0.25",".214",".254",".299",".554",".085","2.8",".258","-1.2","29","-27.9",".252","51","4734"
"Ricky Bell","Royals (AAA)","27","389","4.4 %","17.2 %","0.25",".212",".248",".288",".537",".077","3.4",".246","0.0","18","-30.9",".244","37","sa211044"
"Jonathan Schuerholz","Braves (AAA)","26","425","7.5 %","22.1 %","0.34",".184",".252",".243",".495",".059","4.3",".236","0.1","18","-29.6",".233","38","sa201751"
