"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Steven Souza Jr.","Nationals (AAA)","25","407","12.8 %","18.4 %","0.69",".350",".432",".590","1.022",".240","5.7",".398","2.1","85","37.9",".448","180","5667"
"Joc Pederson","Dodgers (AAA)","22","553","18.1 %","26.9 %","0.67",".303",".435",".582","1.017",".279","6.4",".385","0.0","118","46.0",".439","164","11899"
"Brennan Boesch","Angels (AAA)","29","407","7.1 %","21.1 %","0.34",".332",".381",".636","1.017",".305","6.5",".374","0.2","84","30.6",".430","157","914"
"Allan Dykstra","Mets (AAA)","27","439","19.1 %","22.1 %","0.87",".280",".426",".504",".930",".224","3.0",".340","0.0","83","25.8",".411","145","9113"
"Adam Duvall","Giants (AAA)","25","394","7.6 %","20.8 %","0.37",".298",".360",".599",".959",".301","4.7",".320","0.4","74","22.6",".409","144","10950"
"Clint Robinson","Dodgers (AAA)","29","499","12.8 %","16.8 %","0.76",".312",".401",".534",".935",".221","3.3",".350","0.0","93","27.5",".406","142","6908"
"Jesus Aguilar","Indians (AAA)","24","499","12.8 %","19.2 %","0.67",".304",".395",".511",".905",".206","1.3",".350","-0.2","86","28.4",".401","149","11342"
"Andy Marte","Diamondbacks (AAA)","30","531","9.0 %","11.7 %","0.77",".329",".388",".531",".919",".202","3.3",".343","0.2","94","24.4",".396","135","3203"
"Ben Paulsen","Rockies (AAA)","26","497","11.7 %","23.9 %","0.49",".294",".378",".533",".912",".239","4.9",".362","-1.5","87","21.7",".393","133","9741"
"Kyle Roller","Yankees (AAA)","26","437","11.2 %","28.6 %","0.39",".283",".378",".497",".875",".214","2.9",".380","-0.2","72","21.7",".392","143","sa503716"
"Tommy Pham","Cardinals (AAA)","26","390","9.7 %","20.8 %","0.47",".324",".395",".491",".886",".168","7.9",".397","3.1","67","16.4",".391","132","2967"
"Andy Wilkins","White Sox (AAA)","25","529","6.4 %","17.2 %","0.37",".293",".338",".558",".896",".265","2.3",".306","-0.6","87","25.5",".390","142","11251"
"Mark Canha","Marlins (AAA)","25","537","10.6 %","20.9 %","0.51",".303",".384",".505",".889",".202","4.2",".356","0.1","92","21.7",".389","131","11445"
"Phil Gosselin","Braves (AAA)","25","407","4.7 %","15.2 %","0.31",".344",".379",".487",".866",".143","6.0",".401","0.6","66","18.7",".387","140","10953"
"Andrew Brown","Mets (AAA)","29","446","11.7 %","19.5 %","0.60",".283",".372",".519",".892",".236","3.3",".313","0.4","76","17.2",".387","129","3837"
"Carlos Peguero","Royals (AAA)","27","418","10.8 %","33.0 %","0.33",".266",".349",".563",".912",".296","4.7",".337","0.4","70","15.8",".386","129","8760"
"Kevin Pillar","Blue Jays (AAA)","25","434","4.8 %","11.1 %","0.44",".323",".359",".509",".868",".185","6.6",".345","2.8","69","18.3",".383","136","12434"
"Brock Peterson","- - -","30","476","9.9 %","22.3 %","0.44",".301",".378",".480",".858",".179","3.4",".369","0.1","77","19.2",".381","130","4984"
"Domingo Santana","Astros (AAA)","21","513","12.5 %","29.0 %","0.43",".296",".384",".474",".858",".178","3.6",".408","-0.6","84","16.6",".380","125","10348"
"Xavier Scruggs","Cardinals (AAA)","26","538","9.9 %","21.2 %","0.46",".286",".370",".494",".864",".208","3.8",".336","-1.7","88","17.4",".380","125","7409"
"Justin Bour","Marlins (AAA)","26","430","9.1 %","13.3 %","0.68",".306",".372",".517",".889",".210","2.7",".319","0.1","70","13.5",".379","124","9744"
"Matt Hague","- - -","28","442","11.1 %","17.2 %","0.64",".282",".371",".465",".836",".183","2.5",".315","-1.2","68","16.6",".377","132","7772"
"Josh Phegley","White Sox (AAA)","26","467","6.6 %","15.4 %","0.43",".274",".331",".530",".861",".255","3.6",".278","-0.6","72","17.5",".377","132","9308"
"Brandon Laird","Nationals (AAA)","26","506","6.7 %","19.0 %","0.35",".300",".350",".490",".841",".190","2.0",".343","-0.2","77","17.9",".374","131","5476"
"Jamie Romak","Dodgers (AAA)","28","462","7.4 %","23.2 %","0.32",".280",".335",".538",".874",".258","4.5",".317","0.3","73","12.2",".373","120","5552"
"Mike Jacobs","Diamondbacks (AAA)","33","575","10.4 %","20.9 %","0.50",".299",".370",".487",".857",".188","1.5",".351","0.0","90","15.0",".372","120","2231"
"Shane Peterson","Athletics (AAA)","26","625","10.6 %","22.2 %","0.47",".308",".381",".460",".841",".153","5.9",".391","1.3","97","15.7",".371","119","7423"
"Josh Satin","Mets (AAA)","29","440","13.9 %","18.0 %","0.77",".289",".386",".439",".825",".150","2.1",".341","-1.2","68","10.8",".371","119","6788"
"Dan Johnson","Blue Jays (AAA)","34","460","18.7 %","17.6 %","1.06",".232",".381",".434",".815",".202","1.3",".245","-0.2","68","14.9",".370","128","2167"
"Ezequiel Carrera","Tigers (AAA)","27","434","11.1 %","15.0 %","0.74",".307",".387",".422",".809",".115","7.8",".355","3.0","64","13.9",".370","128","9048"
"Jeremy Hermida","Brewers (AAA)","30","408","15.2 %","22.1 %","0.69",".256",".370",".456",".826",".200","1.5",".298","-0.9","62","8.8",".367","117","7208"
"Mikie Mahtook","Rays (AAA)","24","550","8.4 %","24.9 %","0.34",".292",".362",".458",".820",".166","5.9",".380","1.3","80","16.1",".366","125","13130"
"Alex Hassan","Red Sox (AAA)","26","474","12.7 %","23.0 %","0.55",".287",".378",".426",".804",".140","2.9",".369","-0.7","69","13.9",".366","125","9959"
"Cody Decker","Padres (AAA)","27","510","10.0 %","29.4 %","0.34",".261",".337",".514",".852",".254","3.5",".324","-1.4","77","10.6",".366","116","9665"
"J.B. Shuck","Angels (AAA)","27","465","9.2 %","6.5 %","1.43",".320",".382",".446",".828",".126","6.0",".329","-1.0","70","9.5",".366","116","6677"
"Russ Canzler","- - -","28","441","10.4 %","22.0 %","0.47",".276",".347",".474",".821",".198","4.4",".330","0.0","63","12.3",".364","124","8265"
"Michael Taylor","- - -","28","512","12.1 %","19.5 %","0.62",".275",".371",".437",".808",".162","5.2",".329","0.6","74","11.2",".364","119","2591"
"Mike Hessman","Tigers (AAA)","36","485","10.9 %","23.9 %","0.46",".248",".330",".500",".830",".252","3.9",".267","0.0","69","13.2",".364","123","1808"
"Emmanuel Burriss","Nationals (AAA)","29","510","9.4 %","8.0 %","1.17",".300",".377",".412",".789",".113","6.9",".319","0.0","72","13.3",".362","123","2917"
"Jordan Danks","White Sox (AAA)","27","406","11.6 %","25.4 %","0.46",".270",".355",".460",".814",".190","2.6",".329","0.2","58","10.6",".362","123","9187"
"Matt Fields","Royals (AAA)","28","512","7.0 %","30.5 %","0.23",".262",".326",".514",".840",".252","3.0",".332","-0.3","76","8.8",".362","113","sa289014"
"Ty Kelly","Mariners (AAA)","25","549","15.5 %","17.5 %","0.89",".263",".381",".412",".793",".149","4.7",".303","0.8","81","9.1",".361","113","7740"
"Jesus Montero","Mariners (AAA)","24","409","9.0 %","19.3 %","0.47",".286",".350",".489",".839",".203","2.8",".320","0.2","60","6.7",".361","113","5514"
"Jared Hoying","Rangers (AAA)","25","557","7.2 %","25.1 %","0.29",".271",".325",".517",".842",".246","7.2",".324","0.8","82","8.8",".360","112","10882"
"Johnny Giavotella","Royals (AAA)","26","493","9.5 %","7.3 %","1.31",".308",".373",".440",".813",".132","5.5",".321","2.2","72","7.7",".360","112","6740"
"Giovanny Urshela","Indians (AAA)","22","430","7.0 %","11.9 %","0.59",".276",".331",".473",".804",".197","4.4",".289","-1.0","60","9.7",".358","120","10681"
"Mike Baxter","Dodgers (AAA)","29","468","9.6 %","18.6 %","0.52",".289",".365",".439",".804",".150","7.0",".349","0.1","68","6.3",".358","110","4464"
"Nick Ahmed","Diamondbacks (AAA)","24","452","8.2 %","12.2 %","0.67",".312",".373",".425",".798",".113","5.6",".352","0.0","65","5.9",".357","110","12147"
"Eugenio Velez","Brewers (AAA)","32","441","7.0 %","15.4 %","0.46",".309",".363",".441",".803",".131","6.2",".356","-1.5","63","5.7",".357","110","3893"
"Christian Colon","Royals (AAA)","25","388","7.7 %","7.5 %","1.03",".311",".366",".433",".800",".122","4.7",".317","1.2","56","4.9",".357","110","11145"
"Danny Muno","Mets (AAA)","25","435","13.8 %","18.9 %","0.73",".259",".372",".418",".790",".159","4.7",".296","-0.5","62","5.5",".357","110","12214"
"Jonathan Galvez","Padres (AAA)","23","389","10.0 %","19.8 %","0.51",".280",".354",".449",".803",".169","3.6",".332","-1.7","55","4.5",".356","109","sa502621"
"Jose Pirela","Yankees (AAA)","24","581","6.4 %","12.7 %","0.50",".305",".351",".441",".792",".136","6.9",".336","-0.1","79","11.8",".355","117","5485"
"Luis Jimenez","Angels (AAA)","26","501","4.8 %","15.0 %","0.32",".286",".321",".505",".826",".220","5.5",".300","0.6","71","5.3",".354","108","6341"
"Javier Baez","Cubs (AAA)","21","434","7.8 %","30.0 %","0.26",".260",".323",".510",".833",".250","5.9",".322","-0.5","61","4.4",".354","108","12979"
"Deibinson Romero","Twins (AAA)","27","492","12.2 %","17.9 %","0.68",".265",".364",".406",".770",".141","2.3",".314","-0.6","66","9.3",".353","116","sa328505"
"Kyle Jensen","Marlins (AAA)","26","556","8.6 %","26.4 %","0.33",".260",".331",".481",".812",".221","2.0",".312","0.2","78","5.1",".353","107","7706"
"Justin Christian","Rays (AAA)","34","520","8.3 %","13.7 %","0.61",".271",".344",".434",".778",".163","6.2",".300","1.3","69","8.8",".350","115","8297"
"Brett Wallace","- - -","27","525","8.4 %","25.0 %","0.34",".282",".350",".426",".776",".144","1.4",".356","-0.7","69","8.6",".350","114","8434"
"Quintin Berry","Orioles (AAA)","29","432","13.2 %","19.4 %","0.68",".285",".382",".367",".749",".082","5.3",".359","2.3","57","7.0",".350","114","9414"
"Tyler Greene","- - -","30","518","5.6 %","27.2 %","0.21",".298",".345",".446",".791",".148","5.2",".399","-0.9","71","4.0",".349","105","4675"
"Alex Castellanos","Padres (AAA)","27","408","9.1 %","25.5 %","0.36",".275",".351",".439",".790",".164","6.7",".364","-0.7","56","2.5",".349","105","7223"
"Nick Franklin","- - -","23","446","12.8 %","21.1 %","0.61",".272",".366",".412",".777",".140","4.0",".330","-0.1","61","4.3",".349","106","10166"
"Chris McGuiness","Pirates (AAA)","26","489","12.9 %","14.7 %","0.88",".264",".358",".412",".770",".148","2.8",".297","-1.5","64","7.7",".349","114","9423"
