"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Trevor Mitsui","Diamondbacks (A)","23","475","4.8 %","21.5 %","0.23",".291",".326",".388",".715",".097","1.8",".364","0.0","57","5.2",".331","110","sa599004"
"Jhalan Jackson","Yankees (A)","23","431","8.8 %","26.5 %","0.33",".236",".311",".415",".725",".179","4.7",".304","-2.0","53","4.0",".331","108","sa875208"
"Trent Gilbert","Athletics (A)","23","521","7.1 %","20.0 %","0.36",".269",".327",".380",".707",".111","2.9",".335","-0.5","62","5.3",".330","109","sa599526"
"Will Allen","Tigers (A)","24","557","9.3 %","15.4 %","0.60",".266",".338",".369",".706",".102","0.9",".306","0.0","66","5.5",".330","109","sa550032"
"Isael Soto","Marlins (A)","19","448","9.6 %","25.7 %","0.37",".247",".320",".399",".719",".152","5.1",".323","0.5","54","3.7",".329","107","sa830217"
"Seby Zavala","White Sox (A)","22","404","8.7 %","26.7 %","0.32",".253",".330",".381",".711",".128","3.4",".341","-0.3","49","3.2",".329","107","sa875572"
"Grenny Cumana","Phillies (A)","20","381","4.2 %","7.9 %","0.53",".291",".344",".363",".707",".072","5.4",".314","0.6","46","2.9",".328","107","sa735846"
"Danny Mendick","White Sox (A)","22","412","7.5 %","18.2 %","0.41",".274",".343",".355",".698",".081","4.3",".337","-0.4","49","2.2",".325","105","sa875320"
"Roman Collins","Royals (A)","22","394","9.4 %","16.2 %","0.58",".246",".320",".381",".701",".136","5.8",".277","-0.2","46","1.5",".323","103","sa875081"
"Brad Zunica","Padres (A)","20","435","5.7 %","35.9 %","0.16",".242",".294",".401",".696",".160","1.5",".355","0.0","50","2.2",".323","105","sa875647"
"Tate Matheny","Red Sox (A)","22","454","6.2 %","22.9 %","0.27",".277",".324",".382",".706",".105","6.6",".353","-0.6","53","1.4",".322","103","sa658567"
"Seth Harrison","Giants (A)","23","456","8.1 %","20.6 %","0.39",".256",".325",".366",".691",".111","6.4",".317","0.0","52","0.6",".320","101","sa829125"
"Brett Siddall","Athletics (A)","21","542","8.7 %","18.1 %","0.48",".241",".321",".356",".677",".114","3.1",".284","-1.3","60","1.5",".320","103","sa875635"
"Frandy De La Rosa","Rangers (A)","20","483","9.3 %","19.0 %","0.49",".250",".330",".351",".681",".101","4.7",".302","-5.4","55","-0.1",".318","100","sa736663"
"Omar Estevez","Dodgers (A)","18","508","5.1 %","23.8 %","0.21",".255",".298",".389",".687",".134","3.1",".322","-1.7","56","0.6",".318","101","sa914242"
"Andrew Guillotte","Blue Jays (A)","23","508","7.7 %","15.2 %","0.51",".253",".322",".352",".674",".099","6.1",".294","0.2","56","0.5",".318","101","sa876089"
"David Rodriguez","Rays (A)","20","472","9.3 %","18.6 %","0.50",".240",".321",".349",".669",".108","3.4",".282","-0.3","52","0.2",".317","100","sa735825"
"Mitchell Gunsolus","Red Sox (A)","23","405","12.3 %","24.2 %","0.51",".223",".323",".353",".676",".130","1.9",".275","-1.6","45","-0.8",".316","98","sa827150"
"Jordan Serena","Angels (A)","23","436","8.7 %","21.8 %","0.40",".253",".332",".329",".661",".076","4.9",".328","-0.3","47","-0.2",".315","99","sa876218"
"D.J. Burt","Royals (A)","20","542","9.4 %","19.9 %","0.47",".257",".335",".338",".673",".080","7.4",".322","1.8","60","-1.4",".315","98","sa828876"
"Justin Higley","Athletics (A)","23","444","9.5 %","33.3 %","0.28",".237",".313",".361",".674",".124","7.2",".359","1.7","48","-0.6",".314","99","sa738305"
"Kyle Barrett","Marlins (A)","22","393","6.4 %","17.0 %","0.37",".282",".333",".345",".678",".062","5.9",".339","1.4","43","-1.2",".314","97","sa858028"
"Hoy Jun Park","Yankees (A)","20","517","13.0 %","23.2 %","0.56",".225",".336",".329",".665",".103","8.1",".304","5.1","57","-1.6",".314","97","sa877610"
"Brendon Sanger","Angels (A)","22","516","11.4 %","17.2 %","0.66",".230",".329",".325",".654",".095","3.5",".279","-1.1","55","-1.1",".313","98","sa858055"
"Mylz Jones","Rockies (A)","22","552","4.0 %","19.2 %","0.21",".270",".306",".380",".686",".110","6.4",".325","0.0","60","-2.5",".312","96","sa875606"
"Skye Bolt","Athletics (A)","22","402","10.4 %","21.9 %","0.48",".231",".318",".345",".663",".114","4.7",".285","0.1","42","-1.3",".312","97","sa658783"
"Tyler Sullivan","White Sox (A)","23","589","10.0 %","15.4 %","0.65",".255",".338",".327",".665",".073","6.3",".304","1.8","64","-2.9",".312","96","sa875623"
"Rayder Ascanio","Mariners (A)","20","530","10.2 %","19.1 %","0.53",".257",".334",".316",".650",".059","4.3",".320","-3.3","55","-2.4",".310","96","sa735861"
"Derek Hill","Tigers (A)","20","415","5.8 %","25.3 %","0.23",".266",".312",".349",".661",".083","9.1",".361","4.7","43","-2.0",".310","96","sa828670"
"Carlos Belen","Padres (A)","20","479","6.7 %","27.6 %","0.24",".222",".278",".394",".672",".172","4.7",".284","-1.3","50","-2.3",".310","96","sa736746"
"David Gonzalez","Tigers (A)","22","457","9.2 %","12.9 %","0.71",".248",".321",".329",".650",".082","5.7",".283","0.4","47","-2.4",".309","95","sa596234"
"Luis Aviles","Brewers (A)","21","493","5.7 %","26.4 %","0.22",".239",".288",".373",".661",".134","7.3",".314","1.9","51","-2.9",".308","95","sa738445"
"James Vasquez","Reds (A)","23","529","8.1 %","17.4 %","0.47",".223",".295",".358",".653",".135","2.5",".247","0.0","54","-3.3",".308","94","sa875804"
"Yeyson Yrizarri","Rangers (A)","19","479","1.9 %","19.0 %","0.10",".269",".292",".389",".681",".120","5.9",".318","-2.0","50","-3.9",".307","93","sa828293"
"Jonathan Morales","Braves (A)","21","462","5.4 %","11.9 %","0.45",".269",".313",".356",".669",".087","2.5",".296","-1.0","49","-3.8",".307","93","sa875808"
"J.J. Fernandez","Twins (A)","22","485","7.4 %","23.7 %","0.31",".225",".293",".363",".656",".138","3.4",".278","-0.3","50","-3.2",".307","94","sa658021"
"Sam Haggerty","Indians (A)","22","405","11.1 %","25.9 %","0.43",".230",".323",".320",".642",".090","6.4",".311","1.7","41","-2.8",".307","94","sa858804"
"Ricky Eusebio","Mariners (A)","22","434","8.5 %","20.0 %","0.43",".232",".313",".329",".642",".097","4.0",".286","-1.5","44","-3.1",".306","93","sa875678"
"Edwin Lora","Nationals (A)","20","436","6.9 %","25.9 %","0.27",".231",".297",".370",".667",".140","8.2",".311","3.0","45","-4.2",".305","91","sa737245"
"Justin Ellison","Braves (A)","21","476","7.8 %","18.5 %","0.42",".247",".304",".370",".673",".122","6.9",".299","0.4","49","-4.8",".305","91","sa875581"
"Craig Aikin","Cardinals (A)","22","397","9.6 %","23.4 %","0.41",".239",".321",".316",".637",".078","6.0",".320","-1.1","40","-3.3",".305","92","sa858051"
"Dash Winningham","Mets (A)","20","504","5.8 %","21.4 %","0.27",".234",".284",".387",".671",".153","1.9",".277","-0.4","52","-5.2",".305","91","sa829127"
"Leobaldo Pina","Cardinals (A)","22","409","6.8 %","18.8 %","0.36",".245",".299",".347",".646",".101","3.7",".289","0.0","41","-3.9",".303","91","sa596837"
"Angel Reyes","Marlins (A)","21","496","7.3 %","19.6 %","0.37",".252",".310",".351",".661",".099","2.9",".304","-0.7","51","-5.7",".303","90","sa657775"
"Ryan Hissey","Blue Jays (A)","22","458","7.9 %","21.2 %","0.37",".246",".310",".337",".647",".090","4.5",".307","0.6","45","-4.5",".303","91","sa857726"
"Jose Azocar","Tigers (A)","20","532","4.7 %","22.4 %","0.21",".281",".315",".335",".650",".054","6.3",".366","0.9","53","-5.2",".303","91","sa735839"
"Jake Gatewood","Brewers (A)","20","524","3.4 %","26.9 %","0.13",".240",".268",".391",".659",".151","3.6",".303","-0.1","52","-5.4",".302","91","sa828685"
"Willi Castro","Indians (A)","19","548","3.5 %","17.5 %","0.20",".259",".286",".371",".657",".112","6.8",".302","-1.0","54","-5.8",".302","90","sa830274"
"Edmundo Sosa","Cardinals (A)","20","378","5.0 %","18.8 %","0.27",".268",".307",".336",".643",".068","3.8",".325","-0.5","37","-4.0",".302","90","sa736859"
"R.J. Dennard","Cardinals (A)","23","450","9.6 %","24.4 %","0.39",".229",".304",".334",".639",".105","3.1",".300","0.0","44","-4.9",".301","90","sa876336"
"J.C. Rodriguez","Mets (A)","23","524","8.4 %","16.6 %","0.51",".237",".303",".350",".653",".113","6.2",".271","0.8","53","-6.7",".301","89","sa597094"
"Conner Hale","Mariners (A)","23","432","5.1 %","22.0 %","0.23",".261",".297",".351",".647",".090","3.5",".322","-0.1","42","-4.7",".301","90","sa827178"
"Sean Miller","Twins (A)","21","388","2.6 %","14.4 %","0.18",".263",".287",".366",".653",".102","5.9",".295","-0.5","37","-4.7",".300","89","sa875243"
"Cam Gibson","Tigers (A)","22","448","9.4 %","24.6 %","0.38",".221",".302",".330",".632",".109","8.1",".290","1.8","43","-5.5",".299","89","sa659281"
"Justin Twine","Marlins (A)","20","386","4.9 %","30.1 %","0.16",".249",".308",".334",".643",".085","5.1",".360","-0.8","38","-5.5",".299","87","sa828686"
"Ti'Quan Forbes","Rangers (A)","19","467","5.4 %","22.7 %","0.24",".251",".308",".335",".642",".084","4.8",".323","-0.8","46","-6.9",".299","87","sa828696"
"Zacrey Law","Rays (A)","19","478","5.6 %","19.9 %","0.28",".252",".300",".340",".640",".088","5.7",".308","0.4","46","-6.1",".299","88","sa829413"
"Trace Loehr","Athletics (A)","21","386","5.2 %","19.9 %","0.26",".249",".292",".350",".642",".101","6.7",".314","0.3","37","-5.4",".297","87","sa829044"
"Brendon Davis","Dodgers (A)","18","436","6.7 %","27.1 %","0.25",".241",".295",".334",".629",".093","5.1",".326","0.5","41","-6.4",".296","86","sa875089"
"Brantley Bell","Reds (A)","21","458","7.2 %","22.5 %","0.32",".248",".311",".308",".620",".061","5.4",".326","1.2","43","-6.9",".296","86","sa875352"
"Pat Porter","Astros (A)","23","386","9.8 %","27.2 %","0.36",".185",".286",".331",".618",".146","5.9",".239","-0.5","36","-6.1",".294","85","sa875624"
"Ben Johnson","Royals (A)","22","427","8.4 %","37.9 %","0.22",".213",".289",".341",".631",".129","5.0",".349","-1.0","40","-8.2",".293","83","sa658980"
"Jeremy Rivera","Red Sox (A)","21","399","4.8 %","13.5 %","0.35",".260",".300",".334",".634",".074","5.5",".303","-0.2","37","-8.0",".292","82","sa829240"
"Peter Van Gansen","Padres (A)","22","532","10.2 %","15.0 %","0.68",".237",".318",".285",".603",".048","2.9",".283","-1.7","48","-9.5",".292","84","sa875579"
"Anthony Miller","Indians (A)","21","383","8.4 %","38.6 %","0.22",".195",".279",".342",".622",".147","3.5",".301","0.2","35","-6.9",".291","83","sa875767"
"Emmanuel Marrero","Phillies (A)","23","460","7.0 %","18.3 %","0.38",".248",".305",".318",".623",".070","3.7",".300","-1.6","42","-9.7",".290","81","sa829119"
"Ryan Nagle","Pirates (A)","21","442","8.1 %","15.6 %","0.52",".247",".310",".318",".628",".071","3.5",".291","-0.4","41","-9.5",".290","81","sa875864"
"Grant Massey","White Sox (A)","23","441","5.4 %","19.3 %","0.28",".257",".301",".327",".628",".070","5.3",".318","1.0","40","-9.5",".290","81","sa875816"
"Ricardo Andujar","Orioles (A)","23","415","6.0 %","18.3 %","0.33",".251",".301",".319",".620",".068","5.3",".305","-0.8","38","-9.4",".288","80","sa658092"
"Carlos Belonis","Brewers (A)","21","380","4.2 %","28.2 %","0.15",".255",".293",".314",".607",".059","5.2",".358","0.7","33","-8.1",".287","80","sa657248"
"Wilson Garcia","Phillies (A)","22","447","2.7 %","10.7 %","0.25",".273",".290",".340",".630",".067","0.6",".295","-0.1","40","-11.0",".286","78","sa596287"
"Zack Shields","Reds (A)","23","398","6.0 %","20.6 %","0.29",".240",".293",".311",".604",".071","7.5",".308","1.0","34","-8.9",".285","79","sa875248"
"Carlos Herrera","Rockies (A)","19","548","3.8 %","21.0 %","0.18",".238",".270",".357",".627",".119","6.3",".294","-2.4","48","-13.7",".285","78","sa830140"
"Shane Mardirosian","Reds (A)","20","434","6.7 %","18.2 %","0.37",".226",".291",".299",".590",".074","5.3",".276","-1.6","36","-11.2",".281","76","sa829138"
"Eric Jenkins","Rangers (A)","19","563","7.1 %","27.4 %","0.26",".221",".279",".330",".609",".109","8.9",".297","4.2","48","-16.0",".281","75","sa874775"
"Ruddy Giron","Padres (A)","19","446","7.6 %","16.6 %","0.46",".222",".284",".304",".589",".082","4.7",".268","-1.1","37","-11.7",".280","76","sa830284"
"Anfernee Seymour","- - -","21","537","4.8 %","22.0 %","0.22",".257",".296",".303",".599",".047","7.5",".334","3.4","45","-16.2",".278","73","sa829114"
"Zach Sullivan","Marlins (A)","20","419","6.0 %","27.9 %","0.21",".226",".280",".320",".600",".094","4.9",".313","-2.2","34","-13.3",".276","72","sa829083"
"Jalen Miller","Giants (A)","19","500","5.2 %","21.4 %","0.24",".223",".271",".322",".593",".098","6.7",".277","0.2","40","-17.1",".273","70","sa875016"
"Luis Gonzalez","Reds (A)","21","404","4.5 %","21.5 %","0.21",".228",".261",".323",".584",".094","4.0",".286","0.4","31","-13.0",".272","70","sa736875"
"Antonio Rodriguez","White Sox (A)","21","501","3.8 %","20.8 %","0.18",".237",".268",".320",".588",".083","4.6",".290","0.4","38","-18.7",".269","67","sa694155"
"Milton Ramos","Mets (A)","20","404","7.9 %","21.8 %","0.36",".220",".292",".273",".564",".052","3.8",".290","-0.6","31","-15.2",".268","67","sa828792"
"Casey Hughston","Pirates (A)","22","441","6.8 %","34.9 %","0.19",".190",".251",".335",".586",".145","7.5",".274","0.0","33","-17.2",".267","66","sa874093"
"Steve Laurino","Orioles (A)","23","378","11.1 %","22.2 %","0.50",".188",".286",".267",".552",".079","1.6",".238","-0.4","28","-14.9",".266","65","sa875830"
"Marten Gasparini","Royals (A)","19","429","7.2 %","31.2 %","0.23",".196",".256",".293",".549",".097","5.1",".278","-1.2","28","-20.3",".256","58","sa830181"
"Amalani Fukofuka","Royals (A)","20","445","6.5 %","30.6 %","0.21",".200",".262",".272",".534",".072","5.7",".285","3.0","28","-22.4",".252","56","sa737816"
"Justin Atkinson","Blue Jays (A)","22","424","7.1 %","22.4 %","0.32",".190",".248",".284",".532",".094","1.8",".234","0.0","26","-20.2",".251","56","sa599300"
