"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Jack Reinheimer","Mariners (A)","21","110","436","488","115","92","17","4","2","69","46","39","0","76","7","2","4","7","34","9",".264","14938"
"Omar Garcia","Brewers (A)","20","113","391","456","103","83","17","3","0","57","23","35","0","77","13","3","14","5","44","21",".263","sa737858"
"Gregory Lorenzo","Orioles (A)","23","125","472","515","124","101","14","8","1","64","34","30","0","127","7","0","6","5","42","11",".263","sa507882"
"Reese McGuire","Pirates (A)","19","98","389","428","102","84","11","4","3","46","45","24","0","44","4","6","4","11","7","2",".262","sa737505"
"Tyler Marincov","Athletics (A)","22","111","399","461","104","54","29","5","16","59","64","47","1","108","7","8","0","8","17","8",".261","sa550348"
"Dawel Lugo","Blue Jays (A)","19","117","474","498","123","100","17","2","4","40","53","18","0","72","1","4","1","14","3","3",".259","sa659207"
"Jamie Westbrook","Diamondbacks (A)","19","131","509","565","132","93","27","4","8","69","49","38","0","98","5","6","3","7","6","3",".259","sa737824"
"Johnny Davis","Brewers (A)","24","110","430","483","111","104","3","4","0","57","16","35","0","116","3","2","13","3","32","21",".258","sa738287"
"Raph Rhymes","Tigers (A)","24","134","527","593","135","89","35","2","9","72","71","52","1","74","8","6","0","12","4","6",".256","sa599518"
"Jimmy Rider","Red Sox (A)","24","105","348","416","89","64","20","2","3","57","37","58","1","71","6","4","0","11","6","2",".256","sa658768"
"Michael O'Neill","Yankees (A)","22","129","489","553","125","87","23","5","10","80","57","42","0","133","16","3","3","8","42","9",".256","sa550175"
"Carlos Franco","Braves (A)","22","123","443","491","113","80","20","4","9","54","49","45","0","84","1","1","1","12","7","2",".255","sa506528"
"Jacob Hannemann","Cubs (A)","23","88","342","386","87","62","14","5","6","57","39","31","0","77","4","3","6","0","32","4",".254","15644"
"Wendell Rijo","Red Sox (A)","18","111","409","473","104","62","27","6","9","56","46","56","1","103","4","2","2","4","16","6",".254","sa739597"
"Josh VanMeter","Padres (A)","19","116","421","458","107","80","24","0","3","49","39","34","1","87","1","0","2","6","8","4",".254","sa737821"
"Jeff Kemp","Orioles (A)","24","108","437","473","111","76","28","3","4","52","42","17","0","98","10","6","3","6","4","3",".254","sa658834"
"Mike Fish","Angels (A)","23","110","428","469","108","68","25","6","9","51","57","30","0","78","5","4","2","12","8","3",".252","sa738617"
"Ty Young","Rays (A)","21","97","333","390","84","50","17","8","9","52","50","42","0","95","12","2","1","7","9","6",".252","sa737874"
"Pat Blair","Rays (A)","22","96","337","392","85","63","16","3","3","53","32","44","1","60","2","1","7","5","12","4",".252","sa620945"
"Yasiel Balaguert","Cubs (A)","21","93","369","392","93","67","17","2","7","45","53","20","1","86","1","2","0","8","0","2",".252","sa656575"
"Connor Oliver","Braves (A)","20","101","405","455","102","74","19","6","3","64","26","38","0","95","8","2","2","5","13","8",".252","sa738298"
"Dorssys Paulino","Indians (A)","19","113","427","472","107","74","25","5","3","51","35","33","0","101","6","3","3","16","5","6",".251","sa659464"
"Claudio Bautista","Indians (A)","20","119","461","483","115","74","21","7","13","65","54","12","0","103","5","2","3","14","11","3",".249","sa600968"
"Oscar Hernandez","Rays (A)","20","94","362","397","90","58","18","5","9","43","63","25","1","78","4","5","1","6","3","6",".249","13490"
"Daniel Palka","Diamondbacks (A)","22","118","455","521","113","63","23","5","22","63","82","56","3","129","4","6","0","10","9","3",".248","sa549449"
"Franmil Reyes","Padres (A)","18","128","508","552","126","89","24","2","11","67","59","38","2","118","2","3","1","9","1","5",".248","sa657490"
"Carson Kelly","Cardinals (A)","19","98","363","415","90","63","17","4","6","41","49","37","1","54","7","4","4","14","1","0",".248","13620"
"Dylan Cozens","Phillies (A)","20","132","509","556","126","79","25","6","16","69","62","40","3","147","2","4","1","4","23","7",".248","sa657955"
"Trey Martin","Cubs (A)","21","112","368","400","91","69","16","1","5","50","37","27","1","100","0","2","3","2","29","7",".247","sa599037"
"Paul Hoenecke","Dodgers (A)","23","128","482","539","119","65","37","2","15","59","61","47","2","99","4","6","0","9","8","4",".247","sa546964"
"James Ramsay","Astros (A)","22","118","434","509","107","68","26","10","3","70","35","59","0","101","5","6","5","5","33","7",".247","sa550086"
"Ty Ross","Giants (A)","22","117","415","472","102","72","24","0","6","45","48","38","0","87","6","7","6","12","1","6",".246","sa550296"
"Angel Rosa","Angels (A)","21","99","395","429","97","64","23","3","7","43","46","25","0","103","6","1","2","6","15","5",".246","sa707769"
"Josmar Cordero","Dodgers (A)","22","103","389","421","95","65","18","1","11","41","41","20","0","86","10","1","1","7","10","5",".244","sa547928"
"Carlos Tocci","Phillies (A)","18","125","487","538","118","90","18","8","2","59","30","25","0","96","14","2","10","10","10","11",".242","sa660101"
"Jairo Beras","Rangers (A)","19","110","389","427","94","69","18","0","7","38","33","33","0","133","3","1","1","6","5","4",".242","sa740444"
"Taylor Brennan","Brewers (A)","22","129","435","528","105","67","18","4","16","68","76","87","0","131","1","4","1","7","8","5",".241","sa549844"
"Alex Santana","Dodgers (A)","20","111","390","443","94","71","20","0","3","43","33","36","2","140","4","6","7","5","13","5",".241","sa597782"
"Justin Seager","Mariners (A)","22","110","383","436","92","76","11","2","3","41","37","35","0","101","11","4","3","10","2","3",".240","sa737926"
"Erick Salcedo","Angels (A)","21","128","422","468","101","93","5","3","0","48","24","32","0","57","2","2","10","15","21","10",".239","sa548029"
"Michael Perez","Diamondbacks (A)","21","98","319","388","76","42","21","4","9","53","35","62","0","92","2","4","1","7","1","3",".238","sa597838"
"Tanner Rahier","Reds (A)","20","117","421","468","100","70","19","2","9","51","54","33","3","98","6","6","2","12","2","2",".238","sa657956"
"Mitch Walding","Phillies (A)","21","108","371","419","88","54","25","2","7","33","55","36","0","116","4","5","3","4","1","5",".237","sa597901"
"Phillip Ervin","Reds (A)","21","132","498","562","118","70","34","7","7","68","68","46","1","110","7","10","0","10","30","5",".237","14738"
"Luis Baez","Athletics (A)","23","119","448","473","106","73","25","1","7","41","43","12","0","96","3","3","7","10","5","3",".237","sa506058"
"Jamodrick McGruder","Reds (A)","22","97","349","416","82","59","11","7","5","51","30","58","0","74","3","2","4","3","12","8",".235","sa621639"
"Michael Ratterree","Brewers (A)","23","125","447","537","105","49","33","5","18","91","71","75","3","154","8","7","0","6","4","6",".235","sa503586"
"Jose Pena","Brewers (A)","21","112","398","432","93","64","18","2","9","49","63","24","0","93","5","4","1","10","2","4",".234","sa547972"
"Dustin Peterson","Padres (A)","19","126","527","564","123","79","31","3","10","64","79","25","0","137","6","5","0","11","1","3",".233","sa737557"
"Chad Johnson","Royals (A)","20","105","365","426","85","64","16","1","4","47","39","46","1","137","7","7","1","5","2","3",".233","sa657990"
"Patrick Biondi","Mets (A)","23","115","404","474","94","76","12","4","2","58","18","54","0","88","3","1","12","3","24","12",".233","sa503056"
"Angel Ortega","Brewers (A)","20","110","389","421","90","64","18","4","4","36","54","13","0","88","3","6","10","14","11","4",".231","sa658030"
"Tzu-Wei Lin","Red Sox (A)","20","102","402","467","92","68","22","1","1","55","42","54","0","74","0","7","4","9","10","7",".229","14678"
"Max White","Rockies (A)","20","103","350","400","80","50","19","5","6","56","39","37","0","153","6","2","5","2","22","2",".229","sa657952"
"B.J. Boyd","Athletics (A)","20","125","464","521","105","79","15","5","6","57","38","48","1","94","2","2","5","5","15","9",".226","sa657987"
"Grant Fink","Indians (A)","23","118","409","474","92","58","20","1","13","59","60","61","0","174","1","2","1","6","0","1",".225","sa738256"
"Carl Thomore","White Sox (A)","21","113","374","437","84","63","17","0","4","42","46","43","0","124","9","7","4","14","12","3",".225","sa597789"
"Gosuke Katoh","Yankees (A)","19","121","383","465","85","57","19","6","3","58","37","71","0","142","3","4","4","7","20","10",".222","sa737619"
"Melvin Mercedes","Athletics (A)","22","98","361","414","80","57","14","7","2","54","33","41","1","70","4","7","1","7","12","4",".222","sa658283"
"Alfredo Escalera","Royals (A)","19","104","438","475","97","67","17","4","9","62","38","18","0","111","10","2","7","7","11","3",".221","sa658111"
"Jacob Morris","White Sox (A)","23","132","495","561","109","63","36","2","8","69","44","57","1","179","6","2","1","3","12","6",".220","sa503050"
"Ryder Jones","Giants (A)","20","91","369","399","81","52","21","1","7","43","49","18","0","93","9","1","2","7","6","1",".220","15982"
"Ronald Guzman","Rangers (A)","19","118","445","492","97","59","32","0","6","46","63","37","0","107","5","5","0","6","6","3",".218","sa659670"
"Stephen McGee","Angels (A)","23","99","313","379","68","53","12","1","2","30","29","50","1","80","9","5","2","7","1","1",".217","sa737919"
"Jeremy Sy","Giants (A)","24","92","338","397","73","43","13","4","13","52","36","50","0","93","5","2","2","7","16","8",".216","sa658194"
"Armando Araiza","Rays (A)","21","93","345","385","74","55","11","0","8","36","43","35","1","101","3","1","1","13","0","2",".214","sa547843"
"D.J. Davis","Blue Jays (A)","19","121","494","542","105","77","13","7","8","56","52","36","0","167","3","5","4","4","19","20",".213","sa657912"
"Jeff Zimmerman","Mariners (A)","21","94","340","377","72","41","22","3","6","30","31","34","1","81","3","0","0","8","1","0",".212","sa738237"
"Carlos Penalver","Cubs (A)","20","128","478","526","101","79","17","4","1","55","40","33","0","100","2","4","9","8","21","10",".211","sa596953"
"Travis Demeritte","Rangers (A)","19","118","398","466","84","41","16","2","25","77","66","50","0","171","9","4","5","4","6","2",".211","sa737533"
"Jacob Scavuzzo","Dodgers (A)","20","108","402","444","84","57","18","4","5","46","35","32","2","126","6","1","3","7","17","4",".209","sa658601"
"B.A. Vollmuth","Athletics (A)","24","99","367","410","76","45","22","0","9","41","44","35","0","91","3","5","0","8","7","3",".207","sa526567"
"Fred Ford","Royals (A)","22","101","335","385","69","37","21","1","10","44","46","39","0","128","6","5","0","5","8","3",".206","sa658026"
"Malcolm Holland","Dodgers (A)","22","112","374","450","77","65","7","5","0","47","21","62","0","103","2","2","10","5","42","11",".206","sa599515"
"Stefan Sabol","Mets (A)","22","101","327","388","65","38","16","3","8","46","54","56","2","105","1","3","1","4","16","5",".199","sa549280"
"Stryker Trahan","Diamondbacks (A)","20","95","368","407","73","38","21","1","13","47","52","30","1","146","4","4","1","3","3","0",".198","sa657920"
"Humberto Arteaga","Royals (A)","20","122","450","483","89","72","13","2","2","33","31","17","0","111","3","1","12","10","7","6",".198","sa598821"
"Rando Moreno","Giants (A)","22","93","330","376","65","57","7","0","1","36","30","22","0","44","7","3","14","4","16","5",".197","sa597695"
"Conor Bierfeldt","Orioles (A)","23","111","397","442","78","38","27","1","12","44","67","38","1","107","5","1","1","10","3","0",".196","sa738591"
"Ranyelmy Alberto","Angels (A)","20","96","343","377","58","37","11","2","8","29","35","29","1","121","0","3","2","6","5","6",".169","sa657139"
