"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Chris Carter","Athletics (AA)","22","593","13.8 %","20.1 %","0.69",".337",".435",".576","1.011",".239","4.8",".395","0.3","127","53.0",".450","172","9911"
"Carlos Santana","Indians (AA)","23","535","16.8 %","15.5 %","1.08",".290",".413",".530",".943",".241","3.4",".304","-0.3","98","36.8",".418","160","2396"
"Drew Locke","Astros (AA)","26","558","8.2 %","15.1 %","0.55",".338",".389",".531",".920",".193","3.2",".369","-0.6","102","32.3",".411","147","sa293188"
"Stefan Gartrell","White Sox (AA)","25","412","11.2 %","24.0 %","0.46",".285",".371",".521",".892",".235","6.5",".344","1.2","70","23.2",".402","149","sa326944"
"Ezequiel Carrera","Mariners (AA)","22","405","14.6 %","15.3 %","0.95",".337",".441",".416",".857",".079","6.7",".407","0.1","69","22.6",".402","149","9048"
"Josh Bell","- - -","22","519","11.8 %","18.9 %","0.62",".295",".376",".516",".892",".221","2.9",".332","-1.4","88","28.1",".400","147","2510"
"Desmond Jennings","Rays (AA)","22","442","10.9 %","11.8 %","0.92",".316",".395",".486",".881",".170","8.4",".346","5.3","75","23.9",".400","147","1965"
"David Cook","White Sox (AA)","27","496","12.9 %","16.9 %","0.76",".264",".369",".513",".882",".249","5.1",".273","-1.1","83","25.8",".397","145","sa225722"
"Craig Cooper","Padres (AA)","24","586","12.5 %","14.5 %","0.86",".312",".405",".451",".856",".139","3.4",".357","-0.5","99","26.4",".395","136","sa326841"
"Neil Sellers","Phillies (AA)","27","586","8.2 %","12.1 %","0.68",".317",".383",".486",".869",".170","3.1",".336","-0.9","95","28.0",".391","141","sa253773"
"Brock Bond","Giants (AA)","23","531","12.6 %","13.0 %","0.97",".333",".429",".409",".838",".076","5.4",".391","-3.3","86","24.6",".389","140","sa390639"
"Matt Young","Braves (AA)","26","571","16.5 %","10.3 %","1.59",".289",".421",".407",".827",".117","7.5",".323","1.9","90","24.8",".386","138","8989"
"Ed Lucas","Royals (AA)","27","424","12.5 %","17.7 %","0.71",".290",".388",".448",".836",".158","6.0",".338","2.6","68","15.6",".384","130","7532"
"Tyler Henley","Cardinals (AA)","24","481","8.3 %","13.3 %","0.63",".303",".367",".482",".849",".180","4.8",".329","0.0","76","16.6",".381","128","sa389904"
"Michael McKenry","Rockies (AA)","24","417","12.9 %","16.5 %","0.78",".279",".376",".455",".831",".176","2.6",".317","-0.6","66","14.1",".380","127","9628"
"James Tomlin","Dodgers (AA)","26","450","12.0 %","16.2 %","0.74",".315",".401",".411",".812",".096","4.8",".382","-1.7","69","17.3",".379","134","sa199272"
"Jimmy Van Ostrand","Astros (AA)","24","418","10.3 %","16.0 %","0.64",".283",".364",".469",".832",".185","1.4",".307","-0.1","66","13.7",".379","126","sa327047"
"Brian Dinkelman","Twins (AA)","25","544","10.1 %","13.4 %","0.75",".296",".383",".440",".824",".144","3.2",".334","-1.3","83","20.2",".377","132","3814"
"Brian Stavisky","Phillies (AA)","28","467","13.3 %","18.0 %","0.74",".279",".377",".454",".831",".175","3.3",".324","-0.1","70","16.6",".375","131","sa202098"
"Todd Frazier","Reds (AA)","23","500","8.4 %","13.4 %","0.63",".290",".350",".481",".831",".191","3.5",".312","-1.9","75","17.6",".375","131","785"
"Drew T. Anderson","Brewers (AA)","28","443","10.2 %","17.4 %","0.58",".301",".376",".452",".828",".152","4.4",".350","-0.3","66","15.6",".375","131","5578"
"Marshall Hubbard","Mariners (AA)","27","539","13.4 %","20.4 %","0.65",".271",".380",".434",".814",".163","2.7",".323","-0.9","80","18.3",".373","130","sa254467"
"Cole Garner","Rockies (AA)","24","440","5.2 %","17.7 %","0.29",".288",".342",".492",".834",".205","6.5",".319","0.3","67","12.1",".373","122","616"
"Johan Limonta","Mariners (AA)","25","498","10.8 %","14.9 %","0.73",".297",".376",".443",".818",".146","5.3",".343","-1.1","74","16.5",".372","129","sa328092"
"Josh Thole","Mets (AA)","22","442","9.5 %","7.7 %","1.24",".328",".395",".422",".816",".094","3.9",".349","0.1","66","14.6",".372","129","9689"
"Nick Weglarz","Indians (AA)","21","427","17.6 %","18.3 %","0.96",".227",".377",".431",".808",".204","3.9",".245","-0.7","63","14.1",".372","129","sa294342"
"Rene Tosoni","Twins (AA)","22","490","9.2 %","20.0 %","0.46",".271",".360",".454",".814",".184","4.7",".317","-1.5","72","15.7",".371","128","7099"
"Alex Avila","Tigers (AA)","22","387","13.4 %","19.9 %","0.68",".264",".365",".450",".814",".185","3.3",".310","0.1","57","12.2",".370","127","7476"
"Jonathan Lucroy","Brewers (AA)","23","506","15.4 %","13.0 %","1.18",".267",".380",".418",".798",".150","2.8",".294","-0.3","74","15.8",".370","127","7870"
"Kevin Mahar","Phillies (AA)","28","437","5.7 %","18.5 %","0.31",".314",".358",".457",".815",".143","4.5",".368","0.3","64","13.6",".370","127","7164"
"Josh Donaldson","Athletics (AA)","23","541","14.8 %","17.0 %","0.87",".270",".379",".415",".795",".145","3.8",".320","0.4","81","13.5",".369","120","5038"
"Craig Gentry","Rangers (AA)","25","588","8.3 %","10.9 %","0.77",".303",".378",".418",".796",".115","8.6",".330","7.0","87","14.4",".369","120","9571"
"Lucas Duda","Mets (AA)","23","467","13.1 %","19.5 %","0.67",".281",".380",".428",".808",".147","2.3",".340","-0.3","68","14.2",".369","126","2502"
"Erik Lis","Twins (AA)","25","519","8.7 %","19.5 %","0.45",".283",".353",".462",".815",".179","2.5",".326","-0.1","75","15.7",".369","126","sa290214"
"Kevin Randel","Marlins (AA)","28","426","14.6 %","21.6 %","0.67",".253",".371",".426",".797",".173","4.4",".307","0.4","62","12.9",".368","126","sa201935"
"Brett Pill","Giants (AA)","24","581","6.4 %","12.4 %","0.51",".298",".348",".480",".828",".182","3.2",".310","0.1","84","17.0",".367","125","5834"
"C.J. Retherford","White Sox (AA)","23","526","5.7 %","13.3 %","0.43",".297",".340",".473",".813",".176","4.1",".325","-0.7","75","14.8",".366","125","sa393409"
"Chad Tracy","Rangers (AA)","23","594","7.7 %","17.3 %","0.45",".279",".333",".488",".821",".209","3.2",".296","0.0","87","13.0",".366","118","sa326677"
"Deik Scram","Tigers (AA)","25","517","12.2 %","23.4 %","0.52",".252",".342",".476",".819",".224","6.6",".297","1.1","74","14.4",".366","124","sa328033"
"Matthew Spencer","Athletics (AA)","23","410","6.3 %","18.3 %","0.35",".294",".347",".461",".808",".167","4.0",".342","-1.0","60","8.7",".365","117","sa390327"
"Mike Paulk","Rockies (AA)","25","483","13.0 %","14.3 %","0.91",".288",".380",".402",".782",".114","3.9",".326","-1.3","70","10.1",".364","117","sa291803"
"Nate Sutton","Angels (AA)","26","431","11.1 %","12.8 %","0.87",".305",".387",".391",".778",".086","5.7",".350","0.6","62","8.9",".364","117","sa254157"
"Joel Guzman","Nationals (AA)","24","429","7.9 %","16.8 %","0.47",".281",".352",".447",".799",".166","2.8",".318","0.3","61","11.4",".364","123","3728"
"Juan Francisco","Reds (AA)","22","464","4.3 %","19.6 %","0.22",".281",".317",".501",".818",".220","4.7",".309","0.4","66","12.4",".364","123","6978"
"Ryan Harvey","Rockies (AA)","24","382","7.9 %","26.2 %","0.30",".246",".309",".519",".828",".272","4.1",".274","0.5","55","7.7",".363","116","sa244040"
"Brennan Boesch","Tigers (AA)","24","571","5.8 %","22.2 %","0.26",".275",".318",".510",".828",".235","6.6",".309","1.5","81","14.9",".363","123","914"
"Lance Zawadzki","Padres (AA)","24","392","11.2 %","18.9 %","0.59",".289",".372",".416",".789",".127","7.2",".356","2.3","56","7.7",".363","116","2369"
"Blake Lalli","Cubs (AA)","26","412","7.8 %","12.1 %","0.64",".314",".372",".421",".793",".107","1.7",".350","-0.9","58","10.3",".362","122","9246"
"Shawn Bowman","Mets (AA)","24","379","6.6 %","26.6 %","0.25",".294",".346",".458",".804",".164","2.8",".388","0.1","53","9.4",".361","121","sa226157"
"Eddy Martinez-Esteve","Giants (AA)","25","491","9.6 %","12.6 %","0.76",".291",".361",".431",".792",".140","3.3",".322","-0.7","69","12.1",".361","121","sa262156"
"Hank Conger","Angels (AA)","21","525","10.5 %","13.0 %","0.81",".294",".368",".423",".790",".129","3.3",".321","-0.4","75","9.6",".361","115","2505"
"Leonard Davis","Nationals (AA)","25","434","7.4 %","21.9 %","0.34",".281",".340",".462",".802",".181","6.2",".338","2.1","60","10.4",".361","121","sa253271"
"Jorge Jimenez","Red Sox (AA)","24","566","9.2 %","12.4 %","0.74",".289",".366",".422",".787",".133","3.0",".312","-0.1","79","13.5",".360","121","sa327863"
"Bryan Petersen","Marlins (AA)","23","494","10.1 %","13.4 %","0.76",".297",".368",".413",".781",".116","5.7",".330","-2.3","67","10.8",".358","119","2567"
"Eric Sogard","Padres (AA)","23","530","10.9 %","8.9 %","1.23",".293",".370",".400",".771",".107","4.8",".311","-0.7","74","8.2",".358","112","7927"
"Jim Adduci","Cubs (AA)","24","534","10.9 %","14.2 %","0.76",".300",".377",".388",".765",".088","5.9",".351","2.1","73","11.4",".357","119","6448"
"Steven Hill","Cardinals (AA)","24","508","7.1 %","20.9 %","0.34",".282",".333",".470",".803",".188","2.8",".325","-0.8","70","7.4",".356","112","8211"
"Archie Gilbert","Athletics (AA)","25","527","11.6 %","9.9 %","1.17",".283",".384",".361",".744",".078","6.5",".314","-0.9","73","7.4",".356","111","sa295116"
"Peter Bourjos","Angels (AA)","22","504","9.7 %","15.3 %","0.64",".281",".354",".423",".778",".142","7.9",".326","1.1","70","7.0",".356","111","2578"
"Marquez Smith","Cubs (AA)","24","450","7.3 %","18.2 %","0.40",".280",".339",".441",".780",".161","4.0",".328","0.8","61","9.1",".356","118","sa388379"
"Collin DeLome","Astros (AA)","23","522","7.1 %","27.0 %","0.26",".255",".323",".465",".788",".210","7.3",".321","-0.6","72","7.1",".355","111","sa389712"
"Ryan Kalish","Red Sox (AA)","21","437","9.6 %","19.9 %","0.48",".271",".341",".440",".781",".169","6.5",".316","1.7","59","8.6",".355","117","6962"
"Eduardo Nunez","Yankees (AA)","22","528","4.2 %","11.9 %","0.35",".322",".349",".433",".782",".111","5.0",".352","1.1","70","9.6",".353","116","6848"
"Mark Trumbo","Angels (AA)","23","581","6.4 %","17.2 %","0.37",".291",".333",".452",".785",".161","3.5",".329","-0.2","79","6.8",".353","109","6876"
