"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Rosell Herrera","Rockies (A)","20","126","472","546","162","113","33","0","16","83","76","61","3","96","3","4","6","5","21","8",".343","sa547996"
"Andrew Toles","Rays (A)","21","121","519","552","169","116","35","16","2","79","57","22","1","105","7","3","1","6","62","17",".326","13414"
"Leonardo Reginatto","Rays (A)","23","112","412","466","134","112","17","4","1","68","49","43","0","58","3","6","2","12","11","7",".325","sa504970"
"Carlos Correa","Astros (A)","18","117","450","519","144","99","33","3","9","73","86","58","4","83","8","2","1","6","10","10",".320","14162"
"Francisco Sosa","Rockies (A)","23","127","461","531","145","88","35","2","20","85","89","57","1","125","8","3","1","5","30","10",".315","sa506298"
"Dario Pizzano","Mariners (A)","22","126","463","531","144","91","40","5","8","75","70","61","6","48","3","4","0","16","8","4",".311","sa658253"
"Breyvic Valera","Cardinals (A)","21","128","515","562","159","135","18","6","0","71","48","40","0","30","1","2","4","10","13","7",".309","12758"
"Cameron Flynn","Marlins (A)","23","97","357","396","110","81","17","5","7","49","44","32","1","62","3","1","3","8","2","2",".308","sa658558"
"Jorge Polanco","Twins (A)","19","115","465","523","143","96","32","10","5","76","78","42","2","59","3","10","3","4","4","4",".308","13152"
"Seth Mejias-Brean","Reds (A)","22","127","479","545","146","98","35","3","10","70","79","55","0","83","6","3","2","12","3","2",".305","sa580437"
"Ketel Marte","Mariners (A)","19","98","378","406","115","95","15","5","0","61","29","15","0","39","1","3","9","9","16","8",".304","13613"
"Walker Gourley","Pirates (A)","22","119","444","480","135","108","19","2","6","75","43","26","0","86","6","1","3","11","36","10",".304","sa501688"
"Charlie Tilson","Cardinals (A)","20","100","376","411","114","96","8","6","4","49","30","25","1","58","2","1","7","4","15","6",".303","12983"
"Willie Carmona","Phillies (A)","22","121","462","505","140","96","34","4","6","60","54","39","0","93","0","2","2","4","1","0",".303","sa621672"
"Brandon Drury","Diamondbacks (A)","20","134","526","583","159","89","51","4","15","78","85","47","6","92","5","5","0","10","1","1",".302","11615"
"D.J. Hicks","Twins (A)","23","89","354","400","105","61","31","0","13","50","82","34","2","85","2","7","3","5","0","1",".297","sa658310"
"Tony Renda","Nationals (A)","22","135","521","606","153","104","43","3","3","99","51","68","1","65","8","5","4","8","30","6",".294","13443"
"Nick Williams","Rangers (A)","19","95","376","404","110","62","19","12","17","70","60","15","0","110","11","2","0","7","8","5",".293","14330"
"Greg Bird","Yankees (A)","20","130","458","573","132","73","36","3","20","84","84","107","4","132","6","2","0","9","1","1",".288","14131"
"Shawn Pleffner","Nationals (A)","23","101","361","428","104","74","24","2","4","55","52","59","0","76","2","6","0","5","11","2",".288","sa599272"
"Jose Peraza","Braves (A)","19","114","448","504","129","102","18","8","1","72","47","34","1","64","6","7","9","8","64","15",".288","13593"
"Michael Reed","Brewers (A)","20","118","455","539","130","93","23","13","1","68","40","71","3","108","4","2","7","15","26","10",".286","13228"
"Jesus Solorzano","Marlins (A)","22","129","484","523","138","91","29","3","15","72","66","24","1","111","7","5","3","9","33","4",".285","sa506837"
"Daniel Vogelbach","Cubs (A)","20","114","433","502","123","85","21","0","17","55","71","57","3","76","2","8","0","11","4","4",".284","14130"
"Danry Vasquez","- - -","19","129","493","551","140","107","18","6","9","59","60","37","3","71","2","8","9","8","11","8",".284","sa598653"
"Dwight Smith Jr.","Blue Jays (A)","20","109","423","479","120","93","17","3","7","57","46","52","0","82","3","1","0","4","25","5",".284","13473"
"Luke Maile","Rays (A)","22","95","361","407","102","70","25","3","4","45","49","41","0","54","0","5","0","10","8","2",".283","13355"
"Jake Cave","Yankees (A)","20","115","464","520","131","86","37","6","2","69","31","40","0","110","8","4","4","10","18","9",".282","sa597983"
"Christopher Bostick","Athletics (A)","20","129","489","555","138","91","25","8","14","75","89","51","0","122","6","5","4","7","25","8",".282","13718"
"Michael Garza","Brewers (A)","23","106","412","439","116","88","15","9","4","43","41","18","0","79","1","2","6","14","4","5",".282","sa621584"
"Logan Vick","Indians (A)","22","108","349","443","98","67","23","3","5","61","45","81","4","81","3","8","2","6","25","7",".281","sa579780"
"Jesse Winker","Reds (A)","19","112","417","486","117","78","18","5","16","73","76","63","2","75","4","2","0","10","6","1",".281","13590"
"Juan Ciriaco","Rockies (A)","22","100","358","400","100","78","19","1","2","46","27","21","0","62","1","2","18","8","50","15",".279","sa506307"
"Josh Bell","Pirates (A)","20","119","459","519","128","76","37","2","13","75","76","52","1","90","3","5","0","10","1","2",".279","13145"
"Jordan Walton","Cardinals (A)","23","109","403","446","112","82","24","3","3","47","49","31","1","77","5","5","2","6","5","5",".278","sa659223"
"Adam Brett Walker","Twins (A)","21","129","508","553","141","76","31","7","27","83","109","31","3","115","4","9","0","16","10","0",".278","sa621791"
"Thomas Coyle","Rays (A)","22","126","454","552","126","88","24","8","6","79","58","91","1","78","3","3","1","5","40","8",".278","sa578983"
"Mike Marjama","White Sox (A)","23","97","375","407","104","77","20","1","6","48","46","20","0","67","7","4","1","9","9","5",".277","12594"
"Maxx Tissenbaum","Padres (A)","21","111","415","490","115","85","28","0","2","48","49","43","2","36","19","8","5","8","4","2",".277","sa503525"
"Emilio Guerrero","Blue Jays (A)","20","98","343","391","95","70","15","2","8","48","52","39","2","58","4","3","2","10","17","6",".277","sa597507"
"Daniel Robertson","Athletics (A)","19","101","401","451","111","80","21","1","9","59","46","41","0","79","7","2","0","10","1","7",".277","14145"
"Alberth Martinez","Padres (A)","22","97","358","415","99","56","24","9","10","63","58","39","1","68","8","1","9","8","10","4",".277","sa550588"
"Lucas Herbst","Orioles (A)","22","103","406","445","112","87","16","4","5","43","41","20","0","76","10","2","7","3","9","10",".276","sa546989"
"Matt Wessinger","Rockies (A)","22","106","404","464","111","76","28","1","6","66","42","42","0","72","4","2","12","7","22","10",".275","sa602385"
"Tyrone Taylor","Brewers (A)","19","122","485","549","133","90","33","2","8","69","57","35","1","63","14","4","11","9","19","8",".274","sa657979"
"Rudy Flores","Diamondbacks (A)","22","92","343","380","94","48","24","3","19","43","64","31","4","134","3","3","0","3","0","2",".274","sa621607"
"Brandon Nimmo","Mets (A)","20","110","395","480","108","84","16","6","2","62","40","71","1","131","11","2","1","7","10","7",".273","12927"
"Jesus Galindo","Giants (A)","22","89","326","370","89","77","9","2","1","66","25","31","1","80","5","4","4","2","48","6",".273","sa506980"
"Joe Sever","Indians (A)","22","101","386","427","105","71","25","2","7","48","58","32","0","80","5","3","1","18","3","3",".272","sa579296"
"Jason Coats","White Sox (A)","23","133","516","565","140","87","38","3","12","63","84","31","0","85","8","4","4","18","12","3",".271","14282"
"Jared Reaves","Tigers (A)","22","99","376","425","102","77","19","1","5","49","37","28","0","87","13","2","5","5","5","4",".271","sa658626"
"Gabriel Guerrero","Mariners (A)","19","125","469","499","127","97","23","3","4","60","50","21","0","113","3","6","0","10","12","3",".271","sa596948"
"Anthony Gomez","Marlins (A)","22","117","447","495","121","101","14","1","5","61","55","23","1","45","4","6","15","14","12","5",".271","sa621610"
"Teoscar Hernandez","Astros (A)","20","123","499","565","135","88","25","9","13","97","55","41","0","135","4","4","17","8","24","11",".271","13066"
"Mitch Delfino","Giants (A)","22","122","477","522","129","89","25","2","13","63","76","35","0","76","5","5","0","14","4","4",".270","sa579278"
"Alfredo Rodriguez","Brewers (A)","23","109","392","465","106","89","15","0","2","52","35","50","0","52","9","4","10","8","10","11",".270","sa577808"
"David Chester","Red Sox (A)","24","94","333","385","90","52","25","0","13","38","71","41","0","89","6","5","0","10","1","0",".270","sa598680"
"Matt Juengel","Marlins (A)","23","123","444","499","120","83","22","1","14","61","63","40","0","56","11","4","0","11","6","4",".270","sa658579"
"Wade Hinkle","Angels (A)","23","119","444","507","120","75","30","2","13","57","68","54","3","89","8","1","0","7","2","2",".270","sa658642"
"Jeff Holm","Tigers (A)","24","122","459","524","124","92","15","8","9","56","74","55","0","75","1","8","1","10","16","10",".270","sa598329"
"Joey Rickard","Rays (A)","22","127","452","559","122","80","29","5","8","79","63","78","0","98","16","8","5","8","30","10",".270","13277"
"Mario Martinez","- - -","23","111","423","453","114","79","22","0","13","48","76","20","0","117","6","4","0","17","1","1",".270","sa392881"
"Corey Adamson","Padres (A)","21","99","342","405","92","71","13","5","3","58","36","48","2","76","5","4","6","6","24","9",".269","sa508178"
