"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Chris Shelton","Mariners (AAA)","29","472","12.3 %","18.2 %","0.67",".314",".396",".509",".905",".195","2.9",".360","-1.3","83","23.4",".398","139","1891"
"Jeff Fiorentino","Orioles (AAA)","26","423","11.3 %","14.7 %","0.77",".312",".387",".510",".896",".197","6.4",".343","-0.2","71","22.6",".394","146","8024"
"Dee Brown","Dodgers (AAA)","31","460","12.4 %","13.7 %","0.90",".290",".382",".523",".905",".232","4.2",".304","0.1","80","21.2",".393","136","sa3001095"
"Michael Morse","- - -","27","472","7.4 %","16.3 %","0.45",".322",".383",".511",".894",".188","3.5",".361","-0.4","80","22.7",".393","141","3035"
"Don Kelly","Tigers (AAA)","29","420","10.2 %","12.1 %","0.84",".331",".404",".465",".869",".134","7.4",".371","3.3","70","21.7",".391","145","2216"
"Chris Richard","Rays (AAA)","35","423","12.3 %","19.6 %","0.63",".263",".364",".521",".885",".258","2.2",".279","-0.3","70","21.7",".391","145","163"
"Jon Weber","Rays (AAA)","31","518","10.8 %","18.9 %","0.57",".302",".382",".497",".879",".195","2.1",".355","-2.7","86","26.2",".390","144","sa198828"
"Brandon Wood","Angels (AAA)","24","428","8.4 %","18.7 %","0.45",".293",".353",".557",".910",".264","4.0",".316","-0.5","72","18.2",".389","134","6592"
"Matt Murton","Rockies (AAA)","27","424","9.2 %","12.3 %","0.75",".324",".389",".499",".888",".174","5.4",".345","1.1","72","18.0",".389","133","6307"
"Jesus Guzman","Giants (AAA)","25","500","7.4 %","16.4 %","0.45",".321",".379",".507",".885",".186","3.8",".361","-1.3","84","21.1",".389","133","3118"
"Prentice Redman","Mariners (AAA)","29","456","7.2 %","16.9 %","0.43",".297",".352",".548",".900",".251","5.9",".321","0.2","77","18.9",".388","133","1811"
"Chris Pettit","Angels (AAA)","24","415","7.5 %","14.9 %","0.50",".321",".383",".482",".865",".162","6.9",".365","2.3","68","15.9",".384","130","3870"
"Michael Restovich","White Sox (AAA)","30","552","10.5 %","21.4 %","0.49",".290",".366",".505",".871",".215","3.1",".343","-0.8","88","24.9",".383","139","751"
"Juan Miranda","Yankees (AAA)","26","502","11.0 %","20.1 %","0.54",".290",".369",".498",".866",".208","3.4",".333","-0.2","80","22.4",".382","139","7783"
"Esteban German","Rangers (AAA)","31","472","13.8 %","13.3 %","1.03",".319",".419",".414",".833",".095","6.7",".364","2.5","77","17.2",".382","129","1449"
"Bryan LaHair","Mariners (AAA)","26","510","8.8 %","22.7 %","0.39",".289",".354",".530",".883",".241","3.0",".332","-2.6","83","18.4",".381","129","5462"
"Eric Patterson","Athletics (AAA)","26","530","9.8 %","15.3 %","0.64",".307",".376",".494",".870",".187","8.8",".347","5.5","86","18.9",".381","128","9072"
"Tug Hulett","Royals (AAA)","26","442","13.1 %","17.9 %","0.73",".291",".384",".473",".858",".182","5.7",".340","0.5","71","15.4",".380","127","7451"
"Rusty Ryal","Diamondbacks (AAA)","26","446","7.4 %","21.1 %","0.35",".290",".347",".527",".874",".238","5.7",".338","-0.6","72","15.1",".379","127","9698"
"Matt Miller","Rockies (AAA)","26","589","8.7 %","13.2 %","0.65",".319",".380",".476",".856",".157","5.1",".355","-0.2","95","19.9",".379","127","sa253307"
"Matt Joyce","Rays (AAA)","24","493","13.6 %","19.9 %","0.68",".273",".373",".482",".855",".209","5.2",".317","0.4","77","20.5",".379","136","3353"
"Jai Miller","Marlins (AAA)","24","390","9.7 %","27.2 %","0.36",".289",".360",".510",".870",".222","4.7",".367","-0.4","62","12.9",".378","126","5715"
"Kevin Howard","- - -","28","483","9.9 %","10.6 %","0.94",".310",".380",".473",".853",".163","3.5",".328","-0.8","77","15.5",".377","125","sa202822"
"Trent Oeltjen","Diamondbacks (AAA)","26","488","6.4 %","20.7 %","0.31",".303",".362",".500",".862",".197","7.9",".373","0.5","77","15.4",".376","125","3310"
"Kevin Russo","Yankees (AAA)","24","406","10.3 %","13.5 %","0.76",".326",".397",".431",".828",".105","4.7",".369","-0.7","62","15.2",".373","133","3630"
"Jeff Clement","- - -","25","540","10.2 %","20.0 %","0.51",".274",".354",".496",".850",".221","4.0",".312","-0.4","83","16.5",".372","124","4652"
"Andy Tracy","Phillies (AAA)","35","540","13.7 %","20.4 %","0.67",".254",".361",".481",".842",".227","4.0",".275","0.5","81","19.6",".372","132","2024"
"Justin Huber","Twins (AAA)","26","506","10.1 %","16.6 %","0.61",".273",".356",".482",".838",".209","3.3",".288","-0.8","76","18.3",".372","132","3147"
"Terry Evans","Angels (AAA)","27","592","6.8 %","24.7 %","0.27",".291",".341",".520",".860",".229","7.9",".349","3.0","91","16.4",".371","122","4295"
"Jarrett Hoffpauir","Cardinals (AAA)","26","402","8.7 %","7.0 %","1.25",".291",".357",".486",".843",".196","4.5",".283","0.0","62","10.8",".370","121","7554"
"Michael Ryan","Marlins (AAA)","31","421","11.2 %","15.2 %","0.73",".300",".375",".482",".858",".183","2.6",".325","-0.4","65","11.3",".370","121","1643"
"Kila Ka'aihue","Royals (AAA)","25","555","18.4 %","15.3 %","1.20",".252",".392",".433",".825",".181","2.3",".272","-1.0","85","14.9",".370","121","4707"
"Eric Young Jr.","Rockies (AAA)","24","554","10.1 %","14.3 %","0.71",".299",".387",".430",".817",".131","9.3",".347","4.8","85","14.8",".370","121","7158"
"Brad Eldred","Nationals (AAA)","28","395","7.6 %","24.3 %","0.31",".269",".344",".487",".832",".218","3.4",".324","-0.7","59","13.6",".369","130","4328"
"Chad Huffman","Padres (AAA)","24","540","10.6 %","21.3 %","0.50",".269",".361",".469",".830",".200","4.0",".315","-1.1","82","14.0",".369","120","5311"
"Mike McCoy","Rockies (AAA)","28","572","14.0 %","12.2 %","1.14",".307",".405",".400",".805",".093","7.6",".349","4.7","87","14.3",".368","120","4583"
"Jason Dubois","- - -","30","427","8.4 %","26.0 %","0.32",".276",".356",".477",".833",".202","2.9",".347","-0.4","65","11.9",".368","122","1941"
"Wes Timmons","Braves (AAA)","30","413","15.0 %","8.7 %","1.72",".283",".416",".366",".782",".084","5.4",".310","-0.1","61","13.5",".367","129","sa201757"
"Mike Carp","Mariners (AAA)","23","490","11.8 %","20.2 %","0.59",".271",".372",".446",".818",".174","2.2",".318","-0.9","73","11.4",".366","118","7480"
"Matt Downs","Giants (AAA)","25","467","5.4 %","12.4 %","0.43",".300",".343",".491",".834",".191","5.5",".315","0.4","69","10.0",".364","117","957"
"Cole Gillespie","- - -","25","447","13.0 %","19.5 %","0.67",".265",".365",".457",".822",".193","6.8",".309","0.2","66","9.4",".364","117","5888"
"Matt Carson","Athletics (AAA)","27","493","7.7 %","19.1 %","0.40",".264",".327",".514",".841",".250","5.8",".279","0.9","73","10.1",".363","116","4748"
"Brett Harper","- - -","27","423","6.1 %","11.3 %","0.54",".292",".333",".508",".841",".215","1.4",".289","-0.3","62","8.2",".362","115","sa200434"
"Ryan Rohlinger","Giants (AAA)","25","535","7.9 %","16.8 %","0.47",".281",".351",".468",".819",".188","3.9",".314","-0.5","78","10.3",".361","115","2621"
"Chris Carter","Red Sox (AAA)","26","478","8.8 %","13.2 %","0.67",".294",".358",".465",".823",".171","0.9",".311","-0.4","68","13.4",".361","124","7707"
"Jerry Owens","- - -","28","453","9.9 %","11.3 %","0.88",".320",".387",".413",".800",".093","7.6",".357","0.6","66","8.8",".361","115","6002"
"Reid Gorecki","Braves (AAA)","28","416","8.2 %","17.5 %","0.47",".286",".351",".464",".815",".178","6.7",".332","-0.4","59","11.6",".361","124","4603"
"Scott Thorman","- - -","27","442","5.4 %","17.0 %","0.32",".288",".342",".489",".830",".201","4.1",".307","-0.3","64","8.1",".360","114","2238"
"Eric Munson","Athletics (AAA)","31","415","13.0 %","17.1 %","0.76",".265",".362",".450",".812",".185","2.4",".293","-0.8","60","7.5",".360","114","481"
"Barbaro Canizares","Braves (AAA)","29","569","9.1 %","11.8 %","0.78",".294",".366",".435",".800",".140","2.4",".318","-0.9","80","15.0",".359","123","6246"
"Howie Clark","Blue Jays (AAA)","35","434","7.8 %","6.2 %","1.26",".313",".370",".426",".797",".114","3.7",".324","-0.7","63","7.6",".359","114","1533"
"Royce Huffman","Rangers (AAA)","32","507","11.0 %","16.4 %","0.67",".293",".378",".407",".785",".114","3.0",".346","0.5","72","8.1",".357","113","sa198113"
"Brett Wallace","- - -","22","446","6.5 %","18.4 %","0.35",".297",".354",".460",".815",".163","1.8",".338","-1.1","64","7.2",".357","113","8434"
"Jason Lane","Blue Jays (AAA)","32","479","12.1 %","14.6 %","0.83",".253",".347",".462",".810",".209","4.4",".273","-0.4","68","7.4",".357","112","1397"
"Corey Patterson","- - -","29","418","5.0 %","21.5 %","0.23",".292",".333",".478",".811",".186","6.7",".352","0.6","59","9.3",".357","118","300"
"Brandon Boggs","Rangers (AAA)","26","398","14.8 %","24.6 %","0.60",".268",".380",".398",".778",".130","4.9",".354","0.5","56","5.6",".355","111","8021"
"Mike Cervenak","Phillies (AAA)","32","506","5.5 %","9.1 %","0.61",".305",".347",".450",".797",".145","3.1",".318","-0.6","69","11.2",".354","119","3133"
"Angel Sanchez","Blue Jays (AAA)","25","506","7.7 %","13.2 %","0.58",".305",".363",".428",".791",".122","3.6",".345","-1.1","70","6.3",".353","110","3492"
"Danny Dorn","Reds (AAA)","24","396","7.6 %","19.7 %","0.38",".275",".337",".457",".793",".182","2.8",".313","-0.3","54","8.5",".353","119","1050"
"Brent Dlugach","Tigers (AAA)","26","517","7.5 %","26.5 %","0.28",".294",".349",".446",".795",".152","4.3",".394","-0.6","70","11.0",".353","119","8273"
"Kevin Frandsen","Giants (AAA)","27","474","4.9 %","7.2 %","0.68",".295",".352",".438",".790",".143","3.6",".295","-1.6","65","5.3",".352","109","7528"
"Valentino Pascucci","- - -","30","511","12.9 %","23.3 %","0.55",".248",".348",".445",".793",".197","3.8",".294","0.2","70","5.5",".351","109","1915"
"Brian Bixler","Pirates (AAA)","26","451","7.8 %","28.4 %","0.27",".275",".343",".439",".782",".164","7.7",".382","1.0","61","8.9",".351","117","8055"
"Jason Repko","Dodgers (AAA)","28","433","6.5 %","18.7 %","0.35",".277",".329",".471",".800",".193","7.6",".309","1.4","59","4.3",".350","108","2628"
"Jeff Frazier","Tigers (AAA)","26","429","4.7 %","11.4 %","0.41",".308",".336",".456",".792",".148","2.4",".322","-1.0","57","8.0",".350","116","8056"
"Daniel Ortmeier","Rockies (AAA)","28","504","10.1 %","18.3 %","0.55",".295",".373",".406",".779",".111","5.3",".349","-0.5","68","4.6",".349","107","4694"
"Brandon Jones","Braves (AAA)","25","443","11.3 %","17.2 %","0.66",".281",".360",".419",".779",".138","4.0",".328","-0.4","59","8.0",".349","116","6987"
"Brooks Conrad","Braves (AAA)","29","469","11.3 %","23.0 %","0.49",".269",".358",".422",".780",".153","4.8",".331","1.8","62","8.1",".348","115","3664"
"Buck Coats","Blue Jays (AAA)","27","553","8.5 %","11.6 %","0.73",".302",".361",".416",".777",".114","6.1",".335","1.4","74","4.2",".347","106","2945"
"Hernan Iribarren","Brewers (AAA)","25","421","6.7 %","15.0 %","0.44",".311",".362",".412",".774",".100","5.8",".364","-0.9","56","2.7",".346","105","4177"
"Brendan Katin","Brewers (AAA)","26","506","6.9 %","32.4 %","0.21",".244",".305",".499",".804",".255","5.2",".320","0.1","67","3.2",".346","105","sa290612"
"Neil Walker","Pirates (AAA)","23","390","6.7 %","15.4 %","0.43",".264",".311",".480",".791",".216","3.9",".278","0.0","51","6.1",".346","114","7539"
"Blake DeWitt","Dodgers (AAA)","23","407","11.8 %","10.8 %","1.09",".256",".349",".426",".775",".170","5.6",".273","-0.8","54","2.3",".345","105","7485"
"Wilkin Ramirez","Tigers (AAA)","23","481","8.5 %","29.7 %","0.29",".258",".326",".445",".771",".187","7.9",".344","2.2","62","7.1",".344","113","5219"
"Brent Clevlen","Tigers (AAA)","25","531","7.9 %","26.2 %","0.30",".265",".328",".441",".768",".175","5.7",".342","1.2","68","7.5",".344","112","4863"
"Mike Hessman","Tigers (AAA)","31","548","11.9 %","31.2 %","0.38",".217",".324",".442",".766",".225","3.8",".283","-0.2","70","7.4",".343","112","1808"
"Chris Johnson","Astros (AAA)","24","412","5.1 %","21.8 %","0.23",".281",".323",".461",".784",".180","4.5",".335","-0.3","54","1.5",".343","103","1191"
"David Winfree","Twins (AAA)","23","457","6.1 %","19.3 %","0.32",".273",".317",".460",".777",".187","2.8",".311","-1.1","58","6.0",".342","111","sa244377"
"Julio Borbon","Rangers (AAA)","23","457","7.2 %","8.8 %","0.83",".307",".367",".386",".753",".079","7.8",".335","1.4","59","1.5",".342","103","3209"
"Austin Jackson","Yankees (AAA)","22","557","7.2 %","22.1 %","0.33",".300",".354",".405",".759",".105","7.4",".384","2.7","71","7.1",".342","111","9848"
"Alcides Escobar","Brewers (AAA)","22","487","6.6 %","13.3 %","0.49",".298",".353",".409",".762",".112","8.4",".343","3.5","63","1.4",".342","102","6310"
"Justin Turner","Orioles (AAA)","24","441","7.7 %","8.4 %","0.92",".300",".362",".388",".749",".088","3.8",".320","-0.2","56","5.1",".341","110","5235"
"John Lindsey","Marlins (AAA)","32","502","7.6 %","22.3 %","0.34",".251",".331",".433",".764",".183","2.1",".291","-1.1","64","0.4",".339","101","2279"
"Mark Saccomanno","Astros (AAA)","29","539","6.3 %","16.1 %","0.39",".278",".329",".436",".765",".158","5.1",".308","0.6","68","0.2",".339","100","5938"
"Jason Bourgeois","Brewers (AAA)","27","454","4.8 %","8.8 %","0.55",".316",".354",".401",".755",".085","7.5",".344","3.7","58","0.1",".339","100","2225"
"Justin Maxwell","Nationals (AAA)","25","448","12.1 %","30.4 %","0.40",".242",".344",".396",".740",".154","8.2",".339","3.4","55","3.9",".337","108","6827"
"Tommy Manzella","Astros (AAA)","26","580","6.9 %","17.1 %","0.40",".289",".339",".417",".756",".128","5.4",".340","0.6","73","-0.9",".337","99","3789"
"Wes Bankston","Reds (AAA)","25","493","6.1 %","17.8 %","0.34",".267",".313",".449",".762",".182","3.6",".296","-0.3","61","4.2",".337","107","4661"
"Brad Coon","Angels (AAA)","26","522","11.9 %","14.4 %","0.83",".276",".369",".351",".720",".075","6.2",".322","0.5","65","-1.6",".335","98","sa291705"
"Matthew Brown","Angels (AAA)","26","447","10.1 %","20.6 %","0.49",".245",".333",".415",".748",".170","3.0",".286","-1.6","55","-1.4",".335","97","6384"
"Daryle Ward","- - -","34","392","11.0 %","17.6 %","0.62",".252",".337",".405",".741",".152","2.1",".277","-0.3","47","2.5",".334","106","579"
"Justin Ruggiano","Rays (AAA)","27","532","9.6 %","27.6 %","0.35",".253",".330",".412",".741",".159","5.6",".332","2.6","64","3.2",".333","105","7620"
"Seth Bynum","Nationals (AAA)","28","508","6.1 %","27.2 %","0.22",".262",".306",".449",".755",".187","4.3",".327","-0.4","61","3.0",".333","105","sa252882"
"Christian Colonel","Rockies (AAA)","27","444","8.8 %","13.1 %","0.67",".279",".348",".386",".734",".107","3.3",".308","-1.3","54","-1.9",".333","97","sa225671"
"Craig Stansberry","Padres (AAA)","27","480","9.4 %","15.0 %","0.63",".269",".342",".396",".738",".126","4.9",".309","-0.4","59","-2.2",".333","96","6256"
"Reid Brignac","Rays (AAA)","23","453","6.0 %","15.2 %","0.39",".282",".327",".417",".744",".135","3.8",".318","-1.4","54","2.4",".333","105","8380"
"Josh Kroeger","White Sox (AAA)","26","540","6.7 %","15.9 %","0.42",".267",".319",".423",".742",".156","4.4",".293","1.4","64","2.4",".331","104","2205"
"Michael Aubrey","- - -","27","407","4.9 %","9.3 %","0.53",".290",".323",".436",".759",".146","2.6",".299","-0.7","48","1.7",".331","104","6049"
"Joe Koshansky","Brewers (AAA)","27","531","12.1 %","31.3 %","0.39",".218",".316",".435",".752",".218","4.9",".276","-0.7","64","-3.7",".330","94","7547"
"David Newhan","Phillies (AAA)","35","401","8.2 %","18.2 %","0.45",".275",".335",".402",".737",".126","4.4",".323","-0.3","47","1.3",".330","103","2009"
"Drew Stubbs","Reds (AAA)","24","472","10.8 %","22.0 %","0.49",".268",".353",".360",".713",".092","6.9",".350","5.5","55","1.2",".329","102","9328"
"Andy Gonzalez","Marlins (AAA)","27","404","11.9 %","19.6 %","0.61",".259",".351",".358",".709",".099","3.6",".312","0.3","48","-3.3",".329","94","3669"
"Jon Jay","Cardinals (AAA)","24","564","6.0 %","11.3 %","0.53",".281",".338",".394",".732",".113","5.4",".303","0.0","67","-4.7",".328","93","5227"
"Jesus Feliciano","Mets (AAA)","30","534","4.7 %","8.2 %","0.57",".311",".348",".382",".730",".071","4.1",".337","0.1","62","0.6",".327","101","2448"
"Keith Ginter","White Sox (AAA)","33","414","9.4 %","17.1 %","0.55",".262",".341",".377",".718",".116","2.3",".310","-0.8","48","0.5",".327","101","1500"
"Michael Brantley","Indians (AAA)","22","528","11.2 %","9.1 %","1.23",".267",".350",".361",".711",".094","7.1",".286","6.7","61","0.6",".327","101","4106"
"Brian Barton","- - -","27","458","10.7 %","24.0 %","0.45",".254",".344",".370",".715",".116","6.1",".332","0.8","53","-0.1",".327","101","2408"
"Chip Ambres","- - -","29","517","8.7 %","16.2 %","0.54",".260",".325",".400",".725",".140","2.5",".291","-2.2","59","-0.1",".325","100","2042"
"Chin-lung Hu","Dodgers (AAA)","25","544","4.6 %","9.9 %","0.46",".294",".332",".393",".725",".099","5.8",".318","0.1","63","-5.8",".325","92","5198"
"Cliff Pennington","Athletics (AAA)","25","417","10.8 %","12.9 %","0.83",".264",".345",".367",".712",".103","6.6",".300","3.3","48","-4.6",".325","91","3395"
"Steve Tolleson","Twins (AAA)","25","394","9.1 %","13.2 %","0.69",".270",".338",".375",".713",".105","4.2",".300","-1.4","45","-0.3",".325","99","4450"
"Chris Roberson","Diamondbacks (AAA)","29","467","7.3 %","12.8 %","0.57",".261",".318",".412",".730",".151","8.8",".288","2.1","53","-5.7",".324","90","3577"
"Brian Bogusevic","Astros (AAA)","25","581","9.1 %","20.3 %","0.45",".271",".342",".365",".707",".094","5.8",".341","2.6","66","-7.8",".322","89","4719"
"Paul McAnulty","- - -","28","439","11.4 %","21.6 %","0.53",".226",".319",".394",".713",".168","1.6",".264","-0.7","49","-2.1",".322","97","4409"
"Argenis Reyes","Mets (AAA)","26","416","7.0 %","11.1 %","0.63",".282",".336",".377",".713",".095","5.4",".314","0.4","46","-1.4",".321","97","3285"
"Kory Casto","Nationals (AAA)","27","504","8.7 %","16.9 %","0.52",".271",".334",".378",".712",".107","3.0",".311","-1.3","56","-1.8",".321","97","6597"
"Rich Thompson","Phillies (AAA)","30","493","7.7 %","14.8 %","0.52",".265",".334",".366",".700",".101","8.1",".312","3.2","55","-1.9",".321","97","1883"
"Trevor Plouffe","Twins (AAA)","23","477","7.1 %","14.3 %","0.50",".260",".313",".407",".720",".147","4.1",".284","-2.2","53","-1.9",".321","96","7462"
"Reggie Abercrombie","Astros (AAA)","27","557","5.2 %","28.5 %","0.18",".271",".314",".412",".726",".141","6.8",".368","0.4","62","-8.4",".320","88","2187"
"Jonathan Herrera","Rockies (AAA)","24","450","10.9 %","11.3 %","0.96",".268",".353",".339",".692",".071","6.6",".302","0.6","50","-6.9",".320","88","4182"
"Chris Denorfia","Athletics (AAA)","28","474","6.5 %","11.0 %","0.60",".271",".317",".398",".715",".127","6.3",".286","0.0","52","-7.9",".318","87","4400"
"J.P. Arencibia","Blue Jays (AAA)","23","500","5.2 %","22.8 %","0.23",".236",".284",".444",".728",".208","2.8",".267","-0.7","55","-8.6",".318","86","697"
"Aaron Mathews","Blue Jays (AAA)","27","567","6.5 %","8.6 %","0.76",".274",".321",".380",".702",".106","4.5",".287","-0.6","61","-10.9",".315","85","sa253756"
"Irving Falu","Royals (AAA)","26","532","9.8 %","6.6 %","1.49",".269",".342",".344",".686",".075","5.4",".284","-0.3","57","-10.3",".315","85","6165"
"John Raynor","Marlins (AAA)","25","503","8.3 %","24.1 %","0.35",".257",".327",".360",".687",".103","5.7",".337","-0.2","53","-10.6",".313","83","9450"
"Miguel Negron","White Sox (AAA)","26","417","6.2 %","14.9 %","0.42",".279",".324",".365",".689",".086","4.7",".322","-2.8","44","-4.1",".313","91","sa199057"
"Matt Macri","Twins (AAA)","27","412","8.5 %","20.6 %","0.41",".225",".296",".400",".696",".175","5.3",".259","-1.3","43","-4.6",".312","90","7548"
"Brandon Watson","Diamondbacks (AAA)","27","513","5.7 %","5.7 %","1.00",".279",".321",".367",".688",".089","6.3",".286","-1.3","53","-11.8",".311","82","2146"
"Jason Ellison","Phillies (AAA)","31","505","8.5 %","16.6 %","0.51",".261",".332",".339",".671",".078","4.2",".308","0.9","52","-6.2",".310","89","1704"
"Will Rhymes","Tigers (AAA)","26","455","7.9 %","12.7 %","0.62",".260",".324",".354",".678",".094","6.5",".296","0.4","47","-5.7",".310","89","9802"
"John Gall","Astros (AAA)","31","445","9.2 %","15.1 %","0.61",".246",".319",".362",".681",".116","1.9",".274","-1.3","45","-11.2",".308","80","2142"
"Jeff Baisley","Athletics (AAA)","26","391","6.6 %","21.0 %","0.32",".248",".306",".389",".695",".141","3.5",".296","0.1","40","-10.0",".308","80","9684"
"Justin Christian","Orioles (AAA)","29","386","5.2 %","13.2 %","0.39",".270",".310",".374",".683",".104","8.4",".305","3.7","39","-5.5",".308","88","8297"
"Clay Timpner","Giants (AAA)","26","434","7.4 %","11.5 %","0.64",".250",".309",".375",".684",".125","4.5",".269","-1.8","44","-11.4",".307","79","7333"
"Norris Hopper","- - -","30","453","7.7 %","5.5 %","1.40",".281",".337",".330",".667",".049","5.6",".297","0.9","45","-6.8",".307","87","2450"
"Travis Denker","Red Sox (AAA)","23","460","10.4 %","18.5 %","0.56",".238",".321",".343",".663",".105","2.9",".285","-0.6","45","-7.7",".305","85","6155"
"Nate Spears","Cubs (AAA)","24","411","8.5 %","10.5 %","0.81",".253",".319",".345",".665",".092","4.9",".280","-1.3","40","-12.1",".303","77","6026"
"Jason Pridie","Twins (AAA)","25","546","3.5 %","15.6 %","0.22",".265",".295",".382",".677",".117","6.9",".299","1.8","53","-10.0",".302","84","4611"
"Mike Lamb","Mets (AAA)","33","466","4.5 %","7.3 %","0.62",".264",".301",".373",".674",".109","2.1",".276","-0.3","45","-8.7",".302","84","1258"
"Dustin Martin","Twins (AAA)","25","470","8.3 %","19.6 %","0.42",".254",".319",".351",".670",".097","7.0",".309","1.6","45","-8.9",".302","84","sa328277"
"Pete Orr","Nationals (AAA)","30","464","5.8 %","16.6 %","0.35",".245",".305",".367",".671",".121","6.3",".277","0.0","44","-8.8",".301","83","2748"
"Shane Robinson","Cardinals (AAA)","24","393","7.1 %","10.7 %","0.67",".238",".306",".351",".657",".113","6.6",".255","1.6","37","-13.0",".299","74","4249"
"Javier Castillo","- - -","25","474","5.9 %","18.4 %","0.32",".247",".295",".364",".660",".118","2.8",".292","-0.9","44","-10.5",".298","81","sa254672"
"Gookie Dawkins","- - -","30","423","6.9 %","22.5 %","0.31",".241",".307",".336",".643",".094","4.1",".310","-0.7","39","-14.1",".296","73","316"
"J.R. House","Royals (AAA)","29","544","6.1 %","10.5 %","0.58",".251",".297",".352",".650",".101","1.5",".267","-0.4","48","-20.5",".293","70","992"
"Greg Golson","Rangers (AAA)","23","500","5.8 %","22.8 %","0.25",".258",".299",".344",".642",".085","7.1",".334","1.8","43","-20.5",".289","68","8074"
"Adam Pavkovich","Angels (AAA)","27","436","6.4 %","15.8 %","0.41",".242",".291",".348",".639",".106","4.9",".277","0.4","37","-18.2",".288","67","sa225750"
"Gregor Blanco","Braves (AAA)","25","397","12.6 %","17.6 %","0.71",".228",".326",".279",".605",".051","5.1",".277","0.4","34","-12.0",".287","74","3123"
"Yordany Ramirez","Astros (AAA)","24","478","2.3 %","13.4 %","0.17",".256",".275",".381",".656",".125","4.2",".275","-1.1","40","-20.8",".286","66","sa201860"
"Sean Kazmar","Padres (AAA)","24","411","9.0 %","14.4 %","0.63",".235",".306",".314",".621",".079","3.7",".266","0.4","34","-18.3",".285","65","7349"
"Joaquin Arias","Rangers (AAA)","24","537","3.7 %","8.8 %","0.43",".266",".295",".335",".630",".069","6.4",".282","3.0","44","-24.1",".285","65","3817"
"Ray Olmedo","Rays (AAA)","28","450","4.4 %","16.2 %","0.27",".250",".290",".335",".625",".085","4.1",".290","-1.6","36","-15.3",".282","70","1718"
"Gregorio Petit","Athletics (AAA)","24","398","6.5 %","20.9 %","0.31",".244",".292",".336",".628",".092","2.2",".297","-1.2","31","-19.0",".281","62","3812"
"Travis Metcalf","- - -","26","494","7.7 %","19.2 %","0.40",".216",".282",".343",".625",".127","4.1",".247","0.0","38","-24.2",".280","61","7364"
"Angel Chavez","Red Sox (AAA)","27","464","3.9 %","10.3 %","0.38",".253",".282",".333",".615",".079","2.6",".275","-0.5","36","-17.4",".278","67","2224"
"Chris Valaika","Reds (AAA)","23","392","4.1 %","19.4 %","0.21",".235",".271",".344",".615",".109","2.6",".277","-0.1","30","-15.5",".276","66","1165"
"J.J. Furmaniak","Phillies (AAA)","29","414","5.6 %","17.4 %","0.32",".230",".276",".333",".609",".103","3.8",".267","-0.7","31","-16.8",".274","65","3054"
"Eider Torres","White Sox (AAA)","26","389","6.2 %","16.2 %","0.38",".240",".292",".287",".579",".047","4.6",".287","-0.5","27","-17.3",".269","61","2905"
