"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Brent Keys","Marlins (A)","21","95","370","422","124","95","21","3","5","72","51","34","0","30","4","3","11","4","18","5",".335","sa501959"
"Gregory Polanco","Pirates (A)","20","116","437","485","142","94","26","6","16","84","85","44","1","64","2","1","1","8","40","15",".325","12907"
"Yeison Asencio","Padres (A)","22","92","350","378","113","80","21","4","8","47","61","16","1","38","4","7","1","15","7","6",".323","sa548016"
"Kevin Pillar","Blue Jays (A)","23","86","335","375","108","79","20","4","5","49","57","35","1","53","3","1","1","10","35","6",".322","12434"
"Billy Burns","Nationals (A)","22","113","398","485","128","109","14","5","0","83","41","65","2","68","13","1","8","2","38","9",".322","12701"
"Austin Barnes","Marlins (A)","22","123","478","566","152","101","36","3","12","76","65","59","0","61","9","3","17","14","9","2",".318","12158"
"Jordan Smith","Indians (A)","21","116","468","515","148","109","23","7","9","70","74","35","4","52","5","4","1","5","9","3",".316","sa579297"
"Colin Walsh","Cardinals (A)","22","97","353","425","111","72","18","5","16","69","68","60","4","65","7","5","0","7","4","3",".314","10961"
"Alen Hanson","Pirates (A)","19","124","489","558","151","89","33","13","16","99","62","55","1","105","4","3","7","2","35","19",".309","12926"
"Shawn Payne","Giants (A)","22","116","405","482","125","94","19","6","6","66","57","61","0","71","12","2","2","6","53","3",".309","sa502425"
"Keury De La Cruz","Red Sox (A)","20","116","474","506","146","84","35","8","19","71","81","26","1","101","6","0","0","4","19","7",".308","sa506223"
"Cameron Seitzer","Rays (A)","22","118","424","488","130","88","36","2","4","50","54","55","5","83","3","5","1","18","1","1",".307","sa578022"
"Ben Gamel","Yankees (A)","20","110","444","476","136","106","23","5","2","56","61","23","0","71","4","5","0","10","19","10",".306","12160"
"Mark Haddow","White Sox (A)","24","108","392","458","120","88","21","4","7","69","57","51","3","85","4","4","7","11","6","2",".306","sa598782"
"Garin Cecchini","Red Sox (A)","21","118","455","526","139","93","38","4","4","84","62","61","5","90","7","3","0","13","51","6",".305","11608"
"Harold Riggins","Rockies (A)","22","87","328","379","99","57","23","0","19","63","76","37","0","104","11","3","0","6","8","5",".302","sa546789"
"Cam Maron","Mets (A)","21","93","343","409","103","78","18","2","5","48","47","53","0","73","8","3","2","9","2","1",".300","sa503041"
"Kelly Dugan","Phillies (A)","21","117","430","498","129","82","33","2","12","83","60","48","0","122","15","3","0","9","5","1",".300","sa500838"
"Daniel Paolini","Mariners (A)","22","111","418","473","125","80","27","0","18","68","73","49","0","63","3","1","2","6","5","2",".299","sa577980"
"Taylor Featherston","Rockies (A)","22","105","378","444","113","67","30","4","12","75","53","53","0","87","8","4","1","5","15","4",".299","12590"
"Delino DeShields","Astros (A)","19","111","440","523","131","94","22","5","10","96","52","70","5","108","7","2","4","4","83","14",".298","11379"
"Jerrud Sabourin","Indians (A)","22","130","472","538","140","109","26","2","3","60","66","51","3","77","7","7","1","8","4","0",".297","sa546776"
