"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Mike Jacobs","Rockies (AAA)","30","495","11.7 %","21.2 %","0.55",".298",".376",".534",".910",".235","2.8",".340","-0.9","85","14.8",".390","121","2231"
"Anthony Recker","Athletics (AAA)","27","412","13.6 %","19.7 %","0.69",".287",".388",".501",".889",".214","4.0",".328","-1.1","70","11.7",".388","120","4063"
"Paul McAnulty","Angels (AAA)","30","495","8.5 %","18.6 %","0.46",".311",".370",".532",".902",".221","2.9",".352","-0.5","84","13.9",".388","120","4409"
"Joey Butler","Rangers (AAA)","25","474","9.1 %","29.1 %","0.31",".322",".388",".493",".881",".171","6.3",".451","0.6","80","13.3",".388","120","7799"
"Jerry Sands","Dodgers (AAA)","23","418","9.1 %","20.6 %","0.44",".278",".344",".586",".931",".308","5.2",".282","0.1","70","11.4",".387","119","4016"
"Lorenzo Cain","Royals (AAA)","25","549","7.3 %","18.6 %","0.39",".312",".380",".497",".877",".185","6.8",".366","0.2","92","14.2",".385","118","9077"
"Gil Velazquez","Angels (AAA)","31","494","9.9 %","12.1 %","0.82",".328",".399",".466",".865",".138","6.3",".364","0.4","82","12.6",".385","118","2070"
"Adam Loewen","Blue Jays (AAA)","27","585","10.4 %","23.2 %","0.45",".306",".377",".508",".884",".202","4.9",".384","-1.3","97","15.0",".385","118","2134"
"Johnny Giavotella","Royals (AAA)","23","503","8.0 %","11.3 %","0.70",".338",".390",".481",".871",".143","4.1",".367","-0.7","84","12.8",".385","118","6740"
"Brandon Moss","Phillies (AAA)","27","506","12.3 %","25.1 %","0.49",".275",".368",".509",".877",".234","2.6",".334","-1.9","81","23.0",".385","139","4467"
"Andrew Brown","Cardinals (AAA)","26","428","13.1 %","24.5 %","0.53",".284",".382",".501",".883",".217","4.3",".340","-1.2","71","10.8",".385","118","3837"
"Alejandro De Aza","White Sox (AAA)","27","435","7.6 %","16.6 %","0.46",".322",".378",".494",".871",".171","6.8",".373","-0.3","70","19.4",".384","139","3371"
"Joe Thurston","Marlins (AAA)","31","526","9.1 %","14.8 %","0.62",".300",".388",".475",".863",".174","5.2",".340","0.4","87","12.7",".383","117","673"
"Cord Phelps","Indians (AAA)","24","434","11.8 %","20.5 %","0.57",".294",".376",".492",".868",".198","3.7",".348","-2.1","69","19.2",".383","138","8631"
"Caleb Gindl","Brewers (AAA)","22","538","11.7 %","17.3 %","0.68",".307",".390",".472",".862",".165","4.8",".357","-1.3","89","12.8",".383","117","5002"
"Aaron Bates","Twins (AAA)","27","420","12.6 %","21.4 %","0.59",".316",".408",".439",".847",".123","2.0",".402","-0.5","67","18.3",".383","138","2777"
"Russell Mitchell","Dodgers (AAA)","26","392","11.7 %","15.8 %","0.74",".283",".372",".503",".875",".220","3.6",".300","-0.3","64","8.7",".381","116","5848"
"Mauro Gomez","Braves (AAA)","26","557","6.8 %","23.5 %","0.29",".304",".356",".522",".878",".217","4.0",".364","0.1","88","23.7",".381","137","5342"
"Brad Eldred","Giants (AAA)","30","413","8.2 %","22.8 %","0.36",".278",".351",".536",".887",".259","4.9",".315","-0.2","67","8.8",".380","115","4328"
"Chris Aguila","Marlins (AAA)","32","464","9.3 %","26.5 %","0.35",".287",".359",".518",".878",".231","3.8",".357","0.5","75","9.5",".379","114","2143"
"Valentino Pascucci","Mets (AAA)","32","523","14.5 %","28.5 %","0.51",".264",".375",".476",".851",".212","1.7",".350","-1.0","82","21.5",".379","136","1915"
"Johan Limonta","Mariners (AAA)","27","460","9.6 %","16.3 %","0.59",".319",".382",".477",".858",".157","2.7",".359","-0.9","74","9.0",".378","114","sa328092"
"Conor Gillaspie","Giants (AAA)","23","503","13.1 %","15.7 %","0.84",".297",".389",".453",".842",".157","4.8",".339","-2.7","80","9.2",".377","113","9009"
"Luis Valbuena","Indians (AAA)","25","472","9.7 %","20.3 %","0.48",".302",".372",".476",".848",".174","3.1",".355","-0.3","73","18.5",".377","134","4969"
"Dan Johnson","Rays (AAA)","31","396","14.6 %","16.4 %","0.89",".273",".382",".459",".842",".186","1.5",".304","-0.7","61","15.4",".377","134","2167"
"Jerad Head","Indians (AAA)","28","463","5.4 %","21.4 %","0.25",".284",".338",".526",".864",".242","3.7",".317","-0.1","71","18.0",".376","134","8517"
"Yonder Alonso","Reds (AAA)","24","409","11.2 %","14.7 %","0.77",".296",".374",".486",".860",".190","4.3",".324","-1.1","63","15.7",".376","133","2530"
"Devin Mesoraco","Reds (AAA)","23","499","10.4 %","16.6 %","0.63",".289",".371",".484",".855",".195","2.8",".325","-0.5","76","19.0",".375","133","5666"
"Dayan Viciedo","White Sox (AAA)","22","505","8.9 %","16.4 %","0.54",".296",".364",".491",".856",".195","2.0",".324","-0.3","77","19.2",".375","133","3917"
"Efren Navarro","Angels (AAA)","25","547","7.7 %","14.3 %","0.54",".317",".368",".488",".856",".171","4.6",".352","-1.5","85","8.3",".374","111","9854"
"Matt Carson","- - -","29","495","7.3 %","22.8 %","0.32",".279",".337",".533",".871",".254","5.3",".322","1.6","77","9.4",".373","115","4748"
"Matt Clark","Padres (AAA)","24","537","10.8 %","21.6 %","0.50",".292",".363",".498",".861",".206","2.1",".333","-1.0","83","7.6",".372","110","8793"
"Jason Kipnis","Indians (AAA)","24","400","11.0 %","18.0 %","0.61",".280",".362",".484",".846",".204","7.7",".318","1.7","60","14.2",".372","131","9776"
"Edgar Gonzalez","Giants (AAA)","33","564","9.0 %","12.9 %","0.70",".315",".378",".457",".835",".143","3.5",".343","-0.2","87","7.6",".372","110","2963"
"Ivan De Jesus Jr.","Dodgers (AAA)","24","443","10.2 %","15.3 %","0.66",".310",".389",".432",".820",".121","4.2",".358","0.3","68","5.9",".371","109","9886"
"Erik Kratz","Phillies (AAA)","31","409","9.3 %","17.6 %","0.53",".288",".372",".466",".838",".179","2.9",".322","0.1","61","14.3",".371","130","4403"
"Brett Pill","Giants (AAA)","26","576","4.3 %","9.4 %","0.46",".312",".341",".530",".871",".218","4.0",".305","-1.8","88","7.3",".371","109","5834"
"Desmond Jennings","Rays (AAA)","24","397","11.3 %","19.6 %","0.58",".275",".374",".456",".830",".180","7.3",".325","2.7","59","13.5",".370","130","1965"
"Stefan Gartrell","- - -","27","510","8.6 %","23.1 %","0.37",".262",".338",".504",".842",".242","3.0",".298","-0.3","76","17.4",".370","130","sa326944"
"Jeremy Moore","Angels (AAA)","24","460","4.6 %","24.8 %","0.18",".298",".331",".545",".876",".246","8.0",".370","-0.8","70","5.2",".369","108","7307"
"Chris Marrero","Nationals (AAA)","22","546","10.6 %","17.8 %","0.60",".300",".375",".449",".825",".149","2.0",".349","-0.6","81","18.0",".369","129","2852"
"David Lough","Royals (AAA)","25","516","7.0 %","9.5 %","0.73",".318",".367",".482",".850",".164","7.1",".335","-1.2","78","5.7",".369","108","7215"
"Brad Nelson","Rangers (AAA)","28","533","11.3 %","18.9 %","0.59",".281",".360",".501",".861",".220","3.5",".306","0.1","81","5.9",".369","108","3821"
"Jamie Hoffmann","Dodgers (AAA)","26","533","8.3 %","19.1 %","0.43",".297",".356",".497",".853",".200","6.0",".331","0.8","81","5.8",".369","108","6461"
"Matt Hague","Pirates (AAA)","25","594","7.9 %","11.4 %","0.69",".309",".372",".457",".829",".148","3.4",".334","-0.8","88","19.3",".368","128","7772"
"Scott Moore","Cubs (AAA)","27","425","11.3 %","18.6 %","0.61",".295",".380",".444",".823",".149","4.8",".348","0.1","64","4.3",".368","107","4390"
"Dallas McPherson","White Sox (AAA)","30","426","7.3 %","29.6 %","0.25",".283",".334",".505",".839",".222","1.8",".367","-0.8","63","13.6",".368","128","2194"
"John Bowker","Pirates (AAA)","27","451","6.0 %","16.2 %","0.37",".306",".348",".482",".830",".176","2.5",".340","-1.1","66","14.0",".367","127","8276"
"Esteban German","Rangers (AAA)","33","586","12.3 %","9.9 %","1.24",".301",".388",".411",".799",".110","6.7",".328","4.3","87","4.4",".365","105","1449"
"Vinny Rottino","Marlins (AAA)","31","524","9.5 %","11.8 %","0.81",".304",".374",".443",".818",".139","5.1",".333","-1.1","78","4.0",".365","105","5202"
"Jeff Baisley","Angels (AAA)","28","589","6.5 %","14.4 %","0.45",".303",".355",".483",".838",".180","4.4",".326","0.5","87","4.0",".364","105","9684"
"Mike Cervenak","Marlins (AAA)","34","451","8.0 %","11.3 %","0.71",".298",".362",".466",".828",".167","3.6",".312","-0.7","66","2.7",".363","104","3133"
"Kila Ka'aihue","Royals (AAA)","27","388","14.7 %","20.9 %","0.70",".272",".379",".433",".812",".161","1.6",".325","-0.3","57","1.9",".362","104","4707"
"Chris Woodward","Blue Jays (AAA)","35","469","8.3 %","14.9 %","0.56",".296",".353",".474",".826",".178","4.2",".325","-0.2","68","1.8",".361","103","1329"
"Matt Kata","Rangers (AAA)","33","447","6.3 %","14.1 %","0.44",".293",".353",".480",".832",".186","3.4",".312","-0.3","65","1.7",".361","103","1741"
"Lastings Milledge","White Sox (AAA)","26","505","8.5 %","12.5 %","0.68",".295",".364",".441",".805",".146","6.1",".321","2.6","72","13.4",".361","123","6441"
"Michael Taylor","Athletics (AAA)","25","400","11.5 %","20.0 %","0.58",".272",".360",".456",".816",".183","4.0",".310","0.3","58","1.4",".361","103","2591"
"Jordan Parraz","Yankees (AAA)","26","495","8.5 %","18.4 %","0.46",".289",".362",".440",".802",".151","5.1",".346","-1.0","70","12.8",".360","122","sa253734"
"J.B. Shuck","Astros (AAA)","24","419","13.4 %","7.2 %","1.87",".297",".398",".367",".765",".071","6.7",".323","-1.5","60","0.5",".358","101","6677"
"Jorge Vazquez","Yankees (AAA)","29","500","6.0 %","33.2 %","0.18",".262",".314",".516",".830",".255","1.4",".330","-0.2","70","12.0",".358","121","sa491894"
"Jeff Bailey","Twins (AAA)","32","502","12.2 %","19.7 %","0.62",".252",".357",".442",".798",".189","5.8",".293","0.3","70","12.1",".358","121","2394"
"Jesus Montero","Yankees (AAA)","21","463","7.8 %","21.2 %","0.37",".288",".348",".467",".814",".179","1.5",".336","-0.3","64","11.0",".357","121","5514"
"Lars Anderson","Red Sox (AAA)","23","577","13.9 %","20.8 %","0.67",".265",".369",".422",".791",".157","3.7",".322","0.6","80","13.6",".357","120","9018"
"Adrian Cardenas","Athletics (AAA)","23","545","8.6 %","10.3 %","0.84",".314",".374",".418",".791",".104","5.0",".344","-0.4","77","0.2",".357","100","9514"
"Hector Luna","Red Sox (AAA)","31","468","9.0 %","14.3 %","0.63",".283",".350",".449",".799",".166","4.8",".307","0.5","64","10.4",".356","119","1874"
"Adron Chambers","Cardinals (AAA)","24","501","10.6 %","18.0 %","0.59",".277",".368",".415",".783",".138","6.4",".328","-2.1","70","-0.9",".355","99","7995"
"Alex Liddi","Mariners (AAA)","22","637","9.6 %","26.7 %","0.36",".259",".332",".488",".821",".229","5.5",".312","0.5","88","-2.1",".353","98","5411"
"Jordan Brown","- - -","27","460","5.0 %","10.2 %","0.49",".311",".346",".466",".812",".155","3.4",".324","0.3","63","0.2",".353","101","4121"
"Ryan Adams","Orioles (AAA)","24","415","7.2 %","24.8 %","0.29",".284",".341",".454",".794",".170","4.6",".363","-0.1","56","8.3",".353","117","6343"
"Chad Tracy","Rangers (AAA)","25","602","9.1 %","17.3 %","0.53",".259",".339",".475",".814",".217","4.0",".272","0.8","82","-2.6",".352","97","sa326677"
"Daniel Nava","Red Sox (AAA)","28","522","13.4 %","16.9 %","0.80",".268",".372",".406",".778",".138","4.8",".311","0.4","70","10.1",".352","117","5450"
"Nick Stavinoha","Cardinals (AAA)","29","586","7.5 %","17.1 %","0.44",".270",".329",".488",".817",".218","3.9",".284","0.5","80","-2.8",".351","97","3909"
"Will Rhymes","Tigers (AAA)","28","464","9.9 %","9.9 %","1.00",".306",".377",".390",".767",".084","5.2",".337","-1.0","61","8.0",".349","115","9802"
"Brandon Hicks","Braves (AAA)","25","407","10.1 %","33.7 %","0.30",".252",".333",".446",".779",".194","4.4",".354","0.1","54","6.9",".349","115","4003"
"Brett Carroll","- - -","28","475","8.8 %","19.6 %","0.45",".270",".345",".447",".792",".177","6.0",".309","0.6","64","-0.9",".348","98","8066"
"Brad Snyder","Cubs (AAA)","29","407","6.6 %","26.8 %","0.25",".290",".336",".465",".801",".176","5.1",".380","0.7","54","-3.3",".348","94","6052"
"Tug Hulett","Nationals (AAA)","28","397","10.8 %","16.9 %","0.64",".280",".358",".416",".774",".136","3.9",".329","-1.3","52","6.3",".348","114","7451"
"Matt Macri","Rockies (AAA)","29","419","8.1 %","17.4 %","0.47",".273",".336",".463",".798",".190","4.1",".304","-0.3","55","-3.7",".347","94","7548"
"Anderson Hernandez","Astros (AAA)","28","574","9.2 %","13.4 %","0.69",".300",".366",".400",".766",".100","5.3",".341","-1.8","76","-5.1",".347","94","3366"
"Josh Donaldson","Athletics (AAA)","25","503","10.1 %","19.9 %","0.51",".261",".344",".439",".783",".178","4.7",".301","0.6","66","-4.5",".347","94","5038"
"Jordan Danks","White Sox (AAA)","24","535","10.7 %","29.0 %","0.37",".257",".344",".425",".770",".168","6.7",".356","1.6","69","7.7",".346","113","9187"
"Ryan Strieby","Tigers (AAA)","25","557","10.8 %","30.7 %","0.35",".255",".341",".429",".770",".175","2.8",".349","-0.2","72","7.9",".345","112","sa326701"
"Chad Huffman","Indians (AAA)","26","512","13.1 %","20.9 %","0.63",".246",".351",".415",".766",".169","4.4",".293","0.3","66","7.2",".345","112","5311"
"Dustin Martin","Twins (AAA)","27","554","9.7 %","19.5 %","0.50",".265",".341",".431",".772",".165","4.6",".309","-2.2","72","7.8",".345","112","sa328277"
"Rich Thompson","Phillies (AAA)","32","490","7.6 %","17.1 %","0.44",".276",".354",".408",".762",".132","9.8",".331","7.7","63","6.1",".343","111","1883"
"Ryan Rohlinger","- - -","27","430","13.0 %","13.3 %","0.98",".247",".353",".409",".762",".162","5.0",".267","-1.1","55","-5.4",".343","91","2621"
"Evan Frey","Diamondbacks (AAA)","25","455","13.0 %","14.9 %","0.87",".275",".369",".373",".742",".098","7.2",".326","-1.1","58","-5.7",".343","91","sa390638"
"Steve Tolleson","- - -","27","557","10.8 %","16.7 %","0.65",".275",".358",".394",".752",".119","5.7",".321","2.3","71","-7.3",".342","91","4450"
"Willy Taveras","Rockies (AAA)","29","424","5.0 %","12.0 %","0.41",".302",".336",".448",".783",".146","6.8",".323","0.6","54","-5.6",".342","91","1876"
"Timo Perez","Tigers (AAA)","36","517","5.6 %","7.9 %","0.71",".304",".344",".410",".755",".106","3.9",".321","2.1","64","4.2",".338","107","891"
"Drew Locke","Astros (AAA)","28","421","8.3 %","16.2 %","0.51",".264",".335",".432",".767",".168","4.5",".293","0.3","52","-7.7",".336","87","sa293188"
"Irving Falu","Royals (AAA)","28","437","8.0 %","10.8 %","0.74",".301",".358",".390",".747",".088","6.8",".335","-1.3","53","-8.2",".336","87","6165"
"Alexi Amarista","Angels (AAA)","22","396","5.6 %","14.1 %","0.39",".292",".337",".419",".755",".127","6.5",".333","-1.0","48","-7.5",".336","86","9063"
"Gorkys Hernandez","Pirates (AAA)","23","475","7.4 %","19.2 %","0.38",".283",".348",".392",".740",".108","6.9",".357","0.2","58","2.9",".335","105","4146"
"Tony Abreu","Diamondbacks (AAA)","26","529","5.7 %","15.9 %","0.36",".292",".335",".429",".764",".137","6.0",".329","-1.1","64","-10.4",".335","86","5053"
"Koby Clemens","Astros (AAA)","24","444","11.5 %","26.4 %","0.44",".234",".331",".424",".756",".190","3.8",".291","-0.2","54","-8.8",".335","86","sa294917"
"Matt Young","Braves (AAA)","28","428","13.3 %","13.8 %","0.97",".273",".372",".347",".719",".074","6.5",".321","0.2","52","2.4",".335","105","8989"
"Josh Bell","Orioles (AAA)","24","438","9.1 %","26.9 %","0.34",".253",".320",".438",".758",".185","4.7",".310","0.5","53","2.4",".335","105","2510"
"Matt Tuiasosopo","Mariners (AAA)","25","526","14.3 %","25.1 %","0.57",".226",".341",".394",".735",".169","6.6",".284","1.2","63","-11.5",".332","84","8272"
"Andrew Romine","Angels (AAA)","25","438","10.3 %","19.9 %","0.52",".281",".363",".346",".709",".066","6.4",".355","1.6","52","-9.8",".332","84","1159"
"Edwin Maysonet","Brewers (AAA)","29","436","6.2 %","16.1 %","0.39",".290",".347",".386",".733",".097","4.1",".345","-0.1","52","-9.8",".332","84","5735"
"Mark Hallberg","Diamondbacks (AAA)","25","428","8.4 %","5.1 %","1.64",".279",".343",".399",".742",".120","3.3",".280","-1.6","50","-10.1",".330","83","sa389690"
"Chase Lambin","Twins (AAA)","31","531","8.5 %","21.1 %","0.40",".274",".344",".384",".728",".110","3.5",".344","-2.6","62","0.9",".330","101","sa201847"
"Danny Dorn","Reds (AAA)","26","494","7.3 %","26.9 %","0.27",".248",".310",".440",".749",".192","2.9",".309","0.2","58","0.7",".329","101","1050"
"Corey Brown","Nationals (AAA)","25","462","10.2 %","29.0 %","0.35",".235",".326",".402",".727",".167","3.8",".317","-2.3","54","0.4",".329","101","2650"
"Jordan Pacheco","Rockies (AAA)","25","411","7.3 %","11.7 %","0.63",".278",".343",".377",".721",".099","4.3",".308","-0.6","47","-10.9",".327","81","2677"
"Luis Figueroa","- - -","37","442","8.1 %","9.3 %","0.88",".294",".351",".369",".720",".075","3.1",".322","-2.1","51","-0.9",".327","98","776"
"Jim Gallagher","White Sox (AAA)","25","543","11.4 %","15.1 %","0.76",".246",".335",".381",".717",".136","4.6",".282","0.3","62","-0.6",".326","99","sa389255"
"Greg Golson","Yankees (AAA)","25","429","7.0 %","24.5 %","0.29",".263",".330",".385",".716",".122","7.2",".342","0.7","48","-1.0",".324","98","8074"
"Leslie Anderson","Rays (AAA)","29","494","4.3 %","12.1 %","0.35",".277",".314",".413",".727",".136","1.7",".292","-1.1","55","-1.4",".324","97","sa541190"
"Argenis Diaz","Tigers (AAA)","24","390","10.5 %","15.6 %","0.67",".279",".356",".341",".697",".062","3.4",".337","-1.7","43","-1.7",".322","96","6403"
"Clete Thomas","Tigers (AAA)","27","406","7.9 %","32.0 %","0.25",".251",".314",".401",".715",".150","5.7",".352","2.5","45","-2.0",".321","96","3373"
"Brandon Snyder","Orioles (AAA)","24","494","6.5 %","18.4 %","0.35",".261",".312",".406",".718",".145","2.4",".293","-0.9","54","-3.1",".320","95","9856"
"Jesus Valdez","Nationals (AAA)","26","428","6.5 %","15.9 %","0.41",".271",".318",".397",".715",".126","2.7",".298","-0.5","46","-3.0",".319","94","sa244229"
"Matt Angle","Orioles (AAA)","25","490","9.6 %","18.0 %","0.53",".271",".347",".344",".692",".073","6.9",".329","3.8","53","-3.7",".318","93","8136"
"Kevin Russo","Yankees (AAA)","26","494","6.7 %","20.9 %","0.32",".273",".327",".369",".696",".096","6.0",".343","0.5","52","-5.2",".314","91","3630"
"Tyler Graham","Giants (AAA)","27","468","6.6 %","17.1 %","0.39",".273",".337",".338",".675",".065","8.3",".332","6.0","47","-18.6",".313","72","6220"
"Ruben Gotay","- - -","28","519","11.0 %","15.6 %","0.70",".247",".333",".347",".679",".100","4.9",".280","0.3","54","-12.4",".313","81","3417"
"Brandon Laird","Yankees (AAA)","23","489","3.5 %","17.2 %","0.20",".260",".288",".422",".710",".162","1.3",".283","-0.2","50","-5.9",".312","89","5476"
"Eric Farris","Brewers (AAA)","25","594","5.4 %","11.8 %","0.46",".271",".317",".372",".689",".100","6.2",".300","0.7","59","-25.1",".310","70","2066"
"Delwyn Young","Phillies (AAA)","29","482","6.2 %","22.6 %","0.28",".244",".298",".387",".685",".143","1.7",".298","-0.7","48","-7.8",".307","86","4563"
"Nick Green","- - -","32","516","6.8 %","18.6 %","0.36",".235",".300",".382",".683",".147","3.2",".269","-0.3","51","-12.5",".306","79","1502"
"Jesus Feliciano","Mets (AAA)","32","437","6.9 %","7.3 %","0.94",".263",".328",".330",".658",".066","3.6",".277","-0.9","41","-8.9",".302","82","2448"
"Tommy Manzella","- - -","28","485","10.1 %","26.0 %","0.39",".232",".315",".351",".666",".118","5.7",".308","-0.3","44","-24.5",".301","64","3789"
"Sean Kazmar","Mariners (AAA)","26","519","6.9 %","13.1 %","0.53",".253",".311",".348",".660",".095","4.0",".286","-1.6","45","-28.1",".297","62","7349"
"Jeff Frazier","Nationals (AAA)","28","413","8.0 %","12.8 %","0.62",".226",".295",".364",".659",".137","1.7",".237","-1.2","37","-10.2",".296","78","8056"
"Eduardo Escobar","White Sox (AAA)","22","536","5.0 %","19.4 %","0.26",".266",".303",".354",".657",".088","5.0",".327","-1.0","48","-13.4",".296","78","6153"
"Chris Valaika","Reds (AAA)","25","453","4.6 %","14.3 %","0.32",".261",".302",".355",".657",".094","1.9",".291","-0.1","41","-11.5",".295","78","1165"
"Scott Thorman","Tigers (AAA)","29","418","6.5 %","19.1 %","0.34",".240",".289",".374",".663",".134","3.9",".269","0.0","37","-10.8",".295","78","2238"
"Brian Dinkelman","Twins (AAA)","27","526","8.6 %","17.7 %","0.48",".243",".316",".324",".640",".081","4.0",".294","0.3","46","-14.7",".292","76","3814"
"Tyler Henson","Orioles (AAA)","23","498","8.2 %","19.7 %","0.42",".247",".313",".321",".634",".073","4.9",".309","-0.5","43","-14.0",".292","76","sa326736"
"Josh Barfield","Phillies (AAA)","28","484","4.3 %","14.5 %","0.30",".257",".284",".365",".649",".108","5.2",".286","-1.1","41","-15.2",".288","73","3622"
"Fernando Perez","- - -","28","414","10.9 %","24.2 %","0.45",".223",".307",".310",".618",".088","7.4",".295","2.1","33","-22.0",".286","60","7755"
"Ray Olmedo","Rays (AAA)","30","500","5.4 %","16.4 %","0.33",".260",".303",".322",".625",".061","4.7",".316","-0.9","40","-17.2",".284","70","1718"
"Brendan Harris","Orioles (AAA)","30","565","6.5 %","15.4 %","0.43",".225",".282",".331",".613",".107","2.8",".251","-0.7","43","-21.8",".279","67","2178"
"Luis Hernandez","Mets (AAA)","27","435","5.1 %","16.8 %","0.30",".240",".280",".332",".612",".092","4.6",".277","-0.1","32","-17.7",".276","65","3206"
"Kristopher Negron","Reds (AAA)","25","465","4.7 %","21.9 %","0.22",".216",".269",".338",".607",".122","7.0",".260","1.6","34","-19.8",".274","63","5306"
"Drew Garcia","White Sox (AAA)","25","405","6.7 %","28.6 %","0.23",".202",".258",".344",".602",".142","3.6",".268","-0.6","28","-18.8",".269","60","sa455332"
"J.J. Furmaniak","Rays (AAA)","31","423","6.1 %","19.4 %","0.32",".215",".267",".308",".575",".093","4.4",".262","0.8","27","-22.0",".262","55","3054"
"Pete Kozma","Cardinals (AAA)","23","448","8.0 %","20.3 %","0.40",".214",".280",".289",".569",".075","3.8",".265","-0.6","24","-39.0",".260","38","2539"
"Jose Iglesias","Red Sox (AAA)","21","387","5.4 %","15.0 %","0.36",".235",".285",".269",".554",".034","4.3",".279","0.5","23","-21.2",".258","52","10231"
