"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Fernando Tatis Jr.","Padres (A)","18","518","14.5 %","23.9 %","0.60",".281",".390",".520",".910",".239","7.1",".342","-0.4","94","33.1",".405","154","sa919910"
"Darick Hall","Phillies (A)","21","477","6.1 %","23.1 %","0.26",".272",".340",".533",".872",".261","2.0",".303","-0.2","81","26.3",".389","148","sa918293"
"Estevan Florial","Yankees (A)","19","389","10.5 %","31.9 %","0.33",".297",".373",".483",".855",".186","7.4",".431","0.4","65","20.5",".386","146","sa874464"
"Jose Siri","Reds (A)","21","552","6.0 %","23.6 %","0.25",".293",".341",".530",".871",".237","8.9",".349","4.3","91","26.1",".384","140","sa736940"
"Robbie Tenerowicz","Rays (A)","22","390","8.2 %","17.2 %","0.48",".295",".367",".479",".845",".183","4.0",".338","-0.4","64","17.9",".382","139","sa738999"
"Stefan Trosclair","Cardinals (A)","22","481","11.6 %","23.1 %","0.50",".272",".374",".458",".832",".186","6.3",".335","1.1","77","20.2",".377","136","sa918442"
"Emmanuel Rivera","Royals (A)","21","508","6.1 %","17.1 %","0.36",".310",".364",".468",".832",".157","4.5",".359","-2.6","81","23.1",".377","140","sa875798"
"Marcus Wilson","Diamondbacks (A)","20","447","12.3 %","20.1 %","0.61",".295",".383",".446",".829",".151","5.8",".361","0.1","71","18.6",".376","135","sa828703"
"Isiah Gilliam","Yankees (A)","20","511","10.8 %","21.7 %","0.50",".275",".356",".468",".825",".194","5.5",".329","-0.4","80","21.6",".372","137","sa829343"
"Taylor Trammell","Reds (A)","19","571","12.4 %","21.5 %","0.58",".281",".368",".450",".819",".169","7.7",".345","3.3","88","20.9",".370","131","sa917943"
"Vince Fernandez","Rockies (A)","21","428","10.3 %","28.5 %","0.36",".269",".352",".464",".816",".195","4.5",".356","-1.0","66","17.1",".369","135","sa873990"
"Jesus Sanchez","Rays (A)","19","512","6.3 %","17.8 %","0.35",".305",".348",".478",".826",".173","5.6",".349","0.6","79","18.3",".369","130","sa872787"
"Edward Olivares","Blue Jays (A)","21","464","4.7 %","17.7 %","0.27",".277",".330",".500",".830",".223","8.2",".306","0.7","71","16.5",".369","130","sa832015"
"Albert Baur","Pirates (A)","25","442","9.3 %","19.0 %","0.49",".298",".367",".439",".805",".140","1.5",".357","-0.2","68","17.0",".367","133","sa875894"
"Ronnie Dawson","Astros (A)","22","505","10.9 %","20.0 %","0.54",".272",".362",".438",".801",".167","6.2",".322","0.1","76","16.8",".366","128","sa873674"
"Daz Cameron","- - -","20","522","9.2 %","21.5 %","0.43",".271",".351",".463",".814",".192","8.1",".325","1.1","78","17.0",".365","128","sa874736"
"James Nelson","Marlins (A)","19","432","6.0 %","24.5 %","0.25",".309",".354",".456",".810",".147","4.5",".399","0.2","65","15.8",".365","132","sa875753"
"Garrett Whitley","Rays (A)","20","426","13.4 %","28.6 %","0.47",".249",".362",".430",".792",".182","7.4",".339","2.5","64","13.5",".364","127","sa874244"
"Carlos Munoz","Pirates (A)","23","422","12.8 %","9.7 %","1.32",".275",".386",".390",".776",".115","2.1",".297","-1.0","63","14.9",".363","131","sa602498"
"Brandon Wagner","Yankees (A)","21","439","13.0 %","26.4 %","0.49",".277",".380",".392",".773",".116","3.0",".381","0.0","64","14.1",".359","128","sa738979"
"Danny Pinero","Tigers (A)","23","497","11.5 %","13.7 %","0.84",".289",".377",".398",".775",".109","4.6",".330","0.2","72","13.2",".357","123","sa738204"
"Roldani Baldwin","Red Sox (A)","21","394","4.8 %","18.5 %","0.26",".274",".310",".489",".800",".215","2.8",".305","0.1","57","12.0",".357","126","sa828313"
"Chuckie Robinson","Astros (A)","22","468","6.6 %","20.9 %","0.32",".274",".330",".463",".793",".188","5.4",".324","1.0","67","12.1",".356","122","sa918471"
"Micker Adolfo","White Sox (A)","20","473","6.6 %","31.5 %","0.21",".264",".331",".453",".784",".189","4.0",".366","0.2","68","14.1",".356","126","sa830303"
"Khalil Lee","Royals (A)","19","532","12.2 %","32.1 %","0.38",".237",".344",".430",".774",".193","6.6",".338","-3.4","76","15.5",".355","125","sa917996"
"Gabriel Cancel","Royals (A)","20","433","5.3 %","22.9 %","0.23",".277",".324",".466",".790",".190","5.4",".334","-1.5","62","12.5",".355","125","sa875231"
"Conner Capel","Indians (A)","20","492","8.7 %","22.0 %","0.40",".246",".316",".478",".795",".232","7.0",".275","-1.1","70","12.1",".354","121","sa918012"
"Jake Ring","Orioles (A)","22","513","7.2 %","27.3 %","0.26",".272",".328",".457",".785",".185","6.2",".357","0.8","73","14.6",".354","125","sa918728"
"Travis Blankenhorn","Twins (A)","20","508","9.3 %","23.4 %","0.39",".251",".343",".441",".784",".189","7.3",".312","1.8","72","12.3",".354","121","sa874969"
"Max George","Rockies (A)","21","492","9.3 %","16.7 %","0.56",".252",".344",".425",".770",".173","6.7",".284","1.8","70","13.7",".353","124","sa829010"
"Willie Abreu","Rockies (A)","22","512","5.1 %","18.2 %","0.28",".283",".321",".463",".784",".180","8.1",".324","4.2","73","13.9",".352","124","sa738883"
"Ramon Hernandez","Diamondbacks (A)","21","480","4.2 %","18.1 %","0.23",".294",".338",".438",".776",".144","2.6",".338","-1.9","67","10.6",".351","119","sa828281"
"Kyle Nowlin","Athletics (A)","23","490","14.1 %","27.1 %","0.52",".248",".357",".394",".751",".147","1.9",".336","-0.4","68","9.9",".349","117","sa876028"
"Li-Jen Chu","Indians (A)","23","518","7.7 %","17.6 %","0.44",".269",".338",".426",".764",".157","1.2",".301","0.0","71","10.2",".348","117","sa830277"
"Jahmai Jones","Angels (A)","19","387","8.3 %","16.3 %","0.51",".272",".338",".425",".763",".153","6.7",".309","0.7","53","7.0",".346","115","sa874807"
"Jorge Ona","Padres (A)","20","465","8.6 %","24.7 %","0.35",".277",".351",".405",".755",".128","4.1",".357","0.8","63","8.4",".346","115","sa974072"
"Nick Zammarelli III","Mariners (A)","22","446","8.1 %","24.9 %","0.32",".282",".348",".406",".754",".125","4.5",".373","-0.5","60","7.5",".344","114","sa738401"
"Lewin Diaz","Twins (A)","20","508","4.9 %","15.7 %","0.31",".292",".329",".444",".773",".152","2.5",".322","0.0","68","8.2",".344","114","sa828420"
"Brian O'Keefe","Cardinals (A)","23","411","8.3 %","21.7 %","0.38",".260",".321",".434",".755",".174","3.1",".301","0.2","54","6.0",".342","112","sa829152"
"Alberto Mineo","Cubs (A)","22","405","11.6 %","16.3 %","0.71",".278",".374",".358",".732",".080","4.9",".342","0.6","54","5.8",".341","112","sa660295"
"Ryan McCarvel","Cardinals (A)","22","390","10.5 %","29.0 %","0.36",".230",".313",".449",".762",".219","4.1",".289","-1.5","51","5.6",".341","112","sa875799"
"Jake Noll","Nationals (A)","23","438","4.6 %","14.6 %","0.31",".270",".312",".448",".759",".178","5.2",".280","0.7","58","8.1",".341","116","sa874225"
"Luis Ayala","Cubs (A)","21","447","9.6 %","19.2 %","0.50",".281",".360",".373",".734",".092","6.4",".351","-1.4","59","6.0",".340","111","sa826649"
"Blake Perkins","Nationals (A)","20","572","12.6 %","20.6 %","0.61",".255",".354",".378",".732",".122","7.5",".318","2.8","76","10.0",".340","115","sa874806"
"Gareth Morgan","Mariners (A)","21","462","11.5 %","40.0 %","0.29",".230",".320",".422",".743",".193","5.8",".371","0.7","60","5.5",".338","110","sa828708"
"Tyler Hill","Red Sox (A)","21","513","7.2 %","14.4 %","0.50",".272",".342",".390",".732",".118","7.4",".307","5.0","67","8.3",".338","114","sa829481"
"Nash Knight","Blue Jays (A)","24","376","13.6 %","17.0 %","0.80",".261",".366",".355",".722",".094","4.2",".316","0.8","49","4.3",".338","110","sa876814"
"Joshua Palacios","Blue Jays (A)","21","419","10.0 %","18.6 %","0.54",".280",".360",".361",".722",".082","5.8",".347","-0.1","54","4.6",".337","109","sa829562"
"Ryan Scott","Red Sox (A)","23","477","8.0 %","25.2 %","0.32",".242",".325",".410",".735",".168","6.0",".301","0.8","62","7.2",".337","113","sa918042"
"Brendon Davis","- - -","19","457","12.9 %","29.5 %","0.44",".233",".346",".377",".723",".145","3.6",".328","-2.3","59","5.4",".336","110","sa875089"
"Isaac Paredes","- - -","18","517","8.1 %","13.0 %","0.63",".252",".338",".387",".725",".135","2.8",".273","0.0","66","5.2",".336","108","sa920275"
"Cole Billingsley","Orioles (A)","23","523","8.4 %","18.5 %","0.45",".282",".349",".367",".715",".085","6.1",".347","0.4","66","5.7",".331","110","sa873699"
"Aldrem Corredor","Nationals (A)","21","506","9.3 %","21.5 %","0.43",".261",".335",".379",".713",".118","4.5",".332","0.2","63","5.0",".330","109","sa736852"
"Aaron Whitefield","Twins (A)","20","460","6.7 %","25.7 %","0.26",".262",".318",".414",".732",".153","8.3",".332","2.9","57","2.4",".330","104","sa886360"
"Ryan McKenna","Orioles (A)","20","530","8.1 %","24.2 %","0.34",".256",".331",".380",".712",".124","6.1",".336","3.0","66","5.1",".329","108","sa875055"
"Joe Rizzo","Mariners (A)","19","480","13.1 %","23.5 %","0.56",".254",".354",".346",".701",".093","2.3",".330","0.2","59","2.4",".329","104","sa917934"
"Preston Palmeiro","Orioles (A)","22","544","7.9 %","24.4 %","0.32",".253",".319",".399",".718",".147","2.9",".319","-0.8","67","4.8",".328","108","sa857823"
"Eric Gutierrez","Marlins (A)","23","376","9.0 %","14.1 %","0.64",".258",".341",".366",".707",".108","3.9",".284","0.4","46","3.3",".328","108","sa873999"
"Luis Silverio","Diamondbacks (A)","22","418","6.2 %","19.9 %","0.31",".270",".323",".397",".720",".127","6.9",".331","-0.1","51","1.7",".328","104","sa876098"
"Hudson Potts","Padres (A)","18","522","4.4 %","26.8 %","0.16",".253",".293",".438",".731",".185","3.5",".312","-0.4","64","2.1",".328","103","sa917936"
"Anderson Tejeda","Rangers (A)","19","446","8.1 %","29.6 %","0.27",".247",".309",".411",".721",".165","7.1",".343","-0.9","55","3.4",".327","107","sa872474"
"Andres Gimenez","Mets (A)","18","399","7.0 %","15.3 %","0.46",".265",".346",".349",".695",".084","6.3",".310","-0.6","49","3.0",".326","107","sa917114"
"Josh Lowe","Rays (A)","19","507","8.3 %","28.4 %","0.29",".268",".326",".386",".712",".118","5.6",".369","1.1","61","1.1",".325","102","sa917926"
"Luis Rengifo","- - -","20","554","7.4 %","17.5 %","0.42",".250",".316",".397",".713",".147","7.1",".287","-0.2","66","1.2",".325","102","sa826671"
"John Sansone","Reds (A)","23","445","10.8 %","28.8 %","0.38",".216",".322",".384",".706",".168","3.9",".282","0.2","53","0.7",".325","101","sa659304"
"Kevonte Mitchell","Cubs (A)","21","459","8.3 %","23.5 %","0.35",".245",".316",".397",".713",".152","6.9",".304","1.7","55","0.5",".324","101","sa829059"
"Meibrys Viloria","Royals (A)","20","398","6.3 %","19.8 %","0.32",".259",".313",".394",".707",".135","2.9",".310","-0.5","48","2.2",".324","105","sa830182"
"Dylan Carlson","Cardinals (A)","18","451","11.5 %","25.7 %","0.45",".240",".342",".347",".690",".107","4.0",".323","-1.3","53","0.3",".324","101","sa917940"
"Lorenzo Cedrola","Red Sox (A)","19","379","2.9 %","12.7 %","0.23",".285",".322",".387",".709",".102","6.5",".319","0.9","45","2.0",".323","105","sa872850"
"Eric Marinez","Athletics (A)","21","456","8.6 %","18.9 %","0.45",".278",".341",".359",".699",".080","4.2",".344","0.4","54","0.2",".323","100","sa736686"
"Miles Mastrobuoni","Rays (A)","21","439","11.6 %","15.0 %","0.77",".264",".346",".348",".695",".084","6.0",".307","0.7","52","0.0",".323","100","sa918318"
"Ronnie Gideon","Brewers (A)","22","438","8.9 %","30.4 %","0.29",".228",".301",".413",".714",".185","3.6",".302","-0.5","51","-0.2",".322","100","sa738630"
"Clark Eagan","Pirates (A)","22","482","5.8 %","12.0 %","0.48",".261",".317",".388",".704",".126","4.9",".282","-2.4","57","2.0",".322","104","sa918180"
"Gavin Lux","Dodgers (A)","19","501","11.2 %","17.6 %","0.64",".244",".331",".362",".693",".118","7.7",".288","1.3","58","-0.6",".321","99","sa917933"
"Kelvin Beltre","Giants (A)","20","477","9.9 %","20.1 %","0.49",".253",".328",".362",".690",".109","5.6",".312","0.4","56","1.4",".320","103","sa827969"
"Santiago Espinal","Red Sox (A)","22","544","7.2 %","12.3 %","0.58",".280",".334",".358",".692",".077","5.8",".315","1.4","64","1.3",".320","102","sa918188"
"J.B. Woodman","Blue Jays (A)","22","414","9.7 %","37.9 %","0.25",".240",".320",".378",".699",".138","6.1",".394","-0.1","48","-1.0",".320","98","sa738989"
"Luke Persico","Athletics (A)","21","502","9.2 %","15.9 %","0.58",".260",".327",".368",".695",".108","5.0",".302","-0.3","57","-1.6",".319","97","sa738678"
