"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Dominic D'Anna","Reds (A)","22","384","13.0 %","16.1 %","0.81",".286",".386",".422",".809",".137","2.8",".327","-1.5","60","15.4",".374","134","sa549621"
"Dan Black","White Sox (A)","23","573","8.7 %","19.0 %","0.46",".286",".354",".496",".850",".210","5.1",".329","-0.9","92","20.1",".374","128","sa501741"
"Domingo Santana","- - -","18","467","6.9 %","28.9 %","0.24",".287",".362",".471",".833",".184","5.2",".399","0.4","75","16.3",".374","128","10348"
"Michael Crouse","Blue Jays (A)","20","421","10.5 %","26.8 %","0.39",".261",".352",".475",".827",".214","9.0",".336","4.1","66","16.7",".374","134","sa454895"
"Sean Coyle","Red Sox (A)","19","466","12.9 %","23.6 %","0.55",".247",".362",".464",".826",".216","8.0",".303","1.2","74","15.3",".371","126","sa548268"
"Cody Hawn","Brewers (A)","22","438","11.6 %","19.4 %","0.60",".294",".382",".406",".787",".111","2.3",".363","-1.3","66","15.2",".367","130","sa526271"
"Nick Castellanos","Tigers (A)","19","562","8.0 %","23.1 %","0.35",".312",".367",".436",".803",".124","3.6",".402","-0.5","85","19.3",".367","129","11737"
"Jason Martinson","Nationals (A)","22","523","12.6 %","27.5 %","0.46",".252",".360",".448",".808",".196","6.2",".327","2.4","80","14.8",".366","123","sa548330"
"Chris Edmondson","Cardinals (A)","23","380","10.3 %","19.2 %","0.53",".260",".347",".456",".803",".196","6.0",".300","-0.4","57","12.5",".365","128","sa549888"
"Stefen Romero","Mariners (A)","22","478","6.7 %","14.4 %","0.46",".280",".342",".462",".803",".182","5.7",".298","-0.7","71","15.3",".364","127","11746"
"J.T. Realmuto","Marlins (A)","20","381","6.8 %","20.5 %","0.33",".287",".347",".454",".801",".167","5.5",".341","-0.1","57","9.6",".362","120","11739"
"A.J. Kirby-Jones","Athletics (A)","22","386","14.5 %","26.2 %","0.55",".240",".360",".415",".775",".175","1.8",".308","-0.4","56","11.3",".360","125","sa548449"
"Marcell Ozuna","Marlins (A)","20","552","8.3 %","21.9 %","0.38",".266",".330",".482",".812",".216","7.0",".308","2.4","82","12.9",".360","119","10324"
"Juan Duran","Reds (A)","19","404","8.4 %","37.6 %","0.22",".264",".329",".463",".792",".199","3.2",".405","-1.6","59","11.6",".359","125","sa503255"
"Rafael Fernandez","Mets (A)","22","508","12.8 %","24.0 %","0.53",".264",".367",".416",".782",".152","7.1",".353","2.1","75","11.5",".359","118","sa401991"
"Dan Grovatt","Pirates (A)","22","551","11.1 %","16.3 %","0.68",".284",".364",".418",".782",".134","6.0",".329","0.1","80","11.6",".357","117","sa526191"
"Christian Villanueva","Rangers (A)","20","529","7.0 %","16.3 %","0.43",".278",".338",".465",".803",".186","7.1",".300","3.6","77","10.9",".356","116","11738"
"Ryan Fisher","Marlins (A)","23","528","7.2 %","25.9 %","0.28",".258",".330",".467",".797",".209","5.5",".325","0.0","77","10.7",".356","116","sa549201"
"Carlos Moncrief","Indians (A)","22","552","13.8 %","28.6 %","0.48",".233",".346",".422",".768",".190","7.0",".314","0.9","78","13.5",".354","121","7511"
"Justin Howard","Pirates (A)","23","531","14.7 %","21.1 %","0.70",".262",".369",".393",".762",".131","4.1",".334","-1.4","76","9.5",".353","114","sa549676"
"Trayce Thompson","White Sox (A)","20","597","10.1 %","28.8 %","0.35",".241",".329",".457",".785",".216","5.1",".309","-0.3","85","10.2",".352","114","9952"
"Jake Skole","Rangers (A)","19","501","13.0 %","27.5 %","0.47",".264",".366",".389",".755",".125","6.7",".365","-2.1","70","7.5",".349","112","sa548177"
"Lance Ray","Twins (A)","21","539","10.2 %","24.5 %","0.42",".253",".335",".432",".767",".179","4.4",".314","-0.7","74","11.2",".349","118","sa546832"
"Joey Wong","Rockies (A)","23","412","6.6 %","14.8 %","0.44",".286",".353",".408",".761",".122","4.3",".329","-2.5","57","6.0",".349","112","sa502131"
"Emilio King","Astros (A)","21","385","3.4 %","21.0 %","0.16",".293",".332",".439",".772",".146","3.3",".355","-1.7","53","5.1",".347","111","sa503289"
"Wang-Wei Lin","Twins (A)","23","486","11.3 %","16.5 %","0.69",".276",".372",".358",".730",".082","3.9",".334","-2.0","66","9.4",".347","116","sa393001"
"Josh Mazzola","Giants (A)","25","440","9.5 %","20.5 %","0.47",".259",".342",".427",".769",".168","4.6",".304","0.2","61","5.8",".347","110","sa455891"
"Ramon Flores","Yankees (A)","19","534","11.4 %","17.4 %","0.66",".265",".353",".400",".753",".135","4.7",".310","1.6","74","6.9",".347","110","11165"
"Rafael Ortega","Rockies (A)","20","519","5.4 %","17.3 %","0.31",".294",".335",".438",".773",".144","7.6",".344","-2.0","71","6.5",".346","110","10323"
"Philip Wunderlich","Rays (A)","22","561","6.1 %","14.8 %","0.41",".263",".326",".432",".758",".169","1.6",".280","-1.5","76","10.2",".346","116","sa549099"
"David Rohm","Braves (A)","21","524","5.3 %","14.1 %","0.38",".289",".330",".432",".763",".143","4.9",".324","-2.6","70","4.6",".341","107","sa548456"
"Tomas Telis","Rangers (A)","20","494","3.6 %","7.1 %","0.51",".297",".329",".430",".759",".132","4.3",".301","-0.4","66","4.4",".341","107","10067"
"Odubel Herrera","Rangers (A)","19","505","4.8 %","15.4 %","0.31",".306",".349",".394",".744",".088","6.7",".361","1.8","67","4.1",".341","107","11476"
"Ben Orloff","Astros (A)","24","376","7.2 %","6.9 %","1.04",".284",".359",".373",".733",".089","6.3",".301","-0.3","50","3.0",".340","106","sa455266"
"Helder Velazquez","Rockies (A)","22","451","5.1 %","20.8 %","0.24",".270",".329",".421",".750",".151","5.4",".327","1.2","60","3.5",".340","106","sa326728"
"Tony Thompson","Athletics (A)","22","446","8.3 %","12.8 %","0.65",".259",".330",".408",".738",".149","3.2",".269","0.4","58","6.1",".340","112","sa546717"
"Cristhian Adames","Rockies (A)","19","459","9.2 %","16.1 %","0.57",".273",".350",".386",".736",".113","4.2",".315","0.2","61","3.2",".339","106","6013"
"Nick Shaw","Brewers (A)","22","566","14.5 %","14.5 %","1.00",".260",".374",".333",".707",".073","5.1",".310","-1.6","74","7.5",".339","111","sa549641"
"Wes Cunningham","Padres (A)","23","410","10.2 %","17.3 %","0.59",".268",".345",".381",".726",".113","4.4",".318","-1.3","53","5.0",".338","111","sa549273"
"Matt Helm","Diamondbacks (A)","20","514","9.5 %","26.1 %","0.37",".262",".343",".379",".722",".118","4.8",".354","1.3","66","6.3",".338","110","sa501513"
"Luis Domoromo","Padres (A)","19","487","7.4 %","17.0 %","0.43",".283",".335",".405",".740",".122","4.6",".322","-1.7","63","5.8",".337","110","sa507248"
"Drew Maggi","Pirates (A)","22","565","11.3 %","12.6 %","0.90",".267",".361",".357",".718",".091","5.7",".305","-1.6","73","2.6",".336","104","sa549144"
"Cody Stanley","Cardinals (A)","22","413","6.5 %","22.3 %","0.29",".264",".317",".425",".742",".161","4.4",".319","-0.2","53","4.4",".336","109","10838"
"Blake Kelso","Nationals (A)","22","575","8.5 %","9.2 %","0.92",".293",".357",".365",".722",".072","6.6",".321","1.3","74","1.7",".334","102","sa526458"
"Cody Rogers","Rays (A)","22","536","8.0 %","20.7 %","0.39",".244",".321",".404",".725",".160","8.7",".293","2.5","68","4.9",".334","108","sa501523"
"Darrell Ceciliani","Mets (A)","21","488","10.7 %","19.7 %","0.54",".259",".351",".361",".712",".102","6.5",".327","1.4","62","1.2",".333","102","9954"
"Markus Brisker","Blue Jays (A)","20","413","13.3 %","27.1 %","0.49",".233",".351",".351",".702",".118","8.0",".328","1.3","52","3.6",".333","107","sa454740"
"Michael A. Taylor","Nationals (A)","20","488","6.6 %","24.6 %","0.27",".253",".310",".432",".742",".179","7.6",".316","-0.7","62","0.6",".332","101","11489"
"Ty Kelly","Orioles (A)","22","534","12.5 %","11.8 %","1.06",".274",".369",".328",".697",".055","3.6",".308","0.3","67","0.5",".332","101","7740"
"Danny Black","Marlins (A)","22","466","7.9 %","17.4 %","0.46",".280",".338",".383",".722",".104","7.1",".333","1.9","58","0.0",".330","100","sa503432"
"Jeremy Cruz","Angels (A)","24","495","8.1 %","18.0 %","0.45",".261",".324",".391",".715",".129","4.2",".306","0.1","61","3.1",".330","105","sa501778"
"Blake Forsythe","Mets (A)","21","434","12.9 %","28.3 %","0.46",".235",".334",".395",".729",".159","3.4",".320","-0.6","54","-0.3",".330","99","sa548202"
"Josh Richmond","Rangers (A)","22","516","7.8 %","22.1 %","0.35",".247",".318",".409",".727",".162","6.1",".302","-0.1","64","-0.8",".328","99","sa526317"
"Michael Swinson","Cardinals (A)","21","394","14.7 %","15.0 %","0.98",".248",".359",".329",".688",".082","4.3",".293","-1.7","48","2.0",".328","104","sa455197"
"Rico Noel","Padres (A)","22","441","8.4 %","17.0 %","0.49",".253",".345",".347",".692",".093","8.7",".309","8.1","54","2.2",".328","104","10585"
"Noah Perio","Marlins (A)","19","519","3.7 %","12.3 %","0.30",".295",".323",".406",".729",".111","5.9",".327","0.2","64","-1.0",".328","98","sa513056"
"Steven Tinoco","Rays (A)","23","430","8.8 %","12.3 %","0.72",".277",".361",".325",".686",".048","2.5",".317","-0.9","52","2.0",".328","104","sa546887"
"Billy Hamilton","Reds (A)","20","610","8.5 %","21.8 %","0.39",".278",".340",".360",".700",".082","9.2",".360","12.1","74","2.2",".326","103","10199"
"Devin Harris","Giants (A)","23","452","9.7 %","30.1 %","0.32",".231",".310",".414",".724",".183","4.1",".306","0.7","55","-1.9",".325","97","sa501556"
"Rubi Silva","Cubs (A)","22","416","3.1 %","17.5 %","0.18",".300",".319",".400",".719",".100","6.0",".358","-1.4","50","1.1",".325","102","sa594139"
"Travis Witherspoon","Angels (A)","22","451","8.0 %","22.8 %","0.35",".245",".313",".394",".706",".149","8.0",".298","4.9","54","0.9",".324","102","sa501690"
"Edward Salcedo","Braves (A)","19","566","7.2 %","18.6 %","0.39",".248",".315",".396",".711",".148","7.1",".289","0.1","67","-3.3",".323","95","sa539932"
"Ronny Rodriguez","Indians (A)","19","394","3.3 %","21.1 %","0.16",".246",".274",".449",".723",".203","6.6",".286","-1.0","46","0.3",".323","101","sa595953"
"Jon Garcia","Dodgers (A)","19","513","6.6 %","25.9 %","0.26",".228",".290",".420",".710",".192","3.6",".274","-0.2","60","0.4",".323","101","sa501579"
"Royce Consigli","Athletics (A)","19","541","10.9 %","15.3 %","0.71",".247",".335",".350",".685",".103","5.5",".285","-0.8","64","0.3",".322","100","sa502684"
"Albert Cordero","Mets (A)","21","418","3.6 %","16.5 %","0.22",".286",".324",".382",".705",".096","2.8",".330","-0.4","49","-3.1",".321","94","sa504824"
"Tim Morris","Mariners (A)","23","381","8.9 %","22.8 %","0.39",".252",".331",".356",".687",".104","7.0",".323","1.6","44","-0.3",".321","99","sa501609"
"Andy Vasquez","Pirates (A)","23","444","2.7 %","17.6 %","0.15",".278",".304",".412",".717",".134","8.5",".331","0.3","52","-3.5",".321","94","sa457107"
"Mike Kvasnicka","Astros (A)","22","536","8.6 %","19.8 %","0.43",".260",".328",".368",".696",".107","4.3",".324","-1.3","63","-4.5",".320","93","sa546839"
"Brandon Decker","Angels (A)","23","383","9.9 %","23.0 %","0.43",".231",".316",".364",".680",".133","3.8",".287","-1.0","44","-1.2",".318","97","sa549612"
"Chris Bisson","Padres (A)","21","482","11.0 %","22.0 %","0.50",".261",".345",".325",".670",".065","6.5",".342","-0.2","55","-1.6",".317","97","sa526933"
"Alonzo Harris","Mets (A)","22","400","7.0 %","16.3 %","0.43",".270",".329",".358",".687",".087","6.7",".319","0.3","46","-4.3",".317","91","sa455964"
"Raywilly Gomez","Diamondbacks (A)","21","434","8.3 %","9.0 %","0.92",".274",".338",".338",".676",".064","3.0",".298","-0.2","49","-1.5",".317","97","sa503268"
"Rolando Gomez","Angels (A)","22","378","5.8 %","24.1 %","0.24",".261",".307",".388",".695",".128","7.3",".337","0.8","43","-1.4",".317","97","sa455176"
"K.C. Hobson","Blue Jays (A)","20","547","11.2 %","13.3 %","0.84",".250",".336",".333",".670",".083","3.1",".286","-0.1","62","-2.1",".317","97","sa501541"
"Casio Grider","Dodgers (A)","23","483","9.3 %","21.7 %","0.43",".230",".324",".345",".670",".115","8.7",".303","3.1","54","-2.1",".316","96","sa501723"
"Oliver Dominguez","Blue Jays (A)","22","383","14.4 %","19.8 %","0.72",".217",".333",".326",".659",".109","7.5",".270","0.3","43","-2.0",".315","96","sa503884"
"Reggie Keen","Brewers (A)","23","455","5.5 %","16.9 %","0.32",".263",".318",".358",".675",".095","8.5",".315","2.3","50","-2.7",".314","95","sa549600"
"James Robbins","Tigers (A)","20","524","3.1 %","30.2 %","0.10",".251",".283",".406",".690",".155","4.1",".336","0.8","58","-3.1",".314","95","sa502680"
"Zach Collier","Phillies (A)","20","471","8.5 %","21.0 %","0.40",".255",".328",".349",".676",".094","7.5",".328","1.2","52","-6.4",".314","89","sa454396"
"Nino Leyja","Athletics (A)","20","477","9.9 %","24.7 %","0.40",".235",".320",".349",".669",".114","8.2",".312","3.3","53","-2.9",".314","95","sa455298"
"Luis Castillo","Tigers (A)","22","530","7.5 %","13.0 %","0.58",".267",".324",".350",".674",".083","2.9",".303","-2.5","59","-3.3",".314","95","sa503229"
"Robby Hefflinger","Braves (A)","21","460","5.2 %","26.7 %","0.20",".256",".296",".407",".703",".151","3.8",".334","-0.3","51","-6.3",".313","89","sa501502"
"Tyler Burnett","Astros (A)","22","409","9.8 %","18.3 %","0.53",".249",".324",".347",".671",".098","5.9",".298","2.8","45","-5.8",".313","89","sa549272"
"Ender Inciarte","Diamondbacks (A)","20","514","9.1 %","11.5 %","0.80",".262",".333",".333",".666",".071","6.6",".298","-1.2","57","-3.5",".313","94","4922"
"Hernan Perez","Tigers (A)","20","566","6.7 %","15.4 %","0.44",".258",".314",".364",".677",".105","6.0",".293","1.9","62","-4.0",".312","94","5751"
"Carlos Perez","Blue Jays (A)","20","429","8.6 %","17.2 %","0.50",".256",".320",".355",".675",".099","6.3",".304","0.2","47","-3.1",".312","94","10642"
"Danny Ortiz","Twins (A)","21","514","7.2 %","18.7 %","0.39",".239",".294",".391",".685",".152","4.9",".277","-0.8","56","-4.1",".311","93","10317"
"Angel Franco","Royals (A)","21","437","8.2 %","9.2 %","0.90",".249",".316",".348",".664",".099","5.0",".268","-1.7","47","-3.8",".310","93","sa455631"
"Carlos Willoughby","Giants (A)","22","567","11.1 %","15.2 %","0.73",".240",".341",".308",".650",".068","7.4",".289","2.1","62","-9.4",".310","87","sa506975"
"Ricky Alvarez","Angels (A)","22","516","2.5 %","18.6 %","0.14",".257",".292",".388",".680",".131","3.1",".298","-0.6","56","-4.8",".310","92","sa462415"
"Bobby Coyle Jr.","Dodgers (A)","22","416","7.2 %","16.3 %","0.44",".250",".303",".368",".671",".118","3.0",".279","-0.4","45","-3.9",".309","92","sa388372"
"Nick Longmire","Cardinals (A)","22","405","7.2 %","20.5 %","0.35",".242",".301",".367",".668",".125","4.8",".288","1.0","43","-4.0",".309","92","sa546653"
"Leon Landry","Dodgers (A)","21","552","6.7 %","12.1 %","0.55",".250",".307",".360",".667",".110","7.4",".281","0.5","59","-5.5",".309","92","sa526198"
"Brenden Webb","Orioles (A)","21","487","15.4 %","31.2 %","0.49",".218",".344",".288",".632",".070","4.0",".339","-0.9","52","-8.7",".308","86","sa502672"
"Danny Santana","Twins (A)","20","409","6.1 %","24.0 %","0.26",".247",".298",".373",".671",".126","7.8",".313","-1.5","44","-4.3",".308","91","10322"
"Alex Monsalve","Indians (A)","19","496","6.3 %","19.4 %","0.32",".264",".313",".356",".668",".092","4.4",".321","-1.3","52","-5.5",".307","91","sa505988"
"Kevin Kiermaier","Rays (A)","21","459","8.1 %","21.6 %","0.37",".241",".316",".338",".654",".097","7.8",".308","1.1","48","-5.2",".307","90","11038"
"Anthony Hewitt","Phillies (A)","22","480","3.5 %","31.0 %","0.11",".240",".281",".405",".687",".165","8.9",".326","4.9","51","-9.4",".306","84","sa454381"
"Blake Dean","Dodgers (A)","23","396","9.3 %","11.9 %","0.79",".237",".309",".349",".657",".111","2.3",".252","0.0","42","-4.7",".306","90","sa501651"
"Anthony Giansanti","Cubs (A)","22","493","6.9 %","16.2 %","0.43",".232",".294",".372",".665",".140","4.9",".257","-1.5","52","-6.0",".306","90","sa503822"
"Yordy Cabrera","Athletics (A)","20","401","7.7 %","27.4 %","0.28",".231",".297",".368",".664",".136","8.5",".309","2.0","42","-4.9",".306","90","sa548243"
"Geulin Beltre","Royals (A)","20","515","6.6 %","17.9 %","0.37",".264",".317",".340",".657",".076","5.9",".322","-1.1","54","-6.3",".306","89","sa463212"
"David Renfroe","Red Sox (A)","20","423","6.6 %","25.1 %","0.26",".240",".296",".377",".673",".137","4.4",".307","-0.6","44","-8.7",".305","84","sa501259"
"Douglas Landaeta","Athletics (A)","22","454","5.1 %","19.6 %","0.26",".250",".296",".364",".661",".114","5.2",".300","0.2","47","-5.9",".305","89","sa502960"
"Ryan Scoma","Giants (A)","23","507","7.5 %","15.8 %","0.48",".254",".310",".358",".668",".104","3.7",".292","0.4","52","-10.9",".304","83","sa502601"
"Isaac Galloway","Marlins (A)","21","454","3.1 %","26.2 %","0.12",".241",".269",".418",".687",".176","5.5",".295","-0.6","47","-9.8",".304","83","sa454974"
"Arismendy Alcantara","Cubs (A)","19","390","4.1 %","19.5 %","0.21",".271",".303",".352",".655",".081","5.6",".337","-1.8","40","-6.0",".301","87","10711"
"Jose Mojica","Yankees (A)","22","419","6.2 %","15.8 %","0.39",".262",".312",".337",".649",".075","4.7",".314","0.6","42","-10.3",".300","80","sa328848"
"Mike Ohlman","Orioles (A)","20","431","11.1 %","22.3 %","0.50",".224",".320",".307",".627",".083","2.6",".289","-0.8","43","-11.2",".298","79","10347"
"Mel Rojas Jr.","Pirates (A)","21","564","8.2 %","21.1 %","0.39",".246",".312",".335",".646",".089","6.5",".312","-1.7","56","-14.7",".298","79","sa548194"
"Anderson Feliz","Yankees (A)","19","502","10.4 %","25.7 %","0.40",".217",".305",".333",".639",".116","5.6",".291","0.0","50","-13.2",".298","79","sa505526"
"Wilfredo Tovar","Mets (A)","19","553","8.0 %","9.6 %","0.83",".251",".318",".318",".636",".067","5.3",".273","-1.1","54","-15.0",".297","78","10416"
"Kelvin De Leon","Yankees (A)","20","493","6.5 %","29.8 %","0.22",".221",".282",".369",".651",".148","2.4",".294","-0.6","48","-13.5",".296","78","sa503247"
"Adrian Sanchez","Nationals (A)","20","577","2.9 %","12.3 %","0.24",".262",".295",".353",".648",".091","6.9",".295","-0.4","56","-16.3",".295","77","11338"
"Delino DeShields","Astros (A)","18","541","9.6 %","21.8 %","0.44",".220",".305",".322",".627",".102","6.6",".271","1.1","52","-15.9",".294","76","11379"
"Chris Lofton","Giants (A)","21","481","10.2 %","20.4 %","0.50",".237",".323",".292",".615",".055","5.7",".305","-1.9","46","-14.2",".294","76","sa548460"
"Jake Kuebler","Royals (A)","21","379","10.0 %","24.0 %","0.42",".209",".291",".333",".624",".124","4.2",".266","-0.4","36","-8.2",".293","82","sa455078"
"B.J. Guinn","Padres (A)","22","472","7.6 %","22.0 %","0.35",".245",".307",".307",".613",".062","7.6",".320","2.5","43","-11.7",".289","79","sa390642"
"Mickey Wiswall","Mariners (A)","22","546","4.6 %","19.0 %","0.24",".240",".281",".340",".621",".100","2.9",".281","-1.1","50","-14.3",".287","78","sa526505"
"Aderlin Rodriguez","Mets (A)","19","554","5.2 %","19.1 %","0.27",".221",".265",".372",".637",".151","3.3",".245","-0.2","50","-19.5",".287","72","sa511026"
"Nicholas Schwaner","Rays (A)","23","449","5.1 %","18.9 %","0.27",".229",".272",".357",".629",".129","5.4",".267","-0.2","40","-12.1",".286","77","sa503411"
"Matt Lipka","Braves (A)","19","585","7.2 %","14.2 %","0.51",".247",".305",".304",".608",".057","6.2",".288","-0.7","52","-21.5",".285","71","sa548175"
"Felix Sanchez","Red Sox (A)","21","514","8.4 %","25.3 %","0.33",".233",".314",".279",".593",".046","8.6",".325","6.5","45","-19.1",".284","70","sa503859"
"Andy Leer","Twins (A)","23","388","9.5 %","26.5 %","0.36",".215",".298",".290",".588",".075","3.6",".295","-1.4","33","-12.1",".281","73","sa549745"
"Greg Hopkins","Brewers (A)","22","449","4.7 %","19.6 %","0.24",".229",".271",".333",".603",".104","6.6",".272","1.4","37","-15.0",".278","71","sa549602"
"Giovanny Urshela","Indians (A)","19","529","2.6 %","13.0 %","0.20",".238",".262",".347",".608",".109","4.2",".258","0.4","44","-18.0",".277","71","10681"
"Dixon Machado","Tigers (A)","19","491","9.4 %","15.7 %","0.60",".235",".314",".247",".561",".012","5.6",".285","2.7","39","-18.1",".273","68","11472"
"Rafael Rodriguez","Giants (A)","18","394","6.1 %","17.5 %","0.35",".236",".284",".297",".581",".060","3.5",".285","-2.5","30","-19.2",".270","61","sa458870"
"Edgar Duran","Phillies (A)","20","449","5.3 %","17.6 %","0.30",".234",".280",".299",".579",".065","5.2",".277","-0.2","34","-22.6",".268","60","sa503253"
"Eric Avila","Pirates (A)","21","419","6.4 %","13.6 %","0.47",".216",".275",".289",".565",".074","4.4",".243","-1.4","30","-22.2",".265","58","sa507189"
"Jefry Sierra","Reds (A)","21","405","4.4 %","28.9 %","0.15",".234",".270",".297",".566",".063","7.9",".333","1.3","29","-18.1",".263","62","sa503861"
"Nick Bartolone","Indians (A)","20","402","6.2 %","17.4 %","0.36",".219",".272",".264",".537",".045","5.3",".268","-1.2","26","-21.0",".253","55","sa548324"
"Tyreace House","Athletics (A)","23","404","10.6 %","20.0 %","0.53",".190",".285",".210",".494",".020","5.9",".245","2.7","24","-22.9",".247","51","sa454727"
"Mike Planeta","Orioles (A)","21","410","3.4 %","24.1 %","0.14",".220",".251",".285",".536",".065","6.1",".288","-0.3","23","-27.9",".246","46","sa502319"
