"Name","Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Jesus Aguilar","Indians (A)","21","95","349","397","102","54","27","2","19","58","69","35","1","98","10","3","0","7","1","0",".292","11342"
"David Rohm","Braves (A)","21","128","481","524","139","92","32","8","7","64","58","28","0","74","5","7","3","16","3","7",".289","sa548456"
"Mike Gonzales","Twins (A)","23","116","412","477","119","76","27","1","15","66","76","53","1","105","5","7","0","9","4","0",".289","sa455046"
"David Freitas","Nationals (A)","22","123","427","516","123","80","30","0","13","67","73","82","1","87","6","1","0","17","2","1",".288","10619"
"J.T. Realmuto","Marlins (A)","20","96","348","381","100","69","16","3","12","46","49","26","0","78","6","0","1","9","13","6",".287","11739"
"Domingo Santana","- - -","18","113","418","467","120","71","33","4","12","58","53","32","3","135","17","0","0","5","5","1",".287","10348"
"Dan Black","White Sox (A)","23","135","510","573","146","81","41","6","18","82","98","50","6","109","7","6","0","10","7","5",".286","sa501741"
"Joey Wong","Rockies (A)","23","101","360","412","103","74","20","3","6","43","55","27","0","61","11","2","11","4","8","9",".286","sa502131"
"Jurickson Profar","Rangers (A)","18","115","430","516","123","66","37","8","12","86","65","65","2","63","11","4","6","7","23","9",".286","10815"
"Albert Cordero","Mets (A)","21","104","385","418","110","87","15","2","6","38","44","15","0","69","9","5","4","12","1","1",".286","sa504824"
"Dominic D'Anna","Reds (A)","22","91","322","384","92","65","18","1","8","47","58","50","1","62","6","5","0","6","2","4",".286","sa549621"
"Kyle Parker","Rockies (A)","21","117","445","516","127","82","23","1","21","75","95","48","0","133","14","8","1","20","2","0",".285","11763"
"Adam Duvall","Giants (A)","22","116","431","513","123","67","30","4","22","69","87","59","4","98","14","5","1","9","4","4",".285","10950"
"Brett Tanos","Rockies (A)","22","111","400","486","114","73","28","3","10","76","44","71","0","85","8","2","4","9","5","4",".285","sa548490"
"Ben Orloff","Astros (A)","24","96","327","376","93","72","15","4","2","51","31","27","0","26","13","3","6","10","12","6",".284","sa455266"
"Dan Grovatt","Pirates (A)","22","131","476","551","135","92","30","5","8","70","67","61","0","90","4","8","2","6","21","9",".284","sa526191"
"Robby Price","Rays (A)","23","127","427","538","121","85","25","5","6","85","44","86","1","63","20","0","5","8","16","7",".283","sa547109"
"Christian Vazquez","Red Sox (A)","20","105","392","444","111","63","27","3","18","71","84","43","2","84","5","4","0","10","1","1",".283","9774"
"Luis Domoromo","Padres (A)","19","112","435","487","123","91","20","3","9","66","68","36","1","83","4","11","0","14","7","7",".283","sa507248"
"Corey Dickerson","Rockies (A)","22","106","383","436","108","44","27","5","32","78","87","39","0","99","8","5","0","5","9","6",".282","10762"
"David Vidal","Reds (A)","21","127","454","514","127","69","37","1","20","85","85","44","2","111","8","6","2","6","3","2",".280","sa548470"
"Stefen Romero","Mariners (A)","22","116","429","478","120","78","22","4","16","62","65","32","2","69","11","5","1","7","16","9",".280","11746"
"Danny Black","Marlins (A)","22","120","415","466","116","88","18","5","5","58","51","37","0","81","2","4","8","6","32","10",".280","sa503432"
"Christian Villanueva","Rangers (A)","20","126","467","529","130","80","30","3","17","78","84","37","1","86","12","13","0","12","32","6",".278","11738"
"Billy Hamilton","Reds (A)","20","135","550","610","153","123","18","9","3","99","50","52","0","133","1","3","4","5","103","20",".278","10199"
"Andy Vasquez","Pirates (A)","23","113","417","444","116","83","15","13","5","66","39","12","0","78","4","1","10","6","24","10",".278","sa457107"
"Derek Dietrich","Rays (A)","21","127","480","539","133","73","34","4","22","73","81","38","2","128","15","5","0","14","5","7",".277","10542"
"Steven Tinoco","Rays (A)","23","105","372","430","103","87","15","0","1","47","49","38","0","53","13","4","3","11","3","3",".277","sa546887"
"Mark Canha","Marlins (A)","22","107","384","455","106","59","22","0","25","72","85","59","0","85","5","7","0","10","7","3",".276","11445"
"Wang-Wei Lin","Twins (A)","23","117","413","486","114","89","20","1","4","58","40","55","0","80","8","0","10","4","12","10",".276","sa393001"
"Raywilly Gomez","Diamondbacks (A)","21","108","390","434","107","88","15","2","2","42","50","36","1","39","3","3","1","12","2","1",".274","sa503268"
"Mike Walker","Brewers (A)","23","105","369","440","101","65","20","1","15","54","72","60","1","120","8","0","3","8","7","5",".274","sa549126"
"Ty Kelly","Orioles (A)","22","120","457","534","125","108","13","0","4","63","46","67","1","63","4","3","3","14","11","4",".274","7740"
"Marcus Knecht","Blue Jays (A)","21","121","439","528","120","67","34","3","16","77","86","67","3","124","12","10","0","4","4","3",".273","sa455466"
"Cristhian Adames","Rockies (A)","19","108","399","459","109","82","17","2","8","63","44","42","0","74","7","4","7","11","2","0",".273","6013"
"Arismendy Alcantara","Cubs (A)","19","99","369","390","100","79","14","5","2","45","37","16","1","76","1","0","4","3","8","8",".271","10711"
"Alonzo Harris","Mets (A)","22","109","355","400","96","77","11","4","4","56","28","28","0","65","4","2","11","2","15","6",".270","sa455964"
"Helder Velazquez","Rockies (A)","22","105","411","451","111","70","30","1","10","61","54","23","0","94","14","2","0","14","11","2",".270","sa326728"
"Wes Cunningham","Padres (A)","23","107","362","410","97","69","20","3","5","43","50","42","0","71","2","3","1","6","9","7",".268","sa549273"
"Jim Murphy","Phillies (A)","25","129","463","537","124","66","35","1","22","64","77","59","4","123","11","4","0","5","1","0",".268","sa454769"
"Luis Castillo","Tigers (A)","22","122","468","530","125","94","26","2","3","46","38","40","0","69","2","6","14","11","5","8",".267","sa503229"
"Drew Maggi","Pirates (A)","22","125","484","565","129","95","27","4","3","63","45","64","1","71","9","3","5","10","32","18",".267","sa549144"
"Marcell Ozuna","Marlins (A)","20","131","496","552","132","76","28","5","23","87","71","46","2","121","2","2","6","7","17","2",".266","10324"
"Ramon Flores","Yankees (A)","19","125","468","534","124","85","26","2","11","59","59","61","1","93","3","0","2","5","13","2",".265","11165"
"Juan Duran","Reds (A)","19","104","367","404","97","58","21","2","16","48","71","34","1","152","2","1","0","5","1","4",".264","sa503255"
"Alex Monsalve","Indians (A)","19","117","458","496","121","92","21","3","5","55","44","31","3","96","3","4","0","14","7","6",".264","sa505988"
"Jake Skole","Rangers (A)","19","124","424","501","112","83","14","6","9","76","62","65","1","138","6","5","1","5","21","14",".264","sa548177"
"Rafael Fernandez","Mets (A)","22","115","428","508","113","72","23","12","6","60","63","65","0","122","6","3","6","9","20","4",".264","sa401991"
"Cody Stanley","Cardinals (A)","22","101","379","413","100","63","24","2","11","54","66","27","3","92","4","3","0","8","4","2",".264","10838"
"Geulin Beltre","Royals (A)","20","122","459","515","121","96","18","4","3","62","42","34","1","92","3","3","16","10","18","11",".264","sa463212"
"Philip Wunderlich","Rays (A)","22","132","502","561","132","81","34","0","17","56","86","34","1","83","17","8","0","10","0","3",".263","sa549099"
"Reggie Keen","Brewers (A)","23","111","411","455","108","82","16","7","3","60","30","25","0","77","9","2","8","5","41","14",".263","sa549600"
"Ender Inciarte","Diamondbacks (A)","20","116","450","514","118","93","19","5","1","73","25","47","1","59","2","3","12","8","26","15",".262","4922"
"Justin Howard","Pirates (A)","23","126","450","531","118","73","37","2","6","64","66","78","1","112","0","3","0","11","9","7",".262","sa549676"
"Adrian Sanchez","Nationals (A)","20","131","538","577","141","103","30","5","3","75","51","17","0","71","10","4","8","13","25","12",".262","11338"
"Jose Mojica","Yankees (A)","22","108","386","419","101","74","25","2","0","41","42","26","0","66","3","2","2","18","6","1",".262","sa328848"
"Matt Helm","Diamondbacks (A)","20","127","451","514","118","82","27","1","8","58","60","49","0","134","8","2","0","6","16","4",".262","sa501513"
"Jeremy Cruz","Angels (A)","24","119","448","495","117","79","27","2","9","50","55","40","0","89","3","3","1","12","10","4",".261","sa501778"
"Michael Crouse","Blue Jays (A)","20","101","364","421","95","50","26","5","14","73","55","44","2","113","9","4","0","7","38","8",".261","sa454895"
"Rolando Gomez","Angels (A)","22","89","345","378","90","62","16","8","4","42","37","22","0","91","3","5","3","4","15","5",".261","sa455176"
"Chris Bisson","Padres (A)","21","123","418","482","109","91","11","5","2","61","43","53","1","106","2","3","6","9","21","10",".261","sa526933"
"Mike Kvasnicka","Astros (A)","22","128","484","536","126","86","32","4","4","59","59","46","1","106","4","2","0","17","5","5",".260","sa546839"
"Nick Shaw","Brewers (A)","22","126","465","566","121","97","16","6","2","80","40","82","0","82","4","3","12","3","8","7",".260","sa549641"
"Chris Edmondson","Cardinals (A)","23","99","327","380","85","47","22","6","10","51","54","39","0","73","8","6","0","6","5","3",".260","sa549888"
"Tony Thompson","Athletics (A)","22","108","397","446","103","73","15","1","14","46","59","37","0","57","7","5","0","9","3","0",".259","sa546717"
"Josh Mazzola","Giants (A)","25","104","386","440","100","63","22","2","13","52","50","42","3","90","8","3","1","7","8","3",".259","sa455891"
"Darrell Ceciliani","Mets (A)","21","109","421","488","109","78","23","4","4","62","40","52","0","96","8","0","7","4","25","8",".259","9954"
"Hernan Perez","Tigers (A)","20","129","503","566","130","96","23","3","8","69","42","38","1","87","6","8","11","9","23","6",".258","5751"
"Ryan Fisher","Marlins (A)","23","129","469","528","121","63","36","4","18","74","79","38","1","137","14","3","4","3","7","3",".258","sa549201"
"Ricky Alvarez","Angels (A)","22","126","482","516","124","82","31","1","10","54","64","13","1","96","13","6","2","13","2","2",".257","sa462415"
"Robby Hefflinger","Braves (A)","21","112","425","460","109","64","34","3","8","55","56","24","0","123","3","8","0","8","1","1",".256","sa501502"
"Carlos Perez","Blue Jays (A)","20","95","383","429","98","72","17","6","3","58","41","37","1","74","2","6","1","8","6","2",".256","10642"
"Dustin Garneau","Rockies (A)","23","100","341","417","87","37","29","4","17","71","67","58","0","70","7","5","1","3","7","7",".255","9433"
"Zach Collier","Phillies (A)","20","112","416","471","106","75","24","6","1","50","36","40","0","99","7","4","4","6","35","13",".255","sa454396"
"Ryan Scoma","Giants (A)","23","119","461","507","117","83","26","2","6","45","59","38","3","80","2","5","1","5","5","1",".254","sa502601"
"Michael A. Taylor","Nationals (A)","20","126","442","488","112","66","26","7","13","64","68","32","0","120","6","4","4","7","23","12",".253","11489"
"Rico Noel","Padres (A)","22","94","375","441","95","69","20","3","3","70","40","37","0","75","16","1","9","6","50","4",".253","10585"
"Lance Ray","Twins (A)","21","132","470","539","119","68","34","1","16","76","74","55","3","132","6","6","2","12","10","6",".253","sa546832"
"Tim Morris","Mariners (A)","23","96","337","381","85","64","12","4","5","44","42","34","1","87","7","3","0","5","21","6",".252","sa501609"
"Jason Martinson","Nationals (A)","22","129","433","523","109","65","22","3","19","64","64","66","1","144","10","5","8","5","26","6",".252","sa548330"
"Jonathan Rodriguez","Cardinals (A)","21","118","394","488","99","52","27","0","20","67","70","77","4","109","14","3","0","8","4","5",".251","sa503023"
"James Robbins","Tigers (A)","20","129","490","524","123","80","26","1","16","55","65","16","0","158","7","2","9","12","5","0",".251","sa502680"
"Wilfredo Tovar","Mets (A)","19","131","491","553","123","97","21","3","2","70","41","44","1","53","8","7","3","11","15","9",".251","10416"
"Bobby Coyle Jr.","Dodgers (A)","22","98","380","416","95","69","16","1","9","42","44","30","0","68","1","5","0","12","3","2",".250","sa388372"
"K.C. Hobson","Blue Jays (A)","20","128","480","547","120","90","24","2","4","65","53","61","1","73","3","3","0","12","1","0",".250","sa501541"
"Douglas Landaeta","Athletics (A)","22","110","420","454","105","73","23","2","7","51","55","23","0","89","6","3","2","13","10","4",".250","sa502960"
"Leon Landry","Dodgers (A)","21","125","500","552","125","89","21","11","4","59","41","37","0","67","5","2","8","5","28","12",".250","sa526198"
"Angel Franco","Royals (A)","21","97","382","437","95","71","14","6","4","49","27","36","0","40","2","1","16","6","5","6",".249","sa455631"
"Tyler Burnett","Astros (A)","22","103","366","409","91","68","16","1","6","53","32","40","0","75","1","0","2","5","21","3",".249","sa549272"
"Edward Salcedo","Braves (A)","19","132","508","566","126","81","27","6","12","83","68","41","0","105","10","3","4","10","23","10",".248","sa539932"
"Michael Swinson","Cardinals (A)","21","93","331","394","82","61","17","2","2","46","26","58","1","59","1","3","1","6","9","8",".248","sa455197"
"Sean Coyle","Red Sox (A)","19","106","384","466","95","47","27","7","14","77","64","60","0","110","13","7","2","5","20","6",".247","sa548268"
"Yazy Arbelo","Diamondbacks (A)","23","134","461","549","114","52","31","0","31","68","95","73","5","161","11","4","0","13","1","0",".247","sa549324"
"Matt Lipka","Braves (A)","19","127","530","585","131","106","21","3","1","78","37","42","0","83","4","5","4","7","28","14",".247","sa548175"
"Royce Consigli","Athletics (A)","19","127","474","541","117","87","18","5","7","60","49","59","1","83","5","2","1","3","16","9",".247","sa502684"
"Josh Richmond","Rangers (A)","22","126","462","516","114","66","32","5","11","73","50","40","1","114","10","4","0","7","9","4",".247","sa526317"
"Danny Santana","Twins (A)","20","104","365","409","90","63","15","5","7","55","41","25","0","98","4","5","10","6","24","15",".247","10322"
"Mel Rojas Jr.","Pirates (A)","21","131","508","564","125","97","16","7","5","66","46","46","3","119","3","1","6","12","23","14",".246","sa548194"
"Ronny Rodriguez","Indians (A)","19","98","370","394","91","45","28","7","11","41","42","13","0","83","3","4","4","6","10","7",".246","sa595953"
"Travis Witherspoon","Angels (A)","22","102","404","451","99","67","16","4","12","60","42","36","1","103","5","3","2","5","44","9",".245","sa501690"
"B.J. Guinn","Padres (A)","22","123","417","472","102","84","11","6","1","49","34","36","0","104","3","4","12","5","34","10",".245","sa390642"
"Cody Rogers","Rays (A)","22","122","475","536","116","75","18","11","12","89","51","43","0","111","12","3","3","6","28","7",".244","sa501523"
"Nick Longmire","Cardinals (A)","22","97","368","405","89","59","22","0","8","53","42","29","0","83","4","4","0","10","10","2",".242","sa546653"
"Isaac Galloway","Marlins (A)","21","110","431","454","104","61","26","1","16","56","54","14","1","119","3","2","4","7","17","9",".241","sa454974"
"Kevin Kiermaier","Rays (A)","21","120","402","459","97","74","11","8","4","54","39","37","0","99","8","3","9","3","27","10",".241","11038"
"Trayce Thompson","White Sox (A)","20","136","519","597","125","63","36","2","24","95","87","60","1","172","10","4","4","10","8","4",".241","9952"
"David Renfroe","Red Sox (A)","20","107","387","423","93","59","23","3","8","43","45","28","0","106","4","4","0","7","4","3",".240","sa501259"
"Carlos Willoughby","Giants (A)","22","126","483","567","116","91","18","6","1","80","40","63","1","86","12","2","7","3","33","10",".240","sa506975"
"Anthony Hewitt","Phillies (A)","22","119","454","480","109","68","21","6","14","62","55","17","2","149","9","0","0","7","36","5",".240","sa454381"
"A.J. Kirby-Jones","Athletics (A)","22","94","325","386","78","47","18","0","13","45","50","56","2","101","5","0","0","7","1","1",".240","sa548449"
"Mickey Wiswall","Mariners (A)","22","130","509","546","122","92","19","1","10","49","57","25","0","104","6","4","2","16","4","4",".240","sa526505"
"Danny Ortiz","Twins (A)","21","129","468","514","112","65","33","4","10","58","71","37","2","96","2","6","1","7","7","5",".239","10317"
"Giovanny Urshela","Indians (A)","19","126","505","529","120","85","24","2","9","57","46","14","1","69","4","4","2","11","3","0",".238","10681"
"Blake Dean","Dodgers (A)","23","96","350","396","83","59","16","1","7","32","44","37","0","47","2","6","1","10","1","0",".237","sa501651"
"Chris Lofton","Giants (A)","21","119","418","481","99","80","16","2","1","59","31","49","0","98","5","2","7","6","22","14",".237","sa548460"
"Rafael Rodriguez","Giants (A)","18","96","364","394","86","68","15","2","1","39","30","24","0","69","2","4","0","9","1","6",".236","sa458870"
"Dixon Machado","Tigers (A)","19","124","429","491","101","98","1","2","0","47","28","46","1","77","4","2","10","12","25","5",".235","11472"
"Nino Leyja","Athletics (A)","20","113","421","477","99","68","20","5","6","72","35","47","1","118","6","1","2","12","28","5",".235","sa455298"
"Blake Forsythe","Mets (A)","21","105","370","434","87","50","24","4","9","44","43","56","4","123","2","6","0","8","0","1",".235","sa548202"
"Edgar Duran","Phillies (A)","20","112","401","449","94","79","8","3","4","36","42","24","0","79","4","7","13","9","15","7",".234","sa503253"
"Jefry Sierra","Reds (A)","21","105","381","405","89","70","14","5","0","40","29","18","0","117","2","3","1","6","30","11",".234","sa503861"
"Felix Sanchez","Red Sox (A)","21","119","455","514","106","89","13","4","0","81","29","43","0","130","11","1","4","3","55","10",".233","sa503859"
"Carlos Moncrief","Indians (A)","22","122","464","552","108","59","26","7","16","73","53","76","2","158","6","3","3","5","20","7",".233","7511"
"Markus Brisker","Blue Jays (A)","20","97","348","413","81","54","18","4","5","72","33","55","1","112","9","1","0","2","24","8",".233","sa454740"
"Anthony Giansanti","Cubs (A)","22","125","444","493","103","67","21","4","11","53","56","34","1","80","7","5","3","12","8","7",".232","sa503822"
"Yordy Cabrera","Athletics (A)","20","101","359","401","83","51","21","5","6","59","47","31","0","110","5","6","0","4","23","6",".231","sa548243"
"Brandon Decker","Angels (A)","23","97","338","383","78","52","15","3","8","43","34","38","0","88","5","2","0","5","2","3",".231","sa549612"
"Devin Harris","Giants (A)","23","108","399","452","92","50","26","1","15","47","58","44","2","136","4","4","1","3","6","1",".231","sa501556"
"Casio Grider","Dodgers (A)","23","120","417","483","96","62","22","10","2","66","25","45","0","105","13","0","8","7","31","7",".230","sa501723"
"Greg Hopkins","Brewers (A)","22","114","415","449","95","69","16","3","7","54","53","21","1","88","4","3","6","8","16","4",".229","sa549602"
"Nicholas Schwaner","Rays (A)","23","117","420","449","96","63","20","5","8","43","44","23","2","85","3","3","0","6","8","4",".229","sa503411"
"Jon Garcia","Dodgers (A)","19","130","464","513","106","57","28","2","19","58","63","34","0","133","8","5","2","13","2","1",".228","sa501579"
"Mike Ohlman","Orioles (A)","20","105","375","431","84","63","15","2","4","38","51","48","0","96","6","2","0","12","1","2",".224","10347"
"Aderlin Rodriguez","Mets (A)","19","131","516","554","114","72","23","2","17","59","78","29","0","106","3","3","3","18","2","1",".221","sa511026"
"Kelvin De Leon","Yankees (A)","20","118","453","493","100","62","23","1","14","54","60","32","0","147","7","1","0","9","0","1",".221","sa503247"
"Mike Planeta","Orioles (A)","21","102","382","410","84","66","13","3","2","40","23","14","0","99","3","4","7","9","12","6",".220","sa502319"
"Delino DeShields","Astros (A)","18","119","469","541","103","75","17","2","9","73","48","52","0","118","8","5","7","7","30","11",".220","11379"
"Nick Bartolone","Indians (A)","20","106","356","402","78","64","12","2","0","41","26","25","1","70","3","5","13","4","11","8",".219","sa548324"
"Brenden Webb","Orioles (A)","21","121","400","487","87","68","14","1","4","42","29","75","0","152","3","1","8","0","14","8",".218","sa502672"
"Oliver Dominguez","Blue Jays (A)","22","97","322","383","70","49","11","6","4","56","39","55","0","76","2","2","2","3","15","6",".217","sa503884"
"Anderson Feliz","Yankees (A)","19","116","438","502","95","59","27","3","6","55","39","52","0","129","5","3","4","8","16","7",".217","sa505526"
"Eric Avila","Pirates (A)","21","116","380","419","82","63","14","1","4","44","31","27","0","57","5","2","5","9","9","7",".216","sa507189"
"Andy Leer","Twins (A)","23","98","335","388","72","54","14","1","3","40","35","37","0","103","5","5","5","1","4","5",".215","sa549745"
"Jake Kuebler","Royals (A)","21","92","339","379","71","45","17","2","7","35","30","38","0","91","1","0","1","8","5","3",".209","sa455078"
"Tyreace House","Athletics (A)","23","108","348","404","66","59","7","0","0","46","27","43","0","81","4","2","7","8","27","6",".190","sa454727"
