"Name","Team","Age","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"Kaleb Cowart","Angels (AAA)","25","414","10.6 %","17.6 %","0.60",".311",".383",".482",".865",".172","5.4",".359","1.3","69","14.2",".380","126","11494"
"Bryce Brentz","Red Sox (AAA)","28","494","8.5 %","22.1 %","0.39",".271",".334",".529",".863",".258","2.7",".293","-0.3","78","21.5",".378","138","10607"
"A.J. Reed","Astros (AAA)","24","556","12.9 %","26.3 %","0.49",".261",".358",".525",".883",".265","1.6",".299","-0.2","91","17.7",".377","124","16246"
"Jordan Patterson","Rockies (AAA)","25","542","6.6 %","23.6 %","0.28",".283",".348",".539",".887",".256","4.8",".330","-1.9","88","17.0",".376","124","15119"
"Tyler Wade","Yankees (AAA)","22","388","9.8 %","19.3 %","0.51",".310",".382",".460",".842",".150","7.8",".375","3.1","60","16.1",".376","136","15730"
"Kristopher Negron","Diamondbacks (AAA)","31","437","8.0 %","20.1 %","0.40",".300",".366",".501",".867",".202","7.4",".356","1.1","71","13.1",".375","123","5306"
"Nolan Fontana","Angels (AAA)","26","453","16.6 %","21.4 %","0.77",".271",".396",".449",".844",".177","6.9",".338","1.7","73","13.4",".374","123","13267"
"Daniel Vogelbach","Mariners (AAA)","24","541","14.0 %","18.1 %","0.78",".290",".388",".455",".844",".166","2.3",".332","-0.1","87","15.8",".374","122","14130"
"Rafael Ortega","Padres (AAA)","26","472","9.7 %","10.4 %","0.94",".317",".383",".468",".851",".150","7.3",".345","1.8","76","13.4",".373","121","10323"
"Brandon Snyder","Nationals (AAA)","30","486","10.7 %","26.1 %","0.41",".263",".356",".490",".846",".227","3.4",".319","-0.9","74","18.7",".372","134","9856"
"Frank Schwindel","Royals (AAA)","25","406","2.5 %","16.7 %","0.15",".321",".340",".528",".868",".207","1.5",".353","-0.6","65","11.1",".372","121","sa738182"
"Tony Kemp","Astros (AAA)","25","554","6.3 %","7.8 %","0.81",".329",".375",".470",".845",".141","7.6",".344","1.4","88","15.0",".371","121","14894"
"Nick Martini","Cardinals (AAA)","27","426","12.9 %","18.1 %","0.71",".303",".394",".436",".830",".133","5.5",".363","0.4","67","10.6",".369","119","sa578044"
"Alex Verdugo","Dodgers (AAA)","21","495","10.5 %","10.1 %","1.04",".314",".389",".436",".825",".122","5.2",".340","0.2","77","11.7",".367","118","17027"
"Teoscar Hernandez","- - -","24","456","10.3 %","22.4 %","0.46",".265",".351",".490",".841",".225","6.5",".312","-0.6","70","11.5",".366","120","13066"
"Eric Young Jr.","Angels (AAA)","32","385","8.6 %","14.5 %","0.59",".305",".375",".449",".824",".144","7.5",".345","0.6","59","8.5",".365","117","7158"
"Jurickson Profar","Rangers (AAA)","24","383","11.2 %","8.6 %","1.30",".287",".383",".428",".811",".141","3.9",".302","0.8","59","8.1",".364","116","10815"
"Amed Rosario","Mets (AAA)","21","425","5.4 %","15.8 %","0.34",".328",".367",".466",".833",".137","7.3",".377","0.9","65","8.9",".364","116","15518"
"Xavier Avery","Braves (AAA)","27","436","13.5 %","36.5 %","0.37",".259",".361",".456",".816",".197","7.4",".408","1.3","64","14.0",".364","128","8471"
"Noel Cuevas","Rockies (AAA)","25","528","4.7 %","19.3 %","0.25",".312",".353",".487",".840",".174","7.4",".368","1.6","80","10.2",".362","115","sa549566"
"Leonys Martin","Mariners (AAA)","29","388","5.4 %","22.9 %","0.24",".306",".346",".492",".838",".186","8.2",".376","2.1","58","7.0",".361","114","11846"
"Breyvic Valera","Cardinals (AAA)","25","470","8.1 %","7.2 %","1.12",".314",".368",".450",".819",".137","5.3",".324","-3.0","70","8.1",".360","113","12758"
"Jeimer Candelario","- - -","23","458","10.0 %","22.7 %","0.44",".265",".343",".484",".827",".219","3.7",".321","0.1","68","9.5",".359","116","13621"
"Ronald Guzman","Rangers (AAA)","22","527","8.9 %","16.1 %","0.55",".298",".372",".434",".806",".136","4.6",".342","0.1","78","8.3",".358","112","sa659670"
"Travis Snider","- - -","29","485","11.5 %","21.9 %","0.53",".296",".375",".432",".807",".136","2.4",".371","-1.2","71","7.1",".357","111","2830"
"Richie Shaffer","Indians (AAA)","26","546","12.3 %","34.4 %","0.36",".227",".338",".464",".802",".238","3.7",".302","0.7","77","14.4",".357","123","13271"
"Ildemaro Vargas","Diamondbacks (AAA)","25","535","5.6 %","7.5 %","0.75",".312",".355",".462",".817",".150","5.5",".319","0.0","78","7.6",".356","111","13324"
"Harrison Bader","Cardinals (AAA)","23","479","7.1 %","24.6 %","0.29",".283",".347",".469",".816",".186","4.9",".345","-1.3","70","6.8",".356","111","18030"
"Matt Hague","Twins (AAA)","31","580","10.5 %","12.9 %","0.81",".297",".373",".416",".789",".120","3.2",".326","0.6","81","14.7",".355","122","7772"
"Moises Sierra","Marlins (AAA)","28","468","8.3 %","17.3 %","0.48",".294",".361",".438",".799",".145","5.6",".341","2.0","67","5.6",".354","109","6050"
"Renato Nunez","Athletics (AAA)","23","533","8.8 %","26.5 %","0.33",".249",".319",".518",".837",".268","3.5",".279","-0.2","76","6.2",".353","109","14503"
"Jake Bauers","Rays (AAA)","21","575","13.6 %","19.5 %","0.70",".263",".368",".412",".779",".148","5.2",".314","2.6","79","13.3",".352","120","sa737848"
"Shane Robinson","Angels (AAA)","32","385","7.3 %","9.6 %","0.76",".319",".370",".425",".795",".106","7.7",".347","2.4","55","3.9",".352","108","4249"
"Christopher Bostick","Pirates (AAA)","24","549","8.2 %","17.7 %","0.46",".294",".362",".418",".779",".123","4.2",".353","-2.2","74","12.0",".351","119","13718"
"Tyler O'Neill","- - -","22","557","9.7 %","27.1 %","0.36",".246",".321",".499",".820",".253","5.7",".286","1.7","78","5.1",".350","107","sa737633"
"Willy Adames","Rays (AAA)","21","578","11.2 %","22.8 %","0.49",".277",".360",".415",".776",".138","5.4",".354","0.0","78","12.4",".350","119","sa736655"
"David Washington","Orioles (AAA)","26","397","6.8 %","34.5 %","0.20",".264",".315",".478",".793",".215","4.3",".369","0.1","54","8.3",".350","118","12110"
"O'Koyea Dickson","Dodgers (AAA)","27","458","9.6 %","21.2 %","0.45",".246",".328",".484",".811",".238","4.1",".262","0.2","64","3.5",".349","106","12677"
"Patrick Wisdom","Cardinals (AAA)","25","506","7.5 %","29.4 %","0.26",".243",".310",".507",".817",".263","2.9",".286","-0.7","70","3.3",".347","105","sa657868"
"Taylor Davis","Cubs (AAA)","27","406","9.1 %","11.1 %","0.82",".297",".357",".429",".786",".132","2.1",".318","-1.5","56","2.3",".346","104","12782"
"Brandon Dixon","Reds (AAA)","25","491","7.5 %","25.5 %","0.30",".264",".327",".457",".783",".193","5.6",".328","0.3","65","9.0",".346","116","sa737637"
"Efren Navarro","Tigers (AAA)","31","558","12.7 %","18.1 %","0.70",".276",".370",".395",".764",".119","2.5",".328","-1.0","74","10.2",".346","116","9854"
"John Andreoli","Cubs (AAA)","27","505","12.9 %","27.3 %","0.47",".244",".348",".435",".783",".191","7.9",".326","0.4","69","2.5",".346","104","sa577764"
"Franklin Barreto","Athletics (AAA)","21","510","5.3 %","27.6 %","0.19",".290",".339",".456",".796",".166","6.5",".384","-0.9","69","2.3",".345","103","15519"
"Kyle Wren","Brewers (AAA)","26","540","10.0 %","14.3 %","0.70",".286",".364",".401",".766",".116","7.9",".332","2.7","73","2.3",".345","103","sa621577"
"Nicky Delmonico","White Sox (AAA)","24","429","10.7 %","17.0 %","0.63",".262",".347",".421",".768",".159","4.3",".296","-0.1","56","7.1",".344","115","13157"
"Ronny Rodriguez","Indians (AAA)","25","483","4.8 %","19.0 %","0.25",".291",".324",".454",".778",".163","5.2",".329","0.9","63","7.8",".343","114","sa595953"
"Preston Tucker","Astros (AAA)","26","569","11.4 %","17.9 %","0.64",".250",".333",".465",".798",".215","4.7",".263","-1.2","77","1.6",".343","102","13633"
"J.P. Crawford","Phillies (AAA)","22","556","14.2 %","17.4 %","0.81",".243",".351",".405",".756",".162","4.8",".275","-0.8","72","8.8",".343","114","15491"
"Ryan Court","Red Sox (AAA)","29","442","10.4 %","28.3 %","0.37",".263",".347",".410",".757",".147","4.5",".361","0.1","57","6.6",".342","113","sa579055"
"Rio Ruiz","Braves (AAA)","23","432","9.7 %","25.5 %","0.38",".247",".322",".446",".768",".198","2.6",".304","-0.7","55","6.1",".341","112","14103"
"Ozzie Albies","Braves (AAA)","20","448","6.3 %","20.1 %","0.31",".285",".330",".440",".771",".156","8.3",".342","3.3","57","6.2",".340","112","16556"
"Christian Lopes","Blue Jays (AAA)","24","384","11.2 %","13.5 %","0.83",".261",".349",".402",".751",".141","6.0",".290","1.9","49","5.0",".340","111","sa601044"
"Ryan O'Hearn","Royals (AAA)","23","463","9.7 %","25.7 %","0.38",".252",".325",".450",".776",".199","2.2",".309","0.1","60","-0.7",".338","99","sa829141"
"Joey Terdoslavich","Pirates (AAA)","28","397","10.6 %","14.9 %","0.71",".277",".356",".402",".758",".124","2.4",".312","-0.3","50","4.7",".338","110","10593"
"Jae-Gyun Hwang","Giants (AAA)","29","386","7.0 %","21.5 %","0.33",".285",".332",".453",".785",".168","5.6",".340","0.8","50","-0.8",".337","98","19369"
"Chris Colabello","- - -","33","483","12.0 %","23.4 %","0.51",".254",".350",".395",".745",".141","3.0",".319","0.0","62","3.7",".337","105","13051"
"Dean Anna","Royals (AAA)","30","439","9.8 %","11.6 %","0.84",".285",".364",".376",".740",".091","4.3",".318","-0.8","57","-1.1",".337","98","8353"
"Phillip Evans","Mets (AAA)","24","510","8.2 %","15.5 %","0.53",".279",".341",".418",".760",".139","3.0",".316","-1.2","66","-1.3",".337","98","12950"
"Darnell Sweeney","- - -","26","494","9.3 %","22.1 %","0.42",".266",".338",".418",".756",".151","5.6",".329","-2.2","61","2.7",".335","106","13284"
"Dwight Smith Jr.","Blue Jays (AAA)","24","449","10.5 %","15.8 %","0.66",".273",".350",".392",".743",".119","3.6",".313","-1.7","55","4.3",".335","108","13473"
"Chris Dominguez","Cubs (AAA)","30","381","2.9 %","26.8 %","0.11",".284",".323",".443",".766",".159","6.3",".368","1.4","48","-1.8",".335","96","9718"
"Chance Sisco","Orioles (AAA)","22","388","8.2 %","25.5 %","0.32",".267",".340",".395",".736",".128","2.6",".351","-0.5","47","3.0",".333","107","15694"
"Danny Hayes","White Sox (AAA)","26","515","13.0 %","27.6 %","0.47",".228",".327",".415",".742",".187","1.7",".285","-0.9","62","3.7",".332","106","sa621374"
"Irving Falu","Nationals (AAA)","34","422","7.6 %","10.2 %","0.74",".280",".333",".406",".739",".126","3.2",".294","-0.5","51","2.9",".332","106","6165"
"Rymer Liriano","White Sox (AAA)","26","500","8.4 %","26.6 %","0.32",".256",".323",".416",".740",".160","4.8",".325","-0.3","60","3.4",".332","106","4779"
"Joey Wendle","Athletics (AAA)","27","510","3.7 %","16.1 %","0.23",".285",".327",".429",".756",".144","6.9",".329","0.6","63","-3.8",".331","94","13853"
"Eric Wood","Pirates (AAA)","24","473","9.5 %","26.4 %","0.36",".238",".311",".438",".749",".200","5.9",".293","0.9","56","2.6",".330","105","sa602394"
"Patrick Leonard","Rays (AAA)","24","553","7.2 %","23.7 %","0.31",".268",".327",".408",".735",".139","5.1",".338","2.1","66","3.0",".330","105","sa597839"
"Danny Ortiz","Pirates (AAA)","27","441","4.3 %","18.1 %","0.24",".270",".303",".457",".760",".187","3.6",".298","0.1","52","2.2",".329","104","10317"
"Clint Robinson","Nationals (AAA)","32","495","9.1 %","24.4 %","0.37",".242",".315",".424",".740",".183","1.5",".290","-0.1","59","2.4",".329","104","6908"
"Brandon Barnes","Marlins (AAA)","31","451","6.9 %","25.3 %","0.27",".276",".331",".420",".751",".144","5.3",".353","0.1","55","-4.3",".329","93","629"
"Drew Dosch","Orioles (AAA)","25","473","7.6 %","23.9 %","0.32",".265",".323",".414",".737",".149","4.1",".339","0.1","56","1.8",".328","103","sa709292"
"Jared Hoying","Rangers (AAA)","28","399","7.8 %","20.1 %","0.39",".262",".323",".421",".744",".158","5.9",".312","0.3","48","-4.5",".327","91","10882"
"Jason Leblebijian","Blue Jays (AAA)","26","473","7.4 %","26.2 %","0.28",".258",".323",".405",".729",".148","4.5",".336","-0.3","55","1.3",".327","102","sa658622"
"Diego Goris","Padres (AAA)","26","470","6.0 %","19.6 %","0.30",".285",".326",".417",".742",".132","3.8",".336","-0.1","56","-5.5",".326","91","sa507199"
"Daniel Castro","Rockies (AAA)","24","430","5.6 %","10.0 %","0.56",".306",".344",".397",".741",".091","2.3",".333","-1.3","52","-5.1",".326","91","15450"
"Reid Brignac","Astros (AAA)","31","437","9.4 %","26.5 %","0.35",".251",".326",".411",".737",".160","4.7",".321","0.2","52","-5.5",".325","90","8380"
"Niko Goodrum","Twins (AAA)","25","499","6.0 %","23.8 %","0.25",".265",".309",".425",".734",".161","6.0",".326","-0.7","58","0.9",".325","102","12092"
"Pedro Alvarez","Orioles (AAA)","30","595","7.1 %","23.0 %","0.31",".239",".294",".442",".737",".203","2.2",".271","0.1","68","0.6",".324","101","2495"
"Billy Burns","Royals (AAA)","27","414","10.6 %","14.5 %","0.73",".285",".369",".328",".696",".042","6.4",".341","-0.4","49","-5.9",".324","89","12701"
"Roemon Fields","Blue Jays (AAA)","26","388","8.2 %","16.8 %","0.49",".291",".355",".352",".707",".061","7.8",".357","2.9","44","0.1",".323","100","sa829879"
"Rey Navarro","Angels (AAA)","27","554","8.7 %","14.3 %","0.61",".278",".342",".380",".722",".102","3.5",".315","-0.7","65","-8.1",".323","89","6008"
"Donovan Solano","Yankees (AAA)","29","405","5.9 %","14.8 %","0.40",".282",".329",".391",".721",".110","2.4",".324","0.1","46","0.1",".323","100","8623"
"ByungHo Park","Twins (AAA)","30","455","6.2 %","28.6 %","0.22",".253",".308",".415",".723",".162","2.3",".332","-0.1","52","0.0",".323","100","18497"
"Johnny Field","Rays (AAA)","25","480","5.4 %","20.4 %","0.27",".261",".303",".425",".728",".164","4.8",".307","-0.5","54","-0.1",".323","100","sa621675"
"Phillip Ervin","Reds (AAA)","24","408","9.1 %","20.3 %","0.45",".256",".328",".380",".709",".124","6.0",".315","2.1","46","-0.3",".322","99","14738"
"Jason Krizan","Tigers (AAA)","28","414","9.7 %","12.8 %","0.75",".264",".334",".377",".711",".113","3.8",".297","-1.3","47","-0.5",".322","99","sa546842"
"Dylan Cozens","Phillies (AAA)","23","542","10.7 %","35.8 %","0.30",".210",".301",".418",".719",".208","5.0",".283","0.3","61","-0.7",".321","99","sa657955"
"Dustin Ackley","Angels (AAA)","29","505","10.7 %","14.1 %","0.76",".261",".340",".376",".716",".116","4.2",".295","-0.5","58","-8.4",".321","87","10099"
"D.J. Peterson","- - -","25","518","8.1 %","18.5 %","0.44",".252",".315",".404",".719",".152","3.8",".283","0.1","58","-8.1",".318","88","sa549926"
"Jaff Decker","Athletics (AAA)","27","398","9.5 %","23.4 %","0.41",".274",".342",".368",".709",".094","4.8",".350","0.5","45","-7.5",".318","86","7945"
"Matt Dominguez","Red Sox (AAA)","27","451","4.2 %","15.1 %","0.28",".264",".295",".425",".719",".160","2.4",".277","-0.3","49","-1.9",".318","96","4903"
"Gavin Cecchini","Mets (AAA)","23","497","8.0 %","12.3 %","0.66",".267",".329",".380",".709",".113","4.4",".298","-1.0","56","-9.8",".317","85","17005"
"Mac Williamson","Giants (AAA)","26","382","6.5 %","26.2 %","0.25",".244",".301",".423",".724",".179","4.0",".301","0.2","42","-7.8",".316","84","14158"
"Sebastian Elizalde","Reds (AAA)","25","561","6.2 %","12.5 %","0.50",".277",".329",".377",".707",".101","3.7",".305","-0.2","61","-3.3",".315","95","sa544568"
"JaCoby Jones","Tigers (AAA)","25","393","8.4 %","26.5 %","0.32",".245",".314",".387",".702",".142","6.3",".322","0.7","42","-2.5",".315","94","14818"
"Jack Reinheimer","Diamondbacks (AAA)","24","537","8.8 %","16.0 %","0.55",".278",".341",".351",".691",".073","5.1",".327","-1.5","59","-12.0",".314","83","14938"
"Zach Vincej","Reds (AAA)","26","420","6.7 %","11.7 %","0.57",".270",".325",".370",".696",".101","4.0",".302","-0.5","45","-3.0",".314","94","13269"
"Kean Wong","Rays (AAA)","22","417","8.2 %","18.7 %","0.44",".265",".328",".361",".688",".095","3.8",".321","-0.9","44","-3.1",".314","94","sa737841"
"J.B. Shuck","Twins (AAA)","30","475","8.6 %","9.1 %","0.95",".259",".325",".368",".693",".108","4.2",".277","0.3","50","-4.2",".312","92","6677"
"Steve Lombardozzi","Marlins (AAA)","28","445","8.5 %","13.5 %","0.63",".274",".337",".339",".676",".065","5.1",".317","-0.3","46","-12.3",".308","79","5422"
"Derrik Gibson","Rockies (AAA)","27","422","8.1 %","20.6 %","0.39",".242",".306",".388",".695",".146","7.4",".298","1.4","43","-12.5",".306","77","sa456041"
"Orlando Calixte","Giants (AAA)","25","401","5.2 %","20.9 %","0.25",".243",".283",".421",".704",".177","7.2",".279","1.9","41","-12.3",".305","77","11905"
"Omar Infante","Tigers (AAA)","35","523","4.6 %","9.6 %","0.48",".282",".315",".364",".679",".082","2.0",".306","-1.9","52","-7.8",".304","87","1609"
"Cito Culver","Yankees (AAA)","24","389","8.0 %","28.3 %","0.28",".223",".282",".398",".681",".175","3.8",".283","-0.3","38","-6.5",".302","85","sa548315"
"Michael Almanzar","- - -","26","390","4.1 %","23.6 %","0.17",".254",".292",".385",".678",".131","2.1",".313","-0.5","38","-6.6",".301","85","sa455994"
"Brendan Ryan","Tigers (AAA)","35","408","11.0 %","18.1 %","0.61",".236",".323",".326",".649",".090","2.8",".286","-1.9","39","-7.1",".301","85","6073"
"Casey Gillaspie","- - -","24","515","9.7 %","19.4 %","0.50",".223",".297",".373",".670",".151","3.2",".249","-0.3","50","-9.0",".301","85","sa827177"
"Tyler Smith","- - -","25","383","10.4 %","19.8 %","0.53",".231",".321",".330",".651",".099","2.4",".281","-2.1","37","-13.4",".299","73","12490"
"Logan Schafer","Orioles (AAA)","30","419","8.4 %","15.3 %","0.55",".247",".314",".343",".657",".096","5.3",".289","-0.3","40","-7.9",".299","83","7937"
"Wilfredo Tovar","Cardinals (AAA)","25","391","6.9 %","16.4 %","0.42",".253",".306",".356",".661",".103","4.8",".292","0.5","37","-14.7",".297","72","10416"
"Matt Tuiasosopo","Braves (AAA)","31","428","12.9 %","32.5 %","0.40",".207",".317",".306",".623",".099","3.3",".306","0.1","39","-10.1",".293","79","8272"
"Tommy Field","Twins (AAA)","30","447","6.7 %","19.9 %","0.34",".231",".296",".348",".644",".117","3.9",".281","0.7","40","-10.9",".292","78","6262"
"Jacob May","White Sox (AAA)","25","467","6.4 %","24.0 %","0.27",".248",".307",".325",".632",".077","7.6",".331","2.9","41","-12.4",".289","77","14876"
"Mason Williams","Yankees (AAA)","25","437","6.4 %","15.1 %","0.42",".263",".309",".318",".627",".055","5.9",".306","1.7","37","-13.1",".285","74","11859"
"Jake Elmore","- - -","30","416","10.6 %","14.2 %","0.75",".236",".324",".281",".605",".044","4.1",".276","-1.0","35","-13.5",".284","72","7290"
"Chesny Young","Cubs (AAA)","24","475","6.9 %","14.7 %","0.47",".256",".311",".311",".622",".054","3.5",".299","-1.5","40","-22.9",".284","63","sa829085"
"Rowdy Tellez","Blue Jays (AAA)","22","501","9.4 %","18.8 %","0.50",".222",".295",".333",".628",".110","3.8",".264","0.7","42","-15.4",".284","73","sa738437"
"Charlie Culberson","Dodgers (AAA)","28","414","6.3 %","16.4 %","0.38",".250",".299",".336",".634",".086","4.8",".294","-0.1","34","-20.3",".283","63","3298"
"Nellie Rodriguez","Indians (AAA)","23","433","12.2 %","41.8 %","0.29",".170",".271",".342",".613",".172","0.8",".260","-0.1","35","-14.7",".280","70","sa658264"
"Peter Mooney","Marlins (AAA)","26","455","9.5 %","13.6 %","0.69",".213",".290",".308",".598",".094","4.3",".243","-0.2","33","-26.9",".272","55","sa503239"
"Yadiel Rivera","Brewers (AAA)","25","414","7.2 %","25.1 %","0.29",".218",".282",".314",".596",".096","5.2",".287","0.0","29","-25.6",".268","53","11863"
"Zach Shank","Mariners (AAA)","26","418","7.9 %","22.5 %","0.35",".215",".282",".307",".589",".092","7.0",".276","1.8","29","-26.5",".267","52","sa738403"
