,Name,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,WAR/PA
293,Jose Iglesias,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
294,Jose Martinez,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
295,Jose Morales,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0
296,Jose Peraza,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
297,Jose Pirela,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
298,Josh Anderson,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
299,Josh Barfield,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
300,Josh Bell,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
301,Josh Bell,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
302,Josh Donaldson,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
303,Josh Fields,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0
304,Josh Phegley,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
305,Josh Phelps,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
306,Josh Reddick,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
307,Josh Satin,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
308,Josh Vitters,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
309,Josh Whitesell,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0
310,Josh Wilson,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
311,Juan Miranda,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
312,Juan Perez,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
313,Julio Borbon,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
314,Jurickson Profar,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0
315,Justin Bour,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
316,Justin Christian,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
317,Justin Maxwell,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
318,Justin Ruggiano,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
319,Justin Sellers,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0
320,Justin Turner,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
321,Kaleb Cowart,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
322,Kennys Vargas,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
323,Kevin Frandsen,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
324,Kevin Pillar,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
325,Kila Ka'aihue,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0
326,Kole Calhoun,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
327,Kolten Wong,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
328,Kory Casto,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
329,Koyie Hill,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
330,Kristopher Negron,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
331,Kyle Parker,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
332,L.J. Hoes,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
333,Lastings Milledge,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
334,Laynce Nix,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
335,Leonys Martin,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0
336,Logan Schafer,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
337,Logan Watkins,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
338,Lorenzo Cain,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
339,Luis Hernandez,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
340,Luis Jimenez,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
341,Luis Rivas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
342,Luis Sardinas,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
343,Luis Terrero,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
344,Luis Valbuena,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
345,Mac Williamson,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
346,Maikel Franco,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
347,Manuel Margot,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
348,Mark Canha,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0
349,Mark Teahen,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
350,Mark Trumbo,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
351,Martin Prado,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
352,Mat Gamel,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
353,Matt Carpenter,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
354,Matt Carson,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
355,Matt Davidson,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
356,Matt Dominguez,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
357,Matt Downs,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
358,Matt Duffy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
359,Matt Joyce,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
360,Matt Kata,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
361,Matt LaPorta,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
362,Matt McBride,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
363,Matt Murton,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
364,Matt Olson,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
365,Matt Reynolds,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
366,Matt Szczur,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
367,Matt Tolbert,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
368,Matt Tuiasosopo,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
369,Matt den Dekker,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
370,Mauro Gomez,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
371,Max Moroff,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
372,Max Ramirez,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
373,Melvin Upton Jr.,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
374,Micah Hoffpauir,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0
375,Micah Johnson,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
376,Michael Aubrey,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
377,Michael Brantley,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
378,Michael Choice,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
379,Michael Martinez,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
380,Michael Morse,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
381,Michael Taylor,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
382,Michael Taylor,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
383,Mike Aviles,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
384,Mike Baxter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
385,Mike Carp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
386,Mike Fontenot,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
387,Mike Hessman,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0
388,Mike Jacobs,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
389,Mike Lamb,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
390,Mike McCoy,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
391,Mike Olt,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
392,Mikie Mahtook,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
393,Mitch Maier,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
394,Mitch Moreland,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
395,Moises Sierra,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
396,Nate Schierholtz,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0
397,Neil Walker,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
398,Nelson Cruz,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
399,Nick Ahmed,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
400,Nick Buss,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
401,Nick Castellanos,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
402,Nick Evans,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
403,Nick Franklin,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
404,Nick Green,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
405,Nick Noonan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
406,Nick Stavinoha,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
407,Nick Williams,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
408,Nolan Reimold,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0
409,Norris Hopper,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
410,Omar Infante,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0
411,Omar Quintanilla,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0
412,Orlando Arcia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
413,Oscar Salazar,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
414,Oswaldo Arcia,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0
415,Ozzie Albies,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
416,Patrick Kivlehan,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
417,Paul Janish,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
418,Paul McAnulty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
419,Paulo Orlando,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
420,Pedro Alvarez,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
421,Pedro Ciriaco,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
422,Pete Kozma,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
423,Pete Orr,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
424,Peter Bourjos,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
425,Phil Gosselin,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
426,Preston Tucker,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
427,Quintin Berry,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
428,Rafael Ortega,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0
429,Rafael Ynoa,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
430,Rajai Davis,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
431,Ramiro Pena,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
432,Ramon Flores,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0
433,Ramon Santiago,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
434,Randal Grichuk,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0
435,Randy Ruiz,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
436,Reggie Abercrombie,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
437,Reggie Willits,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
438,Reid Brignac,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
439,Rey Fuentes,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
440,Rhys Hoskins,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0
441,Richie Shaffer,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
442,Rick Ankiel,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0
443,Rio Ruiz,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
444,Rob Brantly,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
445,Rob Johnson,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
446,Rob Refsnyder,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
447,Rob Segedin,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0
448,Robbie Grossman,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
449,Robert Andino,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
450,Roger Bernadina,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
451,Roger Kieschnick,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
452,Ronald Torreyes,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
453,Ruben Gotay,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
454,Rusney Castillo,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
455,Russ Canzler,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
456,Rusty Ryal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
457,Ryan Garko,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
458,Ryan Goins,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
459,Ryan Langerhans,0.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0
460,Ryan Ludwick,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
461,Ryan Raburn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
462,Ryan Roberts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
463,Ryan Shealy,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0
464,Ryan Spilborghs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
465,Ryan Sweeney,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
466,Ryan Wheeler,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
467,Rymer Liriano,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
468,Sam Fuld,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
469,Scott Cousins,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
470,Scott Hairston,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
471,Scott Moore,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
472,Scott Schebler,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
473,Scott Thorman,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
474,Scott Van Slyke,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
475,Sean Halton,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
476,Sean Rodriguez,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0
477,Seth Smith,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
478,Shane Peterson,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
479,Shane Robinson,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
480,Shawn Riggans,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
481,Shelley Duncan,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
482,Shin-Soo Choo,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
483,Skip Schumaker,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0
484,Starling Marte,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
485,Stefen Romero,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
486,Stephen Piscotty,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
487,Stephen Vogt,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
488,Steve Lombardozzi,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
489,Steve Pearce,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
490,Steve Tolleson,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
491,Steven Moya,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
492,Steven Souza Jr.,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
493,T.J. Rivera,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
494,Taylor Featherston,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
495,Taylor Green,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0
496,Taylor Motter,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
497,Teoscar Hernandez,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
498,Terrmel Sledge,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0
499,Tike Redman,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
500,Tim Beckham,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
501,Tim Federowicz,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
502,Todd Cunningham,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
503,Todd Frazier,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
504,Todd Linden,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
505,Tommy Field,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
506,Tommy Manzella,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
507,Tommy Pham,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
508,Tony Abreu,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0
509,Tony Campana,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
510,Tony Kemp,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0
511,Travis Ishikawa,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
512,Travis Metcalf,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
513,Travis Snider,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
514,Trayce Thompson,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
515,Trayvon Robinson,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
516,Trent Oeltjen,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
517,Trevor Plouffe,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
518,Trey Mancini,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
519,Tsuyoshi Nishioka,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
520,Ty Kelly,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0
521,Tyler Collins,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
522,Tyler Flowers,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
523,Tyler Greene,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
524,Tyler Holt,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0
525,Tyler White,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
526,Victor Diaz,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
527,Whit Merrifield,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0
528,Wil Myers,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
529,Wilkin Ramirez,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
530,Will Rhymes,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
531,Will Venable,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
532,Willy Garcia,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
533,Willy Taveras,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0
534,Wilmer Flores,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
535,Wilson Betemit,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
536,Wilson Valdez,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0
537,Wladimir Balentien,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
538,Xavier Avery,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
539,Xavier Nady,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
540,Xavier Paul,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0
541,Xavier Scruggs,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
542,Yamaico Navarro,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
543,Yandy Diaz,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
544,Yangervis Solarte,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
545,Yonder Alonso,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
546,Zach Walters,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
547,Zack Cozart,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
548,Zoilo Almonte,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
