Name,PA,BB%,K%,AVG,OBP,SLG,OPS,WAR/PA
Jon Zeringue,545.000,9.500,22.200,0.257,0.344,0.460,0.805,0.000
Jonathan Ash,438.000,5.700,8.200,0.314,0.370,0.403,0.773,0.000
Jonathan Davis,546.000,12.600,20.100,0.249,0.361,0.379,0.740,0.000
Jonathan Diaz,385.000,13.800,12.500,0.231,0.355,0.301,0.657,0.000
Jonathan Greene,540.000,5.600,29.800,0.292,0.354,0.462,0.816,0.000
Jonathan Herrera,573.000,6.300,12.000,0.257,0.315,0.338,0.653,0.000
Jonathan Lucroy,506.000,15.400,13.000,0.267,0.380,0.418,0.798,1.000
Jonathan Meyer,535.000,7.700,20.400,0.260,0.318,0.403,0.721,0.000
Jonathan Rodriguez,503.125,12.742,20.542,0.284,0.376,0.450,0.826,0.000
Jonathan Schoop,555.000,9.000,18.600,0.245,0.324,0.386,0.710,1.000
Jonel Pacheco,467.009,7.393,18.303,0.281,0.340,0.427,0.767,0.000
Jonny Tucker,487.726,10.045,12.174,0.271,0.351,0.380,0.732,0.000
Jordan Brown,558.000,11.300,10.000,0.333,0.421,0.484,0.906,0.000
Jordan Czarniecki,485.062,10.420,16.642,0.278,0.361,0.443,0.804,0.000
Jordan Henry,527.000,13.100,14.200,0.256,0.354,0.280,0.633,0.000
Jordan Kreke,382.000,4.700,19.900,0.218,0.262,0.288,0.550,0.000
Jordan Lennerton,582.000,13.600,24.200,0.269,0.368,0.469,0.836,0.000
Jordan Smith,482.785,8.619,17.591,0.258,0.325,0.367,0.692,0.000
Jordan Tarsovich,399.000,12.000,19.800,0.240,0.336,0.328,0.664,0.000
Jordany Valdespin,441.000,4.800,15.400,0.297,0.341,0.483,0.824,0.000
Jordy Lara,494.000,7.500,17.200,0.242,0.308,0.377,0.685,0.000
Jordy Mercer,538.000,5.800,12.800,0.282,0.329,0.373,0.702,1.000
Jorge Alfaro,435.000,5.100,24.100,0.285,0.325,0.458,0.783,1.000
Jorge Bonifacio,551.408,8.314,22.935,0.235,0.303,0.361,0.665,1.000
Jorge Cortes,474.119,11.312,12.693,0.293,0.379,0.404,0.782,0.000
Jorge Flores,461.000,10.200,13.700,0.276,0.360,0.347,0.707,0.000
Jorge Jimenez,566.000,9.200,12.400,0.289,0.366,0.422,0.787,0.000
Jorge Padilla,534.000,7.900,16.300,0.295,0.358,0.415,0.773,0.000
Jorge Polanco,431.000,8.100,14.600,0.289,0.346,0.393,0.739,1.000
Jose Briceno,378.000,6.100,19.300,0.194,0.242,0.316,0.558,0.000
Jose Cardona,465.000,4.700,10.300,0.277,0.316,0.385,0.701,0.000
Jose Castro,393.000,3.600,9.900,0.235,0.275,0.272,0.547,0.000
Jose Constanza,575.000,13.000,11.300,0.282,0.378,0.342,0.719,1.000
Jose Coronado,496.583,8.518,15.479,0.261,0.328,0.333,0.661,0.000
Jose Duarte,504.275,10.036,16.388,0.249,0.324,0.349,0.673,0.000
Jose Marmolejos,454.000,9.700,17.400,0.288,0.361,0.458,0.819,0.000
Jose Martinez,490.880,6.842,11.947,0.272,0.327,0.375,0.702,1.000
Jose Pirela,525.539,7.725,14.177,0.256,0.326,0.386,0.712,1.000
Jose Ramirez,533.000,7.300,7.700,0.272,0.325,0.349,0.674,1.000
Jose Rondon,409.000,3.700,16.100,0.279,0.310,0.386,0.695,0.000
Jose Ruiz,445.000,9.000,15.100,0.275,0.344,0.443,0.787,0.000
Jose Tabata,429.000,7.900,15.600,0.272,0.339,0.368,0.707,0.000
Jose Trevino,423.000,4.500,10.400,0.241,0.275,0.323,0.598,0.000
Joseph Dunigan,469.000,8.100,37.300,0.254,0.320,0.502,0.822,0.000
Josh Anderson,610.000,4.400,12.000,0.308,0.349,0.385,0.734,1.000
Josh Asanovich,457.000,8.500,15.300,0.242,0.318,0.332,0.650,0.000
Josh Bell,477.474,11.123,15.650,0.300,0.376,0.476,0.852,0.000
Josh Bell,477.474,11.123,15.650,0.300,0.376,0.476,0.852,0.000
Josh Bonifay,440.000,8.400,22.000,0.261,0.318,0.480,0.798,0.000
Josh Donaldson,541.000,14.800,17.000,0.270,0.379,0.415,0.795,1.000
Josh Fellhauer,399.000,13.500,13.500,0.314,0.409,0.420,0.829,0.000
Josh Fuentes,450.000,5.300,20.400,0.307,0.352,0.517,0.869,0.000
Josh Harrison,585.000,5.500,8.900,0.300,0.345,0.398,0.743,1.000
Josh Horton,527.292,9.726,14.521,0.275,0.347,0.376,0.723,0.000
Josh Johnson,537.000,12.500,16.900,0.244,0.349,0.365,0.713,0.000
Josh Phegley,394.000,5.800,15.500,0.242,0.292,0.368,0.660,1.000
Josh Prince,522.008,12.852,17.794,0.249,0.350,0.349,0.699,0.000
Josh Richmond,404.000,7.900,21.000,0.247,0.325,0.399,0.724,0.000
Josh Rodriguez,621.000,12.400,19.600,0.241,0.335,0.359,0.694,0.000
Josh Rutledge,379.000,3.700,18.200,0.306,0.338,0.508,0.846,0.000
Josh Satin,404.000,14.100,22.500,0.325,0.423,0.538,0.962,1.000
Josh Thole,442.000,9.500,7.700,0.328,0.395,0.422,0.816,0.000
Josh VanMeter,538.000,9.900,18.600,0.255,0.326,0.352,0.678,0.000
Josh Vitters,488.000,4.500,11.100,0.283,0.322,0.448,0.770,0.000
Josh Whitaker,387.000,7.000,22.000,0.256,0.312,0.437,0.748,0.000
Josh Whitesell,477.210,14.669,24.350,0.274,0.390,0.473,0.863,0.000
Josmil Pinto,453.000,14.100,15.700,0.308,0.411,0.482,0.892,1.000
Juan Ciriaco,487.000,6.600,19.900,0.222,0.277,0.301,0.578,0.000
Juan Diaz,500.807,6.667,21.689,0.257,0.310,0.391,0.700,0.000
Juan Francisco,464.000,4.300,19.600,0.281,0.317,0.501,0.818,0.000
Juan Gonzalez,416.006,11.466,17.666,0.274,0.370,0.435,0.804,0.000
Juan Lagares,548.000,6.800,17.000,0.283,0.334,0.389,0.723,1.000
Juan Perez,505.127,4.940,17.830,0.279,0.322,0.411,0.734,1.000
Juan Portes,496.000,8.700,19.400,0.213,0.287,0.331,0.619,0.000
Juan Richardson,501.000,9.200,22.800,0.311,0.382,0.500,0.882,0.000
Junior Lake,448.000,7.800,23.400,0.279,0.341,0.432,0.773,0.000
Juremi Profar,435.000,4.400,13.300,0.263,0.297,0.376,0.672,0.000
Jurickson Profar,562.000,11.700,14.100,0.281,0.368,0.452,0.820,0.000
Justin Bloxom,544.000,13.400,20.800,0.250,0.352,0.354,0.706,0.000
Justin Bour,577.000,10.700,19.900,0.283,0.360,0.455,0.815,1.000
Justin Christian,516.000,8.300,14.100,0.276,0.341,0.394,0.735,0.000
Justin Greene,430.000,9.800,17.200,0.308,0.377,0.413,0.790,0.000
Justin Henry,447.000,13.900,11.600,0.309,0.410,0.404,0.814,0.000
Justin Nelson,420.000,11.700,27.900,0.247,0.348,0.486,0.834,0.000
Justin O'Conner,444.000,2.900,29.100,0.231,0.255,0.371,0.625,0.000
Justin Ruggiano,476.000,13.700,21.600,0.280,0.387,0.488,0.875,1.000
Justin Sellers,486.452,10.017,15.152,0.267,0.351,0.368,0.719,1.000
Justin Trapp,407.000,7.900,19.900,0.239,0.305,0.302,0.607,0.000
Justin Williams,409.000,9.000,16.900,0.301,0.364,0.489,0.853,0.000
K.C. Hobson,540.000,6.300,19.600,0.240,0.288,0.367,0.654,0.000
KC Serna,381.000,10.200,15.200,0.295,0.371,0.384,0.755,0.000
KD Kang,411.514,11.410,25.281,0.262,0.354,0.436,0.790,0.000
Kala Ka'aihue,475.000,18.500,25.100,0.274,0.417,0.457,0.874,0.000
Kaleb Cowart,518.185,7.849,21.569,0.222,0.287,0.312,0.598,0.000
Karexon Sanchez,404.000,9.700,25.200,0.220,0.307,0.343,0.650,0.000
Kean Wong,492.000,6.300,14.600,0.276,0.324,0.368,0.691,0.000
Keenan Wiley,421.000,9.500,19.500,0.237,0.311,0.293,0.604,0.000
Keenyn Walker,550.000,12.500,27.800,0.201,0.319,0.277,0.596,0.000
Keith Curcio,455.000,9.500,14.700,0.219,0.294,0.314,0.608,0.000
Kelby Tomlinson,494.000,8.900,16.600,0.268,0.340,0.323,0.663,1.000
Kelly Hunt,396.000,2.300,31.100,0.228,0.246,0.448,0.693,0.000
Kenny Wilson,570.000,10.200,18.900,0.270,0.348,0.394,0.742,0.000
Kennys Vargas,405.000,10.600,16.800,0.281,0.360,0.472,0.832,0.000
Kentrail Davis,467.769,12.102,21.044,0.261,0.356,0.373,0.728,0.000
Keon Barnum,374.000,9.600,33.400,0.210,0.286,0.402,0.688,0.000
Keon Broxton,471.000,12.500,25.900,0.275,0.369,0.484,0.853,1.000
Ketel Marte,472.000,4.000,13.800,0.302,0.329,0.404,0.733,1.000
Keury De La Cruz,433.000,5.300,21.900,0.240,0.282,0.375,0.658,0.000
Kevan Smith,449.000,10.200,15.100,0.290,0.376,0.437,0.813,0.000
Kevin Ahrens,463.000,10.200,17.100,0.238,0.315,0.361,0.676,0.000
Kevin Cron,551.770,8.107,24.426,0.255,0.320,0.469,0.789,0.000
Kevin Howard,407.000,6.400,16.500,0.255,0.309,0.391,0.700,0.000
Kevin Kaczmarski,531.000,11.500,15.800,0.274,0.370,0.369,0.739,0.000
Kevin Keyes,453.000,9.500,23.000,0.236,0.312,0.428,0.740,0.000
Kevin Kiermaier,417.000,7.400,14.600,0.307,0.370,0.434,0.804,1.000
Kevin Mahar,558.000,5.900,19.700,0.267,0.319,0.469,0.789,0.000
Kevin Mattison,591.000,9.800,21.500,0.260,0.353,0.406,0.759,0.000
Kevin Melillo,525.292,12.358,16.067,0.266,0.357,0.411,0.768,0.000
Kevin Nolan,450.545,7.321,11.897,0.255,0.312,0.368,0.680,0.000
Kevin Randel,389.000,12.100,22.400,0.280,0.376,0.483,0.859,0.000
Kevin Taylor,448.000,12.100,11.800,0.292,0.375,0.373,0.749,0.000
Kiel Roling,458.000,8.300,23.400,0.261,0.323,0.500,0.823,0.000
Kila Ka'aihue,395.000,12.400,18.500,0.199,0.303,0.300,0.602,0.000
Kirk Nieuwenhuis,433.000,6.900,21.500,0.289,0.337,0.510,0.847,1.000
Koby Clemens,535.000,12.900,26.700,0.241,0.350,0.476,0.825,0.000
Kody Kirkland,476.505,6.995,29.760,0.210,0.288,0.413,0.700,0.000
Kolten Wong,579.000,7.600,12.800,0.287,0.348,0.405,0.754,1.000
Konrad Schmidt,440.000,7.300,14.300,0.315,0.373,0.490,0.863,0.000
Kory Casto,590.000,13.700,17.600,0.272,0.379,0.468,0.847,0.000
Kristopher Negron,547.000,9.300,17.700,0.272,0.361,0.409,0.770,1.000
Kurt Mertins,552.000,7.400,19.400,0.275,0.332,0.366,0.698,0.000
Kurt Suzuki,444.000,13.100,11.300,0.285,0.392,0.415,0.807,1.000
Kyle Bellows,477.000,7.500,14.300,0.229,0.295,0.310,0.605,0.000
Kyle Blanks,565.000,9.000,15.900,0.325,0.404,0.514,0.918,1.000
Kyle Haines,409.000,13.400,14.200,0.261,0.366,0.328,0.694,0.000
Kyle Hudson,421.000,13.100,13.300,0.292,0.386,0.317,0.704,0.000
Kyle Jensen,521.000,13.200,31.100,0.234,0.338,0.452,0.789,0.000
Kyle Johnson,414.000,10.100,19.300,0.259,0.344,0.384,0.728,0.000
Kyle Kubitza,529.000,14.600,25.100,0.295,0.405,0.470,0.875,0.000
Kyle Martin,501.000,10.000,26.700,0.193,0.288,0.383,0.671,0.000
Kyle Parker,528.000,7.600,18.800,0.288,0.345,0.492,0.836,0.000
Kyle Reynolds,395.000,7.300,23.500,0.244,0.298,0.401,0.698,0.000
Kyle Roller,510.000,10.400,28.000,0.253,0.347,0.427,0.774,0.000
Kyle Russell,447.000,10.100,32.200,0.259,0.342,0.497,0.840,0.000
Kyle Skipworth,452.103,7.748,31.708,0.212,0.279,0.374,0.653,0.000
Kyle Waldrop,464.000,8.000,18.500,0.303,0.367,0.444,0.811,0.000
L.J. Hoes,393.000,10.900,14.200,0.305,0.379,0.413,0.792,0.000
L.J. Mazzilli,420.000,11.400,15.700,0.240,0.326,0.342,0.668,0.000
LaMonte Wade,519.000,14.600,13.700,0.292,0.397,0.408,0.805,0.000
Lance Zawadzki,392.000,11.200,18.900,0.289,0.372,0.416,0.789,0.000
Lane Adams,435.138,9.382,22.135,0.278,0.354,0.429,0.783,1.000
Lars Anderson,530.611,14.523,19.457,0.240,0.352,0.382,0.734,0.000
Leandro Castro,511.000,3.300,13.700,0.287,0.316,0.427,0.742,0.000
Lee Haydel,493.525,7.298,20.046,0.280,0.333,0.340,0.673,0.000
Lee Mitchell,502.353,12.033,28.159,0.256,0.355,0.428,0.784,0.000
Leo Daigle,485.000,9.500,25.200,0.233,0.314,0.392,0.706,0.000
Leon Landry,477.108,5.769,13.591,0.241,0.288,0.342,0.630,0.000
Leonard Davis,434.000,7.400,21.900,0.281,0.340,0.462,0.802,0.000
Leonardo Reginatto,453.000,6.800,14.600,0.270,0.328,0.337,0.665,0.000
Leury Garcia,416.000,5.300,19.000,0.292,0.337,0.398,0.734,0.000
Logan Forsythe,472.000,15.900,20.100,0.253,0.377,0.337,0.714,1.000
Logan Moon,388.000,6.700,26.500,0.254,0.307,0.350,0.658,0.000
Logan Parker,450.000,11.800,21.600,0.222,0.315,0.334,0.649,0.000
Logan Watkins,588.000,12.900,16.500,0.281,0.383,0.422,0.805,0.000
Lonnie Chisenhall,524.000,8.800,14.700,0.278,0.351,0.450,0.801,1.000
Lorenzo Scott,468.000,13.000,26.500,0.265,0.358,0.385,0.743,0.000
Lou Marson,395.000,17.200,17.700,0.314,0.433,0.416,0.849,1.000
Lou Palmisano,407.482,12.872,17.793,0.249,0.354,0.378,0.731,0.000
Lou Santangelo,378.000,6.900,22.800,0.241,0.293,0.341,0.634,0.000
Lucas Duda,467.000,13.100,19.500,0.281,0.380,0.428,0.808,1.000
Lucas May,441.000,7.300,25.400,0.230,0.294,0.403,0.697,0.000
Luis Alfonso Cruz,481.859,5.099,10.168,0.262,0.302,0.400,0.703,0.000
Luis Bolivar,386.000,6.200,18.700,0.297,0.352,0.434,0.787,0.000
Luis Domoromo,438.000,4.800,21.000,0.262,0.300,0.346,0.646,0.000
Luis Durango,561.000,14.400,12.500,0.281,0.390,0.309,0.699,0.000
Luis Exposito,544.000,10.100,16.900,0.260,0.339,0.416,0.756,0.000
Luis Guillorme,558.000,12.900,9.900,0.283,0.376,0.331,0.706,0.000
Luis Hernandez,403.773,4.703,11.879,0.255,0.292,0.323,0.615,0.000
Luis Jimenez,506.024,8.459,16.114,0.284,0.352,0.479,0.831,1.000
Luis Martinez,410.000,12.000,14.400,0.282,0.368,0.349,0.717,0.000
Luis Mendez,378.000,7.700,19.000,0.239,0.304,0.310,0.614,0.000
Luis Montanez,501.000,7.200,12.600,0.335,0.385,0.601,0.986,0.000
Luis Nunez,477.004,6.841,12.991,0.249,0.301,0.394,0.695,0.000
Luis Urias,526.000,12.900,12.400,0.296,0.398,0.380,0.778,0.000
Luis Valbuena,505.000,9.500,16.400,0.239,0.311,0.378,0.689,1.000
Luke Maile,393.000,8.900,19.300,0.268,0.341,0.387,0.728,0.000
Luke Montz,483.000,15.300,19.700,0.273,0.391,0.509,0.900,0.000
Luke Murton,526.000,8.400,22.800,0.249,0.327,0.464,0.791,0.000
Luke Tendler,464.000,8.800,22.400,0.245,0.315,0.405,0.719,0.000
Luke Voit,546.000,9.500,15.200,0.297,0.372,0.477,0.849,1.000
Malquin Canelo,436.000,9.600,25.900,0.226,0.301,0.339,0.640,0.000
Manny Machado,459.000,10.500,15.300,0.266,0.352,0.438,0.789,1.000
Manny Mayorson,484.602,6.250,6.928,0.288,0.338,0.362,0.700,0.000
Marc Krauss,487.129,14.676,22.520,0.267,0.380,0.491,0.871,0.000
Marc Maddox,518.000,9.300,14.100,0.283,0.363,0.375,0.738,0.000
Marcos Vechionacci,457.592,8.190,24.499,0.248,0.313,0.376,0.689,0.000
Marcus Lemon,513.018,7.596,14.806,0.267,0.325,0.344,0.670,0.000
Marcus Semien,484.000,17.400,13.600,0.290,0.420,0.483,0.903,1.000
Mario Lisson,531.000,6.200,19.800,0.225,0.284,0.374,0.658,0.000
Mark Canha,504.000,10.700,20.200,0.273,0.371,0.449,0.820,0.000
Mark Dolenc,442.973,6.647,28.779,0.263,0.318,0.360,0.678,0.000
Mark Hallberg,510.000,7.600,8.400,0.257,0.325,0.323,0.648,0.000
Mark Jurich,420.000,8.600,14.800,0.268,0.333,0.426,0.760,0.000
Mark Kiger,484.000,15.500,19.000,0.312,0.432,0.478,0.910,0.000
Mark Ori,473.000,8.700,18.600,0.262,0.334,0.336,0.670,0.000
Mark Shorey,432.000,6.700,25.500,0.304,0.353,0.472,0.825,0.000
Mark Sobolewski,416.718,5.618,21.900,0.268,0.310,0.418,0.728,0.000
Mark Trumbo,581.000,6.400,17.200,0.291,0.333,0.452,0.785,1.000
Mark Wagner,393.000,9.700,19.800,0.219,0.304,0.363,0.666,0.000
Marquez Smith,450.000,7.300,18.200,0.280,0.339,0.441,0.780,0.000
Marshall Hubbard,509.277,12.993,20.730,0.276,0.380,0.457,0.837,0.000
Marvin Lowrance,408.000,10.000,21.800,0.241,0.323,0.438,0.760,0.000
Mason Robbins,505.000,4.000,9.700,0.265,0.293,0.310,0.603,0.000
Mason Williams,563.000,8.300,12.100,0.223,0.290,0.304,0.593,0.000
Mat Gamel,572.000,9.600,19.400,0.329,0.395,0.537,0.933,0.000
Matt Adams,513.000,7.800,17.500,0.300,0.357,0.566,0.923,1.000
Matt Beaty,481.000,7.300,11.200,0.326,0.378,0.505,0.883,0.000
Matt Camp,546.000,9.000,10.100,0.261,0.336,0.313,0.649,0.000
Matt Carpenter,472.000,13.600,18.600,0.316,0.412,0.487,0.900,1.000
Matt Carson,521.000,6.300,20.900,0.248,0.306,0.414,0.720,0.000
Matt Chapman,504.000,11.700,29.200,0.244,0.335,0.521,0.856,1.000
Matt Clark,558.000,8.400,26.200,0.269,0.339,0.485,0.824,0.000
Matt Curry,450.000,9.800,23.800,0.285,0.352,0.480,0.832,0.000
Matt Davidson,576.000,12.000,21.900,0.261,0.367,0.469,0.836,0.000
Matt Dominguez,577.000,9.700,16.600,0.252,0.333,0.411,0.744,0.000
Matt Duffy,417.000,10.100,15.800,0.332,0.398,0.444,0.842,1.000
Matt Esquivel,426.000,10.800,22.800,0.247,0.331,0.454,0.785,0.000
Matt Fields,524.000,11.500,34.500,0.222,0.324,0.469,0.794,0.000
Matt Hague,581.000,10.500,10.700,0.295,0.375,0.442,0.817,0.000
Matt Joyce,514.000,9.900,24.700,0.257,0.333,0.454,0.787,1.000
Matt Juengel,474.000,6.300,13.900,0.245,0.293,0.428,0.721,0.000
Matt LaPorta,433.000,11.300,17.300,0.279,0.386,0.539,0.924,0.000
Matt Lawson,527.000,9.100,18.000,0.293,0.372,0.439,0.811,0.000
Matt Lipka,432.000,3.700,14.800,0.246,0.279,0.311,0.590,0.000
Matt Mangini,469.000,8.100,19.600,0.273,0.339,0.424,0.763,0.000
Matt McBride,407.002,5.904,12.756,0.265,0.324,0.463,0.787,0.000
Matt Miller,482.373,8.927,11.833,0.301,0.371,0.430,0.801,0.000
Matt Moses,476.909,7.391,19.218,0.240,0.298,0.355,0.654,0.000
Matt Oberste,490.491,9.202,18.988,0.284,0.351,0.398,0.749,0.000
Matt Olson,585.000,17.900,23.800,0.249,0.388,0.438,0.826,1.000
Matt Rizzotti,587.000,13.500,21.300,0.295,0.392,0.511,0.903,0.000
Matt Skole,544.000,14.300,23.300,0.241,0.352,0.399,0.751,0.000
Matt Szczur,574.000,8.700,13.100,0.281,0.350,0.367,0.717,1.000
Matt Tuiasosopo,548.000,13.900,20.600,0.260,0.371,0.404,0.775,0.000
Matt Young,574.016,14.138,10.501,0.289,0.402,0.396,0.798,0.000
Matthew Allegra,410.515,8.495,25.732,0.253,0.323,0.455,0.778,0.000
Matthew Brown,576.000,8.200,18.800,0.293,0.362,0.495,0.858,0.000
Matthew Maniscalco,391.000,10.700,16.400,0.235,0.328,0.289,0.617,0.000
Matthew Spencer,415.060,7.312,19.413,0.281,0.340,0.457,0.797,0.000
Matthew Sulentic,503.985,8.652,20.340,0.278,0.342,0.367,0.710,0.000
Matthew Whitney,531.000,11.100,17.500,0.268,0.356,0.404,0.760,0.000
Mauricio Ramos,458.294,3.700,20.207,0.275,0.315,0.398,0.712,0.000
Mauro Gomez,559.000,8.200,21.800,0.281,0.349,0.471,0.820,0.000
Max Kepler,482.000,13.900,13.100,0.322,0.416,0.531,0.947,1.000
Max Moroff,612.000,11.400,18.100,0.293,0.374,0.409,0.783,1.000
Max Muncy,530.000,16.400,17.400,0.264,0.385,0.379,0.764,0.000
Max Schrock,457.000,7.400,9.200,0.321,0.379,0.422,0.801,0.000
Max White,430.000,12.100,27.400,0.243,0.336,0.380,0.716,0.000
Mel Rojas Jr.,496.000,7.700,20.200,0.274,0.332,0.410,0.742,0.000
Melky Mesa,436.000,8.300,29.600,0.251,0.329,0.404,0.733,0.000
Melvin Dorta,448.080,6.800,8.612,0.271,0.324,0.376,0.700,0.000
Micah Schnurstein,518.000,4.600,19.300,0.219,0.264,0.335,0.600,0.000
Michael A. Taylor,441.000,11.300,29.500,0.313,0.396,0.539,0.935,0.000
Michael Almanzar,561.000,7.500,17.800,0.268,0.328,0.432,0.760,0.000
Michael Bertram,392.000,6.400,24.700,0.256,0.311,0.416,0.727,0.000
Michael Brantley,479.000,10.400,5.600,0.319,0.395,0.398,0.793,1.000
Michael Burgess,381.000,11.800,16.500,0.259,0.350,0.422,0.772,0.000
Michael Choice,402.000,8.200,21.900,0.287,0.356,0.423,0.779,0.000
Michael Collins,463.000,2.600,15.100,0.242,0.286,0.333,0.619,0.000
Michael Crouse,390.000,9.500,26.700,0.243,0.321,0.405,0.726,0.000
Michael De Leon,418.000,4.300,11.500,0.223,0.257,0.284,0.541,0.000
Michael Hollimon,552.000,11.600,21.900,0.282,0.371,0.478,0.848,0.000
Michael Martinez,387.000,5.200,14.000,0.253,0.298,0.393,0.690,0.000
Michael McKenry,417.000,12.900,16.500,0.279,0.376,0.455,0.831,1.000
Michael Mitchell,494.000,3.800,19.200,0.236,0.274,0.310,0.584,0.000
Michael Myers,485.000,10.500,16.100,0.263,0.352,0.357,0.709,0.000
Michael Reed,377.000,14.100,21.200,0.278,0.379,0.422,0.801,0.000
Michael Russell,431.000,6.500,19.700,0.246,0.302,0.370,0.673,0.000
Michael Sheridan,511.000,7.400,13.500,0.246,0.301,0.379,0.680,0.000
Michel Abreu,450.000,10.000,19.300,0.332,0.404,0.530,0.935,0.000
Miguel Abreu,460.907,2.137,9.348,0.286,0.305,0.373,0.679,0.000
Miguel Negron,472.307,9.487,13.970,0.278,0.346,0.378,0.724,0.000
Miguel Perez,434.000,4.400,20.300,0.241,0.290,0.305,0.594,0.000
Miguel Rojas,478.000,8.400,10.300,0.233,0.303,0.307,0.610,1.000
Mike Bell,486.000,5.100,17.100,0.245,0.289,0.390,0.679,0.000
Mike Bianucci,587.000,6.000,23.200,0.243,0.302,0.469,0.771,0.000
Mike Carp,501.125,12.104,16.637,0.279,0.375,0.436,0.811,1.000
Mike Costanzo,595.000,12.600,26.400,0.270,0.368,0.490,0.858,0.000
Mike Daniel,499.161,9.176,20.485,0.253,0.329,0.375,0.705,0.000
Mike Ford,417.000,18.200,13.400,0.272,0.410,0.451,0.861,0.000
Mike Freeman,536.000,12.100,15.700,0.247,0.345,0.297,0.643,0.000
Mike Gerber,394.000,9.900,21.600,0.291,0.363,0.477,0.840,0.000
Mike Kvasnicka,399.000,6.500,20.100,0.257,0.303,0.400,0.703,0.000
Mike McCoy,559.000,11.100,17.500,0.249,0.344,0.306,0.650,0.000
Mike McDade,481.235,7.416,19.800,0.278,0.340,0.448,0.788,0.000
Mike O'Neill,421.401,13.299,7.502,0.295,0.388,0.366,0.754,0.000
Mike Ohlman,436.286,10.218,18.708,0.254,0.332,0.366,0.697,0.000
Mike Olt,421.000,14.500,24.000,0.288,0.398,0.579,0.977,0.000
Mike Paulk,483.000,13.000,14.300,0.288,0.380,0.402,0.782,0.000
Mike Rodriguez,433.000,6.500,16.600,0.256,0.304,0.357,0.661,0.000
Mike Spina,568.000,12.300,19.400,0.282,0.380,0.422,0.803,0.000
Mike Stodolka,460.000,15.900,19.800,0.291,0.409,0.462,0.871,0.000
Mike Tauchman,563.000,8.300,12.300,0.294,0.355,0.381,0.736,0.000
Mike Trout,412.000,10.900,18.400,0.326,0.414,0.544,0.958,1.000
Mike Walker,422.000,11.600,25.600,0.223,0.318,0.367,0.684,0.000
Mike Wilson,485.000,12.800,24.100,0.276,0.388,0.549,0.938,0.000
Mike Yastrzemski,536.000,8.000,18.700,0.246,0.316,0.372,0.688,0.000
Mikie Mahtook,568.000,7.600,18.000,0.254,0.322,0.386,0.708,1.000
Miles Durham,546.000,9.500,25.500,0.259,0.335,0.402,0.737,0.000
Mitch Canham,461.000,10.000,14.800,0.263,0.339,0.371,0.710,0.000
Mitch Delfino,494.000,8.300,14.600,0.256,0.316,0.319,0.636,0.000
Mitch Einertson,416.000,6.300,21.200,0.262,0.313,0.427,0.739,0.000
Mitch Garver,407.000,10.600,21.100,0.257,0.334,0.419,0.753,0.000
Mitch Maier,603.000,6.800,15.900,0.306,0.357,0.473,0.830,0.000
Mitch Walding,401.000,11.000,31.700,0.236,0.327,0.516,0.842,0.000
Moises Sierra,551.000,7.100,16.900,0.277,0.342,0.436,0.778,0.000
Mycal Jones,430.641,10.423,17.467,0.256,0.345,0.359,0.704,0.000
Myles Schroder,400.090,5.151,20.011,0.253,0.304,0.357,0.661,0.000
Myron Leslie,438.584,13.137,19.294,0.269,0.366,0.392,0.757,0.000
Nate Freiman,581.000,8.400,16.400,0.298,0.370,0.502,0.872,0.000
Nate Gold,522.000,10.500,16.300,0.292,0.376,0.582,0.958,0.000
Nate Hanson,417.010,8.652,13.653,0.256,0.332,0.375,0.707,0.000
Nate Orf,511.000,12.300,13.700,0.274,0.378,0.368,0.746,0.000
Nate Schierholtz,510.000,5.300,15.900,0.270,0.325,0.443,0.768,1.000
Nate Spears,556.385,12.981,15.087,0.284,0.386,0.452,0.838,0.000
Nate Sutton,462.952,8.118,13.333,0.290,0.350,0.382,0.733,0.000
Nathan Lukes,404.000,7.900,17.600,0.270,0.330,0.365,0.695,0.000
Neftali Soto,414.000,6.000,23.200,0.272,0.329,0.575,0.904,0.000
Neil Sellers,518.142,7.464,14.080,0.293,0.353,0.458,0.811,0.000
Neil Walker,490.000,10.800,14.900,0.288,0.362,0.462,0.824,1.000
Nellie Rodriguez,579.000,13.000,32.100,0.250,0.352,0.474,0.826,0.000
Nelson Ward,528.000,10.600,23.900,0.221,0.313,0.302,0.616,0.000
Nevin Ashley,391.000,8.700,19.400,0.255,0.333,0.375,0.709,0.000
Nick Ahmed,538.000,6.100,13.400,0.236,0.288,0.324,0.613,1.000
Nick Basto,531.000,8.300,25.000,0.247,0.313,0.392,0.705,0.000
Nick Buss,558.000,6.800,12.700,0.272,0.328,0.411,0.739,0.000
Nick Ciuffo,417.000,10.100,22.800,0.245,0.319,0.385,0.704,0.000
Nick Evans,469.074,11.520,19.183,0.279,0.361,0.482,0.843,0.000
Nick Gordon,578.000,9.200,23.200,0.270,0.341,0.408,0.749,0.000
Nick Hundley,422.000,10.000,17.500,0.247,0.324,0.475,0.798,1.000
Nick Noonan,406.000,5.400,18.200,0.237,0.280,0.304,0.584,0.000
Nick Ramirez,527.735,11.332,25.359,0.237,0.325,0.401,0.726,0.000
Nick Schulz,446.000,9.600,22.600,0.282,0.366,0.422,0.789,0.000
Nick Shaw,489.579,13.081,14.626,0.261,0.362,0.311,0.672,0.000
