Name,PA,BB%,K%,AVG,OBP,SLG,OPS,WAR/PA
Nick Stavinoha,453.000,6.200,17.900,0.297,0.340,0.460,0.800,0.000
Nick Tanielu,403.000,5.500,14.900,0.253,0.298,0.356,0.654,0.000
Nick Torres,434.836,4.595,23.605,0.279,0.320,0.404,0.724,0.000
Nick Weglarz,431.547,15.428,25.272,0.233,0.363,0.422,0.785,0.000
Nick Williams,515.000,6.800,18.800,0.303,0.354,0.491,0.845,1.000
Niuman Romero,593.000,9.100,11.000,0.300,0.367,0.421,0.788,0.000
Noah Perio,466.000,6.400,12.900,0.281,0.330,0.363,0.693,0.000
Noel Cuevas,457.898,5.241,19.549,0.247,0.295,0.353,0.648,0.000
Nolan Arenado,573.000,6.800,10.100,0.285,0.337,0.428,0.766,1.000
Nolan Reimold,586.000,10.800,14.000,0.284,0.367,0.501,0.868,0.000
Nomar Mazara,470.000,10.000,19.600,0.284,0.357,0.443,0.800,1.000
Noochie Varner,460.589,6.963,16.330,0.286,0.339,0.424,0.762,0.000
O'Koyea Dickson,520.000,7.300,12.900,0.269,0.340,0.471,0.810,0.000
Odubel Herrera,410.010,5.593,16.748,0.289,0.331,0.370,0.701,1.000
Ofilio Castro,407.000,6.600,9.600,0.277,0.328,0.379,0.706,0.000
Ole Sheldon,442.000,13.100,16.100,0.282,0.383,0.437,0.820,0.000
Ollie Linton,445.000,11.779,20.067,0.295,0.395,0.373,0.767,0.000
Olmo Rosario,450.000,4.400,14.900,0.298,0.333,0.469,0.802,0.000
Omar Carrizales,492.000,9.800,19.500,0.248,0.328,0.352,0.680,0.000
Omar Luna,515.000,7.400,8.200,0.315,0.369,0.389,0.758,0.000
Onil Joseph,378.000,5.300,19.300,0.254,0.296,0.337,0.634,0.000
Orlando Arcia,552.000,5.400,13.200,0.307,0.347,0.453,0.800,1.000
Orlando Calixte,482.110,7.278,23.487,0.246,0.302,0.371,0.673,0.000
Oscar Mercado,523.000,6.100,21.400,0.287,0.341,0.428,0.769,0.000
Oscar Taveras,531.000,7.900,10.500,0.321,0.380,0.572,0.953,0.000
Oscar Tejeda,451.432,5.865,19.361,0.250,0.295,0.352,0.647,0.000
Osvaldo Abreu,475.000,5.700,22.500,0.246,0.299,0.336,0.636,0.000
Ozzie Chavez,404.000,7.400,14.400,0.259,0.317,0.314,0.631,0.000
Ozzie Martinez,537.686,7.941,12.110,0.280,0.344,0.357,0.701,0.000
P.J. Pilittere,390.010,5.896,9.493,0.269,0.317,0.343,0.660,0.000
Pablo Reyes,483.000,10.600,14.500,0.274,0.356,0.410,0.765,0.000
Paco Figueroa,406.000,10.600,12.800,0.280,0.365,0.354,0.720,0.000
Pat Osborn,448.000,7.400,14.100,0.250,0.306,0.301,0.607,0.000
Pat Valaika,493.732,5.900,21.506,0.251,0.297,0.404,0.701,1.000
Patrick Kivlehan,431.000,10.200,18.100,0.300,0.374,0.485,0.860,0.000
Patrick Leonard,514.000,10.500,25.100,0.256,0.350,0.408,0.758,0.000
Patrick Wisdom,477.925,7.752,26.841,0.226,0.285,0.386,0.670,0.000
Paul DeJong,552.000,7.200,26.100,0.260,0.324,0.460,0.784,1.000
Paul Goldschmidt,457.000,17.900,20.100,0.306,0.435,0.626,1.061,1.000
Paul Gran,439.000,10.300,24.100,0.239,0.347,0.345,0.692,0.000
Paul Janish,391.000,12.800,13.800,0.244,0.358,0.330,0.688,0.000
Paulo Orlando,466.019,5.795,12.753,0.292,0.348,0.427,0.775,1.000
Pedro Ciriaco,497.000,3.200,14.300,0.296,0.319,0.367,0.686,0.000
Pedro Florimon,520.000,9.800,21.900,0.267,0.344,0.396,0.741,1.000
Pete Kozma,520.487,9.532,19.366,0.231,0.305,0.352,0.657,0.000
Peter Bourjos,504.000,9.700,15.300,0.281,0.354,0.423,0.778,1.000
Peter Ciofrone,408.000,8.100,13.500,0.261,0.339,0.365,0.704,0.000
Peter Lavin,485.000,8.200,15.100,0.248,0.308,0.393,0.701,0.000
Peter Mooney,447.000,9.200,9.800,0.258,0.331,0.333,0.664,0.000
Phil Gosselin,547.000,8.400,16.500,0.242,0.317,0.320,0.637,1.000
Phillip Ervin,505.000,12.900,17.400,0.239,0.362,0.399,0.761,0.000
Phillip Evans,386.000,4.900,15.500,0.335,0.374,0.485,0.859,0.000
Prentice Redman,406.000,11.800,19.000,0.245,0.347,0.423,0.769,0.000
Preston Beck,386.000,10.100,15.500,0.224,0.303,0.327,0.630,0.000
Quincy Latimore,477.673,8.278,24.244,0.244,0.314,0.430,0.744,0.000
Quintin Berry,482.144,11.401,20.151,0.258,0.353,0.340,0.693,1.000
Rafael Bautista,607.000,7.400,15.500,0.282,0.344,0.341,0.685,0.000
Rafael Ortega,414.000,10.900,13.800,0.249,0.331,0.346,0.677,0.000
Rafael Ynoa,519.207,10.542,13.414,0.272,0.350,0.361,0.711,0.000
Raimel Tapia,457.000,5.500,10.700,0.323,0.363,0.450,0.813,0.000
Ramiro Pena,506.000,8.100,17.000,0.266,0.330,0.357,0.687,0.000
Ramon Cabrera,455.489,8.254,9.613,0.274,0.333,0.365,0.698,0.000
Ramon Flores,620.000,12.400,15.800,0.260,0.353,0.363,0.717,0.000
Ramon Laureano,513.000,7.800,21.400,0.227,0.298,0.369,0.668,0.000
Randal Grichuk,542.000,5.200,17.000,0.256,0.306,0.474,0.780,1.000
Rando Moreno,484.000,6.400,12.800,0.275,0.324,0.340,0.664,0.000
Rangel Ravelo,551.000,10.200,14.000,0.309,0.386,0.473,0.859,0.000
Rashad Crawford,419.000,6.700,22.000,0.210,0.268,0.306,0.574,0.000
Rashad Eldridge,452.226,10.659,16.512,0.288,0.373,0.396,0.769,0.000
Raudy Read,442.000,6.100,17.900,0.265,0.312,0.455,0.767,0.000
Raul Reyes,400.000,5.800,23.300,0.292,0.339,0.466,0.805,0.000
Rawley Bishop,496.699,9.571,20.812,0.257,0.336,0.380,0.717,0.000
Ray Chang,508.000,10.000,12.600,0.298,0.384,0.436,0.821,0.000
Ray Sadler,561.000,9.400,21.400,0.253,0.330,0.458,0.789,0.000
Raymond Kruml,488.000,6.400,21.900,0.290,0.335,0.387,0.722,0.000
Rayner Bautista,446.000,1.300,25.100,0.259,0.271,0.373,0.643,0.000
Rebel Ridling,485.000,8.900,18.400,0.309,0.372,0.515,0.887,0.000
Reegie Corona,520.000,9.800,15.000,0.274,0.345,0.365,0.710,0.000
Reese Havens,390.000,14.900,29.000,0.215,0.340,0.351,0.691,0.000
Reid Brignac,596.000,9.200,15.800,0.260,0.328,0.433,0.760,0.000
Reid Gorecki,381.000,11.000,21.000,0.251,0.340,0.474,0.814,0.000
Renato Nunez,416.000,6.700,15.900,0.278,0.332,0.480,0.812,0.000
Rene Tosoni,493.525,8.495,18.338,0.254,0.332,0.406,0.738,0.000
Renny Osuna,532.779,6.458,12.046,0.282,0.331,0.376,0.707,0.000
Rex Rundgren,420.000,7.900,19.300,0.232,0.299,0.259,0.558,0.000
Rey Fuentes,482.087,9.856,21.612,0.260,0.342,0.361,0.703,0.000
Rey Navarro,465.551,5.304,10.186,0.267,0.308,0.377,0.684,0.000
Reynaldo Rodriguez,494.168,8.404,18.753,0.260,0.325,0.497,0.822,0.000
Rhyne Hughes,450.000,10.200,24.900,0.268,0.356,0.448,0.804,0.000
Rhys Hoskins,589.000,12.100,21.200,0.281,0.377,0.566,0.943,1.000
Ricardo Nanita,457.728,8.816,12.072,0.277,0.345,0.388,0.734,0.000
Ricardo Sosa,495.000,7.700,16.400,0.260,0.328,0.397,0.725,0.000
Rich Poythress,511.000,9.800,16.000,0.267,0.347,0.416,0.763,0.000
Richard Lewis,385.000,7.500,16.600,0.252,0.316,0.333,0.649,0.000
Richard Urena,551.000,5.400,18.100,0.247,0.286,0.359,0.645,0.000
Richie Robnett,531.000,6.400,24.500,0.267,0.316,0.465,0.782,0.000
Richie Shaffer,491.000,11.400,24.200,0.222,0.318,0.440,0.759,1.000
Rick Hague,479.000,6.900,21.100,0.245,0.301,0.362,0.663,0.000
Ricky Oropesa,451.553,8.303,24.426,0.248,0.313,0.383,0.694,0.000
Rico Noel,576.000,9.000,20.700,0.266,0.348,0.333,0.681,0.000
Rio Ruiz,489.000,12.900,19.200,0.233,0.333,0.324,0.657,0.000
Rob Cosby,431.738,4.529,14.860,0.260,0.299,0.432,0.731,0.000
Rob Segedin,394.000,13.200,15.200,0.283,0.398,0.428,0.826,0.000
Robbie Grossman,577.000,13.300,21.000,0.266,0.376,0.410,0.786,0.000
Robbie Widlansky,544.000,11.800,13.600,0.316,0.404,0.446,0.850,0.000
Robby Price,491.000,9.800,8.800,0.226,0.318,0.286,0.604,0.000
Robert Valido,413.000,4.800,19.400,0.222,0.267,0.300,0.567,0.000
Roberto Lopez,499.766,7.347,13.395,0.265,0.334,0.445,0.778,0.000
Rodney Choy Foo,444.000,15.100,18.000,0.251,0.366,0.411,0.777,0.000
Roemon Fields,556.000,8.100,17.600,0.227,0.295,0.296,0.591,0.000
Roger Bernadina,415.000,9.200,19.300,0.270,0.340,0.369,0.709,0.000
Roger Kieschnick,501.000,6.800,24.200,0.255,0.307,0.429,0.737,0.000
Ron Acuna,439.000,6.200,18.000,0.268,0.318,0.335,0.653,0.000
Ronald Bermudez,385.000,4.400,15.800,0.291,0.322,0.378,0.700,0.000
Ronald Guzman,416.000,7.900,19.700,0.288,0.348,0.477,0.825,0.000
Ronald Torreyes,427.000,6.600,6.800,0.269,0.329,0.368,0.697,1.000
Ronnie Merrill,503.000,8.000,18.900,0.244,0.314,0.354,0.668,0.000
Ronnie Welty,453.000,11.300,27.600,0.228,0.322,0.394,0.716,0.000
Ronny Rodriguez,473.876,4.335,17.807,0.247,0.281,0.351,0.632,0.000
Rosell Herrera,494.000,11.300,16.000,0.292,0.374,0.379,0.753,0.000
Rowdy Tellez,514.000,12.300,17.900,0.297,0.387,0.530,0.917,0.000
Ruben Tejada,553.000,6.700,10.700,0.289,0.351,0.381,0.732,1.000
Rubi Silva,490.000,3.700,20.200,0.284,0.310,0.483,0.793,0.000
Ruddy Yan,412.000,7.800,9.500,0.263,0.321,0.340,0.662,0.000
Rudy Flores,490.000,6.500,28.200,0.241,0.309,0.391,0.700,0.000
Russ Canzler,411.000,11.200,23.100,0.287,0.372,0.566,0.938,0.000
Russell Mitchell,522.306,7.460,17.164,0.253,0.311,0.416,0.726,0.000
Rusty Ryal,509.000,6.900,18.900,0.274,0.334,0.443,0.777,1.000
Ryan Adams,594.000,7.900,20.400,0.298,0.365,0.464,0.829,0.000
Ryan Bear,483.658,9.938,18.100,0.248,0.330,0.358,0.688,0.000
Ryan Brett,459.000,5.200,16.100,0.303,0.346,0.448,0.794,0.000
Ryan Casteel,454.295,7.725,19.641,0.276,0.333,0.438,0.770,0.000
Ryan Cavan,469.000,6.800,19.000,0.228,0.283,0.338,0.621,0.000
Ryan Cordell,445.000,7.200,21.800,0.264,0.319,0.484,0.803,0.000
Ryan Curry,418.634,5.375,11.250,0.248,0.298,0.369,0.667,0.000
Ryan Finan,438.000,11.000,19.400,0.257,0.347,0.406,0.753,0.000
Ryan Goins,618.000,7.600,12.600,0.289,0.342,0.403,0.745,0.000
Ryan Goleski,473.208,9.875,21.593,0.254,0.332,0.394,0.727,0.000
Ryan Harvey,382.000,7.900,26.200,0.246,0.309,0.519,0.828,0.000
Ryan Jackson,599.000,7.300,15.200,0.278,0.334,0.415,0.749,0.000
Ryan Kalish,437.000,9.600,19.900,0.271,0.341,0.440,0.781,0.000
Ryan Khoury,445.000,14.200,23.100,0.223,0.346,0.313,0.659,0.000
Ryan Klosterman,393.000,9.550,18.950,0.228,0.314,0.337,0.650,0.000
Ryan LaMarre,537.362,9.696,19.764,0.255,0.342,0.363,0.704,0.000
Ryan Lollis,539.000,9.300,11.300,0.267,0.345,0.377,0.722,0.000
Ryan McBroom,548.000,7.800,20.400,0.247,0.323,0.395,0.718,0.000
Ryan McMahon,535.000,10.300,30.100,0.242,0.325,0.399,0.724,0.000
Ryan Mulhern,501.000,8.000,24.600,0.268,0.335,0.438,0.773,0.000
Ryan O'Hearn,466.000,10.300,28.100,0.258,0.339,0.437,0.776,0.000
Ryan Patterson,482.617,4.648,19.164,0.257,0.293,0.441,0.734,0.000
Ryan Roberson,485.000,7.000,24.700,0.289,0.346,0.507,0.853,0.000
Ryan Schimpf,529.000,14.900,26.100,0.210,0.338,0.428,0.766,1.000
Ryan Strausborger,500.648,7.059,20.327,0.231,0.297,0.360,0.657,0.000
Ryan Walker,436.000,11.700,19.500,0.234,0.328,0.324,0.652,0.000
Ryan Wheeler,531.000,8.500,19.200,0.294,0.358,0.465,0.822,0.000
Ryder Jones,513.000,5.100,15.400,0.247,0.291,0.397,0.688,0.000
Rymer Liriano,415.000,8.400,24.600,0.264,0.335,0.442,0.777,0.000
Ryon Healy,543.000,5.500,15.100,0.302,0.339,0.426,0.766,1.000
Salvador Sanchez,425.000,5.600,23.300,0.240,0.289,0.394,0.683,0.000
Sam Fuld,394.516,11.557,9.901,0.280,0.369,0.384,0.753,1.000
Samir Duenez,566.000,6.500,20.500,0.252,0.304,0.402,0.705,0.000
Sawyer Carroll,523.504,11.151,21.043,0.254,0.338,0.404,0.743,0.000
Scooter Gennett,573.000,4.900,12.400,0.293,0.330,0.385,0.714,1.000
Scott Beerer,425.000,4.700,14.800,0.258,0.295,0.315,0.610,0.000
Scott Campbell,492.000,13.400,12.800,0.302,0.398,0.427,0.825,0.000
Scott Cousins,533.000,7.900,20.100,0.263,0.323,0.448,0.771,0.000
Scott Heineman,529.000,9.500,22.900,0.284,0.363,0.427,0.790,0.000
Scott Moore,533.000,10.300,23.600,0.276,0.360,0.479,0.839,0.000
Scott Savastano,429.000,10.500,14.500,0.283,0.362,0.446,0.808,0.000
Scott Schebler,560.000,8.000,19.600,0.280,0.365,0.556,0.921,1.000
Scott Van Slyke,529.000,12.300,18.900,0.348,0.427,0.595,1.022,1.000
Sean Coyle,384.000,9.900,24.700,0.295,0.371,0.512,0.883,0.000
Sean Danielson,369.000,10.300,11.100,0.291,0.370,0.384,0.755,0.000
Sean Halton,482.000,6.600,17.200,0.298,0.346,0.440,0.786,0.000
Sean Henry,456.533,7.983,14.961,0.284,0.352,0.423,0.774,0.000
Sean Jamieson,374.000,8.300,16.300,0.298,0.362,0.429,0.791,0.000
Sean Kazmar,433.000,8.800,15.200,0.264,0.333,0.359,0.691,0.000
Sean Rodriguez,587.000,9.200,22.500,0.254,0.345,0.423,0.769,1.000
Sebastian Elizalde,438.000,4.100,13.900,0.297,0.324,0.387,0.711,0.000
Sebastien Boucher,494.000,13.200,18.400,0.248,0.351,0.305,0.656,0.000
Sergio Miranda,401.000,7.500,10.200,0.270,0.332,0.326,0.657,0.000
Sergio Santos,483.000,8.900,20.100,0.250,0.325,0.477,0.802,0.000
Seth Johnston,471.582,7.700,19.292,0.242,0.303,0.382,0.684,0.000
Seth Loman,485.297,9.193,21.818,0.275,0.368,0.461,0.829,0.000
Seth Mejias-Brean,475.000,13.300,20.200,0.247,0.352,0.360,0.712,0.000
Seth Smith,582.000,8.800,12.700,0.294,0.361,0.483,0.844,1.000
Shane Justis,475.155,7.983,12.184,0.272,0.351,0.369,0.719,0.000
Shane Opitz,391.000,5.600,12.500,0.240,0.283,0.335,0.618,0.000
Shane Peterson,536.000,10.600,20.100,0.265,0.354,0.367,0.722,0.000
Shannon Wilkerson,488.884,8.617,17.650,0.250,0.318,0.346,0.663,0.000
Shaun Cumberland,512.000,7.000,17.800,0.259,0.316,0.362,0.678,0.000
Shaun Larkin,428.000,7.700,11.000,0.253,0.313,0.358,0.671,0.000
Shawn Bowman,408.088,7.632,24.854,0.261,0.325,0.434,0.758,0.000
Shawn Pleffner,440.000,9.300,15.000,0.269,0.342,0.355,0.697,0.000
Shelley Duncan,394.000,8.600,19.500,0.256,0.327,0.487,0.815,0.000
Sherman Johnson,591.000,15.100,17.300,0.204,0.325,0.314,0.639,0.000
Simon Klink,423.012,8.477,25.453,0.245,0.314,0.360,0.675,0.000
Slade Heathcott,420.492,8.711,23.254,0.261,0.333,0.422,0.755,0.000
Socrates Brito,522.000,5.600,16.100,0.300,0.339,0.451,0.790,1.000
Starling Marte,572.000,3.800,17.500,0.332,0.370,0.500,0.870,1.000
Stefan Gartrell,440.661,10.404,23.310,0.269,0.351,0.468,0.819,0.000
Stefan Welch,400.000,12.000,24.800,0.222,0.336,0.360,0.696,0.000
Steffan Wilson,461.000,7.800,19.500,0.236,0.296,0.325,0.620,0.000
Stephen Bruno,411.180,6.489,17.185,0.270,0.341,0.366,0.707,0.000
Stephen Head,434.000,5.500,17.300,0.290,0.325,0.455,0.780,0.000
Stephen Parker,576.000,12.000,18.600,0.286,0.373,0.413,0.786,0.000
Stephen Vogt,427.000,7.000,11.900,0.301,0.344,0.487,0.831,1.000
Stetson Allie,458.402,11.663,27.176,0.232,0.327,0.418,0.744,0.000
Steve Moss,543.812,12.888,23.956,0.238,0.340,0.360,0.700,0.000
Steve Singleton,564.000,6.900,10.100,0.267,0.325,0.410,0.735,0.000
Steve Sollmann,546.000,11.200,11.500,0.283,0.395,0.375,0.770,0.000
Steve Tolleson,397.000,11.100,18.600,0.300,0.382,0.466,0.848,0.000
Steven Hill,462.691,8.122,21.477,0.281,0.341,0.502,0.844,0.000
Steven Moya,549.000,4.200,29.300,0.276,0.306,0.555,0.861,0.000
Steven Murphy,543.887,5.916,20.989,0.269,0.315,0.455,0.770,0.000
Stuart Turner,379.000,11.900,18.200,0.223,0.322,0.306,0.628,0.000
T.J. Steele,444.000,3.600,25.700,0.214,0.249,0.354,0.603,0.000
T.J. White,416.000,9.100,20.200,0.276,0.358,0.484,0.842,0.000
Taylor Ard,413.000,7.500,27.800,0.215,0.291,0.370,0.660,0.000
Taylor Featherston,550.000,6.900,20.700,0.260,0.322,0.439,0.760,0.000
Taylor Green,451.000,10.000,14.900,0.260,0.336,0.438,0.773,0.000
Taylor Harbin,506.344,6.373,15.758,0.265,0.318,0.374,0.692,0.000
Taylor Lindsey,567.000,8.500,16.000,0.274,0.339,0.441,0.780,0.000
Taylor Motter,506.000,6.700,14.000,0.274,0.326,0.436,0.762,0.000
Teodoro Martinez,470.000,3.800,14.500,0.248,0.283,0.379,0.662,0.000
Teoscar Hernandez,514.000,6.400,24.500,0.219,0.275,0.362,0.637,1.000
Thairo Estrada,542.000,6.300,10.300,0.301,0.353,0.392,0.745,0.000
Thomas Collaro,445.642,5.277,28.950,0.236,0.282,0.407,0.690,0.000
Thomas Coyle,416.000,13.700,26.400,0.229,0.337,0.347,0.684,0.000
Thomas Neal,533.768,8.746,15.655,0.301,0.377,0.452,0.829,0.000
Tim Anderson,550.000,4.400,20.700,0.312,0.350,0.429,0.779,1.000
Tim Beckham,468.000,8.300,19.400,0.275,0.339,0.395,0.734,1.000
Tim Brown,402.000,10.000,16.200,0.274,0.357,0.430,0.787,0.000
Tim Fedroff,501.000,9.600,18.000,0.274,0.349,0.366,0.715,0.000
Tim Locastro,420.000,5.200,13.300,0.285,0.366,0.429,0.795,0.000
Tim Lopes,554.866,9.300,15.670,0.278,0.348,0.372,0.721,0.000
Tim Torres,399.000,14.300,22.100,0.275,0.381,0.478,0.858,0.000
Tim Wheeler,637.000,9.300,22.300,0.287,0.365,0.535,0.900,0.000
Todd Cunningham,519.000,7.300,9.800,0.309,0.364,0.403,0.767,0.000
Todd Frazier,500.000,8.400,13.400,0.290,0.350,0.481,0.831,1.000
Todd Glaesmann,529.000,4.900,20.800,0.240,0.289,0.378,0.667,0.000
Todd Hankins,495.164,6.553,23.331,0.241,0.297,0.357,0.655,0.000
Tom Belza,478.000,10.500,18.600,0.305,0.387,0.387,0.774,0.000
Tomas Nido,404.000,7.400,15.600,0.232,0.287,0.354,0.641,0.000
Tommy Everidge,607.000,9.100,21.900,0.279,0.346,0.467,0.813,0.000
Tommy Field,544.000,9.700,19.900,0.271,0.357,0.439,0.795,0.000
Tommy Joseph,449.000,7.600,21.400,0.257,0.317,0.399,0.715,0.000
Tommy Mendonca,556.000,6.300,28.800,0.278,0.335,0.492,0.827,0.000
Tony Abreu,509.000,6.500,13.600,0.287,0.343,0.392,0.734,0.000
Tony Blanco,442.000,7.000,16.700,0.323,0.385,0.587,0.973,0.000
Tony Campana,550.000,8.000,14.900,0.319,0.378,0.384,0.763,1.000
Tony Cruz,444.000,7.700,19.100,0.220,0.281,0.366,0.647,0.000
Tony Granadillo,412.000,13.300,18.200,0.232,0.342,0.338,0.680,0.000
Tony Plagman,438.000,6.200,22.400,0.229,0.295,0.410,0.705,0.000
Tony Renda,532.000,8.100,7.300,0.269,0.330,0.358,0.689,0.000
Tony Sanchez,469.000,10.000,16.200,0.241,0.340,0.318,0.658,0.000
Tony Thomas,478.938,7.981,24.068,0.247,0.317,0.418,0.735,0.000
Tony Wolters,387.000,9.000,19.100,0.249,0.319,0.314,0.633,1.000
Tonys Gutierrez,501.000,13.600,15.000,0.283,0.396,0.394,0.789,0.000
Travis Demeritte,511.000,9.600,26.200,0.231,0.306,0.402,0.708,0.000
Travis Harrison,494.455,12.776,23.103,0.235,0.350,0.347,0.697,0.000
Travis Jones,436.000,11.500,21.300,0.249,0.350,0.355,0.706,0.000
Travis Mattair,524.539,7.651,22.776,0.240,0.309,0.375,0.684,0.000
Travis Metcalf,477.000,9.400,23.500,0.221,0.298,0.325,0.622,0.000
Travis Shaw,529.000,14.700,22.100,0.221,0.342,0.394,0.736,1.000
Travis Snider,423.000,12.300,27.400,0.262,0.357,0.461,0.818,1.000
Travis Taijeron,387.000,12.400,27.600,0.248,0.357,0.476,0.832,0.000
Travis Witherspoon,514.000,10.700,23.000,0.214,0.299,0.342,0.641,0.000
Travis d'Arnaud,466.000,7.100,21.500,0.311,0.371,0.542,0.914,1.000
Trayce Thompson,592.511,10.551,24.504,0.233,0.323,0.401,0.724,1.000
Trayvon Robinson,523.000,14.000,23.900,0.300,0.404,0.438,0.842,0.000
Trent Oeltjen,464.000,7.800,12.500,0.299,0.378,0.411,0.789,0.000
Trever Adams,468.014,7.367,23.013,0.258,0.316,0.407,0.722,0.000
Trevor Crowe,589.000,10.500,12.100,0.259,0.341,0.353,0.694,0.000
Trevor Plouffe,555.000,6.800,16.000,0.274,0.326,0.410,0.736,1.000
Trey Michalczewski,497.756,9.757,28.487,0.229,0.314,0.360,0.674,0.000
Troy Hanzawa,455.000,6.200,14.900,0.249,0.296,0.322,0.618,0.000
Troy Tulowitzki,485.000,9.500,14.600,0.291,0.370,0.473,0.843,1.000
Tucker Barnhart,395.000,11.400,14.400,0.260,0.348,0.348,0.696,1.000
Tuffy Gosewisch,406.000,4.900,15.000,0.247,0.295,0.404,0.699,0.000
Ty France,402.000,5.500,16.900,0.275,0.341,0.377,0.718,0.000
Ty Morrison,458.000,7.600,19.200,0.269,0.341,0.373,0.714,0.000
Ty Wright,497.000,7.000,12.100,0.290,0.349,0.412,0.761,0.000
Tyler Austin,437.000,8.200,18.300,0.275,0.336,0.419,0.756,0.000
Tyler Bortnick,404.000,11.400,15.100,0.253,0.352,0.385,0.737,0.000
Tyler Collins,530.000,9.600,23.000,0.240,0.323,0.438,0.760,0.000
Tyler Colvin,602.000,7.300,16.800,0.256,0.312,0.424,0.736,0.000
Tyler Goeddel,533.000,9.000,18.400,0.279,0.350,0.433,0.783,0.000
Tyler Greene,408.000,5.400,24.300,0.259,0.307,0.449,0.756,0.000
Tyler Henley,481.000,8.300,13.300,0.303,0.367,0.482,0.849,0.000
Tyler Henson,533.000,7.100,29.300,0.278,0.329,0.440,0.769,0.000
Tyler Holt,589.000,9.300,15.300,0.267,0.338,0.359,0.697,0.000
Tyler Krieger,480.000,8.800,22.300,0.225,0.303,0.337,0.640,0.000
Tyler Kuhn,453.177,8.300,15.330,0.311,0.374,0.430,0.804,0.000
Tyler Ladendorf,485.167,9.156,18.140,0.232,0.316,0.338,0.654,0.000
Tyler Marincov,423.000,9.500,21.500,0.267,0.340,0.404,0.743,0.000
Tyler Marlette,405.000,7.700,22.000,0.245,0.309,0.405,0.714,0.000
Tyler Massey,509.000,6.500,17.900,0.260,0.309,0.373,0.682,0.000
Tyler Moore,561.000,5.300,24.800,0.270,0.314,0.532,0.846,0.000
Tyler O'Neill,575.000,10.800,26.100,0.293,0.374,0.508,0.882,0.000
Tyler Pastornicky,395.000,6.100,8.600,0.299,0.345,0.414,0.759,0.000
Tyler Saladino,501.128,12.535,17.654,0.233,0.338,0.318,0.655,0.000
Tyler Smith,520.000,11.700,16.300,0.271,0.361,0.354,0.716,0.000
Tyler Wade,583.000,11.300,17.700,0.259,0.352,0.349,0.701,0.000
Tyrone Taylor,511.610,6.758,12.523,0.246,0.307,0.332,0.639,0.000
Tzu-Wei Lin,411.000,8.300,13.400,0.223,0.287,0.293,0.580,0.000
Van Pope,435.704,8.190,15.166,0.240,0.313,0.349,0.661,0.000
Vasili Spanos,480.693,7.273,14.969,0.294,0.370,0.436,0.805,0.000
Vic Buttler,454.000,7.300,11.700,0.292,0.345,0.445,0.790,0.000
Victor Caratini,480.000,11.300,16.700,0.291,0.375,0.405,0.780,0.000
Victor Cruzado,420.000,12.100,19.800,0.261,0.353,0.374,0.727,0.000
Victor Reyes,516.000,5.200,15.500,0.292,0.332,0.399,0.731,0.000
Vince Faison,430.141,8.582,20.392,0.245,0.314,0.419,0.733,0.000
Vince Sinisi,517.000,10.800,15.900,0.275,0.352,0.409,0.762,0.000
Vincent Blue,467.000,10.700,22.900,0.232,0.315,0.271,0.587,0.000
Vinnie Catricala,449.000,6.500,21.200,0.235,0.292,0.328,0.621,0.000
Viosergy Rosa,534.182,13.023,23.278,0.244,0.344,0.383,0.726,0.000
Wade Gaynor,470.394,6.957,27.592,0.212,0.272,0.357,0.630,0.000
Wade Hinkle,405.000,10.900,23.000,0.248,0.337,0.369,0.706,0.000
Wes Hodges,574.000,9.100,18.300,0.290,0.354,0.466,0.821,0.000
Whitney Robbins,475.000,9.100,15.800,0.278,0.348,0.405,0.753,0.000
Wil Myers,416.000,12.500,20.900,0.254,0.353,0.393,0.745,1.000
Wilberto Ortiz,485.000,7.200,9.700,0.257,0.321,0.301,0.622,0.000
Wilfredo Tovar,486.000,6.800,10.100,0.263,0.323,0.340,0.663,0.000
Wilin Rosario,426.000,4.500,21.400,0.249,0.284,0.457,0.741,1.000
Wilkin Castillo,449.000,3.800,13.800,0.302,0.333,0.437,0.769,0.000
Wilkin Ramirez,482.000,8.900,28.600,0.303,0.371,0.522,0.893,0.000
Will Middlebrooks,397.000,5.300,23.900,0.302,0.345,0.520,0.865,0.000
Will Rhymes,577.000,7.600,11.400,0.306,0.362,0.391,0.754,1.000
Will Swanner,409.000,10.800,30.800,0.260,0.343,0.455,0.799,0.000
Will Venable,572.000,6.600,14.700,0.278,0.337,0.373,0.710,1.000
Willie Argo,464.000,13.400,23.500,0.203,0.325,0.273,0.599,0.000
Willie Cabrera,407.426,7.144,9.661,0.282,0.338,0.407,0.744,0.000
Willie Calhoun,560.000,8.000,11.600,0.254,0.318,0.469,0.788,0.000
Willson Contreras,521.000,10.900,11.900,0.333,0.413,0.478,0.891,1.000
Willy Adames,568.000,13.000,21.300,0.274,0.372,0.430,0.802,0.000
Willy Garcia,474.000,5.100,30.600,0.271,0.311,0.478,0.789,0.000
Wilmer Difo,451.000,7.500,13.100,0.259,0.318,0.354,0.672,1.000
Wilson Batista,523.000,8.000,16.100,0.241,0.309,0.361,0.670,0.000
Wladimir Balentien,522.000,13.400,26.800,0.230,0.337,0.435,0.772,0.000
Wladimir Sutil,536.000,8.200,7.800,0.273,0.348,0.324,0.673,0.000
Wyatt Mathisen,430.000,10.200,17.400,0.272,0.357,0.365,0.722,0.000
